EVENTS,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/Pathfinding,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/AllWorkers/MassProcessorTask,GuLiCommanderAuthority/GameThread/FixedStep,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiBuildingProductionComponent,Ticks/GuLiBuildingShieldComponent,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,FMsgLogf/FMsgLogfCount,Ticks/GameplayDebuggerPlayerManager
,0.073200,0.015100,0.1651,0.013900,0.035100,0.001900,0.007600,0.003200,0.034500,0.001300,0.004800,0.029400,0.3384,0.2824,1.2145,0.017400,13.0447,0.3124,0.020000,0.000800,0.002900,25.8214,29.8604,0.002000,0.000700,0.000300,0.009800,0.041800,0.000200,0.002100,0.021900,0.001400,0.001900,1.0833,0.016700,0.000200,0.080700,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.2604,16042.7773,5471.6758,6230.1094,0,21514.4531,0,0,14.7460,25.5211,0,0,0,296,210,0,0.1227,1,0
,0.061500,0.013000,0.096800,0.012800,0.035200,0.002000,0.007700,0.002400,0.021900,0.001800,0.003600,0.026500,13.4681,0.3079,0.9520,0.017400,1.0533,0.3784,0.020400,0.000900,0.003400,0.2785,0.3768,0.001600,0.000700,0.000100,0.008500,0.041100,0.000100,0.002600,0.018100,0.001500,0.001600,0.057900,0.017300,0.000100,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2575,16042.8398,5471.6758,6230.1094,0,21514.5156,0,0,15.6862,0,1,0,0,0,0,0,0,0,0
,0.057300,0.011700,0.080900,0.011400,0.027500,0.001500,0.005600,0.002200,0.017100,0.001300,0.002400,0.019300,0.3049,0.2509,0.9696,0.015600,13.5132,0.3034,0.022400,0.000900,0.023000,0.3010,0.4213,0.001700,0.000900,0.000100,0.009100,0.038500,0.000200,0.002000,0.018700,0.001500,0.001500,0.078800,0.013900,0.000300,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4337,16042.7812,5471.6758,6230.1094,0,21514.4570,0,0,14.7833,0,0,0,0,258,201,0,0.069200,0,0
,0.055700,0.013100,0.084600,0.010800,0.028300,0.001400,0.007000,0.002400,0.019200,0.001300,0.002600,0.020500,0.2864,0.4498,1.0313,0.017300,0.1028,0.3259,0.015200,0.000800,0.001900,1.4254,1.3849,0.002000,0.000600,0.000200,0.006900,0.035400,0.000100,0.001600,0.018900,0.001400,0.001400,0.049100,0.012700,0.000100,0.1316,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3258,16042.7891,5471.6758,6230.1094,0,21514.4648,0,0,0.3548,0,0,0,0,0,0,0,0,0,0
,0.066300,0.013100,0.1623,0.012500,0.027500,0.001700,0.005900,0.002800,0.021000,0.001200,0.002900,0.021500,0.3622,0.2222,0.8706,0.017300,13.8133,0.3160,0.023200,0.000800,0.015000,25.4856,25.5368,0.001900,0.000700,0.000200,0.008300,0.038400,0.000200,0.002000,0.018500,0.001500,0.001600,1.0383,0.013600,0.000100,0.074100,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,51,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.2742,16042.4062,5471.6758,6230.1094,0,21514.0820,0,0,15.0927,25.3238,1,2,2,312,209,0,0.072800,1,1
,0.059900,0.013000,0.078000,0.011500,0.030500,0.001800,0.006300,0.002900,0.019400,0.001400,0.002900,0.022100,13.3884,0.2655,0.9009,0.016100,1.7737,0.3759,0.018500,0.000800,0.002400,0.2141,0.3018,0.001300,0.000800,0.000100,0.006800,0.037400,0.000200,0.001900,0.017000,0.001200,0.001700,0.051000,0.013900,0.000200,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6391,16042.4062,5471.6758,6230.1094,0,21514.0820,0,0,16.0639,0,1,0,0,0,0,0,0,0,0
,0.061500,0.011600,0.074800,0.011700,0.027600,0.001500,0.005100,0.002700,0.017800,0.001300,0.001900,0.018700,0.2750,0.2332,1.0584,0.015700,13.6575,0.3201,0.019600,0.000800,0.003100,0.2718,0.3742,0.001500,0.000800,0.000200,0.007800,0.040600,0.000200,0.002200,0.019000,0.001400,0.001600,0.054800,0.014700,0.000100,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5346,16042.3398,5471.6758,6230.1094,0,21514.0156,0,0,15.0995,0,0,0,0,0,0,0,0,0,0
,0.048700,0.011900,0.059300,0.009000,0.028400,0.001300,0.004800,0.002700,0.016300,0.001100,0.002400,0.018700,0.2709,0.3820,0.9815,0.017000,0.1473,0.3067,0.015000,0.000400,0.001800,0.2560,0.3305,0.001200,0.000400,0.000100,0.005500,0.032800,0.000100,0.001400,0.015500,0.001300,0.001500,0.039600,0.011800,0.000100,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9533,16042.3398,5471.6758,6230.1094,0,21514.0156,0,0,0.2893,0,0,0,0,367,305,0,0.089100,0,0
,0.064400,0.012500,0.1201,0.013300,0.030100,0.001500,0.006200,0.003000,0.028400,0.000900,0.004000,0.025800,0.3025,0.2371,0.8898,0.016200,13.8974,0.4204,0.020600,0.001000,0.011900,24.4114,24.4587,0.001800,0.000700,0.000200,0.008000,0.042500,0.000200,0.001900,0.020100,0.001500,0.001900,0.061700,0.015400,0.000200,0.068700,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.4986,16042.7969,5471.6758,6230.1094,0,21514.4727,0,0,15.2425,24.1250,1,0,0,187,108,0,0.056700,0,0
,0.057700,0.012000,0.079600,0.012100,0.027700,0.002000,0.006200,0.002600,0.028800,0.001400,0.002500,0.021600,13.4321,0.2593,0.8788,0.016400,1.2585,0.3899,0.018700,0.000800,0.002700,1.4423,1.4180,0.001700,0.000900,0.000100,0.008400,0.036700,0.000200,0.002100,0.019000,0.001300,0.001600,0.049500,0.014000,0.000100,0.1138,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3919,16042.3125,5471.7383,6230.1094,0,21514.0508,0,0,15.6652,0,1,0,0,0,0,0,0,0,0
