layer_id,layer_key,cell_x,cell_y,world_center_x_cm,world_center_y_cm,density_u8,density_01
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,33,20,83750,51250,179,0.70196078431372544
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,34,20,86250,51250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,35,20,88750,51250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,36,20,91250,51250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,37,20,93750,51250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,38,20,96250,51250,156,0.61176470588235299
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,39,20,98750,51250,115,0.45098039215686275
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,40,20,101250,51250,132,0.51764705882352935
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,41,20,103750,51250,150,0.58823529411764708
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,42,20,106250,51250,122,0.47843137254901957
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,43,20,108750,51250,60,0.23529411764705882
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,32,21,81250,53750,77,0.30196078431372547
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,33,21,83750,53750,204,0.80000000000000004
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,34,21,86250,53750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,35,21,88750,53750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,36,21,91250,53750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,37,21,93750,53750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,38,21,96250,53750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,39,21,98750,53750,233,0.9137254901960784
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,40,21,101250,53750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,41,21,103750,53750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,42,21,106250,53750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,43,21,108750,53750,164,0.64313725490196072
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,44,21,111250,53750,50,0.19607843137254902
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,47,21,118750,53750,3,0.011764705882352941
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,48,21,121250,53750,8,0.031372549019607843
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,32,22,81250,56250,61,0.23921568627450979
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,33,22,83750,56250,181,0.70980392156862748
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,34,22,86250,56250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,35,22,88750,56250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,36,22,91250,56250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,37,22,93750,56250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,38,22,96250,56250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,39,22,98750,56250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,40,22,101250,56250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,41,22,103750,56250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,42,22,106250,56250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,43,22,108750,56250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,44,22,111250,56250,117,0.45882352941176469
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,45,22,113750,56250,11,0.043137254901960784
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,46,22,116250,56250,84,0.32941176470588235
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,47,22,118750,56250,129,0.50588235294117645
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,48,22,121250,56250,134,0.52549019607843139
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,49,22,123750,56250,98,0.38431372549019605
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,50,22,126250,56250,27,0.10588235294117647
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,32,23,81250,58750,9,0.035294117647058823
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,33,23,83750,58750,116,0.45490196078431372
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,34,23,86250,58750,204,0.80000000000000004
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,35,23,88750,58750,253,0.99215686274509807
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,36,23,91250,58750,249,0.97647058823529409
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,37,23,93750,58750,242,0.94901960784313721
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,38,23,96250,58750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,39,23,98750,58750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,40,23,101250,58750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,41,23,103750,58750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,42,23,106250,58750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,43,23,108750,58750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,44,23,111250,58750,197,0.77254901960784317
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,45,23,113750,58750,106,0.41568627450980389
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,46,23,116250,58750,191,0.74901960784313726
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,47,23,118750,58750,253,0.99215686274509807
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,48,23,121250,58750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,49,23,123750,58750,207,0.81176470588235294
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,50,23,126250,58750,119,0.46666666666666667
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,51,23,128750,58750,11,0.043137254901960784
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,33,24,83750,61250,24,0.094117647058823528
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,34,24,86250,61250,92,0.36078431372549019
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,35,24,88750,61250,127,0.49803921568627452
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,36,24,91250,61250,136,0.53333333333333333
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,37,24,93750,61250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,38,24,96250,61250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,39,24,98750,61250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,40,24,101250,61250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,41,24,103750,61250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,42,24,106250,61250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,43,24,108750,61250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,44,24,111250,61250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,45,24,113750,61250,225,0.88235294117647056
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,46,24,116250,61250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,47,24,118750,61250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,48,24,121250,61250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,49,24,123750,61250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,50,24,126250,61250,183,0.71764705882352942
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,51,24,128750,61250,63,0.24705882352941178
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,35,25,88750,63750,3,0.011764705882352941
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,36,25,91250,63750,114,0.44705882352941173
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,37,25,93750,63750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,38,25,96250,63750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,39,25,98750,63750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,40,25,101250,63750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,41,25,103750,63750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,42,25,106250,63750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,43,25,108750,63750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,44,25,111250,63750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,45,25,113750,63750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,46,25,116250,63750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,47,25,118750,63750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,48,25,121250,63750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,49,25,123750,63750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,50,25,126250,63750,204,0.80000000000000004
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,51,25,128750,63750,76,0.29803921568627451
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,36,26,91250,66250,149,0.58431372549019611
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,37,26,93750,66250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,38,26,96250,66250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,39,26,98750,66250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,40,26,101250,66250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,41,26,103750,66250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,42,26,106250,66250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,43,26,108750,66250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,44,26,111250,66250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,45,26,113750,66250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,46,26,116250,66250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,47,26,118750,66250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,48,26,121250,66250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,49,26,123750,66250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,50,26,126250,66250,176,0.69019607843137254
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,51,26,128750,66250,56,0.2196078431372549
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,36,27,91250,68750,113,0.44313725490196076
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,37,27,93750,68750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,38,27,96250,68750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,39,27,98750,68750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,40,27,101250,68750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,41,27,103750,68750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,42,27,106250,68750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,43,27,108750,68750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,44,27,111250,68750,216,0.84705882352941175
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,45,27,113750,68750,173,0.67843137254901964
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,46,27,116250,68750,176,0.69019607843137254
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,47,27,118750,68750,234,0.91764705882352937
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,48,27,121250,68750,241,0.94509803921568625
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,49,27,123750,68750,192,0.75294117647058822
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,50,27,126250,68750,107,0.41960784313725491
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,51,27,128750,68750,3,0.011764705882352941
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,36,28,91250,71250,18,0.070588235294117646
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,37,28,93750,71250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,38,28,96250,71250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,39,28,98750,71250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,40,28,101250,71250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,41,28,103750,71250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,42,28,106250,71250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,43,28,108750,71250,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,44,28,111250,71250,141,0.55294117647058827
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,45,28,113750,71250,44,0.17254901960784313
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,46,28,116250,71250,68,0.26666666666666666
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,47,28,118750,71250,110,0.43137254901960786
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,48,28,121250,71250,113,0.44313725490196076
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,49,28,123750,71250,80,0.31372549019607843
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,50,28,126250,71250,12,0.047058823529411764
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,37,29,93750,73750,55,0.21568627450980393
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,38,29,96250,73750,245,0.96078431372549022
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,39,29,98750,73750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,40,29,101250,73750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,41,29,103750,73750,255,1
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,42,29,106250,73750,215,0.84313725490196079
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,43,29,108750,73750,141,0.55294117647058827
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,44,29,111250,73750,45,0.1764705882352941
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,38,30,96250,76250,26,0.10196078431372549
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,39,30,98750,76250,74,0.29019607843137252
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,40,30,101250,76250,91,0.35686274509803922
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,41,30,103750,76250,86,0.33725490196078434
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,42,30,106250,76250,62,0.24313725490196078
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,43,30,108750,76250,24,0.094117647058823528
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,39,31,98750,78750,8,0.031372549019607843
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,40,31,101250,78750,24,0.094117647058823528
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,41,31,103750,78750,24,0.094117647058823528
02d50e4b-4c1a-7a1f-ceb4-60ae0ddf0ace,BlueOre,42,31,106250,78750,6,0.023529411764705882
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,39,15,98750,38750,2,0.0078431372549019607
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,40,15,101250,38750,30,0.11764705882352941
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,41,15,103750,38750,53,0.20784313725490194
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,42,15,106250,38750,61,0.23921568627450979
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,43,15,108750,38750,38,0.14901960784313725
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,44,15,111250,38750,10,0.039215686274509803
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,38,16,96250,41250,6,0.023529411764705882
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,39,16,98750,41250,53,0.20784313725490194
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,40,16,101250,41250,114,0.44705882352941173
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,41,16,103750,41250,170,0.66666666666666663
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,42,16,106250,41250,205,0.80392156862745101
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,43,16,108750,41250,237,0.92941176470588238
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,44,16,111250,41250,182,0.71372549019607845
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,45,16,113750,41250,81,0.31764705882352939
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,38,17,96250,43750,38,0.14901960784313725
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,39,17,98750,43750,110,0.43137254901960786
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,40,17,101250,43750,194,0.76078431372549016
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,41,17,103750,43750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,42,17,106250,43750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,43,17,108750,43750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,44,17,111250,43750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,45,17,113750,43750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,46,17,116250,43750,138,0.54117647058823526
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,38,18,96250,46250,56,0.2196078431372549
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,39,18,98750,46250,146,0.5725490196078431
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,40,18,101250,46250,225,0.88235294117647056
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,41,18,103750,46250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,42,18,106250,46250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,43,18,108750,46250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,44,18,111250,46250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,45,18,113750,46250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,46,18,116250,46250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,47,18,118750,46250,81,0.31764705882352939
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,36,19,91250,48750,1,0.0039215686274509803
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,37,19,93750,48750,7,0.027450980392156862
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,38,19,96250,48750,68,0.26666666666666666
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,39,19,98750,48750,168,0.6588235294117647
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,40,19,101250,48750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,41,19,103750,48750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,42,19,106250,48750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,43,19,108750,48750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,44,19,111250,48750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,45,19,113750,48750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,46,19,116250,48750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,47,19,118750,48750,142,0.55686274509803924
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,35,20,88750,51250,7,0.027450980392156862
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,36,20,91250,51250,20,0.078431372549019607
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,37,20,93750,51250,66,0.25882352941176467
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,38,20,96250,51250,148,0.58039215686274503
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,39,20,98750,51250,253,0.99215686274509807
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,40,20,101250,51250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,41,20,103750,51250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,42,20,106250,51250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,43,20,108750,51250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,44,20,111250,51250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,45,20,113750,51250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,46,20,116250,51250,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,47,20,118750,51250,141,0.55294117647058827
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,34,21,86250,53750,8,0.031372549019607843
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,35,21,88750,53750,19,0.074509803921568626
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,36,21,91250,53750,78,0.30588235294117649
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,37,21,93750,53750,167,0.65490196078431373
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,38,21,96250,53750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,39,21,98750,53750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,40,21,101250,53750,255,1
3012b06e-4a7e-e34e-2f4f-e694f48f8bc5,RedOre,41,21,103750,53750,255,1
