EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingProductionComponent,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,2.7223,0.057100,0.011700,0.077100,0.011000,0.057200,0.002100,0.005000,0.003100,0.020500,0.001000,0.003700,0.027800,1.6786,0.2057,0.7900,0.013800,0.003200,0.5467,0.3349,0.020200,0.000600,0.002300,0.004500,0.093600,0.001200,0.000800,0.001900,0.014000,0.043100,0.091700,0.001400,0.017900,0.001200,0.001400,0.046600,0.011300,0.000200,0,0,0,0,0,59,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,14,14,2,0,30,0,30,0,0,1,28,0,0,0,0,0,0,0,0.087701,0,0,0,0,0,0.087701,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2595,12005.3594,5457.2422,6219.0156,0,17462.6016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1667,0.061800,0.012900,0.082600,0.012300,0.074200,0.002300,0.005900,0.003700,0.024000,0.001100,0.004800,0.032800,0.4216,0.2355,0.7995,0.013900,0.002800,0.091700,0.2387,0.018900,0.000600,0.062000,0.004000,0.090400,0.001000,0.000600,0.001700,0.012700,0.047000,0.8597,0.004100,0.021000,0.001300,0.001400,0.055500,0.013200,0.000100,0,0,0,0,0,64,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,74,8,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1788,0,44,0,0,0.6770,0.8558,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1165,12003.2461,5457.2422,6219.0156,0,17460.4883,0,0,1,0,0,0,484,323,0,0.090500,2,2,0,0,0,0,0,0,0,0,0,0
,2.9353,0.062000,0.012100,0.077900,0.010900,0.070500,0.002300,0.006600,0.003300,0.024000,0.001100,0.004000,0.031000,0.5386,0.2331,0.8204,0.013200,0.002800,0.1154,0.3409,0.019000,0.000600,0.002300,0.003900,0.096500,0.001300,0.000800,0.001600,0.013700,0.1107,0.5189,0.001400,0.020000,0.001400,0.001500,0.048700,0.011200,0.000100,1.7824,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,8,1,1,0,1,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1216,0,31.5000,0,0,0.3930,0.5146,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5622,11999.1211,5457.2422,6219.0156,0,17456.3633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1237,0.055000,0.011300,0.071800,0.010100,0.071000,0.002100,0.005200,0.003000,0.020600,0.001100,0.004200,0.027500,0.2965,0.2376,0.8790,0.014100,0.003300,0.096500,0.2293,0.015900,0.000600,0.002100,0.003800,0.091400,0.001200,0.000700,0.001700,0.013000,0.095800,0.3642,0.001100,0.019200,0.001400,0.001600,0.046500,0.011300,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,99,0,9,1,1,0,1,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0.094291,0,22,0,0,0.2657,0.3600,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1789,11998.6758,5457.2422,6219.0156,0,17455.9180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.7995,0.067300,0.011800,0.084500,0.012400,0.077200,0.002300,0.005700,0.003500,0.023700,0.001100,0.004300,0.032000,0.3430,0.2114,0.8118,0.015100,0.003100,0.099400,0.3689,0.017100,0.000500,0.002100,0.004000,0.096300,0.001100,0.000800,0.001400,0.014400,0.1328,0.5123,0.001400,0.022600,0.001400,0.001500,0.051700,0.013300,0.000200,0.6655,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1195,0,28.5000,0,0,0.3883,0.5078,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2958,11993.0859,5457.3047,6219.0156,0,17450.3906,0,0,1,0,0,0,428,325,0,0.087400,0,0,0,0,0,0,0,0,0,0,0,0
GC,0.1410,0.061100,0.011400,8.4587,0.011700,0.072400,0.002000,0.005400,0.003000,0.021300,0.001100,0.004000,0.028800,0.5452,0.2079,0.8506,0.012400,0.003300,0.1030,0.2627,0.018500,0.000400,0.002000,3.8514,3.9628,0.001600,0.000800,0.003300,0.020200,0.047400,0.3679,0.001300,0.022300,0.001400,0.002100,0.053000,0.011700,0.000200,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1063,0,19,0,0,0.2575,0.3638,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.8364,11977.0039,5457.4570,6219.0156,0,17434.4609,0,0,0,0,3.8473,1,271,160,1,0.085600,0,0,0,0.1046,19.9249,1,0,0,0,0,0,0
,4.9472,0.048400,0.5722,0.066000,0.009900,0.064100,0.001800,0.004900,0.003100,0.018200,0.001000,0.003300,0.025200,1.6067,0.2687,0.8326,0.013700,0.003200,0.5321,0.3908,0.015200,0.000500,0.054300,0.004000,0.1040,0.001100,0.000600,0.001600,0.011100,0.036700,0.091100,0.001100,0.023400,0.001400,0.001600,0.044000,0.011200,0.000100,2.2488,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,13,13,2,0,28,0,28,1,0,2,26,0,0,0,0,0,0,0,0.088297,0,0,0,0,0,0.088297,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3116,11976.1289,5457.4570,6219.0156,0,17433.5859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0094,0,0,0,0,0,0,0
,0.1452,0.062300,0.013000,0.078400,0.011600,0.074900,0.001900,0.005700,0.003300,0.022800,0.001200,0.004800,0.030200,0.3307,0.2234,0.8076,0.012600,0.002500,0.099700,0.2834,0.017900,0.000600,0.001900,0.003100,0.092000,0.000900,0.000600,0.001100,0.011800,0.038300,0.5617,0.001300,0.020700,0.001300,0.001900,0.047800,0.011500,0.000100,0.044400,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1214,0,39,0,0,0.4369,0.5583,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3486,11974.9531,5457.4727,6219.0156,0,17432.4258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0163,0,0,0,0,0,0,0
,0.1363,0.061000,0.011200,0.082200,0.012900,0.068900,0.002100,0.005300,0.003200,0.021600,0.001200,0.004100,0.028500,0.3429,0.2274,0.8141,0.013000,0.003000,0.1200,0.3906,0.017000,0.000500,0.002100,0.003800,0.1045,0.001100,0.000600,0.001700,0.013700,0.047100,0.5846,0.001500,0.021800,0.001600,0.002000,0.064400,0.011600,0.000100,0.1080,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1488,0,39,0,0,0.4316,0.5804,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9266,11969.7969,5457.4883,6219.0156,0,17427.2852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0130,0,0,0,0,0,0,0
,2.7390,0.065300,0.013400,0.1136,0.012600,0.072600,0.002300,0.005900,0.002900,0.032500,0.001000,0.004100,0.026700,0.5630,0.2549,0.8600,0.014400,0.003000,0.094300,0.2764,0.020900,0.000600,0.002100,3.8902,4.5717,0.001500,0.000800,0.002800,0.018300,0.041600,0.4706,0.001300,0.025600,0.001300,0.001800,0.2144,0.011600,0.000300,1.5208,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,16,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1056,0,26.5000,0,0,0.3609,0.4665,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7023,11959.3750,5457.4883,6219.0156,0,17416.8633,0,0,1,0,3.8852,0,507,382,0,0.1064,0,0,0,0,2.0029,0,0,0,0,0,0,0
,2.6726,0.065400,0.013100,0.080200,0.012700,0.063900,0.014700,0.005600,0.003000,0.033500,0.001000,0.003400,0.026500,1.4017,0.2197,0.8071,0.011400,0.003200,0.5230,0.3214,0.017800,0.000500,0.002600,0.004000,0.093700,0.001300,0.000700,0.001700,0.013100,0.045600,0.074500,0.001400,0.020800,0.001300,0.001800,0.054900,0.011300,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,13,14,2,0,29,0,29,0,0,1,27,0,0,0,0,0,0,0,0.070501,0,0,0,0,0,0.070501,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5540,11955.8164,5457.5000,6219.0156,0,17413.3164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0362,0,0.041100,0,0,0,0,0
,0.1383,0.063000,0.012600,0.082100,0.013100,0.068900,0.002200,0.005200,0.002800,0.021300,0.001400,0.004300,0.028300,0.5947,0.2178,0.8073,0.017000,0.003500,0.1101,0.2725,0.019200,0.000900,0.002300,0.004400,0.1058,0.001100,0.000800,0.001700,0.015800,0.047800,0.6206,0.001400,0.020800,0.001500,0.001700,0.051100,0.011400,0.000200,0.1373,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1476,0,40,0,0,0.4684,0.6160,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9520,11954.7422,5457.5039,6219.0156,0,17412.2461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0013,0,0.1111,0,0,0,0,0
,0.1252,0.065600,0.010900,0.083200,0.012400,0.063100,0.002300,0.005100,0.003100,0.020900,0.001100,0.003500,0.028400,0.3599,0.2233,0.8312,0.012500,0.002700,0.092000,0.3430,0.017300,0.000600,0.065100,0.003800,0.1011,0.000800,0.000600,0.001600,0.014800,0.042300,0.4590,0.001500,0.030000,0.001900,0.002300,0.059300,0.013300,0.000300,0.1037,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1160,0,27,0,0,0.3395,0.4555,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9996,11953.6641,5457.5078,6219.0156,0,17411.1719,0,0,1,0,0,0,492,323,0,0.099700,0,0,0,0,2.0044,0,0,0,0,0,0,0
,2.7584,0.059300,0.011100,0.078200,0.012200,0.063000,0.001800,0.005300,0.003400,0.021700,0.001200,0.004100,0.028400,0.3253,0.2282,0.8097,0.014200,0.002800,0.1007,0.2558,0.019900,0.000900,0.002900,0.004200,0.1134,0.001000,0.000800,0.001600,0.014800,0.043300,0.3966,0.001500,0.020000,0.001300,0.001800,0.047300,0.012100,0.000100,1.5732,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1014,0,22,0,0,0.2781,0.3795,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9196,11951.5430,5457.5391,6219.0156,0,17409.0820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0213,0,0,0,0,0,0,0
,2.7826,0.066300,0.012600,0.095200,0.013900,0.073200,0.002500,0.016000,0.003400,0.033100,0.001100,0.004500,0.028200,0.5562,0.2375,0.8047,0.013800,0.003200,0.1108,0.4009,0.022400,0.000700,0.002600,0.004900,0.1492,0.001500,0.000800,0.002600,0.018900,0.046500,0.3765,0.001500,0.023900,0.001500,0.002100,0.056300,0.014100,0.000200,1.5875,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1044,0,25,0,0,0.2681,0.3725,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5972,11948.5977,5457.5391,6219.0156,0,17406.1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6212,0,0,0,0,0,0,0
,0.1209,0.059800,0.012000,0.090000,0.011300,0.059700,0.002200,0.006000,0.003200,0.023200,0.001100,0.004000,0.030800,0.4158,0.2293,0.8262,0.013300,0.002800,0.091100,0.2540,0.018200,0.000800,0.002100,3.8643,3.9578,0.001400,0.000600,0.002300,0.015200,0.048200,0.7549,0.004400,0.020800,0.001200,0.001500,0.044700,0.011100,0.000100,0,0,0,0,0,64,0,0,0,0,0,0,2,2,0,1,50,2,100,0,6,1,1,0,70,8,0,0,1,0,1,2,0,0,0,0,0,0,0,0.1737,0,24.5000,0,0,0.5774,0.7511,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7046,11938.6328,5457.5391,6219.0156,0,17396.1719,0,0,1,0,3.8592,0,438,323,0,0.083200,2,2,0,0,0,0,0,0,0,0,0,0
,2.7861,0.068000,0.013300,0.091300,0.011000,0.067300,0.002100,0.005500,0.003300,0.022400,0.001100,0.004500,0.027900,1.6451,0.2310,0.8111,0.015100,0.003800,0.5152,0.3735,0.020000,0.000500,0.002200,0.004700,0.090400,0.001500,0.000700,0.001800,0.013300,0.044300,0.076100,0.001500,0.019500,0.001300,0.001800,0.052100,0.010700,0.000200,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,13,13,2,0,28,0,28,0,0,2,26,0,0,0,0,0,0,0,0.072200,0,0,0,0,0,0.072200,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8569,11933.3320,5457.5391,6219.0156,0,17390.8711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1310,0.063900,0.012000,0.083200,0.012400,0.070800,0.002100,0.005200,0.003200,0.022000,0.001300,0.004600,0.028900,0.3106,0.2607,0.8165,0.014200,0.003000,0.1208,0.2664,0.018900,0.000600,0.002200,0.003800,0.097500,0.001000,0.000800,0.001800,0.013500,0.1289,0.6541,0.001500,0.023300,0.001300,0.001500,0.045600,0.010600,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,0,4,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1480,0,42,0,0,0.5018,0.6498,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8896,11930.5977,5457.5391,6219.0156,0,17388.1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.7373,0.083600,0.013300,0.085200,0.012700,0.086200,0.002200,0.005300,0.003000,0.021700,0.001200,0.004300,0.029100,0.5590,0.2220,0.8728,0.016100,0.003400,0.098700,0.4466,0.019000,0.000500,0.065200,0.004300,0.098400,0.000900,0.000700,0.001800,0.013900,0.1064,0.4313,0.001600,0.022000,0.001400,0.001500,0.049000,0.011000,0.000100,1.4932,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1144,0,28.5000,0,0,0.3128,0.4272,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5874,11929.4180,5457.5391,6219.0156,0,17386.9570,0,0,1,0,0,0,476,325,0,0.088500,0,0,0,0,0,0,0,0,0,0,0,0
,0.1273,0.064200,0.014000,0.094300,0.011600,0.065300,0.002100,0.005100,0.003000,0.021100,0.001000,0.004600,0.028800,0.3014,0.2297,0.8287,0.013500,0.002400,0.093800,0.2568,0.019200,0.000600,0.002600,0.003900,0.098700,0.001000,0.000600,0.001800,0.013400,0.1042,0.4185,0.001300,0.019300,0.001300,0.001500,0.046000,0.010800,0.000200,0,0,0,0,0,59,0,0,0,0,0,0,2,2,0,1,49,3,97,0,7,1,1,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0.1073,0,23,0,0,0.3070,0.4143,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0654,11926.5977,5457.5391,6219.0156,0,17384.1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.7568,0.060300,0.012400,0.078300,0.012100,0.072600,0.002200,0.005400,0.003100,0.021900,0.001200,0.004200,0.026800,0.5300,0.2302,0.8253,0.013100,0.003000,0.095500,0.4171,0.021400,0.000700,0.002600,0.005200,0.1059,0.001000,0.000700,0.001700,0.013800,0.042900,0.5058,0.001500,0.019100,0.001200,0.001500,0.049800,0.011300,0.000100,1.6257,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1226,0,31.5000,0,0,0.3793,0.5019,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6744,11922.1523,5457.6016,6219.0156,0,17379.7539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1117,0.061600,0.013800,0.093700,0.012100,0.067600,0.002900,0.005900,0.003600,0.025300,0.001300,0.005200,0.033700,0.3623,0.2281,0.8273,0.014800,0.003000,0.069100,0.2822,0.019300,0.000600,0.002100,3.9290,4.0221,0.001300,0.000600,0.002700,0.017700,0.041800,0.3003,0.001100,0.021900,0.001300,0.001400,0.045300,0.011000,0.000100,0.091500,0,0,0,0,60,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.089597,0,17.5000,0,0,0.2064,0.2960,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4671,11911.9570,5457.6016,6219.0156,0,17369.5586,0,0,1,0,3.9243,0,430,323,0,0.086700,0,0,0,0,0,0,0,0,0,0,0,0
,2.6969,0.058000,0.011600,0.088800,0.011100,0.065000,0.002100,0.005700,0.002900,0.022100,0.001200,0.004100,0.028300,1.4096,0.2444,0.8708,0.014600,0.003500,0.5120,0.3183,0.017700,0.000600,0.002200,0.004000,0.091100,0.000900,0.000600,0.002000,0.012100,0.042700,0.077700,0.001400,0.019100,0.001200,0.001500,0.049000,0.010900,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,13,14,2,0,29,0,29,0,0,2,27,0,0,0,0,0,0,0,0.074100,0,0,0,0,0,0.074100,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2687,11909.2539,5457.6016,6219.0156,0,17366.8555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
