EVENTS,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,Exclusive/GameThread/HandleRPC,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.065500,0.1046,0.013200,0.1015,0.018400,0.067700,0.002700,0.008000,1.7382,1.7609,0.001600,0.008000,0.036200,0.6553,0.2246,0.015000,0.2334,0.002700,3.8701,0.2991,0.014900,0.000600,0.062500,0.004200,0.2115,0.001800,0.000900,0.001900,0.013500,0.049900,0.4557,0.099200,0.001700,0.021800,0.001200,0.001600,0.3192,0.012200,0.000100,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.1102,0,25,0,0,0.3714,0.4816,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6343,10098.1523,5561.6289,6285.6562,0,15659.7812,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,4.5743,0,0,0,0,1213,252,0,0.1246,0,0,0,0,0,0,0,0,0,0,0
,0.067100,0.1051,0.014100,0.098400,0.015000,0.067900,0.002100,0.007100,2.0529,2.0750,0.001800,0.008200,0.042200,1.1503,0.3053,0.019800,0.3320,0.003800,0,0.2610,0.013500,0.000400,0.001900,0.004700,0.1951,0.001100,0.001000,0.002000,0.013500,0.045200,0.4382,0.1713,0.001600,0.021300,0.001100,0.001500,0.1238,0.014300,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,3,16,0,13,0,0,1,3,0,0,0,0,0,0,0,0.1208,0,24,0,0,0.3463,0.4671,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1457,10095.6172,5561.6289,6285.6562,0,15657.2461,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0.1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.062600,0.050300,0.013800,0.090700,0.017000,0.074600,0.002200,0.007000,1.8796,1.9000,0.001900,0.008600,0.042700,0.9059,0.3921,0.020400,0.3414,0.004800,3.0306,0.2831,0.015900,0.000900,0.002700,0.004700,0.2192,0.001500,0.000800,0.002100,0.016200,0.042500,0.3736,0.099600,0.001700,0.021600,0.001400,0.001500,0.099300,0.013200,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.099201,0,29,0,0,0.3138,0.4130,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3578,10092.9141,5561.6289,6285.6562,0,15654.5430,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,4.5871,0.1288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.068100,0.074600,0.014800,0.1337,0.017700,0.036800,0.002600,0.009200,1.8996,1.9235,0.001700,0.008100,0.038500,0.9142,0.2945,0.019300,0.4164,0.002900,3.3320,0.4263,0.022700,0.000600,0.002000,7.9298,8.1454,0.002000,0.001100,0.004100,0.020100,0.046500,0.5583,0.095800,0.004500,0.026300,0.001300,0.001500,0.1375,0.018300,0.000200,0,0,0,0,0,57,0,0,0,0,0,0,1,1,0,0,46,2,49,0,3,1,1,0,38,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0.1522,0,23,0,0,0.4686,0.6208,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1118,10102.3359,5561.6914,6285.6562,0,15664.0273,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,4.4026,0,7.9239,0,0,1074,347,0,0.1449,2,0,0,0,0,0,0,0,0,0,0
,0.065800,0.1020,0.014100,0.095900,0.015500,0.098400,0.001800,0.007400,1.7902,1.8112,0.002000,0.008800,0.038900,1.7328,0.2721,0.016600,0.2584,0.003400,0,0.2766,0.020800,0.000700,0.002400,0.004400,0.1985,0.001200,0.000800,0.002000,0.013400,0.054800,0.5052,0.1871,0.002200,0.022600,0.001500,0.001700,0.1078,0.013600,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,46,2,49,0,4,3,3,0,0,14,0,14,0,0,1,3,0,0,0,0,0,0,0,0.1105,0,29,0,0,0.4222,0.5327,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3462,10111.1836,5561.6914,6285.6562,0,15672.8750,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0.1487,0,0,0.091600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.068300,0.051300,0.010900,0.097300,0.015000,0.067400,0.002400,0.007100,2.1145,2.1355,0.001900,0.008100,0.034000,0.7926,0.7341,0.018900,0.3710,0.005000,3.8974,0.3184,0.022900,0.000800,0.002300,0.004600,0.2263,0.001500,0.001000,0.002100,0.016300,0.1075,0.3612,0.1140,0.001200,0.022100,0.001400,0.001700,0.1005,0.013600,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,46,2,49,0,5,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.098992,0,27,0,0,0.3004,0.3994,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4979,10116.9023,5561.6914,6285.6562,0,15678.5938,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,5.2544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.083000,0.087200,0.020200,0.1084,0.017200,0.090700,0.003100,0.009100,1.8950,1.9222,0.001600,0.010400,0.040900,0.7434,0.2438,0.014600,0.2391,0.003500,0,0.2542,0.013800,0.000800,0.040000,0.004000,0.1908,0.001300,0.000800,0.001400,0.012800,0.1076,0.3060,0.1792,0.001400,0.020100,0.001400,0.001500,0.097200,0.014500,0.000200,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,45,3,49,0,4,3,3,0,1,13,0,13,1,0,1,3,0,0,0,0,0,0,0,0.078700,0,22,0,0,0.2469,0.3256,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7837,10082.7188,5561.6914,6285.6562,0,15644.4102,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0.1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.071700,0.047500,0.017000,0.097700,0.015300,0.098500,0.002800,0.007800,2.2887,2.3142,0.001800,0.009800,0.035100,0.6733,0.2987,0.018900,0.3273,0.004000,3.1867,0.2978,0.014000,0.000800,0.002000,0.004600,0.1977,0.001700,0.000900,0.001700,0.015300,0.040600,0.3292,0.1004,0.001300,0.019500,0.001200,0.001600,0.099800,0.013800,0.000300,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.088286,0,23,0,0,0.2778,0.3661,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3749,10076.5078,5561.7539,6285.6562,0,15638.2617,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,4.0865,0,0,0,0,1845,468,0,0.1973,0,0,0,0,0,0,0,0,0,0,0
,0.065500,0.082100,0.014100,0.1255,0.016500,0.060700,0.002900,0.007100,1.8709,1.8936,0.001900,0.008100,0.045300,0.7622,0.2809,0.014100,0.2561,0.003100,0,0.2983,0.015000,0.000900,0.002800,6.4156,6.6215,0.001800,0.000900,0.003800,0.021300,0.047100,0.3422,0.2172,0.001600,0.022900,0.001300,0.001400,0.1000,0.012700,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,0,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.1126,0,26,0,0,0.2497,0.3623,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1641,10065.2461,5561.7539,6285.6562,0,15627,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0.1584,0,6.4109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.061400,0.079000,0.013600,0.094700,0.014300,0.095900,0.002300,0.007300,1.8638,1.8862,0.001700,0.007700,0.036900,1.9231,0.3030,0.015000,0.2603,0.003200,2.3064,0.3233,0.017400,0.000800,0.002400,0.004400,0.2509,0.001200,0.000900,0.002400,0.016100,0.042900,0.3275,0.2127,0.001400,0.019700,0.001400,0.001400,0.1200,0.012500,0.000100,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,0,14,0,14,0,0,1,3,0,0,0,0,0,0,0,0.089791,0,23,0,0,0.2567,0.3465,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9079,10063.3672,5561.7539,6285.6562,0,15625.1211,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,4.4501,0,0,0.073000,0,1065,261,0,0.085700,0,0,0,0,0,0,0,0,0,0,0
,0.065600,0.044400,0.010600,0.086800,0.013800,0.058600,0.002300,0.006700,1.5611,1.5812,0.001600,0.008700,0.035600,0.4161,0.2902,0.015400,0.2571,0.003000,0,0.3057,0.013800,0.000800,0.002500,0.004100,0.1860,0.001300,0.000900,0.001800,0.012900,0.044300,0.3271,0.098900,0.001700,0.020900,0.001100,0.001500,0.1066,0.011600,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.083204,0,25,0,0,0.2767,0.3599,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2593,10064.6680,5561.7539,6285.6562,0,15626.4219,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.066100,0.1027,0.013600,0.1084,0.016400,0.077400,0.003900,0.010800,1.9740,2.0050,0.001700,0.007500,0.036100,1.0119,0.2861,0.018900,0.3986,0.005300,1.6563,0.2793,0.015600,0.000600,0.002500,0.005200,1.1789,0.001400,0.000800,0.002200,0.017200,0.047300,0.4408,0.2100,0.001900,0.020700,0.001300,0.002000,0.1053,0.013200,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,8,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.1006,0,34,0,0,0.3790,0.4796,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2984,10075.8867,5561.8164,6285.6562,0,15637.7031,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,3.0622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.063300,0.084700,0.010900,0.088100,0.013100,0.059300,0.002200,0.006400,1.3803,1.4004,0.001400,0.007500,0.036400,0.4071,0.2484,0.014100,0.2496,0.002900,0,0.2389,0.014200,0.000400,0.061500,0.003900,0.2135,0.001100,0.000900,0.001600,0.012600,0.043700,0.2746,0.090300,0.001600,0.021600,0.001400,0.001600,0.097700,0.012800,0.000300,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.073899,0,21,0,0,0.2519,0.3258,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9428,10087.9180,5561.8164,6285.6562,0,15649.7344,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.1483,0,0,0,0,1613,355,0,0.1125,0,0,0,0,0,0,0,0,0,0,0
,0.078000,0.094800,0.017300,0.1097,0.017200,0.093600,0.002800,0.008100,1.9367,1.9616,0.002100,0.007800,0.038300,1.0432,0.3117,0.017600,0.2595,0.003400,2.5371,0.3138,0.015700,0.000900,0.002600,0.005300,0.2097,0.001500,0.000800,0.002200,0.016800,0.045900,0.3963,0.2069,0.001600,0.023000,0.001300,0.001800,0.1289,0.010400,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,1,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.099104,0,28,0,0,0.3240,0.4231,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7592,10086.8477,5561.8164,6285.6562,0,15648.6641,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,3.9121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.061800,0.043200,0.011400,0.1129,0.015800,0.033100,0.002100,0.007900,1.8031,1.8248,0.001800,0.008300,0.036700,0.4622,0.3101,0.015300,0.2515,0.004400,0,0.2977,0.015100,0.000700,0.002800,6.9091,7.1240,0.001600,0.001000,0.003800,0.020300,0.044500,0.3016,0,0.001200,0.020800,0.001300,0.001600,0.1188,0.017000,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089902,0,19,0,0,0.2472,0.3371,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5346,10059.0078,5561.8789,6285.6562,0,15620.8867,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.1905,0,6.9047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.073400,0.096200,0.011500,0.099300,0.013000,0.064300,0.002400,0.007000,1.6393,1.6605,0.001800,0.007800,0.034900,1.8128,0.2795,0.014900,0.2504,0.003100,0.6366,0.2826,0.013900,0.000800,0.002500,0.003800,0.1993,0.001000,0.000700,0.001600,0.011700,0.060400,0.4005,0.2690,0.003300,0.024900,0.001300,0.001900,0.1124,0.011800,0.000200,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,0,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.1058,0,29,0,0,0.3206,0.4264,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2719,10046.7031,5561.8789,6285.6562,0,15608.5820,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,2.9630,0,0,0,0,952,347,0,0.2536,0,0,0,0,0,0,0,0,0,0,0
,0.064900,0.039700,0.012400,0.098500,0.015000,0.093600,0.002200,0.007900,1.8529,1.8753,0.001800,0.009700,0.039100,0.6278,0.2757,0.017900,0.2666,0.003000,0,0.2382,0.016400,0.000700,0.013600,0.004200,0.1888,0.001500,0.000900,0.002000,0.016000,0.040400,0.3005,0.078300,0.001300,0.020300,0.001500,0.001600,0.1242,0.016800,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.085507,0,20,0,0,0.2448,0.3303,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0082,10035.5977,5561.8789,6285.6562,0,15597.4766,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.1427,0,0,0.070200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.071800,0.049200,0.010600,0.096100,0.014700,0.064900,0.002500,0.006800,1.7996,1.8208,0.001800,0.009400,0.039800,0.4828,0.3497,0.018400,0.3194,0.004500,4.5577,0.3336,0.014500,0.000600,0.016500,0.004200,0.2045,0.001600,0.001000,0.002200,0.017000,0.046800,0.3593,0.1072,0.001500,0.024900,0.001300,0.001900,0.1077,0.012300,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.1129,0,28,0,0,0.2842,0.3971,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0323,10033.2266,5561.8789,6285.6562,0,15595.1055,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,5.4231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.064000,0.1068,0.011800,0.090400,0.014900,0.033700,0.002900,0.010000,2.0296,2.0573,0.001700,0.009400,0.038000,0.9788,0.2443,0.013800,0.2400,0.003200,0,0.2539,0.014900,0.000700,0.039200,0.004100,0.1877,0.001200,0.001000,0.002200,0.012700,0.042700,0.4909,0.1700,0.003800,0.018900,0.001300,0.001400,0.098800,0.013800,0.000100,0,0,0,0,0,57,0,0,0,0,0,0,1,1,0,0,46,2,49,0,3,4,4,0,34,17,0,13,1,0,0,4,0,0,0,0,0,0,0,0.1074,0,26,0.9102,0,0.4896,0.5970,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0116,10032.1758,5561.8789,6285.6562,0,15594.0547,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0.1897,0,0,0,0,1395,364,0,0.1060,2,0,0,0,0,0,0,0,0,0,0
,0.066400,0.052600,0.009400,0.090800,0.014300,0.064300,0.002000,0.006500,1.8911,1.9102,0.002700,0.009500,0.036700,0.4691,0.2371,0.015700,0.2777,0.003300,3.0871,0.3230,0.014800,0.000500,0.002400,0.004000,0.2137,0.001400,0.001000,0.002200,0.016400,0.062100,0.3647,0.1015,0.001400,0.022400,0.001300,0.001800,0.1265,0.015400,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,46,2,49,0,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.1161,0,23,0,0,0.2904,0.4065,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4431,10044.1172,5561.9414,6285.6562,0,15606.0586,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,3.8108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.070700,0.090400,0.014400,0.1305,0.017400,0.070700,0.003300,0.009200,1.7980,1.8271,0.001700,0.007400,0.035300,0.9665,0.3757,0.017500,0.3107,0.004000,0,0.2611,0.013200,0.000600,0.001900,6.8726,7.0850,0.002300,0.001300,0.004500,0.024000,0.1498,0.4442,0.2185,0.001900,0.025400,0.001300,0.002100,0.1036,0.013200,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,46,2,49,0,5,3,3,0,1,13,0,13,1,0,1,3,0,0,0,0,0,0,0,0.1254,0,25,0,0,0.3466,0.4720,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0722,10058.8008,5561.9414,6285.6562,0,15620.7422,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0.1701,0,6.8671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
