EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderSpacing/ConstraintMilliseconds,GuLiCommanderSpacing/CandidatePairs,GuLiCommanderSpacing/BlockedMoves,GuLiCommanderSpacing/Violations,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/GameThread/Camera,Exclusive/GameThread/Pathfinding,Ticks/GuLiCombatEffectReplicationComponent,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,Ticks/GameplayDebuggerPlayerManager,Ticks/GuLiBuildingShieldComponent,Exclusive/GameThread/LogFlush,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/EventWait
,0.074600,0.048700,0.010700,0.058800,0.010200,0.023800,0.001500,0.006500,0.3128,0.3298,0.001200,0.003600,0.032700,0.3117,0.2024,0.4520,0.083600,0.1233,0.005700,0.000500,0.001700,0.002600,0.076900,0.000700,0.000400,0.004000,0.020800,0.000100,0.000900,0.009000,0.000700,0.001000,0.040000,0.006600,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0986,13120.3008,5590.6367,6353.5703,0,18710.9375,0,0,0,0,0,404,2310,0,0.081700,0,0,0,0,0,0,0
,0.059000,0.038800,0.008700,0.048100,0.007000,0.017700,0.000900,0.004800,0.2977,0.3110,0.001100,0.002900,0.013800,0.1754,0.1128,0.007800,0.079500,0.092900,0.005700,0.000400,0.001600,0.002200,0.074300,0.000600,0.000300,0.003800,0.020900,0,0.000900,0.008200,0.000600,0.001000,0.038900,0.006500,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5864,13120.0977,5590.6367,6353.5703,0,18710.7344,0,0,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.066100,0.047900,0.011800,0.075800,0.009900,0.025000,0.001700,0.006000,0.3431,0.3613,0.001400,0.004500,0.018300,0.2339,0.1431,0.4939,0.095200,0.1447,0.007800,0.000400,0.008700,0.002700,0.1064,0.000900,0.000400,0.006300,0.024400,0.000200,0.001500,0.010900,0.000600,0.001200,0.040500,0.007500,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,48,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3539,13120.3750,5590.6367,6353.5703,0,18711.0117,0,0,0.000100,0,1,0,0,0,0,0,0,0,0,0,0,0
,0.083200,0.041400,0.008500,0.054100,0.007900,0.018900,0.001300,0.005600,0.3004,0.3158,0.000800,0.003600,0.015900,0.1913,0.1201,0.008300,0.083300,0.096400,0.005600,0.000400,0.002100,0.002900,0.077800,0.000600,0.000600,0.004900,0.021500,0.000200,0.001100,0.008300,0.000500,0.001100,0.038800,0.007000,0.000100,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2729,13120.9141,5590.6367,6353.5703,0,18711.5508,0,0,0.000100,0,0,402,305,0,0.047900,0,0,0,0,0,0,0
,0.058300,0.055400,0.010700,0.070300,0.011000,0.021600,0.001500,0.006100,0.3424,0.3599,0.001200,0.005700,0.021500,0.2897,0.1586,0.4716,0.1569,0.1662,0.007600,0.000600,0.002300,0.003300,0.1154,0.000800,0.000800,0.006400,0.036300,0.000100,0.001600,0.012200,0.000900,0.001700,0.051600,0.008100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6984,13122.0234,5590.6367,6353.5703,0,18712.6602,0,0,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.062100,0.045500,0.010300,0.072100,0.008700,0.021300,0.001600,0.005600,0.3234,0.3397,0.001100,0.003800,0.016300,0.2009,0.1311,0.009100,0.087700,0.1003,0.006300,0.000700,0.002100,1.5877,1.6752,0.001100,0.000500,0.004500,0.022300,0.000100,0.001100,0.010100,0.000700,0.001400,0.043500,0.007800,0.000100,0,0,0,0,48,0,0,0.4280,6124,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,48,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8090,13122.3008,5590.6367,6353.5703,0,18712.9375,0,0,0,0,1,0,0,0,0,1.5848,0,0,0,0,0,0
,0.066000,0.047700,0.009100,0.056800,0.009900,0.018100,0.001200,0.004800,0.2970,0.3111,0.001100,0.003300,0.014100,0.3121,0.1253,0.4789,0.085900,0.1390,0.007000,0.000700,0.001900,0.002700,0.082400,0.000700,0.000500,0.004400,0.024300,0.000100,0.000900,0.010200,0.000800,0.001000,0.060200,0.011000,0.000100,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7457,13124.8086,5590.6367,6353.5703,0,18715.4453,0,0,0,0,0,404,2309,0,0.065800,0,0,0,0,0,0,0
,0.087700,0.060600,0.016000,0.070000,0.011500,0.028600,0.002600,0.008600,0.3753,0.3991,0.001400,0.005400,0.025900,0.2777,0.1842,0.013800,0.1301,0.1647,0.008600,0.000700,0.002400,0.003300,0.1127,0.000500,0.000600,0.004300,0.024400,0.000100,0.000700,0.009900,0.000900,0.001100,0.048200,0.008500,0.000300,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0376,13120.9648,5590.6367,6353.5703,0,18711.6016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.065800,0.042600,0.028000,0.087800,0.009000,0.035200,0.001500,0.005300,0.3091,0.3243,0.001100,0.004100,0.016200,0.2044,0.1313,0.4338,0.099000,0.1219,0.005700,0.000700,0.006200,0.002400,0.081000,0.000600,0.000500,0.004300,0.022200,0.000200,0.001000,0.009500,0.000600,0.001200,0.042200,0.006200,0.000100,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,48,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9449,13121.1094,5590.6367,6353.5703,0,18711.7461,0,0,0.000100,0,1,0,0,0,0,0,0,0,0,0,0,0
,0.065100,0.050800,0.009300,0.058900,0.008900,0.020700,0.001500,0.005100,0.3708,0.3854,0.001000,0.002800,0.017900,0.2050,0.1394,0.009000,0.091900,0.2123,0.007100,0.000600,0.002000,0.002800,0.093600,0.000700,0.000300,0.004300,0.034000,0.000100,0.001600,0.010600,0.001200,0.001200,0.1012,0.008500,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5137,13121.0234,5590.6367,6353.5703,0,18711.6602,0,0,0,0,0,402,305,0,0.039000,0,0,0,0,0,0,0
,0.068300,0.065200,0.013000,0.067100,0.010200,0.027100,0.002100,0.007100,0.3263,0.3455,0.001200,0.004700,0.018100,0.2042,0.1348,0.4423,0.089000,0.1267,0.006500,0.000500,0.002400,0.002800,0.085500,0.000600,0.000400,0.003900,0.023100,0.000300,0.001000,0.009600,0.000800,0.001100,0.048600,0.007000,0.000100,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1998,13120.1875,5590.6367,6353.5703,0,18710.8242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1230,0.049300,0.008800,0.066700,0.009400,0.019700,0.001400,0.005300,0.3063,0.3216,0.000900,0.003700,0.016400,0.2010,0.1313,0.009700,0.092600,0.099900,0.005700,0.000600,0.001900,1.6961,1.7817,0.001000,0.000700,0.005100,0.022000,0.000100,0.001400,0.011000,0.000900,0.001800,0.057600,0.012400,0,0,0,0,0,48,0,0,0.4936,6209,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,48,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7305,13124.7773,5590.6367,6353.5703,0,18715.4141,0,0,0.000100,0,1,0,0,0,0,1.6935,0,0,0,0,0,0
,0.081000,0.061600,0.015700,0.068600,0.010500,0.029200,0.002200,0.007700,0.3700,0.3907,0.001200,0.004600,0.021600,0.3692,0.1625,0.4459,0.1024,0.1583,0.006900,0.000400,0.002200,0.002500,0.079300,0.000800,0.000400,0.005000,0.023500,0.000200,0.001200,0.010100,0.000800,0.001200,0.040500,0.009700,0.000100,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1706,13120.4648,5590.6367,6353.5703,0,18711.1016,0,0,0.000100,0,0,404,2309,0,0.1117,0,0,0,0,0,0,0
,0.082900,0.038800,0.008600,0.062800,0.008000,0.017400,0.001300,0.004800,0.3053,0.3182,0.000800,0.003000,0.014200,0.1882,0.1195,0.008400,0.089200,0.1062,0.006200,0.000400,0.001600,0.003400,0.3979,0.000800,0.000600,0.004600,0.022200,0,0.001000,0.010500,0.000800,0.000700,0.049300,0.005900,0.000100,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4531,13120.1875,5590.6367,6353.5703,0,18710.8242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.077800,0.053300,0.015900,0.074900,0.012200,0.036200,0.003900,0.009000,0.3838,0.4104,0.001500,0.004500,0.019900,0.2644,0.1488,0.4561,0.1014,0.1649,0.007000,0.000600,0.010500,0.002600,0.1452,0.000600,0.000500,0.004700,0.023600,0.000100,0.001200,0.010300,0.000700,0.001000,0.073900,0.007700,0.000100,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,51,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5934,13121.0312,5590.6367,6353.5703,0,18711.6680,0,0,0.000100,0,1,0,0,0,0,0,0,1,2,0,0,0
,0.1228,0.039300,0.008800,0.051100,0.008000,0.019400,0.001300,0.004900,0.3029,0.3169,0.001000,0.003300,0.015200,0.1842,0.1276,0.008900,0.091800,0.094000,0.005800,0.000500,0.001400,0.002300,0.076700,0.000800,0.000500,0.003700,0.022200,0.000100,0.000900,0.008300,0.000600,0.001100,0.040100,0.007000,0.000100,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8825,13121.0352,5590.6367,6353.5703,0,18711.6719,0,0,0,0,0,402,307,0,0.041800,0,0,0,0,0,0,0
,0.057200,0.054400,0.009000,0.062300,0.009800,0.018600,0.001200,0.004900,0.3164,0.3306,0.001200,0.003100,0.016700,0.2434,0.1422,0.4696,0.1112,0.1600,0.007000,0.000400,0.002000,0.003600,0.1080,0.000800,0.000700,0.005000,0.030500,0.000100,0.001000,0.011000,0.001100,0.001300,0.057300,0.009600,0.000200,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1998,13121.1289,5590.6367,6353.5703,0,18711.7656,0,0,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.064200,0.042500,0.039300,0.076300,0.008300,0.020900,0.001100,0.005000,0.3064,0.3208,0.000900,0.003000,0.014000,0.1894,0.1296,0.009400,0.086400,0.096800,0.006200,0.000400,0.001700,1.5724,1.6512,0.000900,0.000600,0.004600,0.021800,0.000100,0.000800,0.009900,0.000600,0.001400,0.042400,0.007000,0.000100,0,0,0,0,48,0,0,0.4239,6276,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,48,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7407,13120.8945,5590.6367,6353.5703,0,18711.5312,0,0,0,0,1,0,0,0,0,1.5698,0,0,0,0,0,0
,0.065400,0.069900,0.008800,0.065700,0.008800,0.018800,0.001200,0.004500,0.3077,0.3212,0.000900,0.003400,0.015600,0.3264,0.1283,0.4489,0.088900,0.1383,0.007100,0.000500,0.002700,0.003500,0.1124,0.000900,0.000500,0.005200,0.025900,0.000100,0.001800,0.011000,0.000700,0.001200,0.047300,0.008200,0.000100,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0796,13121.0820,5590.6367,6353.5703,0,18711.7188,0,0,0.000100,0,0,404,2309,0,0.1056,0,0,0,0,0,0,0
,0.061600,0.048200,0.012600,0.068300,0.009600,0.024700,0.001300,0.005200,0.3283,0.3428,0.001200,0.004900,0.015500,0.2105,0.1452,0.010200,0.083400,0.1088,0.006500,0.000500,0.001800,0.002300,0.086400,0.000900,0.000500,0.004100,0.020700,0.000100,0.000500,0.012300,0.000800,0.001500,0.042100,0.007200,0.000100,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0620,13121.8164,5590.6367,6353.5703,0,18712.4531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.083800,0.042900,0.009000,0.058100,0.008400,0.019100,0.001500,0.005300,0.3099,0.3244,0.001100,0.003200,0.015600,0.1993,0.1281,0.4708,0.083800,0.1305,0.005700,0.000600,0.006400,0.002700,0.083800,0.001000,0.000400,0.004600,0.026200,0.000100,0.000900,0.009800,0.007800,0.001200,0.043100,0.006900,0.000100,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,48,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6850,13122.3672,5590.6367,6353.5703,0,18713.0039,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,0.078600,0.058900,0.013300,0.1025,0.009900,0.025600,0.001600,0.007700,0.3912,0.4156,0.001300,0.005800,0.021200,0.3043,0.2185,0.013300,0.1644,0.1545,0.009200,0.000700,0.001900,0.004000,0.1612,0.001200,0.000700,0.005900,0.035000,0,0.001400,0.013300,0.000700,0.001300,0.075100,0.007300,0.000100,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1231,13123.7539,5590.6367,6353.5703,0,18714.3906,0,0,0.000100,0,0,402,305,0,0.046100,0,0,0,0,0,0,0
,0.1079,0.039700,0.008400,0.048300,0.007100,0.018000,0.001200,0.004600,0.3042,0.3170,0.001000,0.003200,0.013700,0.2053,0.1282,0.4974,0.077600,0.1144,0.005400,0.000500,0.001500,0.002600,0.073500,0.000500,0.000300,0.003900,0.019900,0.000100,0.001100,0.009700,0.000800,0.000800,0.039500,0.006400,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2580,13124.3086,5590.6367,6353.5703,0,18714.9453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.087000,0.051100,0.010400,0.080000,0.010400,0.019900,0.001600,0.005400,0.3240,0.3396,0.001000,0.003400,0.016700,0.1951,0.1314,0.009400,0.090000,0.1090,0.005900,0.000700,0.011600,2.1106,2.2085,0.001800,0.000700,0.006100,0.029400,0.000200,0.001600,0.012800,0.001500,0.002400,0.054200,0.011000,0.000100,0,0,0,0,48,0,0,0.4917,6286,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,48,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8869,13124.8008,5590.6367,6353.5703,0,18715.4375,0,0,0.000100,0,1,0,0,0,0,2.1079,0,0,0,0,0,0
,0.089500,0.056200,0.012500,0.065000,0.009000,0.023500,0.001600,0.006200,0.3992,0.4155,0.001100,0.004700,0.020700,0.3500,0.1501,0.5019,0.095700,0.1548,0.007200,0.000600,0.002100,0.002900,0.081500,0.000800,0.000500,0.004400,0.030400,0.000200,0.001200,0.009900,0.000700,0.001100,0.042200,0.008800,0.000100,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2908,13120.0742,5590.6367,6353.5703,0,18710.7109,0,0,0,0,0,404,2309,0,0.071700,0,0,0,0,0,0,0
,0.073000,0.052300,0.013400,0.061400,0.010500,0.021400,0.001600,0.005600,0.3440,0.3597,0.000900,0.003600,0.017600,0.1996,0.1411,0.010200,0.1030,0.1104,0.006000,0.000600,0.002000,0.003000,0.085900,0.000700,0.000500,0.004400,0.025300,0.000100,0.001200,0.008800,0.000600,0.001300,0.040100,0.006600,0.000200,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7467,13119.9688,5590.6367,6353.5703,0,18710.6055,0,0,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0
