EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/AllWorkers/Physics,Exclusive/RenderThread/RayTracingGeometryManager_Tick,RayTracingGeometry/ReferencedSizeMB,RayTracingGeometry/RequestedSizeMB,RayTracingGeometry/TotalResidentSizeMB,RayTracingGeometry/TotalAlwaysResidentSizeMB,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,RHI/DrawCalls,RHI/PrimitivesDrawn,Scheduler/AllWorkers/SignalStandbyThread,Scheduler/Oversubscription,Exclusive/GameThread/Input,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/EventWait/EndPhysics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,Exclusive/GameThread/Tickables,Exclusive/GameThread/Landscape,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/UInstancedStaticMeshComponent_BatchUpdateInstancesTransforms,GuLiCommanderPresentation/GameThread/RebuildLocalInstances,GuLiCommanderHealthBars/GameThread/UpdateInstances,MassEntities/GameThread/BatchedCommand,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/ViewportMisc,Exclusive/GameThread/UpdateLevelStreaming,Slate/GameThread/TickPlatform,Exclusive/GameThread/UI,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/Generic_RepNotifies,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,GuLiCommanderHealthBars/VisibleInstances,MassEntitiesCounters/BatchedCommand,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/RawPing,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/ChaosDebugDrawComponent,Ticks/CameraComponent,Ticks/LineBatchComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/PhysicsFieldComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderHealthBarRenderer,Ticks/GuLiCommanderHUD,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderPresentationActor,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/FNiagaraWorldManagerTickFunction,Ticks/ParticleSystemManager,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/Actor,ActorCount/SkeletalMeshActor,ActorCount/GuLiTerritoryOutpostActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,AnimationParallelEvaluation/TotalTaskTime,AnimationParallelEvaluation/AverageTaskTime,AnimationParallelEvaluation/NumberOfTasks,AnimationParallelEvaluation/MinTaskTime,AnimationParallelEvaluation/MaxTaskTime,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RenderThreadTime,GameThreadTime,GPUTime,RenderThreadTime_CriticalPath,GameThreadTime_CriticalPath,MaxFrameTime,CPUUsage_Process,CPUUsage_Idle,Ticks/GuLiStrongholdNetworkPresentationComponent,Networking/GameThread/FastArray_Apply,Exclusive/GameThread/EventWait/PrePhysics,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Exclusive/GameThread/EventWait/StartPhysics,FMsgLogf/FMsgLogfCount
,0.044800,0.2970,0.006700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003600,1,0.012600,0.085800,0.012900,0.9094,0.033100,0.1334,0,0.001200,0.004800,0.026700,0.3553,0.4487,0.1407,0.004000,0.064200,0.041500,0.2636,0.018600,0.000700,0.001900,0.068800,0.015400,0.033100,0.007100,0.065900,0.6781,0.026300,0.1413,0.046700,0.072500,0.002500,0.019200,0.001300,0.006700,0.001600,0.018700,0.041900,0.048100,0.005500,0.000100,0.1849,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1858,0.046450,4,0.029700,0.072400,16.3728,9696.2383,2479.5273,2449.7148,0,12175.7070,0,0,0,0,0,16.6667,0.4002,26.7956,0,0,0,0,0,0,0,0,0
,0.044500,0.2312,0.004800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003600,1,0.012100,0.093000,0.012200,1.1878,0.035000,0.1744,0.1150,0.001200,0.005900,0.025900,0.3000,0.4591,0.1427,0.004000,0.065300,0.042000,0.2135,0.024000,0.000700,0.002400,0.068000,0.013500,0.031900,0.005200,0.067300,0.8662,0.026900,0.2122,0.052700,0.084400,0.003100,0.021900,0.001300,0.006400,0.001500,0.020600,0.044100,0.056400,0.005600,0.000200,0.1597,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2019,0.050475,4,0.036100,0.070200,17.0334,9695.6758,2479.5273,2449.7148,0,12175.7656,0,0,0,0,0,16.6667,0.4743,25.2587,0,0,0,528,384,0,0.097600,0,0
,0.027400,0.2356,0.005400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013600,0.074700,0.013100,0.7611,0.029700,0.093900,0.022800,0.001200,0.005000,0.028000,0.3425,0.4998,0.1467,0.004400,0.067500,0.041700,0.2510,0.020600,0.000800,0.079500,0.060900,0.013600,0.028200,0.005800,0.046700,0.5798,0.024900,0.083700,0.037600,0.091600,0.002800,0.019100,0.000900,0.004600,0.001200,0.008700,0.029700,0.042100,0.004400,0.000100,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1953,0.048825,4,0.030900,0.071700,15.9999,9695.4258,2479.5312,2449.7148,0,12175.2070,0,0,0,0,0,16.6667,0.4039,20.0078,0,0,0,0,0,0,0,0,0
,0.038800,0.2053,0.006800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012200,0.084100,0.011100,0.8604,0.026400,0.1787,0.1600,0.001000,0.004700,0.028800,0.2534,0.4852,0.1513,0.003400,0.052500,0.033700,0.2303,0.018700,0.000600,0.002000,0.060700,0.011000,0.028100,0.006200,0.047200,0.6835,0.027000,0.083300,0.038000,0.088500,0.001900,0.015200,0.000900,0.005700,0.001500,0.016900,0.038200,0.1008,0.004600,0.000100,0.011500,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1892,0.047300,4,0.022000,0.068200,16.8469,9695.1797,2479.5312,2449.7148,0,12174.9570,0,0,0,0,0,16.6667,0.4239,21.1057,0,0,0,0,0,0,0,0,0
,0.036600,0.2258,0.004900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013300,0.092600,0.013900,0.9227,0.034900,0.1045,0,0.000900,0.005200,0.029400,0.3592,0.4506,0.1462,0.003600,0.080600,0.045300,0.2103,0.042500,0.000900,0.002100,0.069200,0.016500,0.032400,0.006500,0.066800,0.6855,0.026900,0.1425,0.050000,0.1019,0.002900,0.021600,0.001400,0.006500,0.001700,0.016900,0.039700,0.047300,0.005000,0.000100,0.1607,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1852,0.046300,4,0.035000,0.067400,16.8021,9695.1367,2479.5352,2449.7148,0,12174.7148,0,0,0,0,0,16.6667,0.4123,20.7927,0,0,0,548,383,0,0.075600,0,0
,0.070800,0.1992,0.005400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012900,0.077600,0.013300,0.7746,0.030600,0.1036,0,0.001100,0.005200,0.032300,0.2863,0.4335,0.1432,0.003900,0.064300,0.043400,0.2111,0.018400,0.000800,0.008200,0.055800,0.011200,0.027600,0.005500,0.048700,0.6046,0.026000,0.082600,0.035900,0.065200,0.002300,0.015800,0.001000,0.004200,0.001200,0.009400,0.032500,0.043900,0.004500,0.000100,0.1867,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1591,0.039775,4,0.017600,0.065900,16.2748,9697.6562,2479.5391,2449.7148,0,12174.6758,0,0,0,0,0,16.6667,0.3649,24.9668,0,0,0,0,0,0,0,0,0
,0.040300,0.2882,0.007500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006600,1,0.012200,0.1051,0.011100,1.0917,0.035500,0.2188,0.1318,0.001200,0.005700,0.028100,0.3968,0.4774,0.2088,0.003400,0.053800,0.050200,0.3283,0.020000,0.000600,0.002300,0.1002,0.016800,0.031900,0.006300,0.067100,0.8395,0.032200,0.1418,0.048100,0.1010,0.002300,0.021200,0.001400,0.008100,0.002400,0.022300,0.048600,0.057700,0.006400,0.000200,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1542,0.038550,4,0.010300,0.076300,17.5865,9697.9883,2479.5430,2449.7148,0,12177.1992,0,0,0,0,0,16.6667,0.4002,22.8873,0,0,0,0,0,0,0,0,0
,0.041500,0.2183,0.006800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004100,1,0.016000,0.1051,0.016300,1.0532,0.042800,0.1815,0.1214,0.001300,0.005800,0.030100,0.3516,0.5600,0.1509,0.004000,0.069600,0.045100,0.2163,0.023700,0.000800,0.002600,0.080100,0.017200,0.030000,0.006200,0.066300,0.7871,0.026200,0.1648,0.050700,0.090500,0.002800,0.019900,0.001400,0.006300,0.001600,0.019900,0.045300,0.052500,0.006000,0,0,0,0,63,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,63,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2455,0.061375,4,0.049100,0.082500,16.4640,9697.9453,2479.5430,2449.7148,0,12177.5312,0,0,0,0,0,16.6667,0.4520,27.2938,1,0,0,528,383,0,0.096800,0,0
,0.027900,0.3457,0.011800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003600,1,0.013500,0.094500,0.013500,0.8884,0.030200,0.1238,0.023800,0.001200,0.005100,0.031900,0.3862,0.4936,0.1481,0.004000,0.063400,0.042500,0.3462,0.025600,0.000800,0.049500,0.069300,0.016100,0.029500,0.006300,0.065800,0.6588,0.023300,0.1385,0.047100,0.084000,0.002200,0.020600,0.001300,0.006500,0.001600,0.011100,0.036600,0.066300,0.005500,0.000100,0.1608,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2146,0.053650,4,0.040900,0.072900,16.6017,9697.8984,2479.5469,2449.7148,0,12177.4922,0,0,0,0,0,16.6667,0.4322,27.0730,0,0,0,0,0,0,0,0,0
,0.056700,0.2830,0.008600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004500,1,0.016100,0.1092,0.016100,1.0946,0.039800,0.1976,0.1257,0.001200,0.006700,0.035100,0.3668,0.4645,0.1620,0.004600,0.074500,0.057800,0.2816,0.026200,0.000900,0.002500,0.1070,0.024800,0.034900,0.007400,0.068400,0.8299,0.031100,0.1441,0.053900,0.1135,0.002700,0.023100,0.001500,0.008000,0.001600,0.021600,0.048100,0.072500,0.005200,0.000200,0.1808,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3379,0.084475,4,0.080000,0.093400,17.1051,9695.5625,2479.5508,2449.7148,0,12177.4492,0,0,0,0,0,16.6667,0.4990,26.3885,0,0,0,0,0,0,0,0,0
,0.048700,0.3444,0.005600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003400,1,0.013400,0.086200,0.013300,0.8204,0.043900,0.1904,0,0.001100,0.005500,0.028100,0.4417,0.5602,0.1449,0.004000,0.067200,0.051300,0.3778,0.022500,0.000800,0.018000,0.064200,0.012000,0.033400,0.005800,0.048400,0.6228,0.029600,0.083400,0.048600,0.1014,0.009300,0.019900,0.000900,0.005200,0.001400,0.016900,0.040100,0.047000,0.004700,0,0.019000,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2143,0.053575,4,0.047500,0.065300,16.1338,9695.1055,2479.5547,2449.7148,0,12175.1172,0,0,0,0,0,16.6667,0.4464,27.2675,0,0,0,552,386,0,0.1427,0,0
,0.048000,0.2388,0.007300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003800,1,0.014200,0.097100,0.012900,0.9092,0.031000,0.1636,0.1195,0.001200,0.006100,0.031800,0.3030,0.5274,0.1455,0.004500,0.065800,0.045100,0.2230,0.022100,0.000900,0.002400,0.065600,0.012700,0.029700,0.006100,0.049900,0.7228,0.031500,0.083400,0.044500,0.075800,0.003300,0.017900,0.001300,0.006300,0.001500,0.011000,0.038100,0.056300,0.006000,0.000100,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1778,0.044450,4,0.008700,0.071400,16.4676,9695.8984,2479.5547,2449.7148,0,12174.6602,0,0,0,0,0,16.6667,0.4498,26.6669,0,0,0,0,0,0,0,0,0
,0.043500,0.2588,0.006900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012000,0.091900,0.013000,0.9341,0.031900,0.1244,0,0.000800,0.004800,0.030700,0.3916,0.4989,0.1458,0.003900,0.073300,0.044300,0.2944,0.023700,0.000900,0.002600,0.080300,0.019500,0.064800,0.007300,0.066200,0.6912,0.024500,0.1418,0.047600,0.1272,0.002800,0.020900,0.001400,0.007400,0.001600,0.021300,0.046900,0.054100,0.005800,0.000100,0.1766,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2258,0.056450,4,0.043500,0.073300,16.9734,9695.7500,2479.5586,2449.7148,0,12175.4570,0,0,0,0,0,16.6667,0.4316,26.4789,0,0,0,0,0,0,0,0,0
,0.036700,0.2754,0.006400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003000,1,0.017100,0.1163,0.017500,1.0473,0.040300,0.2976,0.1745,0.001200,0.007500,0.036100,0.3805,0.7088,0.1962,0.006000,0.063600,0.043800,0.2345,0.021200,0.000400,0.001700,0.070100,0.016100,0.028600,0.006700,0.066800,0.7889,0.027800,0.1405,0.052400,0.092100,0.003100,0.021600,0.001300,0.007500,0.001600,0.021900,0.049400,0.046200,0.005300,0.000100,0.2146,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1347,0.033675,4,0.007200,0.091100,17.3849,9694.9336,2479.5625,2449.7148,0,12175.3125,0,0,0,0,0,16.6667,0.4802,26.5525,0,0,0,530,384,0,0.099900,0,0
,0.049100,0.2586,0.006100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003200,1,0.015300,0.088400,0.032000,0.9251,0.033800,0.1708,0.026300,0.001500,0.006800,0.031600,0.3639,0.5278,0.1461,0.003900,0.068200,0.047500,0.2484,0.018900,0.000800,0.052900,0.084500,0.017700,0.032900,0.006300,0.067100,0.6766,0.029300,0.1428,0.047700,0.087700,0.002800,0.020900,0.001600,0.006200,0.001500,0.008800,0.031300,0.049800,0.005500,0.000100,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1811,0.045275,4,0.011900,0.072600,15.7764,9694.8477,2479.5664,2449.7148,0,12174.5000,0,0,0,0,0,16.6667,0.4432,26.5087,0,0,0,0,0,0,0,0,0
,0.034300,0.2272,0.005900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014500,0.083200,0.012800,0.8768,0.030200,0.1524,0.1182,0.001300,0.004700,0.030100,0.3067,0.4985,0.1450,0.004100,0.065200,0.042500,0.2345,0.021300,0.000600,0.002100,0.057200,0.012200,0.029600,0.005600,0.048500,0.7040,0.026600,0.083100,0.037600,0.081500,0.002500,0.015800,0.001000,0.004800,0.001500,0.017600,0.040700,0.044100,0.005100,0.000100,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2545,0.063625,4,0.052600,0.072900,16.4012,9694.8008,2479.5664,2449.7148,0,12174.4141,0,0,0,0,0,16.6667,0.4500,27.3819,0,0,0,0,0,0,0,0,0
,0.045700,0.2459,0.006200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015800,0.092700,0.013300,0.9350,0.031800,0.1062,0,0.001000,0.004700,0.033300,0.3565,0.4576,0.1407,0.004000,0.068500,0.041600,0.2175,0.019900,0.000600,0.002100,0.069200,0.015700,0.030700,0.006300,0.066000,0.7005,0.026200,0.1426,0.048600,0.077700,0.002500,0.019000,0.001400,0.006600,0.001500,0.019100,0.043800,0.052300,0.005800,0.000100,0.1773,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2575,0.064375,4,0.053100,0.071100,16.8233,9694.6758,2479.5703,2449.7148,0,12174.3711,0,0,0,0,0,16.6667,0.4030,27.6878,0,0,0,548,384,0,0.1003,0,0
,0.050000,0.1941,0.006700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014900,0.098800,0.013700,1.2257,0.045600,0.1923,0.1288,0.001100,0.005100,0.030800,0.3522,0.4353,0.1983,0.005300,0.070800,0.050800,0.2036,0.026000,0.000500,0.001900,0.072900,0.017800,0.033600,0.006800,0.071300,0.9579,0.030700,0.1508,0.053100,0.092300,0.002900,0.024000,0.001400,0.006900,0.001700,0.011500,0.037700,0.054800,0.006200,0.000100,0.1675,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1806,0.045150,4,0.011400,0.066700,17.2671,9694.5352,2479.5742,2449.7148,0,12174.2500,0,0,0,0,0,16.6667,0.4665,28.0329,0,0,0,0,0,0,0,0,0
,0.040000,0.2464,0.006700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014900,0.097500,0.014000,0.9364,0.032000,0.071400,0,0.001100,0.004500,0.029100,0.3516,0.5211,0.1419,0.004000,0.063100,0.041200,0.2357,0.019500,0.000700,0.002000,0.065200,0.015200,0.029600,0.005800,0.069400,0.6827,0.026300,0.1411,0.047300,0.084100,0.002600,0.020200,0.001300,0.006300,0.001500,0.020000,0.045100,0.051500,0.005500,0.000100,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1482,0.037050,4,0.009000,0.071100,15.9323,9695.7461,2479.5781,2449.7148,0,12174.1133,0,0,0,0,0,16.6667,0.4207,28.3987,0,0,0,0,0,0,0,0,0
,0.048900,0.2107,0.006900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003800,1,0.014200,0.094100,0.012500,0.9010,0.038200,0.1678,0.1206,0.001300,0.005200,0.030000,0.3432,0.5540,0.1541,0.004700,0.075400,0.036900,0.2257,0.023700,0.000700,0.002000,0.072600,0.013200,0.030900,0.005400,0.047900,0.7042,0.026100,0.082500,0.073600,0.085900,0.002700,0.023900,0.001300,0.006800,0.001900,0.019800,0.045200,0.076100,0.005600,0.000100,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2709,0.067725,4,0.056400,0.079700,16.9297,9712.2539,2479.5820,2449.7148,0,12175.3281,0,0,0,0,0,16.6667,0.4692,27.7674,0,0,0,528,382,0,0.099300,0,0
