EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingShieldComponent,GuLiCommanderPoseDispatch/SaturatedAtAttempt,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,Exclusive/GameThread/EventWait
,5.1909,0.070600,0.1730,0.013000,0.093000,0.016300,0.072500,0.002200,0.007500,0.003500,0.024100,0.001200,0.004300,0.031900,1.9522,0.2205,1.2087,0.014000,0.006000,0.4582,0.030400,0.000800,0.002700,0.004300,0.1095,0.001100,0.000800,0.002500,0.016000,0.1254,0.5551,0.4350,0.001600,0.021500,0.001600,0.001700,0.089300,0.014300,0.000200,1.7190,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,9,9,0,2,26,0,26,1,0,2,18,0,0,0,0,0,0,0,0.1284,0,22,0,0,0.4910,0.6194,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3292,4905.3594,5503.1914,6242.0781,0,10408.5508,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1579,0.067400,0.1472,0.012900,0.094900,0.015400,0.080100,0.002300,0.007200,0.003400,0.024000,0.001100,0.004500,0.036200,0.4058,0.2171,0.8685,0.015300,0.003700,0.3154,0.030400,0.000600,0.002400,0.004300,0.1277,0.001600,0.001300,0.002200,0.017800,0.055300,0.8007,0.1210,0.001900,0.023400,0.001500,0.001600,0.1115,0.015900,0.000200,0.021900,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,98,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.2200,0,26,0,0,0.6751,0.8951,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4096,4905.1641,5503.1914,6242.0781,0,10408.3555,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0323,0.068900,0.1141,0.013400,0.093400,0.016700,0.088500,0.002200,0.007100,0.003600,0.023900,0.001200,0.004100,0.033400,0.7636,0.2749,0.9465,0.015500,0.004200,0.4106,0.027700,0.000800,0.002800,0.005200,0.1253,0.001300,0.000900,0.002400,0.017000,0.055800,0.4023,0.1354,0.001800,0.022200,0.001400,0.001800,0.091900,0.011500,0.000100,3.6356,0,0,0,0,60,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,1,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0.1221,0,18,0,0,0.3749,0.4970,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2099,4905.0625,5503.1914,6242.0781,0,10408.2539,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,0,0,2558,390,0,0.4609,0,0,0,0,0,0,0,0,0
,0.1756,0.069500,0.1547,0.014300,0.091200,0.015400,0.077300,0.002600,0.007900,0.003400,0.024400,0.001400,0.003900,0.035700,0.8657,0.2734,0.9346,0.016200,0.004900,0.2878,0.031400,0.000700,0.002300,0.004400,0.1187,0.001400,0.000900,0.002200,0.014000,0.045100,0.4662,0.4239,0.001600,0.019600,0.001400,0.001400,0.082600,0.012800,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,9,9,0,0,26,0,26,0,0,2,18,0,0,0,0,0,0,0,0.1124,0,25.5000,0,0,0.4031,0.5155,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7946,4904.8984,5503.1914,6242.0781,0,10408.0898,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.4012,0.068800,0.2552,0.014800,0.1143,0.018100,0.082400,0.002500,0.007700,0.003500,0.025000,0.001300,0.004900,0.035000,1.2926,0.2529,0.8716,0.014700,0.004600,0.4063,0.029600,0.000800,0.002800,0.006500,1.0357,0.002900,0.001300,0.004200,0.028200,0.057200,1.0427,0.4595,0.001800,0.021900,0.001400,0.001700,0.081400,0.011300,0.000200,2.1842,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,10,10,0,20,26,0,26,0,0,2,20,0,0,0,0,0,0,0,0.2228,0,35,0,0,0.9622,1.1850,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4909,4904.8008,5503.1914,6242.0781,0,10407.9922,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,2708,292,0,0.2150,0,0,0,0,0,0,0,0,0
,0.1694,0.068900,0.1018,0.014600,0.1225,0.016500,0.084800,0.002400,0.007600,0.003600,0.025000,0.001500,0.004800,0.037100,0.4330,0.2739,0.8844,0.015300,0.004000,0.4073,0.027400,0.000700,0.072200,7.0719,7.1920,0.002000,0.000900,0.004900,0.023700,0.046400,0.4625,0.096900,0.001500,0.022300,0.001300,0.001400,0.094500,0.014400,0.000100,0.066500,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1354,0,18.5000,0,0,0.3809,0.5163,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9673,4904.7695,5503.1914,6242.0781,0,10407.9609,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,7.0670,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1444,0.067500,0.2193,0.015300,0.089800,0.015900,0.070200,0.002500,0.006800,0.003500,0.023500,0.001200,0.004800,0.034500,2.0119,0.2649,0.8721,0.012900,0.004700,0.4175,0.030000,0.001000,0.002100,0.004300,0.1075,0.001200,0.000800,0.002600,0.016300,0.048800,0.6154,0.4343,0.001500,0.019400,0.001400,0.002000,0.088300,0.013200,0.000200,1.8963,0,0,0,0,59,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,9,9,0,0,26,0,26,0,0,1,18,0,0,0,0,0,0,0,0.2311,0,27,0,0,0.4939,0.7250,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7960,4904.7109,5503.1914,6242.0781,0,10407.9023,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1520,0.068800,0.072100,0.013600,0.1004,0.016300,0.082100,0.002300,0.007400,0.003600,0.024500,0.001400,0.004700,0.034800,0.7323,0.2515,0.9843,0.019800,0.004700,0.3417,0.030200,0.001000,0.002700,0.004600,0.1187,0.001200,0.000800,0.002200,0.016600,0.059600,0.4217,0.1515,0.001600,0.022700,0.001300,0.001900,0.1102,0.013300,0.000300,0.088000,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1036,0,21,0,0,0.3683,0.4719,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1172,4904.6484,5503.1914,6242.0781,0,10407.8398,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1556,0.070800,0.2141,0.012800,0.093800,0.015800,0.074500,0.002200,0.007200,0.003500,0.022600,0.001100,0.005200,0.029500,1.1318,0.2704,1.2674,0.019200,0.006600,0.3791,0.026300,0.000600,0.002400,0.005000,0.1137,0.001300,0.000900,0.002100,0.016300,0.049700,0.5830,0.6096,0.001700,0.024500,0.001400,0.001600,0.1124,0.013400,0.000100,2.0902,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,10,10,0,2,26,0,26,0,0,2,20,0,0,0,0,0,0,0,0.1372,0,29.5000,0,0,0.5130,0.6502,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5660,4904.5703,5503.1914,6242.0781,0,10407.7617,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,1,0,0,0,2094,462,0,0.1933,0,0,0,0,0,0,0,0,0
,0.1622,0.070800,0.085400,0.013400,0.098000,0.016300,0.077600,0.002500,0.008100,0.004000,0.029400,0.001700,0.005600,0.033100,0.7809,0.2642,0.9210,0.032800,0.004200,0.3227,0.028400,0.000600,0.002300,0.004500,0.1223,0.001300,0.001000,0.002200,0.016100,0.059900,0.5030,0.1371,0.001800,0.020700,0.001400,0.002000,0.1236,0.013000,0.000200,0.060100,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1172,0,21.5000,0,0,0.4485,0.5657,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6597,4904.4492,5503.1914,6242.0781,0,10407.6406,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2016,0.076700,0.1789,0.015600,0.1076,0.017700,0.1012,0.003500,0.010000,0.003800,0.030400,0.001200,0.005400,0.035600,0.9975,0.2481,1.1209,0.020700,0.006900,0.5581,0.036600,0.000600,0.002100,0.006300,0.1403,0.001800,0.001000,0.003100,0.021100,0.052700,0.5610,0.4876,0.001700,0.023600,0.001600,0.001600,0.091800,0.013600,0.000300,2.6743,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,9,9,0,0,26,0,26,0,0,2,18,0,0,0,0,0,0,0,0.1364,0,32,0,0,0.4919,0.6283,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1005,4903.6680,5503.1914,6242.0781,0,10406.8594,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,2063,292,0,0.1811,0,0,0,0,0,0,0,0,0
,0.1574,0.073200,0.2127,0.013500,0.1452,0.018200,0.071400,0.002400,0.008100,0.003600,0.025300,0.001300,0.004300,0.038900,1.0267,0.2839,1.0354,0.017400,0.005300,0.3048,0.037200,0.000400,0.084700,6.6996,6.8387,0.002300,0.001200,0.005700,0.028300,0.065200,0.8147,0.1276,0.008300,0.027700,0.001600,0.002600,0.087600,0.012900,0.000300,0,0,0,0,0,62,0,0,0,0,0,0,2,2,0,1,50,2,100,0,6,1,1,0,70,8,0,0,1,0,1,2,0,0,0,0,0,0,0,0.1801,0,21,0,0,0.7859,0.9660,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6937,4903.3438,5503.1914,6242.0781,0,10406.5352,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,6.6938,0,0,0,0,0,2,0,0,0,0,0,0,0,0
,4.5221,0.066400,0.1660,0.009500,0.080900,0.014600,0.074200,0.002500,0.007300,0.003600,0.022300,0.000800,0.003900,0.028900,1.9654,0.2697,0.8448,0.015800,0.006400,0.4187,0.024400,0.000600,0.002300,0.004100,0.095700,0.001400,0.000900,0.002000,0.014100,0.046500,0.4881,0.4508,0.001500,0.017800,0.001600,0.001400,0.085500,0.013900,0.000100,1.2969,0,0,0,0,59,0,0,0,0,0,0,2,2,1,2,50,2,100,0,6,10,10,0,2,26,0,26,0,0,3,20,0,0,0,0,0,0,0,0.1137,0,26.5000,0,0,0.4334,0.5471,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6198,4903.3008,5503.1914,6242.0781,0,10406.4922,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1310,0.064900,0.091200,0.009200,0.079500,0.013400,0.055100,0.002300,0.007100,0.002900,0.021800,0.000900,0.003600,0.028000,0.3292,0.2387,0.9348,0.016100,0.003700,0.2850,0.024400,0.000400,0.001700,0.004600,0.1033,0.001200,0.000800,0.001500,0.014500,0.1080,0.6046,0.088300,0.001100,0.016500,0.001300,0.001200,0.086700,0.013200,0.000200,0,0,0,0,0,59,0,0,0,0,0,0,2,2,0,1,50,2,100,0,10,1,1,0,4,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0.1318,0,29,0,0,0.5465,0.6783,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7390,4902.9688,5503.1914,6242.0781,0,10406.1602,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2091,0.069500,0.080600,0.009200,0.092600,0.015600,0.071000,0.002500,0.007800,0.003900,0.024000,0.000900,0.004700,0.029400,0.7667,0.2506,0.9233,0.016100,0.003800,0.4887,0.033300,0.000600,0.003100,0.004600,0.1258,0.001400,0.001000,0.002700,0.017200,0.066500,0.5450,0.1075,0.001700,0.021800,0.001500,0.001700,0.088400,0.013700,0.000100,3.8805,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,50,2,100,0,8,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1327,0,27.5000,0,0,0.4749,0.6076,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2099,4902.6992,5503.1914,6242.0781,0,10405.8906,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,0,0,3273,463,0,0.2646,0,0,0,0,0,0,0,0,0
,0.1610,0.070200,0.1654,0.015300,0.091800,0.016200,0.1014,0.002700,0.008800,0.004100,0.027700,0.001600,0.005600,0.034200,0.8751,0.3158,0.8835,0.018200,0.005300,0.3141,0.025700,0.000600,0.002000,0.003200,0.094100,0.001100,0.000700,0.002000,0.012700,0.1251,0.6811,0.4091,0.001600,0.020700,0.001300,0.001500,0.084600,0.013900,0.000200,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,9,9,0,0,26,0,26,1,0,2,18,0,0,0,0,0,0,0,0.2636,0,24,0,0,0.4790,0.7426,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7470,4901.9727,5503.1914,6242.0781,0,10405.1641,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1617,0.071000,0.084700,0.014700,0.091900,0.016500,0.077100,0.002200,0.007500,0.003700,0.023800,0.001300,0.004200,0.033400,0.7283,0.2386,0.9625,0.016600,0.005700,0.4710,0.027600,0.000700,0.002700,0.005000,0.1363,0.001800,0.000900,0.002600,0.017600,0.049500,0.5303,0.097700,0.001600,0.020400,0.001500,0.001600,0.088300,0.012800,0.000200,3.7704,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,98,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1252,0,26.5000,0,0,0.4707,0.5959,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8102,4899.6328,5503.1914,6242.0781,0,10402.8242,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,1692,262,0,0.1586,0,0,0,0,0,0,0,0,0
,0.1440,0.068800,0.2417,0.014000,0.1268,0.016900,0.094600,0.002600,0.007600,0.003500,0.024600,0.001400,0.004100,0.032700,0.8757,0.2517,0.8768,0.014000,0.006100,0.2923,0.027700,0.000800,0.046200,6.1494,6.2656,0.001700,0.001000,0.004900,0.024400,0.059800,0.5538,0.4817,0.002100,0.023100,0.001400,0.001900,0.093300,0.013300,0.000200,0,0,0,0,0,60,0,0,0,0,0,0,2,2,2,2,48,4,96,0,6,10,10,0,2,26,0,26,1,0,4,20,0,0,0,0,0,0,0,0.1385,0,22.5000,0,0,0.4790,0.6175,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9981,4898.6367,5503.1914,6242.0781,0,10401.8281,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,1,0,6.1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1666,0.072500,0.1673,0.013000,0.091700,0.015600,0.069300,0.002200,0.007300,0.003200,0.022700,0.001300,0.003700,0.029100,1.8415,0.2570,0.8200,0.013300,0.005300,0.4076,0.026700,0.000800,0.002400,0.004600,0.1119,0.001200,0.000900,0.002100,0.016400,0.048000,0.4801,0.4198,0.001700,0.021500,0.001500,0.001700,0.087400,0.014000,0.000200,2.1419,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,9,9,0,0,26,0,26,0,0,2,18,0,0,0,0,0,0,0,0.1208,0,27,0,0,0.4176,0.5384,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3094,4898.5117,5503.1914,6242.0781,0,10401.7031,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1425,0.068200,0.1317,0.013000,0.1065,0.015200,0.078500,0.002100,0.007700,0.003800,0.024000,0.001200,0.004200,0.030700,0.7006,0.2729,0.9145,0.015100,0.004500,0.2776,0.030900,0.000800,0.002400,0.005200,1.0854,0.001400,0.000800,0.003200,0.035400,0.051000,0.7960,0.1168,0.001600,0.023100,0.001300,0.001500,0.094900,0.014100,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,18,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1618,0,33,0,0,0.7462,0.9080,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7686,4898.1797,5503.1914,6242.0781,0,10401.3711,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.3439,0.071100,0.2021,0.013900,0.1165,0.019400,0.079300,0.002400,0.007300,0.003400,0.024000,0.001500,0.004900,0.037100,1.0133,0.2865,1.0818,0.019000,0.006400,0.5429,0.033600,0.001000,0.002900,0.005500,0.1452,0.001900,0.001000,0.003100,0.021000,0.069300,0.6516,0.5596,0.002600,0.025200,0.001500,0.001500,0.095400,0.015200,0.000200,1.8630,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,10,10,0,2,26,0,26,0,0,2,20,0,0,0,0,0,0,0,0.1665,0,20.5000,0,0,0.5648,0.7313,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1897,4898.0586,5503.1914,6242.0781,0,10401.2500,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,1,0,0,0,3406,492,0,0.3854,0,0,0,0,0,0,0,0,0
,0.1605,0.069600,0.1700,0.013300,0.1056,0.016600,0.078700,0.002400,0.007700,0.003300,0.023600,0.001300,0.006000,0.033400,0.9246,0.2828,0.8800,0.016200,0.004500,0.2915,0.034100,0.000900,0.002600,0.004700,0.1358,0.001800,0.000900,0.002200,0.019500,0.059200,0.7391,0.1270,0.002400,0.023900,0.001500,0.001700,0.093400,0.014000,0.000200,0.086600,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1786,0,24.5000,0,0,0.7008,0.8794,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3451,4897.8633,5503.1914,6242.0781,0,10401.0547,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
