EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/RenderThread/RayTracingGeometryManager_Tick,RayTracingGeometry/ReferencedSizeMB,RayTracingGeometry/RequestedSizeMB,RayTracingGeometry/TotalResidentSizeMB,RayTracingGeometry/TotalAlwaysResidentSizeMB,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/AllWorkers/Physics,Exclusive/GameThread/Input,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/Generic_RepNotifies,Networking/GameThread/FastArray_Apply,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/EventWait/EndPhysics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,Exclusive/GameThread/Tickables,Exclusive/GameThread/Landscape,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/UInstancedStaticMeshComponent_BatchUpdateInstancesTransforms,GuLiCommanderPresentation/GameThread/RebuildLocalInstances,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/ViewportMisc,Exclusive/GameThread/UpdateLevelStreaming,Slate/GameThread/TickPlatform,Exclusive/GameThread/UI,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,MassEntities/GameThread/BatchedCommand,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/RawPing,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/ChaosDebugDrawComponent,Ticks/SkeletalMeshActor,Ticks/CameraComponent,Ticks/LineBatchComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/PhysicsFieldComponent,Ticks/GuLiCommanderHUD,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderPresentationActor,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/FNiagaraWorldManagerTickFunction,Ticks/ParticleSystemManager,Ticks/StartPhysicsTick,Ticks/MassProcessingPhase,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/Actor,ActorCount/SkeletalMeshActor,ActorCount/GuLiTerritoryOutpostActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,AnimationParallelEvaluation/TotalTaskTime,AnimationParallelEvaluation/AverageTaskTime,AnimationParallelEvaluation/NumberOfTasks,AnimationParallelEvaluation/MinTaskTime,AnimationParallelEvaluation/MaxTaskTime,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RenderThreadTime,GameThreadTime,GPUTime,RenderThreadTime_CriticalPath,GameThreadTime_CriticalPath,MaxFrameTime,CPUUsage_Process,CPUUsage_Idle,GuLiCommanderPresentation/InstanceAndMirrorCacheBytes,GuLiCommanderPresentation/RosterCacheBytes,MassEntitiesCounters/BatchedCommand,Scheduler/AllWorkers/SignalStandbyThread,Scheduler/Oversubscription,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,GuLiCommanderMiniMap/DataCacheBytes,GuLiCommanderHealthBars/DataCacheBytes,Ticks/GuLiStrongholdNetworkPresentationComponent,Exclusive/GameThread/EventWait/StartPhysics,Exclusive/GameThread/EventWait,FMsgLogf/FMsgLogfCount
,0.020600,0.002800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1056,0.010300,0.054000,0.008900,0.1883,0.016500,0.037100,0,0,0,0.000800,0.002300,0.018300,0.2083,0.1442,0.068500,0.001800,0.047600,0.023400,0.091600,0.009300,0.000200,0.001300,0.044000,0.011500,0.016800,0.004100,0.019800,0.1458,0.027000,0.055300,0.001600,0.010700,0.001000,0.003300,0.000800,0.004500,0.017900,0.047500,0.003000,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086700,0.021675,4,0.016200,0.030200,16.2768,10489.1953,2592.2695,2586.7773,0,13085.2109,0,0,0,0,0,16.6667,0.2824,28.1538,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,0.020900,0.002500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088600,0.008000,0.046400,0.006900,0.2415,0.016300,0.059200,0.056100,0,0,0.000600,0.002200,0.015600,0.1767,0.1231,0.067200,0.002000,0.041900,0.019400,0.074600,0.008800,0.000200,0.001600,0.042500,0.010900,0.015100,0.003500,0.019300,0.1725,0.024300,0.047200,0.001300,0.011000,0.000600,0.003700,0.000900,0.007500,0.019100,0.045700,0.002900,0,0.028000,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077200,0.019300,4,0.010800,0.029700,16.6684,10489.1289,2592.2695,2586.7773,0,13081.4648,0,0,0,0,0,16.6667,0.2824,27.8511,334068,144788,1,0.002300,1,0,0,0,0,0,0,0,0,0,0
,0.038600,0.004900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1442,0.016300,0.082900,0.012600,0.2331,0.022300,0.058500,0,0,0,0.001300,0.004000,0.021500,0.2522,0.1984,0.092800,0.002700,0.059200,0.027800,0.1231,0.009700,0.000100,0.002100,0.057000,0.014300,0.019300,0.004900,0.023800,0.1755,0.030300,0.055600,0.001500,0.013400,0.000700,0.004800,0.000800,0.013600,0.029400,0.079500,0.002900,0.000200,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1489,0.037225,4,0.026400,0.052900,17.0621,10489.2578,2592.2695,2586.7773,0,13081.3984,0,0,0,0,0,16.6667,0.3314,27.7177,0,0,0,0.001700,1,522,378,0,0.045600,0,0,0,0,0,0
,0.021600,0.002800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096900,0.007400,0.047700,0.007500,0.1903,0.017000,0.092400,0.058500,0.3549,0,0.000400,0.002600,0.016400,0.1850,0.056200,0.061600,0.002100,0.042200,0.021200,0.081800,0.010200,0.000200,0.001300,0.038500,0.009600,0.014500,0.003800,0.019100,0.1521,0.024400,0.036900,0.001200,0.009900,0.000600,0.004000,0.000700,0.004100,0.015400,0.045600,0.002800,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,63,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078900,0.019725,4,0.011600,0.031200,16.5526,10489.3984,2592.2773,2586.7773,0,13081.5352,0,0,0,0,0,16.6667,0.3024,28.2548,0,0,0,0.001700,1,0,0,0,0,0,0,1,0,0,0
,0.023000,0.004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1224,0.007900,0.069500,0.007400,0.2614,0.021700,0.1699,0.013400,0.058900,0.039700,0.000500,0.003400,0.016300,0.2268,0.066600,0.072400,0.001900,0.053200,0.021900,0.077300,0.012000,0.000100,0.3372,0.2666,0.016000,0.022000,0.004700,0.023500,0.2024,0.041800,0.067100,0.007000,0.012900,0.000800,0.004800,0.001200,0.013900,0.030400,0.077900,0.003900,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080700,0.020175,4,0.004900,0.038200,17.2690,10489,2592.2812,2586.7773,0,13081.6797,0,0,0,0,0,16.6667,0.3363,27.4142,0,0,0,0,0,0,0,0,0,27384,64,0,0,0,0
,0.022900,0.003300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082500,0.010000,0.058000,0.010100,0.1972,0.018900,0.071900,0,0,0,0.000800,0.003100,0.018400,0.2165,0.090300,0.085200,0.002300,0.057500,0.018800,0.075000,0.012800,0.000200,0.001900,0.045800,0.012300,0.017900,0.004100,0.019400,0.1494,0.027700,0.046500,0.001700,0.010500,0.000700,0.004300,0.000700,0.009700,0.022900,0.051900,0.003300,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1279,0.031975,4,0.018500,0.051200,15.8040,10488.8281,2592.3203,2586.7773,0,13081.3203,0,0,0,0,0,16.6667,0.2708,27.3072,0,0,0,0,0,520,378,0,0.066100,0,0,0,0,0,0
,0.019900,0.002800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091000,0.007900,0.048100,0.006700,0.1848,0.015000,0.062400,0.064700,0,0,0.000500,0.002400,0.015900,0.1710,0.074300,0.069200,0.002000,0.042600,0.014700,0.082100,0.006800,0.000200,0.001200,0.040600,0.009600,0.013900,0.003700,0.019100,0.1454,0.025900,0.043000,0.001500,0.010900,0.000900,0.003500,0.000800,0.004200,0.016200,0.059300,0.002800,0.000100,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066800,0.016700,4,0.005100,0.030400,16.5563,10490.4961,2592.3320,2586.7773,0,13081.1602,0,0,0,0,0,16.6667,0.3248,27.6923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.029600,0.004200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081200,0.013800,0.078500,0.011500,0.2850,0.024000,0.045500,0,0,0,0.000900,0.003700,0.020000,0.2461,0.1137,0.099400,0.002800,0.057600,0.019100,0.066600,0.008000,0.000200,0.007200,0.053100,0.011800,0.018100,0.004700,0.023600,0.2004,0.029900,0.044500,0.002400,0.011900,0.000800,0.004600,0.001200,0.013100,0.028500,0.063500,0.003700,0.000100,0.028500,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1146,0.028650,4,0.019900,0.048100,16.9856,10489.9922,2592.3320,2586.7773,0,13082.8281,0,0,0,0,0,16.6667,0.2546,28.4139,334068,144788,1,0,0,0,0,0,0,0,0,0,0,0,0
,0.019500,0.002800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1075,0.008800,0.050700,0.007900,0.1920,0.015700,0.074300,0.058400,0.092600,0,0.000400,0.002700,0.015900,0.3112,0.087500,0.061800,0.002100,0.042800,0.023500,0.092900,0.007700,0.000200,0.001500,0.041300,0.010500,0.015400,0.003500,0.019700,0.1526,0.025100,0.041700,0.001900,0.010300,0.000800,0.003100,0.000600,0.008600,0.021000,0.048300,0.003000,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084200,0.021050,4,0.012800,0.030400,16.6272,10489.9805,2592.3320,2586.7773,0,13082.3242,0,0,0,0,0,16.6667,0.3182,28.1335,0,0,0,0,0,506,376,0,0.076000,0,0,0,0,0,0
,0.025600,0.005000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2140,0.010500,0.074700,0.009200,0.2534,0.021800,0.066300,0.064700,0,0,0.000700,0.002800,0.021200,0.2657,0.2099,0.084100,0.003500,0.063600,0.027600,0.1962,0.012700,0.000300,0.002500,0.062500,0.016500,0.020400,0.005700,0.023600,0.2050,0.035800,0.068300,0.002100,0.013800,0.001300,0.006700,0.001100,0.007900,0.024800,0.068300,0.004300,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085100,0.021275,4,0.004700,0.046600,17.0435,10491.8867,2592.3438,2586.7773,0,13082.3242,0,0,0,0,0,16.6667,0.3104,27.9641,0,0,0,0.003700,1,0,0,0,0,0,0,0,0,0,0
,0.032000,0.003400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1243,0.013900,0.069100,0.012600,0.2022,0.023500,0.089100,0.020000,0.008800,0,0.001500,0.004900,0.021800,0.3046,0.1897,0.087700,0.002300,0.064400,0.029500,0.070700,0.011500,0.000200,0.050300,0.1348,0.012400,0.019300,0.004300,0.020200,0.1461,0.027800,0.054800,0.001700,0.010800,0.000700,0.004900,0.000900,0.011400,0.026500,0.055000,0.003800,0.000100,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1170,0.029250,4,0.017900,0.047500,16.6177,10489.8906,2592.3438,2586.7773,0,13084.2305,0,0,0,0,0,16.6667,0.3407,26.4743,0,0,0,0.003600,1,0,0,0,0,27384,64,0,0,0,0
,0.020600,0.003500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1040,0.009000,0.058700,0.007400,0.1934,0.017600,0.035600,0,0,0,0.000600,0.002900,0.016700,0.2004,0.1415,0.068600,0.002100,0.049000,0.024100,0.086500,0.009900,0.000200,0.001800,0.045500,0.011900,0.018300,0.004000,0.019800,0.1502,0.027000,0.049700,0.001700,0.012300,0.000800,0.003800,0.001000,0.010300,0.024300,0.055300,0.003500,0.000200,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093600,0.023400,4,0.016200,0.036000,16.1569,10489.4961,2592.3438,2586.7773,0,13082.2344,0,0,0,0,0,16.6667,0.2949,26.7710,0,0,0,0.002700,1,526,377,0,0.064600,0,0,0,0,0,0
,0.030600,0.004500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1272,0.012000,0.070900,0.010500,0.2357,0.025800,0.1065,0.072100,0.1161,0,0.000800,0.004000,0.023700,0.2819,0.1168,0.088600,0.002300,0.066600,0.026900,0.1092,0.014200,0.000200,0.002300,0.068000,0.016800,0.027400,0.006200,0.021800,0.1793,0.030200,0.053700,0.001800,0.013400,0.001000,0.005000,0.001200,0.006400,0.021400,0.054400,0.003300,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1258,0.031450,4,0.019000,0.050100,17.2098,10488.8789,2592.3438,2586.7773,0,13081.8398,0,0,0,0,0,16.6667,0.2903,26.7474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.024500,0.003200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1072,0.008900,0.055600,0.008300,0.2465,0.018100,0.069500,0.061700,0,0,0.000700,0.002300,0.016100,0.2056,0.1449,0.070800,0.002200,0.065200,0.027000,0.089000,0.009300,0.000200,0.001500,0.045800,0.010000,0.016900,0.003900,0.019000,0.1744,0.025100,0.042600,0.001300,0.009800,0.000800,0.003600,0.001400,0.009700,0.022200,0.049200,0.003000,0,0.027700,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093100,0.023275,4,0.012300,0.037000,16.2659,10488.5078,2592.3438,2586.7773,0,13081.2227,0,0,0,0,0,16.6667,0.2454,27.4326,334068,144788,1,0,0,0,0,0,0,0,0,0,0,0,0
,0.021900,0.004200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1409,0.009500,0.069100,0.008000,0.2396,0.018400,0.070300,0,0,0,0.000700,0.002800,0.017400,0.2193,0.1390,0.073300,0.002700,0.057700,0.026500,0.1197,0.012400,0.000100,0.001700,0.060900,0.013000,0.027300,0.004900,0.035800,0.1901,0.044400,0.080800,0.001900,0.015900,0.001200,0.006900,0.001600,0.012400,0.027400,0.071200,0.004200,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093100,0.023275,4,0.019700,0.032000,16.8075,10490.8789,2592.3438,2586.7773,0,13080.8516,0,0,0,0,0,16.6667,0.3332,27.2659,0,0,0,0.002000,1,522,377,0,0.067500,0,0,0,0,0,0
,0.023400,0.004500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1046,0.009200,0.068800,0.008400,0.2391,0.019900,0.071800,0.063600,0,0,0.000900,0.002600,0.019600,0.2033,0.1553,0.076200,0.002600,0.046400,0.023700,0.087200,0.010900,0.000300,0.001700,0.052000,0.010800,0.020700,0.005200,0.022200,0.1880,0.031100,0.057800,0.001500,0.012700,0.000900,0.005400,0.000900,0.008300,0.028500,0.075800,0.004900,0.000200,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097500,0.024375,4,0.015500,0.040600,16.6402,10491.6289,2592.3516,2586.7773,0,13083.2305,0,0,0,0,0,16.6667,0.3144,28.0616,0,0,0,0.001700,1,0,0,0,0,0,0,0,0,0,0
,0.024900,0.003500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1249,0.009200,0.060600,0.009000,0.2011,0.018200,0.069900,0.013100,0.092100,0,0.000500,0.003200,0.016800,0.2026,0.1072,0.072700,0.001900,0.047300,0.022300,0.1089,0.008400,0.000100,0.2931,0.1326,0.010800,0.018900,0.003900,0.019900,0.1509,0.029400,0.058600,0.001800,0.012000,0.000700,0.004500,0.000900,0.011000,0.023700,0.060400,0.003600,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082300,0.020575,4,0.005000,0.035300,16.9407,10487.3828,2592.3555,2586.7773,0,13083.9844,0,0,0,0,0,16.6667,0.3160,26.9878,0,0,0,0.001900,1,0,0,0,0,27384,64,0,0,0,0
,0.029600,0.003300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092600,0.012800,0.075400,0.012600,0.2288,0.024300,0.080100,0,0.012300,0,0.000900,0.003700,0.018900,0.2872,0.2616,0.094100,0.003500,0.068800,0.028000,0.038700,0.012100,0.000200,0.002500,0.054500,0.014000,0.021300,0.005000,0.020000,0.1677,0.028800,0.050400,0.001700,0.010700,0.000900,0.004600,0.000800,0.011700,0.026100,0.067000,0.003300,0.000100,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1096,0.027400,4,0.016300,0.045400,16.5274,10487.3203,2592.3555,2586.7773,0,13079.7383,0,0,0,0,0,16.6667,0.3074,27.8470,0,0,0,0,0,514,378,0,0.069300,0,0,0,0,0,0
,0.020600,0.002800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1148,0.009300,0.050600,0.008100,0.1905,0.015200,0.063600,0.059200,0,0,0.000600,0.002200,0.017300,0.1905,0.1204,0.066000,0.002000,0.054700,0.019800,0.097000,0.007600,0.000100,0.001400,0.040900,0.010200,0.014000,0.003900,0.019600,0.1496,0.025800,0.046500,0.001600,0.011200,0.000800,0.003700,0.000700,0.004300,0.016800,0.049900,0.003600,0.000100,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1162,0.029050,4,0.014900,0.052000,16.2850,10487.3203,2592.3594,2586.7773,0,13079.6797,0,0,0,0,0,16.6667,0.3122,27.8530,0,0,0,0.003100,1,0,0,0,0,0,0,1,0,0,0
,0.024600,0.006100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1514,0.012200,0.085400,0.008800,0.2928,0.020400,0.1136,0,0,0,0.000700,0.003500,0.017100,0.2247,0.1435,0.073500,0.002600,0.059000,0.025200,0.1307,0.012200,0.000400,0.002000,0.069300,0.014100,0.021500,0.006400,0.023100,0.2076,0.043500,0.077800,0.006600,0.014100,0.002000,0.006500,0.001300,0.017700,0.038700,0.068300,0.006200,0,0.028700,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098700,0.024675,4,0.017000,0.037500,17.1175,10490.0625,2592.3594,2586.7773,0,13079.6797,0,0,0,0,0,16.6667,0.3349,27.4660,334068,144788,1,0.002300,1,0,0,0,0,0,0,0,0,0,0
