EVENTS,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,Exclusive/AllWorkers/MassProcessorTask,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/FixedStep,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiBuildingShieldComponent,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FMsgLogf/FMsgLogfCount,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/GameThread/Pathfinding,GuLiCommanderPoseDispatch/SaturatedAtAttempt,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush
,0.058900,0.5416,0.010800,0.1378,0.016400,0.1258,0.099800,0.001900,0.006600,0,0,0,0,0,90.6322,90.6517,0.002100,0.010400,0.043900,4.5266,0.3191,64,0,0,12.6574,1752,1002,0,0.2006,0.1718,0.014600,0.005900,0.7462,8.0453,0.5586,0.031300,0.001100,0.1194,8.7269,9.0212,10.3689,0.002500,0.001200,0.005900,0.030200,0.1665,2.3794,0.005000,0.025300,0.001300,0.001600,0.1269,0.012500,0.000100,52,0,0,0,0,2,2,2,3,50,2,100,0,8,9,11,0,56,458,0,54,1,0,5,19,0,0,0,0,0,0,0,0.3931,0,45,4.8232,0,2.7166,3.1097,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.5882,2850.0312,5534.8945,6261.6836,0,8384.9258,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0,0,0
,0.061500,0.3838,0.012400,0.1258,0.016700,0.1135,0.071200,0.002400,0.007300,0,0,0,0,0,98.8898,98.9094,0.002000,0.013000,0.045700,5.9169,0.3673,62,0,0,6.2063,3049,112,0,0.1860,0.2631,0.023900,0.010000,0.4865,0,0.3474,0.035300,0.000700,0.079100,5.9166,6.1320,6.3938,0.003700,0.001200,0.005600,0.023900,0.055700,1.2011,0.002200,0.025200,0.001500,0.001700,0.3424,0.016600,0.000100,26,0,0,0,0,2,2,3,4,50,2,100,0,8,6,6,1,8,628,0,28,2,0,7,12,0,0,0,0,0,0,0,0.1973,0,28.5000,5.8730,0,1.3999,1.5972,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.6064,2865.5469,5534.8945,6261.6836,0,8400.4414,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0,0,0
,0.062100,0.2471,0.012600,0.1357,0.016100,0.1246,0.099300,0.002900,0.007900,0,0,0,0,0,110.4816,110.5035,0.002900,0.024000,0.044200,3.7847,0.3188,64,0,0,9.1699,4409,214,0,0.2842,0.2537,0.023000,0.008800,0.3961,5.2472,0.4346,0.029800,0.000500,0.065400,5.9743,6.2143,6.4459,0.002000,0.000900,0.004900,0.024200,0.1161,0.6495,0.001600,0.023700,0.001400,0.001800,0.1169,0.014300,0.000100,52,0,0,0,0,2,2,2,2,50,2,98,0,8,6,7,1,14,52,0,51,2,0,4,12,0,0,0,0,0,0,0,0.1669,0,23,1.0020,0,0.6406,0.8075,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.4850,2847.0781,5534.9570,6261.6836,0,8382.0352,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,3,0,0
,0.079100,0.3172,0.018600,0.1406,0.017600,0.2161,0.2388,0.002300,0.009800,0,0,0,0,0,113.3163,113.3476,0.002700,0.015000,0.045500,5.6518,0.4066,62,0,0,6.7255,603,112,0,0.088400,0.2920,0.018800,0.006800,0.3711,0,0.2998,0.031200,0.000400,0.081600,6.2063,6.6480,7.7457,0.001900,0.000900,0.005200,0.097300,0.055800,1.3037,0.005600,0.023400,0.001200,0.001500,0.1405,0.015100,0.000100,26,0,0,0,0,2,2,2,3,50,2,100,0,6,4,4,0,71,35,0,30,2,0,5,8,0,0,0,0,0,0,0,0.2616,0,46,1.9648,0,1.3898,1.6514,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.2828,2830.3125,5534.9609,6261.6836,0,8365.2734,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,1.0297,0,0,0
,0.067300,0.4336,0.018000,0.1679,0.018600,0.1871,0.085500,0.003200,0.012400,0,0,0,0,0,116.5212,116.5509,0.001700,0.009700,0.055000,3.2867,0.2664,64,0,0,8.5241,1730,150,0,0.1756,0.4453,0.015700,0.006200,0.4041,5.1554,0.5054,0.033000,0.001200,0.1962,12.6575,12.9097,13.1256,0.002300,0.000800,0.005300,0.025000,0.056300,1.3567,0.004900,0.023200,0.001300,0.001600,0.1233,0.013900,0.000100,52,0,0,0,0,2,2,2,3,50,2,100,0,8,6,7,0,46,58,0,54,2,0,5,13,0,0,0,0,0,0,0,0.3426,0,46,1.0039,0,1.2619,1.6045,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.8800,2793.7344,5535.0234,6261.6836,0,8328.7578,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0,0,0
,0.057400,0.3170,0.011800,0.1558,0.015800,0.1250,0.074800,0.002200,0.007300,0,0,0,0,0,127.7267,127.7459,0.001600,0.011000,0.043900,31.6017,0.2628,62,0,0,5.9090,2067,1245,0,0.3752,0.5037,0.015700,0.006900,0.3848,0,0.3958,0.029900,0.000600,0.079100,7.0911,7.3954,8.5478,0.003400,0.001400,0.006700,0.032300,0.056700,1.3678,0.001900,0.023900,0.001400,0.001700,0.3846,0.014500,0.000100,26,0,0,0,0,2,2,3,3,50,2,100,0,10,4,4,0,28,30,0,28,2,0,6,8,0,0,0,0,0,0,0,0.3351,0,45,2.0410,0,1.4093,1.7444,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,172.5172,2759.5234,5535.2305,6261.6836,0,8294.7539,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0,0,0
,0.061600,0.3957,0.012900,0.1742,0.015900,0.1346,0.1123,0.002000,0.007100,0,0,0,0,0,136.1845,136.2045,0.002400,0.019500,0.059800,3.9339,0.3909,65,0,0,6.3384,1670,172,0,0.2347,0.6831,0.018500,0.006200,0.5573,1.4887,0.5708,0.031600,0.000800,0.076500,14.3266,15.3215,15.3864,0.002700,0.001000,0.004700,0.023100,0.1588,1.0266,0.001900,0.025200,0.001500,0.001800,0.1238,0.016100,0.000200,52,0,0,0,0,2,2,3,3,50,2,100,0,10,8,8,0,19,58,0,56,2,0,6,16,0,0,0,0,0,0,0,0.2688,0,47,1.0156,0,0.9589,1.2277,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,65,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.1457,2735.1680,5535.2930,6261.6836,0,8270.4609,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0.1685,0,1,0
,0.1036,0.2850,0.013800,0.1283,0.017100,0.1867,0.1565,0.002600,0.008000,0,0,0,0,0,155.5870,155.6103,0.002000,0.012000,0.054900,35.1519,0.4040,64,0,0,11.8576,1214,884,0,0.1878,1.0132,0.021400,0.008800,0.3651,0,0.3365,0.041500,0.001000,0.091600,11.5661,12.7598,12.8208,0.002200,0.000800,0.004400,0.024300,0.1379,1.2770,0.006700,0.027800,0.001600,0.001900,0.1661,0.012700,0.000200,26,0,0,0,0,2,2,3,4,50,2,102,0,8,4,4,0,56,34,0,30,2,0,7,8,0,0,0,0,0,0,0,0.2667,0,45,1.9688,0,1.3047,1.5714,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022,209.8122,2691.3242,5535.6875,6261.6836,0,8227.0117,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,1.0942,0,0,0
,0.067000,0.4676,0.013700,0.1357,0.017400,0.1708,0.096600,0.002600,0.011100,0,0,0,0,0,154.6454,154.6713,0.001600,0.011100,0.039800,4.0620,0.2737,64,0,0,10.8012,2130,479,0,0.3012,0.8240,0.015400,0.006000,0.5425,5.9781,0.4801,0.030000,0.000500,0.094800,15.2607,15.5675,15.6164,0.004100,0.001300,0.006700,0.026800,0.056400,1.6879,0.005200,0.023100,0.001300,0.001600,0.4482,0.015600,0.000100,52,0,0,0,0,2,2,4,4,50,2,102,0,8,8,8,0,47,62,0,56,2,0,8,16,0,0,0,0,0,0,0,0.3794,0,46,1.9590,0,1.7619,2.1413,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.3497,2653.5195,5535.7773,6261.6836,0,8189.2969,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0.1816,0,0,0
,0.063700,0.3045,0.012000,0.1502,0.016400,0.1529,0.1347,0.001700,0.006300,0,0,0,0,0,167.6017,167.6208,0.002200,0.012200,0.042500,36.4591,0.3234,62,0,0,8.9513,1252,601,0,0.3608,0.6828,0.015800,0.007000,0.4692,0,0.3122,0.033000,0.000400,0.074100,13.7593,13.8723,14.9182,0.002700,0.001000,0.005200,0.026200,0.058300,1.0633,0.002200,0.027300,0.001700,0.002000,0.1668,0.015300,0.000200,26,0,0,0,0,2,2,3,4,50,2,100,0,10,4,4,0,28,32,0,30,2,0,7,8,0,0,0,0,0,0,0,0.2346,0,46,2.0371,0,1.1149,1.3495,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,223.5078,2579.0156,5536.2305,6261.6836,0,8115.2461,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0.082900,0,0,0
,0.069600,0.6585,0.013000,0.1554,0.020600,0.1377,0.070300,0.002400,0.007300,0,0,0,0,0,164.7277,164.7483,0.002100,0.013900,0.054100,5.7455,0.3797,64,0,0,6.1847,1401,825,0,0.1512,1.0294,0.022200,0.007200,0.6831,0,0.5098,0.027500,0.000800,0.1026,16.1524,16.1589,16.2993,0.003700,0.001300,0.006800,0.030800,0.2372,2.1118,0.002200,0.030300,0.001500,0.003700,0.2091,0.017500,0.000100,52,0,0,0,0,2,2,3,4,50,2,100,0,10,9,11,0,6,456,0,56,2,0,7,18,0,0,0,0,0,0,0,0.4417,0,45,3.8525,0,2.2484,2.6901,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.7954,2607.0781,5536.2930,6261.6836,0,8143.3711,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0.1156,0,0,0
,0.1077,0.4456,0.019300,0.1714,0.018800,0.1783,0.1016,0.001800,0.006200,0,0,0,0,0,69.9925,70.0113,0.001900,0.016400,0.040200,38.6865,0.2659,64,0,0,10.8326,3513,1290,0,0.2817,0.7156,0.017000,0.006600,0.5774,0,0.4037,0.032900,0.000800,0.088500,16.7626,16.7723,18.6194,0.002200,0.001100,0.006900,0.030800,0.056400,1.9490,0.005400,0.029800,0.001100,0.001400,0.3872,0.009400,0.000100,26,0,0,0,0,2,2,4,5,50,2,102,0,8,6,7,1,59,634,0,30,2,0,9,13,0,0,0,0,0,0,0,0.4109,0,30,6.2451,0,2.0755,2.4864,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126,142.5322,2579.1406,5536.5078,6261.6836,0,8115.6484,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0,0,9.1929
,0.061500,0.2847,0.006300,0.1149,0.011500,0.1295,0.1242,0.001900,0.007000,0,0,0,0,0,81.3317,81.3507,0.002100,0.013200,0.042500,4.9821,0.3303,62,0,0,10.1255,4105,160,0,0.2305,0.6420,0.017400,0.005400,0.4708,4.5893,0.4502,0.034000,0.001100,0.1045,7.7297,7.7362,8.1041,0.002700,0.001100,0.005500,0.027200,0.062700,0.8508,0.001300,0.022100,0.001200,0.002200,0.1174,0.013300,0.000300,52,0,0,0,0,2,2,3,3,50,2,100,0,10,7,8,1,3,49,0,49,2,0,6,14,0,0,0,0,0,0,0,0.2205,0,22.5000,1.0020,0,0.8072,1.0277,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.1620,2604.2969,5536.5078,6261.6836,0,8140.8047,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,5,0,0
,0.068500,0.3489,0.008200,0.1499,0.018500,0.1083,0.079000,0.001900,0.006300,0,0,0,0,0,97.5685,97.5860,0.001600,0.011300,0.039800,32.2089,0.2932,64,0,0,10.7060,1145,679,0,0.1490,0.6381,0.017400,0.006300,0.3319,0,0.3129,0.032800,0.000900,0.076400,6.5705,6.5764,6.8026,0.002100,0.000900,0.004700,0.023000,0.1496,1.1654,0.002000,0.039700,0.002000,0.002600,0.1454,0.010600,0.000300,26,0,0,0,0,2,2,2,3,50,2,100,0,10,3,4,0,16,30,0,28,2,0,5,7,0,0,0,0,0,0,0,0.2362,0,45,1.0205,0,1.2387,1.4749,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053,140.9006,2571.1484,5536.6797,6261.6836,0,8107.8281,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0,0,0
,0.059400,0.3576,0.009400,0.1199,0.015900,0.1320,0.1056,0.002100,0.007700,0,0,0,0,0,110.0859,110.1053,0.001900,0.009700,0.040400,4.8796,0.3301,62,0,0,10.4828,1862,763,0,0.2301,0.7918,0.018600,0.010200,0.5587,4.5711,0.4085,0.029800,0.000900,0.077800,15.1694,15.1771,16.3116,0.002100,0.000900,0.004800,0.022800,0.052300,0.9270,0.001700,0.025900,0.001500,0.001700,0.1358,0.013200,0.000100,52,0,0,0,0,2,2,2,3,50,2,100,0,8,7,8,0,22,56,0,56,2,0,5,15,0,0,0,0,0,0,0,0.2034,0,44,1.0020,0,0.9650,1.1684,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.3500,2604.0234,5536.7422,6261.6836,0,8140.7656,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0,0,0
,0.073100,0.3741,0.015700,0.1292,0.018400,0.1553,0.078700,0.002100,0.007300,0,0,0,0,0,110.6502,110.6700,0.001800,0.010100,0.043200,32.3089,0.2846,64,0,0,11.3663,1130,808,0,0.2299,0.6107,0.018000,0.006800,0.3690,0,0.4597,0.038500,0.000900,0.076700,4.9172,4.9219,5.2855,0.003400,0.001200,0.005000,0.027200,0.062800,1.5164,0.006400,0.025000,0.001600,0.002300,0.4643,0.013000,0.000200,26,0,0,0,0,2,2,3,4,50,2,100,0,8,4,4,0,51,34,0,28,2,0,7,8,0,0,0,0,0,0,0,0.3179,0,47,1.9766,0,1.5810,1.8989,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059,153.4030,2574.3008,5536.9453,6261.6836,0,8111.2461,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0,0,0
,0.068800,0.3564,0.010600,0.1488,0.019600,0.2197,0.1864,0.003200,0.008100,0,0,0,0,0,112.6205,112.6459,0.002000,0.010800,0.052700,5.2351,0.2871,64,0,0,10.5220,2090,582,0,0.2387,0.7160,0.018300,0.007800,0.5454,4.4728,0.4368,0.032100,0.000600,0.077900,12.1239,12.1313,13.2079,0.002900,0.001700,0.007600,0.036300,0.078200,0.9926,0.001600,0.025100,0.001300,0.001800,0.1428,0.013800,0.000200,52,0,0,0,0,2,2,3,4,50,2,100,0,10,7,8,0,22,56,0,56,2,0,7,15,0,0,0,0,0,0,0,0.2276,0,45,2.0381,0,1.0278,1.2554,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.3718,2577.1133,5536.9453,6261.6836,0,8114.0586,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0,0,0
,0.080100,0.2864,0.011700,0.1273,0.016600,0.1288,0.065600,0.002700,0.007400,0,0,0,0,0,127.1921,127.2123,0.001500,0.009700,0.047100,33.7301,0.3462,62,0,0,6.0440,1141,258,0,0.1913,0.8005,0.019200,0.006400,0.3130,0,0.3723,0.038100,0.000900,0.1232,8.1183,8.1251,8.3987,0.002000,0.000900,0.005500,0.024100,0.1958,1.0768,0.001800,0.025000,0.001600,0.001800,0.1359,0.016200,0.000200,26,0,0,0,0,2,2,3,3,50,2,100,0,10,3,3,0,6,28,0,28,2,0,6,6,0,0,0,0,0,0,0,0.2625,0,45,0,0,0.9266,1.1891,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067,173.8813,2597.7930,5537.1484,6261.6836,0,8134.9414,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0,0,0
,0.060800,0.4217,0.013700,0.1284,0.017400,0.1918,0.1419,0.003500,0.012300,0,0,0,0,0,130.8515,130.8851,0.001800,0.011700,0.043500,5.9685,0.2860,64,0,0,5.9647,1242,1075,0,0.2296,0.7407,0.017700,0.008500,0.4784,0,0.4320,0.026300,0.000600,0.058900,11.7746,11.7806,12.7010,0.003300,0.001100,0.005600,0.026800,0.054600,1.2601,0.005100,0.022400,0.001300,0.001700,0.1650,0.013300,0.000400,52,0,0,0,0,2,2,4,4,50,2,104,0,6,7,7,0,98,64,0,56,2,0,8,14,0,0,0,0,0,0,0,0.2560,0,46,2.0146,0,1.3268,1.5828,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.4460,2827.1211,5537.1758,6261.6836,0,8364.2969,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0,0,0
,0.059000,0.2702,0.012500,0.1254,0.015800,0.1423,0.074500,0.002000,0.006300,0,0,0,0,0,145.4951,145.5133,0.002100,0.010500,0.044600,32.3508,0.2818,64,0,0,9.4738,2044,376,0,0.1978,0.2115,0.016200,0.007400,0.2857,0,0.4328,0.044200,0.001300,0.1224,7.4459,7.4520,7.7439,0.002500,0.000900,0.005100,0.023400,0.066300,0.9149,0.002000,0.020700,0.001300,0.001800,0.3290,0.013800,0.000200,26,0,0,0,0,2,2,3,3,50,2,100,0,10,3,3,0,18,32,0,28,2,0,6,6,0,0,0,0,0,0,0,0.1972,0,46,0,0,0.8335,1.0307,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088,189.3711,2849.0664,5537.3828,6261.6836,0,8386.4492,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,0,0,0,0
,0.067100,0.4415,0.014000,0.1362,0.018800,0.1479,0.1137,0.002200,0.006200,0,0,0,0,0,146.2328,146.2518,0.001900,0.011500,0.040300,3.4347,0.2727,62,0,0,9.8714,2037,1109,0,0.3596,0.3607,0.015800,0.005400,0.4399,5.1128,0.5646,0.039000,0.001100,0.1047,11.3987,11.4055,12.4384,0.002800,0.001000,0.006200,0.029700,0.1344,1.2960,0.002000,0.027700,0.001400,0.001700,0.1546,0.010600,0.000100,52,0,0,0,0,2,2,3,3,50,2,100,0,10,6,7,0,25,58,0,56,2,0,6,13,0,0,0,0,0,0,0,0.2810,0,46,1.0107,0,1.2781,1.5591,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.0046,2842.7227,5537.3828,6261.6836,0,8380.1055,33.0061,0.5625,32.0039,0.000977,0.4387,0,0,1.0342,0,0,0
