EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/RenderThread/RayTracingGeometryManager_Tick,RayTracingGeometry/ReferencedSizeMB,RayTracingGeometry/RequestedSizeMB,RayTracingGeometry/TotalResidentSizeMB,RayTracingGeometry/TotalAlwaysResidentSizeMB,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/AllWorkers/Physics,Scheduler/AllWorkers/SignalStandbyThread,Scheduler/Oversubscription,Exclusive/GameThread/Input,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/EventWait/EndPhysics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,Exclusive/GameThread/Tickables,Exclusive/GameThread/Landscape,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/UInstancedStaticMeshComponent_BatchUpdateInstancesTransforms,GuLiCommanderPresentation/GameThread/RebuildLocalInstances,GuLiCommanderHealthBars/GameThread/UpdateInstances,MassEntities/GameThread/BatchedCommand,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/ViewportMisc,Exclusive/GameThread/UpdateLevelStreaming,Slate/GameThread/TickPlatform,Exclusive/GameThread/UI,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,GuLiCommanderHealthBars/VisibleInstances,MassEntitiesCounters/BatchedCommand,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/RawPing,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/ChaosDebugDrawComponent,Ticks/CameraComponent,Ticks/LineBatchComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/PhysicsFieldComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderHealthBarRenderer,Ticks/GuLiCommanderHUD,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderPresentationActor,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/FNiagaraWorldManagerTickFunction,Ticks/ParticleSystemManager,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/Actor,ActorCount/SkeletalMeshActor,ActorCount/GuLiTerritoryOutpostActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,AnimationParallelEvaluation/TotalTaskTime,AnimationParallelEvaluation/AverageTaskTime,AnimationParallelEvaluation/NumberOfTasks,AnimationParallelEvaluation/MinTaskTime,AnimationParallelEvaluation/MaxTaskTime,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RenderThreadTime,GameThreadTime,GPUTime,RenderThreadTime_CriticalPath,GameThreadTime_CriticalPath,MaxFrameTime,CPUUsage_Process,CPUUsage_Idle,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/Generic_RepNotifies,Networking/GameThread/FastArray_Apply,Ticks/GuLiStrongholdNetworkPresentationComponent,FMsgLogf/FMsgLogfCount
,0.026400,0.005700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1927,0,0,0.012200,0.079300,0.009600,0.8565,0.027900,0.023500,0.000900,0.004200,0.026300,0.3317,0.5924,0.1072,0.004500,0.061200,0.037500,0.2304,0.021400,0.000400,0.001600,0.055300,0.016200,0.028600,0.005000,0.066400,0.6459,0.023600,0.1400,0.040400,0,0.001900,0.018100,0.001300,0.006300,0.001200,0.017700,0.039400,0.041900,0.005100,0,0.001500,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1371,0.034275,4,0.007000,0.063600,16.1310,11893.4883,2465.8516,2439.4961,0,14365.0312,0,0,0,0,0,16.6667,0.4474,27.6092,0,0,0,0,0,0,0,0,0
,0.041700,0.005800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2010,0.003900,1,0.013000,0.082900,0.011700,0.8864,0.031000,0.053100,0.000800,0.003800,0.027100,0.4061,0.4337,0.1074,0.004300,0.065400,0.042900,0.1893,0.020400,0.000300,0.002100,0.065700,0.017200,0.030300,0.005600,0.067800,0.6528,0.026100,0.1531,0.045300,0.073700,0.002800,0.018400,0.001200,0.006200,0.001500,0.009000,0.031700,0.049000,0.004900,0.000100,0.089400,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1871,0.046775,4,0.035400,0.060300,16.8225,11887,2465.8516,2439.4961,0,14359.3398,0,0,0,0,0,16.6667,0.4025,27.5916,514,384,0,0.1318,0,0,0,0,0
,0.040400,0.007000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2120,0.002600,1,0.012300,0.084300,0.009600,1.0436,0.032000,0.2215,0.000700,0.004500,0.025200,0.3457,0.4405,0.1086,0.004000,0.073100,0.046000,0.2177,0.020400,0.000200,0.093300,0.074200,0.022700,0.036700,0.005600,0.066500,0.8092,0.023800,0.1392,0.044400,0.078300,0.002900,0.019300,0.001300,0.008100,0.001600,0.019300,0.042500,0.047600,0.005100,0.000100,0.067800,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1670,0.041750,4,0.035200,0.060300,17.4022,11884.4648,2465.8672,2439.4961,0,14352.8672,0,0,0,0,0,16.6667,0.4236,26.3518,0,0,0,0,0.1558,0.1577,0,0,0
,0.037200,0.006400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1980,0.003300,1,0.012100,0.079900,0.010500,0.8618,0.027900,0.086400,0.000900,0.003700,0.024600,0.4364,0.4818,0.1021,0.004400,0.075700,0.039500,0.1871,0.019200,0.000400,0.001700,0.062600,0.017800,0.031500,0.004700,0.066400,0.6534,0.023100,0.1397,0.040600,0.066300,0.002400,0.017700,0.001300,0.006000,0.001200,0.017600,0.040100,0.040900,0.004500,0.000100,0.1091,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2226,0.055650,4,0.045600,0.065400,16.0385,11883.1953,2465.8672,2439.4961,0,14350.3320,0,0,0,0,0,16.6667,0.4413,27.5151,0,0,0,0,0.050900,0,0,0,0
,0.062200,0.007400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2363,0.003400,1,0.012200,0.085700,0.009600,0.8421,0.028300,0.086100,0.000700,0.004600,0.025600,0.3646,0.4133,0.094600,0.004100,0.073800,0.048400,0.2042,0.019900,0.000500,0.002500,0.064500,0.015700,0.031700,0.005900,0.065400,0.6279,0.023600,0.1402,0.045500,0.078600,0.002700,0.017500,0.001300,0.006700,0.001500,0.010900,0.035100,0.049600,0.005500,0.000100,0.035600,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1803,0.045075,4,0.029000,0.060100,16.5872,11882.3047,2465.8672,2439.4961,0,14349.0625,0,0,0,0,0,16.6667,0.4009,26.7746,548,385,0,0.1040,0,0.1467,0,0,0
,0.043200,0.005700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2239,0.002600,1,0.014000,0.076900,0.010400,0.8338,0.033300,0.1762,0.000800,0.004300,0.027300,0.3807,0.5041,0.1072,0.004200,0.060200,0.036300,0.1915,0.019900,0.000400,0.009900,0.061100,0.016700,0.032500,0.004900,0.065600,0.6247,0.022400,0.1387,0.047900,0.072000,0.008500,0.018300,0.001500,0.006700,0.001100,0.018600,0.042100,0.040500,0.004700,0.000100,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1214,0.030350,4,0.007200,0.058300,16.6777,11873.8281,2465.8672,2439.4961,0,14348.1719,0,0,0,0,0,16.6667,0.3941,25.4260,0,0,0,0,0.031900,0,0,0,0
,0.042400,0.006300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1609,0.006600,2,0.012600,0.079200,0.009700,0.8369,0.031500,0.088800,0.000800,0.004200,0.028200,0.3705,0.4238,0.1285,0.004200,0.061300,0.043600,0.1248,0.019700,0.000500,0.002000,0.060500,0.016700,0.031100,0.005900,0.065500,0.6233,0.022900,0.1503,0.042500,0.071900,0.002400,0.017300,0.001500,0.006400,0.001400,0.018800,0.041800,0.041500,0.004600,0.000100,0.040900,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1784,0.044600,4,0.039400,0.054200,16.5820,11869.0156,2465.8672,2439.4961,0,14339.6953,0,0,0,0,0,16.6667,0.4167,25.5546,0,0,0,0,0,0.1474,0,0,0
,0.040400,0.006800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1894,0,0,0.012000,0.083800,0.008900,0.8610,0.031200,0.1257,0.000700,0.004200,0.026100,0.3695,0.4230,0.1080,0.003600,0.053600,0.030100,0.1836,0.020600,0.000400,0.001800,0.066000,0.018200,0.032700,0.006900,0.065300,0.6447,0.024200,0.1396,0.046300,0.089100,0.002500,0.018500,0.001400,0.007100,0.001500,0.009900,0.034400,0.050300,0.005000,0.000100,0.024000,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1524,0.038100,4,0.033800,0.042100,16.7647,11865.9375,2465.8672,2439.4961,0,14334.8828,0,0,0,0,0,16.6667,0.4014,25.3794,522,386,0,0.1014,0,0.1330,0,0,0
,0.019800,0.005800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1686,0.003800,1,0.012700,0.079700,0.010500,1.0230,0.033400,0.2240,0.000900,0.005000,0.026500,0.3639,0.4816,0.1041,0.005200,0.071600,0.041100,0.1425,0.021200,0.000400,0.060300,0.057100,0.017100,0.030600,0.005400,0.072300,0.7957,0.026600,0.1532,0.041800,0.063700,0.002200,0.017500,0.001200,0.006100,0.001500,0.018900,0.042000,0.070600,0.004900,0.000100,0.052500,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1859,0.046475,4,0.029400,0.058700,17.0643,11860.7891,2465.8672,2439.4961,0,14331.8047,0,0,0,0,0,16.6667,0.4052,26.1417,0,0,0,0,0.1550,0,0,0,0
,0.043200,0.007100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2529,0.011500,1,0.012200,0.082100,0.010300,0.8866,0.031500,0.086500,0.000900,0.003600,0.027500,0.4208,0.4787,0.1184,0.004200,0.063100,0.042900,0.2328,0.018800,0.000200,0.001500,0.063200,0.015900,0.028800,0.005400,0.065300,0.6709,0.024600,0.1382,0.042500,0.074100,0.002800,0.018700,0.001300,0.006600,0.001200,0.019400,0.043900,0.044700,0.004600,0.000100,0.045300,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2092,0.052300,4,0.040900,0.059100,16.3506,11853.8984,2465.8672,2439.4961,0,14326.6562,0,0,0,0,0,16.6667,0.4389,25.1706,0,0,0,0,0.048000,0,0,0,0
,0.036700,0.007300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2284,0.005000,1,0.013100,0.081800,0.010200,0.8463,0.033800,0.099300,0.000600,0.004300,0.026000,0.4034,0.4814,0.1281,0.004100,0.078000,0.045200,0.2031,0.018800,0.000300,0.001500,0.062200,0.015600,0.028900,0.005400,0.065500,0.6338,0.022700,0.1385,0.041500,0.066000,0.002700,0.017300,0.001400,0.006000,0.001400,0.010300,0.033800,0.041200,0.004500,0,0.029300,0,0,63,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,63,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1827,0.045675,4,0.032600,0.065700,16.6755,11846.9570,2465.8672,2439.4961,0,14319.7656,0,0,0,0,0,16.6667,0.3661,25.3123,544,384,0,0.1378,0,0.1470,0,1,0
,0.036300,0.006800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2131,0.001900,1,0.012900,0.077900,0.010200,0.8713,0.028400,0.1019,0.000600,0.004200,0.025600,0.4014,0.4188,0.1028,0.004000,0.064000,0.042900,0.2170,0.016700,0.000400,0.001600,0.056900,0.014700,0.029200,0.005100,0.065900,0.6609,0.024000,0.1377,0.038500,0.063900,0.002200,0.017500,0.001200,0.006100,0.001400,0.019000,0.041800,0.043100,0.004500,0.000100,0.073400,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1810,0.045250,4,0.034400,0.055700,16.6384,11843.2188,2465.9297,2439.4961,0,14312.8867,0,0,0,0,0,16.6667,0.4140,25.3011,0,0,0,0,0.020600,0.1308,0,0,0
,0.034700,0.006400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2709,0.003100,1,0.012100,0.084900,0.009800,0.8745,0.032200,0.046500,0.000800,0.003700,0.026100,0.2948,0.5008,0.099400,0.003700,0.058700,0.041500,0.2910,0.022800,0.000700,0.001900,0.080000,0.034900,0.036400,0.006700,0.066100,0.6413,0.025300,0.1370,0.047900,0.096900,0.002500,0.019700,0.001200,0.007300,0.001500,0.018900,0.043400,0.052600,0.005700,0.000100,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1077,0.026925,4,0.006800,0.050000,16.5609,11840.4102,2465.9297,2439.4961,0,14309.1484,0,0,0,0,0,16.6667,0.3817,25.3880,0,0,0,0,0,0,0,0,0
,0.042700,0.006200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1946,0.003400,1,0.012700,0.083900,0.011100,0.8638,0.033600,0.048600,0.000900,0.003700,0.026600,0.4331,0.4969,0.1141,0.004100,0.077100,0.045500,0.1561,0.019400,0.000400,0.001700,0.063600,0.016800,0.029100,0.006100,0.065300,0.6480,0.023600,0.1390,0.046800,0.075700,0.002300,0.018800,0.001300,0.006800,0.001600,0.009500,0.033200,0.048100,0.005300,0.000100,0.028200,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1583,0.039575,4,0.014000,0.055100,16.6479,11838.1250,2465.9297,2439.4961,0,14306.3398,0,0,0,0,0,16.6667,0.4076,25.4942,522,386,0,0.1051,0,0,0,0,0
,0.045700,0.006300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2160,0.003900,1,0.012200,0.088300,0.010500,0.9846,0.028700,0.2518,0.000800,0.005100,0.025100,0.3655,0.4377,0.1101,0.004000,0.068900,0.050000,0.2579,0.019500,0.000300,0.042300,0.058300,0.015700,0.028900,0.005300,0.065700,0.7783,0.023200,0.1396,0.041900,0.083400,0.002500,0.018200,0.001400,0.006600,0.001400,0.020400,0.058200,0.047100,0.004900,0.000100,0.042500,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1525,0.038125,4,0.010600,0.060100,17.3347,11830.9336,2465.9297,2439.4961,0,14304.0547,0,0,0,0,0,16.6667,0.3972,24.9404,0,0,0,0,0.1584,0.1550,0,0,0
,0.037400,0.005500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2525,0.003600,1,0.013900,0.076900,0.010000,0.8553,0.033200,0.1016,0.000900,0.004100,0.028900,0.4302,0.4605,0.1047,0.003800,0.067700,0.048600,0.2151,0.022200,0.000300,0.001700,0.060000,0.016700,0.029900,0.005200,0.064800,0.6389,0.023200,0.1403,0.043300,0.081200,0.002400,0.018500,0.001300,0.006600,0.001300,0.019200,0.042300,0.044600,0.004700,0.000100,0.1000,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1921,0.048025,4,0.041200,0.061100,16.1662,11824.9727,2465.9297,2439.4961,0,14296.8633,0,0,0,0,0,16.6667,0.4100,25.5069,0,0,0,0,0.050800,0,0,0,0
,0.040700,0.006300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2513,0.003300,1,0.011700,0.085500,0.009900,0.8561,0.031300,0.099700,0.000700,0.004600,0.025000,0.3749,0.4128,0.088600,0.003800,0.069800,0.047900,0.2173,0.022100,0.000500,0.002100,0.062300,0.015400,0.029500,0.006000,0.066100,0.6524,0.023500,0.1394,0.045000,0.075200,0.002500,0.017800,0.001200,0.006200,0.001500,0.010300,0.034900,0.048800,0.005100,0.000100,0.033200,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1993,0.049825,4,0.048000,0.054400,16.5708,11821.2109,2465.9297,2439.4961,0,14290.9023,0,0,0,0,0,16.6667,0.3960,25.9149,546,385,0,0.1037,0,0.1480,0,0,0
,0.045000,0.006700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2520,0.004500,1,0.011700,0.080100,0.009900,0.8929,0.030500,0.079800,0.000800,0.003600,0.024500,0.3481,0.4901,0.1003,0.004200,0.060500,0.038800,0.2395,0.018100,0.000300,0.001600,0.063500,0.013000,0.028800,0.004400,0.066700,0.6597,0.025500,0.1404,0.042700,0.074400,0.002300,0.019000,0.001100,0.006300,0.001500,0.019900,0.043800,0.1183,0.005000,0.000100,0.091900,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1633,0.040825,4,0.028400,0.051400,16.7534,11818.3047,2465.9297,2439.4961,0,14287.1406,0,0,0,0,0,16.6667,0.3880,25.3639,0,0,0,0,0.020600,0,0,0,0
,0.040400,0.005600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2562,0.004800,1,0.012000,0.075000,0.011300,0.8913,0.032700,0.089700,0.000800,0.004600,0.030200,0.3858,0.4196,0.099800,0.003900,0.068000,0.051800,0.2763,0.020100,0.000600,0.002200,0.074400,0.013800,0.027700,0.006300,0.066600,0.6782,0.024200,0.1410,0.043900,0.063900,0.002400,0.019100,0.001300,0.005600,0.001300,0.018900,0.043500,0.041500,0.004300,0.000100,0.067100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1799,0.044975,4,0.034900,0.054600,16.7277,11814.9180,2465.9297,2439.4961,0,14284.2344,0,0,0,0,0,16.6667,0.4054,25.4875,0,0,0,0,0,0.1439,0,0,0
,0.039800,0.006400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2077,0,0,0.012100,0.084500,0.009300,0.8950,0.028900,0.087800,0.000600,0.004800,0.028200,0.3915,0.4436,0.1000,0.003500,0.057700,0.035900,0.1877,0.019700,0.000600,0.002200,0.070000,0.020100,0.032900,0.006000,0.067400,0.6741,0.025700,0.1390,0.044800,0.082500,0.002500,0.018100,0.001300,0.006400,0.001600,0.010200,0.033700,0.050200,0.005500,0.000100,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1664,0.041600,4,0.010100,0.056700,16.5490,11811.2148,2465.9297,2439.4961,0,14280.8477,0,0,0,0,0,16.6667,0.3942,27.4357,524,385,0,0.1019,0,0.1568,0,0,0
