EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/Pathfinding,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiCombatEffectReplicationComponent,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,Ticks/GuLiBuildingShieldComponent,GuLiCommanderPoseDispatch/SaturatedAtAttempt,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,Exclusive/GameThread/EventWait
,2.1240,0.088900,0.016100,0.1053,0.013900,0.083000,0.002900,0.010200,0.004000,0.031400,0.001300,0.005700,0.031500,0.7603,0.2951,1.1553,0.015200,0.004900,0.3410,0,0.3755,0.017400,0.000600,0.001900,0.2170,0.3191,0.001300,0.000900,0.001800,0.014500,0.045200,0.3504,0.001400,0.022500,0.001700,0,0,0,0,59,0,0,18,0,0,0,0,2,2,1,1,50,2,100,0,6,6,6,0,2,18,0,18,0,0,2,12,0,0,0,0,0,0,0,0.099000,0,16,0,0,0.2467,0.3457,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.001700,0.055400,0.013900,0.000200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2487,1147.5586,5488.8008,6247.5547,0,6636.3594,0,0,0,438,267,0,0.079100,0,0,0,0,0,0,0,0,0,0
,0.1231,0.063400,0.009500,0.1342,0.013500,0.071700,0.001900,0.006600,0.002900,0.022000,0.001200,0.003700,0.030200,0.5325,0.3861,0.8892,0.017100,0.002800,0.1164,0,0.2278,0.019700,0.000500,0.002300,5.2249,5.3418,0.001900,0.001400,0.004900,0.022100,0.1566,0.7015,0.001600,0.028300,0.001500,0,0,0,0,60,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,0,6,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1857,0,35.5000,0,0,0.5106,0.6963,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0.001700,0.6525,0.020700,0.000200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5387,1146.3828,5488.8008,6247.5547,0,6635.1836,0,0,1,0,0,0,0,5.0030,1,0,0,0,0,0,0,0,0
,2.1689,0.068300,0.014700,0.092000,0.013600,0.072000,0.002200,0.007100,0.003500,0.026200,0.001300,0.006900,0.029400,1.3432,0.2725,0.9339,0.013900,0.003900,0.6210,0,0.3502,0.019300,0.000600,0.002500,0.2368,0.3378,0.001500,0.000900,0.002600,0.016300,0.050000,0.7946,0.001400,0.019400,0.002800,0,0,0,0,59,0,0,18,0,0,0,0,2,2,0,1,50,2,100,0,8,15,15,2,2,2818,0,18,9,0,1,30,0,0,0,0,0,0,0,0.093400,0,3,17.1104,0,1.0392,1.1326,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.001700,0.051900,0.018100,0.000200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2004,1145.3086,5488.8008,6247.5547,0,6634.1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1215,0.082000,0.014800,0.1064,0.016800,0.1058,0.002200,0.005900,0.003500,0.024400,0.001200,0.004700,0.032900,0.3468,0.2531,0.9240,0.014300,0.003200,0.1465,0,0.2451,0.019300,0.000600,0.002100,1.4051,1.3472,0.001600,0.000800,0.002800,0.016600,0.2042,0.5924,0.001900,0.024200,0.001400,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,2,50,2,98,0,8,1,1,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0.1655,0,37,0,0,0.4222,0.5877,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.001900,0.056000,0.015300,0.000200,0.1669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1603,1143.0469,5488.8008,6247.5547,0,6631.8477,0,0,0,484,342,0,0.1481,0,0,0,0,0,0,0,0,0,0
,2.8300,0.066500,0.011200,0.087800,0.013600,0.077100,0.001400,0.005400,0.003000,0.019400,0.001600,0.003500,0.027600,0.6178,0.2554,1.4431,0.016000,0.005000,0.1578,0.9288,0.4691,0.022100,0.000700,0.074200,0.1210,0.2436,0.001800,0.000900,0.002700,0.018400,0.046900,0.8411,0.001300,0.024600,0.001500,0,0,0,0,60,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,2,4,0,2,400,0,0,1,0,2,5,0,0,0,0,0,0,0,0.1658,0,30.5000,2.9189,0,0.7892,0.9550,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0.001600,0.051600,0.014500,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5275,1141.3164,5488.8008,6247.5547,0,6630.1172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1608,0.068100,0.013300,0.1049,0.014900,0.072000,0.002400,0.006300,0.003200,0.023400,0.001200,0.004800,0.032000,0.8884,0.3702,1.2502,0.018600,0.005200,0.3948,0,0.3323,0.029100,0.001000,0.003200,0.2642,0.3932,0.001700,0.000900,0.003400,0.018700,0.050700,0.4576,0.001400,0.020500,0.001400,0,0,0,0,59,0,0,18,0,0,0,0,2,2,0,1,48,4,96,0,6,6,6,0,2,18,0,18,0,0,1,12,0,0,0,0,0,0,0,0.1348,0,22.5000,0,0,0.3177,0.4525,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.001600,0.052200,0.019400,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6498,1139.2656,5488.8008,6247.5547,0,6628.0664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.8944,0.068700,0.014600,0.1079,0.016100,0.075100,0.002400,0.006200,0.003300,0.023500,0.001400,0.004800,0.034000,0.4426,0.2907,0.9989,0.015800,0.004400,0.1268,1.5332,0.4909,0.028600,0.000900,0.005100,0.2192,0.3411,0.001900,0.000900,0.003200,0.025700,0.053500,0.4942,0.001600,0.025000,0.001400,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1523,0,26,0,0,0.3370,0.4893,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.016000,0.056600,0.014400,0.000300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8023,1136.9766,5488.8008,6247.5547,0,6625.7773,0,0,0,446,337,0,0.067400,0,0,0,0,0,0,0,0,0,0
,0.1305,0.082500,0.011500,0.1462,0.016300,0.091700,0.003300,0.007900,0.003900,0.030800,0.001200,0.005900,0.036400,1.2138,0.3019,0.9284,0.015000,0.009200,0.4898,0,0.3213,0.021800,0.000600,0.001900,5.5637,6.2684,0.002100,0.000800,0.005100,0.024500,0.055400,0.6079,0.001400,0.024000,0.001400,0,0,0,0,60,0,0,18,0,0,0,0,2,2,1,1,48,4,96,0,6,6,6,0,16,18,0,18,0,0,2,12,0,0,0,0,0,0,0,0.1569,0,35,0,0,0.4460,0.6029,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0.001900,0.5484,0.018500,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1856,1134.1445,5488.8008,6247.5547,0,6622.9453,0,0,1,0,0,0,0,5.3534,1,0,0,0,0,0,0,0,0
,4.2980,0.067500,0.009800,0.1032,0.015500,0.062300,0.001700,0.005900,0.002900,0.020800,0.000700,0.003800,0.026200,1.6666,0.3136,1.4098,0.021000,0.005100,0.8086,0.8727,0.3884,0.028000,0.000700,0.002500,0.2903,0.4125,0.002200,0.001100,0.003100,0.018100,0.060900,1.0952,0.001900,0.030700,0.001900,0,0,0,0,59,0,0,18,0,0,0,0,2,2,1,1,48,4,96,0,6,15,15,2,6,2818,0,18,9,0,2,30,0,0,0,0,0,0,0,0.1433,0,3.5000,17.1514,0,1.4527,1.5960,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.002500,0.060000,0.015800,0.000200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3293,1132.9688,5488.8711,6247.5547,0,6621.8398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1223,0.064800,0.007600,0.1038,0.014100,0.076800,0.002100,0.005600,0.003500,0.022300,0.001200,0.005100,0.030800,0.3515,0.2674,0.9657,0.015900,0.003800,0.1055,0,0.2997,0.021000,0.001000,0.002400,1.4240,1.3404,0.001500,0.001000,0.003300,0.019100,0.049000,0.1071,0.001300,0.018400,0.001300,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1028,0,0,0,0,0,0.1028,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.001900,0.055800,0.014400,0.000300,0.2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8742,1131.5430,5488.8711,6247.5547,0,6620.4141,0,0,0,524,364,0,0.1224,0,0,0,0,0,0,0,0,0,0
,1.8213,0.1435,0.011800,0.096200,0.017000,0.1092,0.001500,0.006200,0.003100,0.021200,0.001200,0.006400,0.029000,0.5904,0.6488,1.0363,0.020900,0.003000,0.2401,0,0.4625,0.022700,0.000800,0.070700,0.1150,0.2279,0.001500,0.000800,0.001900,0.016800,0.063100,0.9434,0.002000,0.029200,0.002000,0,0,0,0,60,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,2,4,0,2,400,0,0,1,0,2,5,0,0,0,0,0,0,0,0.1994,0,39,2.9180,0,0.8521,1.0515,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0.002100,0.2581,0.010200,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5640,1130.1484,5488.8711,6247.5547,0,6619.0195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1200,0.081000,0.015800,0.1022,0.015600,0.092700,0.002400,0.006400,0.003700,0.025300,0.001600,0.005100,0.039500,0.8046,0.3259,0.9879,0.017800,0.003900,0.3556,0,0.3222,0.026000,0.000600,0.002400,0.1808,0.3007,0.001400,0.000800,0.002400,0.017700,0.060700,0.7669,0.002000,0.025900,0.001500,0,0,0,0,59,0,0,18,0,0,0,0,2,2,1,2,48,4,96,0,6,6,6,0,0,18,0,18,0,0,3,12,0,0,0,0,0,0,0,0.2095,0,38,0,0,0.5523,0.7618,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.001900,0.075100,0.012600,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2156,1127.5312,5488.8711,6247.5547,0,6616.4023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.9319,0.075000,0.017300,0.1062,0.019200,0.098300,0.003000,0.008500,0.005000,0.034100,0.002000,0.006700,0.041400,0.6878,0.3019,0.9297,0.015700,0.005900,0.1120,0.4496,0.3843,0.020600,0.000600,0.002700,0.2011,0.3186,0.001900,0.000800,0.004100,0.017400,0.051900,0.5066,0.001500,0.028400,0.001600,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1530,0,23,0,0,0.3481,0.5011,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.001800,0.051400,0.013400,0.000300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6258,1126.1367,5488.8711,6247.5547,0,6615.0078,0,0,0,439,337,0,0.069900,0,0,0,0,0,0,0,0,0,0
,0.1203,0.065000,0.011500,0.1416,0.015000,0.094400,0.002100,0.006400,0.003500,0.024200,0.001400,0.007000,0.031300,0.8291,0.2564,1.0832,0.023200,0.004700,0.3919,0,0.3148,0.020000,0.000600,0.002000,5.7607,5.8657,0.001800,0.001200,0.004700,0.023800,0.050400,0.8502,0.004100,0.023200,0.001300,0,0,0,0,62,0,0,18,0,0,0,0,2,2,0,1,50,2,100,0,6,7,7,0,70,26,0,18,1,0,1,14,0,0,0,0,0,0,0,0.2103,0,27,2.0439,0,0.7583,0.9686,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0.001700,0.5559,0.014700,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2855,1122.7500,5488.8711,6247.5547,0,6611.6211,0,0,1,0,0,0,0,5.5348,1,2,0,0,0,0,0,0,0
,3.9861,0.072100,0.013200,0.092400,0.015500,0.075100,0.002000,0.006700,0.003700,0.024200,0.001300,0.005200,0.031700,1.5682,0.2950,1.0573,0.021600,0.004500,0.7059,1.3535,0.3884,0.017000,0.000600,0.001700,0.2123,0.3289,0.001500,0.000800,0.002000,0.017200,0.046200,1.0383,0.001300,0.027900,0.001900,0,0,0,0,59,0,0,18,0,0,0,0,2,2,1,1,50,2,100,0,6,17,19,2,2,3218,0,18,9,0,2,34,0,0,0,0,0,0,0,0.1159,0,3.5000,20.4893,0,1.3430,1.4589,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.001700,0.063000,0.015500,0.000300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4740,1121.1641,5488.8711,6247.5547,0,6610.0352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1780,0.069000,0.013200,0.1062,0.014000,0.081100,0.002100,0.005400,0.006000,0.025000,0.001600,0.005500,0.028800,0.3387,0.3515,0.9333,0.016500,0.003700,0.1471,0,0.2585,0.019800,0.000800,0.002300,1.4581,1.4040,0.001800,0.001000,0.002800,0.017600,0.054500,0.1091,0.001300,0.020700,0.001600,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1048,0,0,0,0,0,0.1048,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.001900,0.056200,0.015000,0.000300,0.1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5108,1121.0859,5488.8711,6247.5547,0,6609.9570,0,0,0,441,352,0,0.088600,0,0,0,0,0,0,0,0,0,0
,3.2532,0.064500,0.013900,0.1174,0.014300,0.079500,0.002000,0.005900,0.003400,0.022100,0.001300,0.005300,0.034500,1.2610,0.3117,0.9592,0.018700,0.004500,0.2990,1.2915,0.3973,0.019900,0.000700,0.1824,0.1574,0.2836,0.002400,0.000900,0.003500,0.024300,0.045600,0.5915,0.001200,0.020900,0.001400,0,0,0,0,60,0,0,18,0,0,0,0,2,2,1,1,50,2,100,0,10,4,6,1,4,13,0,11,1,0,2,8,0,0,0,0,0,0,0,0.1884,0,21,0,0,0.3978,0.5862,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0.001400,0.051600,0.013000,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9441,1118.2852,5488.8711,6247.5547,0,6607.1562,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
,2.0030,0.060900,0.010000,0.095000,0.012100,0.064700,0.001700,0.005800,0.003300,0.020800,0.001100,0.003800,0.027400,0.3134,0.3170,0.9241,0.016500,0.003100,0.1120,0.6109,0.3025,0.018700,0.000700,0.002000,0.1692,0.2716,0.001200,0.000800,0.001800,0.014000,0.1250,0.7566,0.001500,0.029900,0.001700,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,0,5,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1732,0,43,0,0,0.5786,0.7518,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.001400,0.050700,0.014200,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9649,1115.9766,5488.8711,6247.5547,0,6604.8477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1263,0.066500,0.012900,0.1394,0.014000,0.091900,0.002100,0.005900,0.003000,0.022700,0.001000,0.004400,0.028200,0.9371,0.2299,1.0663,0.015400,0.003500,0.3946,0,0.4308,0.021400,0.000700,0.003000,5.4373,5.5610,0.001800,0.001000,0.004600,0.026900,0.1808,0.9625,0.001800,0.025900,0.001300,0,0,0,0,59,0,0,18,0,0,0,0,2,2,1,2,50,2,98,0,8,6,6,0,0,18,0,18,1,0,3,12,0,0,0,0,0,0,0,0.2137,0,40.5000,0,0,0.7432,0.9569,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.001600,0.5626,0.016200,0.000300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7184,1112.9531,5488.8711,6247.5547,0,6601.8242,0,0,0,450,348,0,0.091400,5.2505,1,0,0,0,0,0,0,0,0
,3.4180,0.063900,0.011100,0.086100,0.012200,0.064200,0.002200,0.005700,0.003400,0.020600,0.000900,0.004000,0.026000,1.1790,0.2137,0.8241,0.010400,0.002500,0.5720,1.1901,0.3154,0.019100,0.000600,0.002200,0.1988,0.2983,0.001300,0.000600,0.001900,0.015600,0.044600,0.8209,0.001600,0.019000,0.001400,0,0,0,0,60,0,0,18,0,0,0,0,2,2,0,1,48,4,98,0,6,15,15,2,3,2818,0,18,9,0,1,30,0,0,0,0,0,0,0,0.088990,0,4.5000,17.0850,0,1.0594,1.1484,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0.001300,0.051300,0.014300,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7054,1111.7891,5488.8711,6247.5547,0,6600.6602,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1352,0.062100,0.012700,0.090400,0.013400,0.082200,0.002100,0.005900,0.007400,0.027100,0.001000,0.004400,0.030700,0.5778,0.1851,0.8511,0.014900,0.002800,0.1492,0.021700,0.3064,0.018000,0.000400,0.002100,0.2412,0.3458,0.001900,0.001100,0.003200,0.021300,0.058600,0.4035,0.001300,0.019100,0.001200,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,2,4,2,0,400,0,0,0,0,3,5,0,0,0,0,0,0,0,0.1219,0,0.5000,2.9082,0,0.3853,0.5072,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.001400,0.066400,0.018600,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6113,1116.1094,5488.8711,6247.5547,0,6604.9805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.9071,0.073500,0.014900,0.099500,0.014900,0.1031,0.002400,0.007500,0.003400,0.028500,0.001700,0.006300,0.035500,0.6876,0.3183,1.1133,0.021100,0.004500,0.2826,0.8300,0.3099,0.019300,0.000800,0.002300,1.4356,1.3580,0.001500,0.000800,0.003100,0.017800,0.052700,0.1039,0.001500,0.025100,0.001500,0,0,0,0,59,0,0,18,0,0,0,0,2,2,1,2,48,4,96,0,6,4,6,2,0,10,0,10,0,0,3,8,0,0,0,0,0,0,0,0.099599,0,0,0,0,0,0.099599,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0.001800,0.055500,0.014200,0.000200,0.1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8546,1116.9102,5488.8711,6247.5547,0,6605.7812,0,0,0,514,360,0,0.067600,0,0,0,8,0,0,0,0,0,0
,0.1308,0.071300,0.010400,0.095100,0.013300,0.4217,0.001500,0.005100,0.002900,0.021100,0.001300,0.005000,0.029600,0.7375,0.3504,0.9808,0.013700,0.002500,0.2169,0,0.2914,0.016100,0.000700,0.060500,0.085800,0.7619,0.001100,0.000600,0.001800,0.011400,0.058800,1.6844,0.002400,0.024300,0.001500,0,0,0,0,60,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,22,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.2530,0,41,0,0,1.4275,1.6805,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0.001700,0.053800,0.014400,0.000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3087,1118.5391,5488.8711,6247.5547,0,6607.4102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
