EVENTS,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/FixedStep,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/GarbageCollection,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/DeleteLinkers,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiBuildingShieldComponent,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/AllWorkers/MassProcessorTask,FMsgLogf/FMsgLogfCount,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/Pathfinding,GuLiCommanderPoseDispatch/SaturatedAtAttempt,Exclusive/GameThread/LogFlush
,0.058700,0.1427,0.012500,0.1073,0.013700,0.097300,0.045200,0.001400,0.006500,0,0,0,0,0,274,134,0,0.070200,87.5914,87.6095,0.002200,0.012200,0.038000,5.2153,0.2810,0.1738,0.016100,0.003000,0.2868,1.4795,0.5326,0.033300,0.000900,0.084600,8.4494,8.7640,9.8771,0.001700,0.000700,0.003700,0.018600,0.1246,0.7629,0.001500,0,0.019700,0.001500,0.001700,0.1655,0,0.014400,0.000300,55,0,0,13,0,0,0,0,1,1,3,3,46,2,49,0,5,4,4,0,11,14,0,14,2,0,3,4,0,0,0,0,0,0,0,0.1853,0,45,1.0098,0,0.7546,0.9399,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.4626,4434.7578,5534.1719,6252.5000,0,9968.9297,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,6.7459,0,0,0,0,0
,0.071000,0.1738,0.013100,0.1226,0.015200,0.1206,0.088200,0.002600,0.008100,0,0,0,0,0,573,111,0,0.1057,96.0873,96.1092,0.001500,0.009200,0.038100,5.9670,0.2566,0.1906,0.014400,0.002700,0.3231,6.0307,0.3219,0.031000,0.001100,0.077400,9.2623,10.7208,10.6860,0.002100,0.000700,0.004200,0.020400,0.050900,0.7632,0.004900,0,0.022900,0.001300,0.001600,0.3938,0,0.014000,0.000100,57,0,0,26,0,0,0,0,1,1,3,3,46,2,51,0,3,8,8,0,37,31,0,27,2,0,3,8,0,0,0,0,0,0,0,0.1785,0,45,1.0225,0,0.7593,0.9378,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.4949,4433.4336,5534.2344,6252.5000,0,9967.6680,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,12.1321,0,0,0.2829,0,0
,0.063000,0.1226,0.014300,0.1340,0.014700,0.1023,0.044200,0.001800,0.007300,0,0,0,0,0,1030,156,0,0.1438,114.9312,114.9503,0.002000,0.009900,0.038900,6.3410,0.2803,0.1666,0.014500,0.003400,0.2229,3.2898,0.5815,0.027300,0.000700,0.063800,7.1485,7.5108,7.5572,0.001600,0.000800,0.003900,0.020900,0.054600,0.6798,0.001600,0,0.023500,0.001500,0.002000,0.1134,0,0.012500,0.000100,55,0,0,13,0,0,0,0,1,1,3,3,46,2,49,0,5,3,3,0,3,14,0,14,2,0,3,3,0,0,0,0,0,0,0,0.1541,0,45,0,0,0.5788,0.7329,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.3618,4431.7109,5534.2344,6252.5000,0,9965.9453,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,9.7120,0,0,0.1784,0,0
,0.063400,0.2193,0.012300,0.1195,0.013500,0.1082,0.070000,0.002500,0.008600,0,0,0,0,0,1069,167,0,0.1562,113.1645,113.1867,0.002000,0.011400,0.043000,7.9588,0.2983,0.1647,0.017500,0.004100,0.2990,1.7131,0.2768,0.034800,0.000800,0.074400,7.7657,9.2173,9.2106,0.002000,0.001000,0.003800,0.019300,0.1284,0.6222,0.001500,0,0.020800,0.001400,0.001800,0.1247,0,0.013000,0.000100,57,0,0,26,0,0,0,0,1,1,3,3,46,2,49,0,5,8,8,0,11,28,0,28,2,0,3,8,0,0,0,0,0,0,0,0.1407,0,45,0,0,0.5399,0.6806,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.2102,4428.4141,5534.2344,6252.5000,0,9962.6484,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,9.7477,0,0,1.1349,0,0
,0.058800,0.1198,0.011900,0.1206,0.014900,0.093500,0.036600,0.002000,0.006600,0,0,0,0,0,780,138,0,0.1002,123.0382,123.0567,0.002000,0.010700,0.038000,7.1629,0.3049,0.1692,0.015300,0.004100,0.2180,4.7676,0.4700,0.040300,0.000700,0.077200,17.5428,18.1755,18.1941,0.002600,0.001000,0.003900,0.021000,0.050500,0.5762,0.001700,0,0.021700,0.001200,0.001900,0.1199,0,0.013600,0.000100,55,0,0,13,0,0,0,0,1,1,3,3,44,4,49,0,3,3,3,0,3,14,0,14,2,0,3,3,0,0,0,0,0,0,0,0.1393,0,43,0,0,0.4842,0.6235,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.3006,4426.9531,5534.2969,6252.5000,0,9961.2500,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,11.9652,0,0,0.2567,0,0
,0.056900,0.1955,0.011300,0.1119,0.014100,0.1026,0.054000,0.002100,0.007200,0,0,0,0,0,481,115,0,0.094300,148.9021,148.9216,0.001900,0.009900,0.039500,7.9333,0.2611,0.2237,0.018900,0.005000,0.3142,3.3942,0.3670,0.030100,0.000900,0.062300,7.1043,7.7792,8.5028,0.001600,0.000900,0.003600,0.019300,0.047900,0.7903,0.004400,0,0.021900,0.001500,0.002000,0.3547,0,0.013800,0.000100,57,0,0,26,0,0,0,0,1,1,3,3,46,2,49,0,3,8,8,0,45,31,0,27,2,0,3,8,0,0,0,0,0,0,0,0.1716,0,45,0.9785,0,0.8015,0.9731,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.2521,4415.1719,5534.2969,6252.5000,0,9949.4688,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,11.4880,0,0,0.1419,0,0
,0.059400,0.1424,0.013500,0.1209,0.016400,0.1060,0.054000,0.002400,0.007900,0,0,0,0,0,1137,912,0,0.2271,139.0928,139.1136,0.001600,0.010800,0.038700,32.7964,0.2385,0.1559,0.015700,0.003100,0.3469,0,0.4348,0.029300,0.000400,0.070400,14.7533,15.3766,15.4552,0.003300,0.001100,0.006200,0.029500,0.076100,0.8367,0.002200,0,0.025800,0.001400,0.001800,0.2412,0,0.011400,0.000200,57,0,0,13,0,0,0,0,1,1,3,3,46,2,49,0,5,5,5,0,3,15,0,15,2,0,3,5,0,0,0,0,0,0,0,0.1706,0,46,1.0039,0,0.8724,1.0430,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.9653,4407.9414,5534.6719,6252.5000,0,9942.6133,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,9.4452,928,0,0.2440,0,0
,0.056300,0.1867,0.009500,0.1380,0.013700,0.095000,0.059900,0.002100,0.007000,0,0,0,0,0,1056,349,0,0.1680,145.6396,145.6593,0.001900,0.010200,0.037000,6.9316,0.2936,0.1724,0.013900,0.003000,0.4422,3.3549,0.3549,0.030500,0.000700,0.085400,15.7922,16.2888,17.2240,0.001700,0.000700,0.003500,0.019200,0.1229,0.6437,0.001300,0,0.019600,0.001400,0.001400,0.7950,0,0.012100,0.000300,55,0,0,26,0,0,0,0,1,1,4,4,46,2,49,0,5,9,9,0,11,28,0,28,2,0,4,9,0,0,0,0,0,0,0,0.1457,0,45,1.0215,0,0.6450,0.7907,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.1730,4416.5469,5534.6719,6252.5000,0,9951.2188,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,10.6181,1,0,0.1556,0,0
,0.077200,0.2625,0.012700,0.1217,0.016500,0.1209,0.055200,0.002600,0.007100,0,0,0,0,0,766,1169,0,0.2004,162.4926,162.5139,0.001900,0.010100,0.051600,32.8743,0.2823,0.1674,0.015500,0.003500,0.3651,0,0.3661,0.027000,0.000500,0.057300,11.6902,11.9247,12.2377,0.002100,0.001000,0.004400,0.022500,0.049900,1.0491,0.005200,0,0.023200,0.001300,0.001700,0.3291,0,0.014900,0.000100,58,0,0,13,0,0,0,0,1,1,4,4,46,2,51,0,3,11,11,1,38,719,0,15,2,0,4,11,0,0,0,0,0,0,0,0.1545,0,13,6.2090,0,1.2751,1.4296,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,58,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.3812,4414.8086,5534.9844,6252.5000,0,9949.7930,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,12.2562,1032,1,0,0,0
,0.064700,0.1284,0.013300,0.1350,0.016700,0.1125,0.061500,0.002100,0.007100,0,0,0,0,0,3920,166,0,0.3090,167.4945,167.5137,0.002100,0.010200,0.043400,7.5127,0.4248,0.2238,0.019400,0.004600,0.3267,2.3111,0.3597,0.031000,0.000500,0.066900,14.6928,14.9308,16.2059,0.002700,0.001100,0.004600,0.025300,0.061300,0.1333,0.002100,0,0.026700,0.001800,0.002200,0.1546,0,0.015500,0.000200,57,0,0,26,0,0,0,0,1,1,4,4,46,2,49,0,5,5,5,1,0,18,0,18,2,0,4,5,0,0,0,0,0,0,0,0.1274,0,0,0,0,0,0.1274,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.2638,4410.6328,5535.0469,6252.5000,0,9945.6797,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,10.1955,0,0,0,10,0
,0.063100,0.1400,0.014500,0.1349,0.016500,0.1488,0.076600,0.002500,0.007700,0,0,0,0,0,288,1262,0,0.1750,196.1922,196.2152,0.001700,0.010900,0.038700,36.1495,0.3160,0.1572,0.017900,0.003400,0.3201,0,0.4149,0.027500,0.000400,0.072400,12.7765,13.0232,13.2289,0.002000,0.000800,0.003700,0.019100,0.1236,0.6299,0.001700,0,0.021300,0.001500,0.001600,0.1044,0,0.013700,0.000300,57,0,0,13,0,0,0,0,1,1,4,4,46,2,49,0,5,5,5,0,11,15,0,15,2,0,4,5,0,0,0,0,0,0,0,0.1384,0,45,1.0029,0,0.6560,0.7944,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.7522,4409.6992,5535.3594,6252.5000,0,9945.0586,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,10.8388,1116,0,0,0,0
,0.063400,0.1844,0.013600,0.1165,0.015900,0.1370,0.080000,0.002700,0.007700,0,0,0,0,0,1363,151,0,0.1322,54.6361,54.6590,0.001700,0.009000,0.036800,8.1580,0.2746,0.1661,0.015800,0.003600,0.2863,1.8876,0.2696,0.030000,0.000400,0.064700,13.8934,15.1381,16.1320,0.001900,0.000900,0.003700,0.018700,0.050500,0.8041,0.004900,0,0.022500,0.001400,0.001700,0.3508,0,0.013200,0.000300,57,0,0,26,0,0,0,0,1,1,4,4,46,2,51,0,3,8,8,1,43,32,0,28,2,0,4,8,0,0,0,0,0,0,0,0.1707,0,43,0,0,0.7111,0.8818,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.3215,4406.6016,5535.3594,6252.5000,0,9941.9609,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,10.1797,0,0,0.1977,0,0
,0.062100,0.1111,0.014100,0.1275,0.015300,0.1091,0.048500,0.002400,0.017700,0,0,0,0,0,511,1257,0,0.1744,58.9969,59.0294,0.002000,0.011000,0.038000,32.3501,0.2822,0.1746,0.015700,0.003900,0.2614,0,0.5475,0.034800,0.000900,0.002100,4.7679,6.3133,5.2150,0.002600,0.000800,0.004200,0.020800,0.062500,0.5981,0.001500,0,0.021800,0.001300,0.001500,0.1185,0,0.014900,0.000200,55,0,0,13,0,0,0,0,1,1,2,2,46,2,49,0,5,5,5,0,4,14,0,14,0,0,2,5,0,0,0,0,0,0,0,0.1346,0,42,1.0029,0,0.6001,0.7347,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.0019,4408.7461,5535.6719,6252.5000,0,9944.4180,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,7.4606,1123,0,1.3384,0,0
,0.067200,0.2143,0.012200,0.1345,0.018300,0.091100,0.054500,0.001900,0.007400,0,0,0,0,0,874,146,0,0.1097,77.6953,77.7161,0.002100,0.010800,0.039000,3.5373,0.2762,0.1606,0.014700,0.002700,0.3340,7.8692,0.3216,0.031300,0.000800,0.075200,6.8157,7.3517,7.4044,0.002400,0.001000,0.004400,0.022700,0.1387,0.6369,0.001900,0,0.026300,0.001600,0.002000,0.1335,0,0.014000,0.000100,55,0,0,26,0,0,0,0,1,1,3,3,46,2,49,0,5,9,9,0,3,27,0,27,1,0,3,9,0,0,0,0,0,0,0,0.1720,0,45,0,0,0.5728,0.7448,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.7743,4408.1836,5535.6719,6252.5000,0,9943.8555,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,11.7729,0,0,0.1637,0,0
,0.069500,0.1595,0.011400,0.1169,0.014600,0.1028,0.059400,0.001900,0.007200,0,0,0,0,0,724,133,0,0.098300,84.5209,84.5404,0.001600,0.009900,0.041100,4.1618,0.3236,0.1515,0.016200,0.004500,0.2497,2.4693,0.4736,0.028300,0.000800,0.053100,6.8879,7.3014,8.6246,0.001800,0.000700,0.004400,0.019400,0.051800,0.7648,0.004700,0,0.022700,0.001200,0.001900,0.1491,0,0.014500,0.000100,57,0,0,13,0,0,0,0,1,1,3,3,46,2,51,0,3,4,4,0,44,18,0,14,2,0,3,4,0,0,0,0,0,0,0,0.1691,0,42,0.9570,0,0.7688,0.9379,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.0995,4407.5664,5535.7344,6252.5000,0,9943.3008,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,6.3105,0,0,0.1464,0,0
,0.072200,0.1518,0.012600,0.1533,0.016400,0.1108,0.056100,0.002200,0.006700,0,0,0,0,0,685,112,0,0.096000,117.6504,117.6689,0.002100,0.010800,0.036400,3.3635,0.2909,0.1618,0.014700,0.002900,0.2830,7.2245,0.3740,0.041800,0.000900,0.087600,7.5338,8.4225,8.3921,0.002500,0.001000,0.004600,0.020600,0.049000,0.7551,0.001700,0,0.024800,0.001400,0.001900,0.7171,0,0.013500,0.000100,55,0,0,26,0,0,0,0,1,1,3,3,46,2,49,0,5,7,7,0,3,27,0,27,2,0,3,7,0,0,0,0,0,0,0,0.2425,0,45,0,0,0.5648,0.8073,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.6689,4406.7812,5535.7969,6252.5000,0,9942.5781,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,10.8168,1,0,0.3226,0,0
,0.060200,0.1729,0.011500,0.1223,0.014500,0.1093,0.052500,0.002000,0.007600,0,0,0,0,0,856,151,0,0.1007,106.7689,106.7879,0.003400,0.014000,0.047400,4.9681,0.3664,0.2215,0.019300,0.004300,0.3382,5.0692,0.4501,0.034000,0.000900,0.082200,13.1335,13.3717,13.5898,0.001900,0.001100,0.003900,0.020000,0.1367,0.9491,0.001500,0,0.021600,0.001300,0.001800,0.3485,0,0.016400,0.000200,57,0,0,13,0,0,0,0,1,1,4,4,46,2,49,0,5,6,6,0,4,315,0,15,2,0,4,6,0,0,0,0,0,0,0,0.1534,0,45,2.9580,0,1.0599,1.2133,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.2651,4407.3906,5535.8594,6252.5000,0,9943.2500,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,10.0683,0,0,0,0,0
,0.072100,0.1955,0.014200,0.1332,0.016600,0.1162,0.061300,0.002400,0.008500,0,0,0,0,0,2174,138,0,0.1915,120.7900,120.8136,0.002200,0.011100,0.036600,4.2961,0.3125,0.1628,0.015300,0.003500,0.3073,5.3232,0.4627,0.029600,0.000600,0.068400,7.4701,7.7472,8.8949,0.002600,0.001100,0.004400,0.023100,0.060400,0.8310,0.002500,0,0.030300,0.001500,0.002100,0.1576,0,0.015600,0.000200,55,0,0,26,0,0,0,0,1,1,3,3,44,4,49,0,3,7,7,0,11,27,0,27,2,0,3,7,0,0,0,0,0,0,0,0.1827,0,43,0,0,0.7391,0.9218,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.7384,4408.3164,5535.8594,6252.5000,0,9944.1758,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,9.8639,0,0,0,0,0
,0.065600,0.1918,0.014000,0.1258,0.016700,0.1527,0.1094,0.002600,0.008000,0,0,0,0,0,1735,1241,0,0.2405,127.5439,127.5681,0.002300,0.010200,0.049300,29.6606,0.3788,0.1695,0.014500,0.004400,0.2784,0,0.4682,0.034100,0.000600,0.060900,8.2191,8.4515,8.6684,0.002100,0.000900,0.004600,0.018400,0.047300,0.7833,0.004400,0,0.020700,0.001300,0.001500,0.1342,0,0.015200,0.000100,57,0,0,13,0,0,0,0,1,1,4,4,46,2,49,0,3,5,5,0,37,19,0,15,2,0,4,5,0,0,0,0,0,0,0,0.1740,0,45,0.9912,0,0.7921,0.9661,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.3516,4407.1562,5536.1094,6252.5000,0,9943.2656,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,11.3420,979,0,0,0,0
,0.064400,0.1921,0.012200,0.1364,0.016600,0.095200,0.035800,0.001700,0.007000,0,0,0,0,0,370,65,0,0.087000,132.7142,132.7336,0.002300,0.011800,0.047500,4.9982,0.3334,0.1480,0.015400,0.004000,0.4547,5.5104,0.3800,0.048900,0.001100,0.060600,11.6941,12.0897,13.0972,0.003200,0.000900,0.004500,0.024400,0.056300,0.7217,0.001700,0,0.026500,0.001400,0.002100,0.1278,0,0.011600,0.000100,57,0,0,26,0,0,0,0,1,1,3,3,46,2,49,0,5,8,8,0,11,27,0,27,2,0,3,8,0,0,0,0,0,0,0,0.1707,0,45,1.0146,0,0.7125,0.8832,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.6348,4403.4922,5536.1094,6252.5000,0,9939.6016,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,10.8471,0,0,0,0,0
,0.061400,0.1254,0.010800,0.1427,0.015900,0.1030,0.048300,0.002200,0.007000,0,0,0,0,0,796,1130,0,0.1719,150.5347,150.5540,0.002300,0.010700,0.066000,29.8952,0.3760,0.2315,0.020300,0.006100,0.2680,0,0.4973,0.042500,0.000600,0.086100,14.4995,16.2655,16.3241,0.003800,0.001600,0.005300,0.027400,0.1746,0.6514,0.001700,0,0.021900,0.001500,0.001800,0.3330,0,0.012900,0.000200,55,0,0,13,0,0,0,0,1,1,4,4,46,2,49,0,5,4,4,0,3,15,0,15,2,0,4,4,0,0,0,0,0,0,0,0.1687,0,46,0,0,0.5304,0.6991,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.6483,4402.3125,5536.3711,6252.5000,0,9938.6836,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,6.1652,988,0,0.2354,0,0
