EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/HandleRPC,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/Pathfinding,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,GuLiCommanderAuthority/GameThread/FixedStep,Exclusive/GameThread/EventWait/PrePhysics,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,Exclusive/GameThread/EventWait
,0.090600,0.045600,0.009600,0.067900,0.010400,0.051000,0.001400,0.004900,0.3567,0.3713,0.000900,0.004500,0.021500,0.3784,0.1256,0.007000,0.087000,0.002000,0.1323,0.007200,0.000600,0.001700,0.002500,0.090300,0.000700,0.000700,0.001300,0.007900,0.034600,0.2358,0.1015,0.001000,0.013800,0.000900,0.001100,0.068400,0.016300,0,0,0,0,0,0,0,61,0,0,12,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,2,12,0,12,0,0,1,2,0,0,0,0,0,0,0,0.066504,0,23.5000,0,0,0.1668,0.2333,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5477,10484.0508,5626.3789,6401.3984,0,16110.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.4445,0.054800,0.008900,0.070200,0.011100,0.071300,0.001600,0.004200,0.3357,0.3493,0.001000,0.004900,0.019600,0.3795,0.1344,0.007800,0.094400,0.002200,0.1136,0.007300,0.000500,0.010500,0.003100,0.1012,0.001000,0.001000,0.001900,0.010200,0.036800,0.2655,0.065600,0.001000,0.016000,0.001300,0.001400,0.076900,0.007900,0,0.029900,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0.070807,0,18.5000,0,0,0.1917,0.2625,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7591,10485.8203,5626.3789,6401.3984,0,16112.1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1113,0.042900,0.010200,0.080300,0.008800,0.064000,0.002100,0.004800,0.4137,0.4299,0.001500,0.007700,0.035900,0.5057,0.1454,0.008800,0.1019,0.002100,0.1441,0.006700,0.000700,0.001900,0.8476,0.9329,0.000700,0.000500,0.002200,0.012800,0.035600,0.4041,0.049100,0.002400,0.011400,0.000700,0.000600,0.047700,0.006600,0.000100,0,0,0,0,0,0,64,0,0,12,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,68,20,0,12,1,0,2,2,0,0,0,0,0,0,0,0.099167,0,29,0,0,0.3023,0.4015,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0135,10483.8203,5626.3828,6401.3984,0,16110.2031,0,0,1,0,0,430,335,0,0.053400,0.8449,0,2,0,0,0,0,0
,0.4215,0.043800,0.009500,0.059300,0.008600,0.051400,0.001800,0.003900,0.3349,0.3478,0.001000,0.003000,0.021700,0.5536,0.1341,0.007700,0.094200,0.002200,0.1071,0.006800,0.000500,0.002000,0.002400,0.1944,0.001000,0.000800,0.001400,0.008500,0.029700,0.2238,0.051400,0.000600,0.012300,0.000800,0.000700,0.060900,0.008100,0.000100,0,0,0,0,0,0,61,0,0,12,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,0,12,0,12,0,0,2,2,0,0,0,0,0,0,0,0.070203,0,24,0,0,0.1510,0.2212,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1399,10483.8008,5626.3828,6401.3984,0,16110.1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.074100,0.056600,0.014500,0.070700,0.010300,0.071300,0.002300,0.006600,0.3967,0.4172,0.001000,0.004800,0.025500,0.2482,0.1595,0.009700,0.093900,0.002700,0.1411,0.006700,0.000500,0.002000,0.002700,0.1177,0.001300,0.000900,0.002000,0.011300,0.075900,0.3146,0.055500,0.000700,0.011600,0.000700,0.001000,0.1044,0.008200,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,0,2,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0.085395,0,26.5000,0,0,0.2268,0.3122,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0230,10484.1289,5626.3828,6401.3984,0,16110.5117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.3919,0.040600,0.009300,0.058200,0.008200,0.080300,0.001500,0.003700,0.3367,0.3492,0.000800,0.004700,0.019700,0.4543,0.1377,0.008100,0.075900,0.002200,0.077100,0.004500,0.000500,0.024600,0.002400,0.071900,0.000800,0.000700,0.001100,0.007600,0.026600,0.2081,0.050100,0.000400,0.009700,0.000900,0.000700,0.052200,0.007200,0,0.029500,0,0,0,0,0,62,0,0,12,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,0,13,0,13,1,0,2,2,0,0,0,0,0,0,0,0.065397,0,25,0,0,0.1405,0.2059,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3040,10483.6758,5626.3828,6401.3984,0,16110.0586,0,0,1,0,0,428,348,0,0.039900,0,0,0,0,0,0,0,0
,0.062000,0.051800,0.010000,0.069800,0.011000,0.075700,0.001600,0.004100,0.3564,0.3695,0.001000,0.005700,0.023100,0.2399,0.1516,0.008300,0.089600,0.002100,0.1468,0.006600,0.000600,0.002300,0.002600,0.1227,0.000900,0.001200,0.001500,0.010300,0.098800,0.3569,0.061200,0.000400,0.020400,0.001600,0.002100,0.094100,0.009400,0.000100,0.030400,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,0,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0.094902,0,28,0,0,0.2585,0.3534,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1193,10486.0156,5626.4453,6401.3984,0,16112.4609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.3919,0.047900,0.012300,0.064300,0.009000,0.065800,0.001800,0.006000,0.3644,0.3813,0.001400,0.005000,0.022800,0.4547,0.1540,0.008300,0.084900,0.002300,0.096100,0.005100,0.000400,0.001900,0.002600,0.086700,0.000700,0.000400,0.001200,0.007900,0.068200,0.2657,0.041300,0.000600,0.010700,0.000800,0.000600,0.061700,0.006900,0.000100,0,0,0,0,0,0,61,0,0,12,0,0,0,0,2,2,1,1,49,3,98,0,7,1,1,0,2,12,0,12,1,0,2,2,0,0,0,0,0,0,0,0.074789,0,25,0,0,0.1884,0.2632,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3333,10485.6641,5626.4453,6401.3984,0,16112.1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.098000,0.049500,0.009300,0.075600,0.010200,0.055600,0.001600,0.003900,0.3328,0.3463,0.001100,0.004900,0.021300,0.3225,0.1397,0.008200,0.096700,0.002800,0.1304,0.006600,0.000400,0.001900,0.8617,0.9558,0.000900,0.000700,0.002900,0.010700,0.034700,0.3361,0.066000,0.000400,0.014400,0.001700,0.000800,0.081500,0.009200,0.000400,0,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,1,1,48,4,97,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.086606,0,22.5000,0,0,0.2463,0.3329,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4441,10488.6758,5626.4492,6401.3984,0,16115.1250,0,0,1,0,0,430,347,0,0.047400,0.8592,0,0,0,0,0,0,0
,0.4489,0.049500,0.012000,0.071500,0.009700,0.088400,0.002200,0.006700,0.4602,0.4823,0.001300,0.006200,0.035800,0.7078,0.2051,0.009900,0.084300,0.002900,0.1104,0.005600,0.000500,0.001700,0.002800,0.2054,0.001200,0.001100,0.001600,0.009300,0.028400,0.2708,0.052500,0.000600,0.012900,0.000900,0.000600,0.049300,0.006000,0.000100,0,0,0,0,0,0,61,0,0,12,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,12,0,12,0,0,2,2,0,0,0,0,0,0,0,0.084482,0,27,0,0,0.1833,0.2678,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3821,10485.2695,5626.4492,6401.3984,0,16111.7188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.067600,0.052500,0.009700,0.060600,0.009000,0.048600,0.001500,0.004200,0.3414,0.3546,0.001000,0.004300,0.021200,0.2327,0.1308,0.008000,0.092800,0.001900,0.1310,0.006400,0.000600,0.001900,0.002400,0.091400,0.000700,0.000500,0.001800,0.008600,0.030800,0.2146,0.056400,0.000800,0.010800,0.000700,0.001000,0.060200,0.007300,0.000100,0,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.064589,0,22,0,0,0.1476,0.2122,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7541,10485.0352,5626.4492,6401.3984,0,16111.4844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.4410,0.045500,0.009400,0.069600,0.010500,0.073900,0.001400,0.003900,0.3528,0.3661,0.001200,0.006100,0.025000,0.5907,0.1548,0.009000,0.087700,0.003400,0.1334,0.006200,0.000800,0.029300,0.003600,0.1129,0.000900,0.001200,0.001900,0.009800,0.032700,0.3071,0.058000,0.000800,0.014400,0.000900,0.001200,0.072600,0.009600,0.000100,0.030000,0,0,0,0,0,62,0,0,12,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,13,0,13,1,0,2,2,0,0,0,0,0,0,0,0.092600,0,25.5000,0,0,0.2108,0.3034,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3740,10489.5625,5626.4492,6401.3984,0,16116.0117,0,0,1,0,0,428,335,0,0.039300,0,0,0,0,0,0,0,0
,0.068500,0.043100,0.010300,0.060000,0.008200,0.052800,0.001500,0.004300,0.3526,0.3664,0.000700,0.002800,0.020400,0.2190,0.094800,0.007500,0.078400,0.002100,0.1036,0.004500,0.000400,0.001200,0.002000,0.3027,0.000800,0.000900,0.001100,0.008400,0.032800,0.3148,0.080700,0.000800,0.013300,0.000800,0.000600,0.053700,0.006200,0.000100,0,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,12,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.076897,0,33,0,0,0.2353,0.3122,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7288,10486.6094,5626.4492,6401.3984,0,16113.0586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.4379,0.040400,0.005900,0.052100,0.006800,0.058800,0.001900,0.004100,0.3695,0.3825,0.001000,0.005400,0.024100,0.5324,0.1096,0.011400,0.091400,0.001600,0.092100,0.005800,0.000300,0.002200,0.002400,0.091900,0.001100,0.000900,0.000900,0.007600,0.030900,0.3028,0.055300,0.000700,0.011300,0.000800,0.000900,0.056200,0.007000,0.000100,0.027200,0,0,0,0,0,61,0,0,12,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,13,0,13,0,0,2,2,0,0,0,0,0,0,0,0.083108,0,27,0,0,0.2168,0.2999,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6566,10489.0742,5626.4492,6401.3984,0,16115.5234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.068800,0.043300,0.008200,0.058300,0.006900,0.038200,0.001700,0.004700,0.3553,0.3680,0.000700,0.003500,0.019600,0.2039,0.090600,0.007500,0.070400,0.002300,0.088000,0.004400,0.000400,0.001300,0.8243,0.9031,0.000700,0.000800,0.001900,0.009600,0.026800,0.2622,0.049600,0.000600,0.010200,0.000600,0.000700,0.052100,0.006200,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.071615,0,25.5000,0,0,0.1883,0.2599,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4826,10486.8398,5626.4531,6401.3984,0,16113.2930,0,0,1,0,0,430,347,0,0.1379,0.8220,0,0,0,0,0,0,0
,0.4136,0.048000,0.006800,0.058500,0.008500,0.043800,0.001700,0.004600,0.3555,0.3685,0.000800,0.003900,0.021800,0.6213,0.1076,0.008300,0.091900,0.002500,0.097900,0.007400,0.000200,0.002000,0.003300,0.2183,0.001300,0.000800,0.001600,0.009700,0.032700,0.3315,0.066700,0.000800,0.012600,0.001100,0.001500,0.1352,0.010900,0,0,0,0,0,0,0,61,0,0,12,0,0,0,0,2,2,1,2,48,4,96,0,6,1,1,0,0,12,0,12,0,0,3,2,0,0,0,0,0,0,0,0.097793,0,28,0,0,0.2309,0.3287,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5470,10491.0625,5626.4531,6401.3984,0,16117.5156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.063200,0.049700,0.011400,0.056500,0.008200,0.068300,0.002500,0.007100,0.3898,0.4082,0.000800,0.004100,0.020800,0.1980,0.091400,0.006600,0.075100,0.001900,0.093100,0.004400,0.000400,0.001300,0.002300,0.079300,0.000900,0.000900,0.000900,0.007100,0.024400,0.2062,0.036900,0.000500,0.010400,0.000900,0.000700,0.047600,0.006100,0,0.030800,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.064410,0,23,0,0,0.1395,0.2039,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8456,10486.7070,5626.4531,6401.3984,0,16113.1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.4108,0.035800,0.006500,0.046500,0.007300,0.038600,0.001300,0.004300,0.3356,0.3474,0.000800,0.003800,0.020200,0.2913,0.086600,0.007000,0.067700,0.001700,0.1003,0.004900,0.000700,0.035600,0.002400,0.078400,0.000700,0.000300,0.000800,0.007500,0.028300,0.3419,0.049000,0.002200,0.009500,0.000700,0.000600,0.051700,0.006600,0.000200,0,0,0,0,0,0,64,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,68,8,0,0,1,0,2,2,0,0,0,0,0,0,0,0.081312,0,24.5000,0,0,0.2587,0.3400,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9177,10486.7031,5626.4531,6401.3984,0,16113.1562,0,0,1,0,0,428,335,0,0.042400,0,0.1481,2,0,0,0,0,0
,0.095300,0.044900,0.008900,0.060600,0.007600,0.056400,0.002000,0.005000,0.3891,0.4039,0.001100,0.005700,0.027700,0.5518,0.1214,0.008500,0.1011,0.002600,0.1448,0.007800,0.000300,0.001900,0.003500,0.088400,0.001000,0.000800,0.001900,0.010300,0.071600,0.3631,0.070200,0.000600,0.013400,0.001200,0.000600,0.057700,0.007200,0,0,0,0,0,0,0,61,0,0,12,0,0,0,0,2,2,1,1,50,2,100,0,8,1,1,0,1,13,0,12,1,0,2,2,0,0,0,0,0,0,0,0.096645,0,29,0,0,0.2638,0.3604,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4995,10486.9766,5626.4531,6401.3984,0,16113.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.3791,0.043400,0.008900,0.055000,0.007500,0.069500,0.001600,0.003900,0.3517,0.3636,0.000800,0.004400,0.022900,0.2146,0.1332,0.005300,0.070000,0.001900,0.080500,0.004400,0.000400,0.001300,0.002200,0.085100,0.000600,0.000800,0.001300,0.008000,0.058300,0.2596,0.052100,0.000300,0.009300,0.000700,0.000800,0.048400,0.006100,0.000100,0.023800,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,50,2,99,0,9,1,1,0,1,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0.072606,0,25.5000,0,0,0.1845,0.2571,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9855,10486.7891,5626.4531,6401.3984,0,16113.2422,0,0,0,0,0,0,0,0,0,0,0.044400,0,0,0,0,0,0
,0.065800,0.048800,0.006700,0.066800,0.012300,0.045000,0.001500,0.004400,0.3348,0.3474,0.000500,0.004000,0.019400,0.4297,0.086500,0.006200,0.067600,0.001900,0.1654,0.004600,0.000400,0.001100,0.8233,0.9046,0.000900,0.000800,0.001400,0.010100,0.1000,0.3599,0.068500,0.000800,0.013700,0.000900,0.001000,0.076600,0.008500,0,0,0,0,0,0,0,62,0,0,12,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,0,12,0,12,1,0,2,2,0,0,0,0,0,0,0,0.1020,0,24,0,0,0.2542,0.3562,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9753,10487.2695,5626.4570,6401.3984,0,16113.7266,0,0,1,0,0,432,336,0,0.088100,0.8209,0,0,0,0,0,0,0
,0.4173,0.1448,0.009600,0.046600,0.006700,0.047100,0.001500,0.004200,0.3402,0.3515,0.001000,0.002600,0.020600,0.5974,0.091500,0.006600,0.069500,0.001600,0.073100,0.004300,0.000300,0.001200,0.002000,0.1804,0.000700,0.000500,0.000900,0.007900,0.027400,0.2934,0.054900,0.000700,0.011600,0.000900,0.000800,0.070900,0.007500,0.000100,0,0,0,0,0,0,61,0,0,12,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,2,12,0,12,0,0,1,2,0,0,0,0,0,0,0,0.081103,0,26,0,0,0.2099,0.2910,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7917,10486.6797,5626.4570,6401.3984,0,16113.1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.065000,0.038800,0.007100,0.049900,0.009000,0.056000,0.001500,0.004200,0.3511,0.3630,0.000900,0.003200,0.019600,0.2760,0.091500,0.005900,0.073000,0.001300,0.1241,0.005500,0.000300,0.001900,0.002500,0.082600,0.000700,0.000700,0.001200,0.008700,0.031800,0.2414,0.059500,0.000800,0.013400,0.000900,0.001100,0.088500,0.008600,0,0.022200,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0.068378,0,23,0,0,0.1704,0.2388,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9032,10486.6758,5626.4570,6401.3984,0,16113.1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.4632,0.045200,0.009000,0.078400,0.007200,0.054400,0.002000,0.005700,0.4030,0.4182,0.001500,0.004900,0.032600,0.4538,0.1584,0.008500,0.1206,0.003000,0.094900,0.005900,0.000300,0.021000,0.002200,0.083600,0.000800,0.000700,0.001300,0.008300,0.027600,0.3121,0.050400,0.000600,0.011600,0.000900,0.000900,0.056500,0.006600,0.000100,0,0,0,0,0,0,62,0,0,12,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,12,0,12,1,0,2,2,0,0,0,0,0,0,0,0.086509,0,30,0,0,0.2230,0.3095,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2415,10487.0586,5626.4570,6401.3984,0,16113.5156,0,0,1,0,0,430,347,0,0.041200,0,0,0,0,0,0,0,0
