EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Pathfinding,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Ticks/GuLiCombatEffectReplicationComponent,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingShieldComponent,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,2.9434,0.086200,0.084700,0.018500,0.1100,0.016300,0.086600,0,0.003100,0.009900,1.8624,1.8913,0.002000,0.008700,0.040200,0.4603,0.2852,0.2548,0.016200,0.003800,0,2.1335,0.4163,0.015400,0.000700,0.002400,0.005300,0.5963,0.001800,0.000600,0.002900,0.017900,0.3948,0.7577,0.095300,0.001800,0.023100,0.001300,0.001800,0.3242,0.013900,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,50,2,98,0,8,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.2020,0,21.5000,0,0,0.6202,0.8222,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6115,4219.1328,5520.7773,6244.0820,0,9739.9102,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,2312,364,0,0.2399,0,0,0,0,0,0,0,0,0,0,0,0
,0.1571,0.078400,0.1632,0.014000,0.1225,0.016000,0.070900,0,0.002600,0.008100,1.8481,1.8724,0.002000,0.011500,0.048200,1.3891,0.3767,0.2454,0.016700,0.005000,0,0,0.2406,0.016200,0.000700,0.002500,6.5168,6.7141,0.002100,0.001000,0.004100,0.020900,0.046200,0.5426,0.2251,0.001300,0.022300,0.001300,0.001500,0.1202,0.017500,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,48,4,98,0,6,3,3,0,0,26,0,26,0,0,1,6,0,0,0,0,0,0,0,0.1392,0,27,0,0,0.4664,0.6056,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6613,4208.8008,5520.7773,6244.0820,0,9729.5781,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,6.5113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.5673,0.067300,0.1748,0.008800,0.096100,0.016100,0.1032,0.070200,0.002400,0.006500,1.3529,1.3732,0.001700,0.008200,0.037600,1.9510,0.2784,0.2497,0.015800,0.005000,0,2.1983,0.3331,0.015400,0.000700,0.073900,0.004600,0.2155,0.002100,0.000900,0.002200,0.018000,0.056200,0.4563,0.2504,0.001900,0.024500,0.001400,0.001700,0.1142,0.012900,0.000100,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,2,3,0,2,27,0,27,1,0,2,5,0,0,0,0,0,0,0,0.1029,0,19.5000,0,0,0.3970,0.4999,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9343,4203.4570,5520.8398,6244.0820,0,9724.2969,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1534,0.074400,0.081400,0.014500,0.1081,0.017800,0.1162,0.077600,0.002300,0.006900,2.0207,2.0416,0.001400,0.009000,0.036200,0.5399,0.3822,0.3716,0.025100,0.008100,0,0,0.3324,0.021300,0.000600,0.002800,0.004800,0.2133,0.001400,0.001100,0.002700,0.018000,0.060600,0.4792,0.1551,0.002200,0.028700,0.001500,0.002300,0.1472,0.017000,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0.1217,0,23.5000,0,0,0.4162,0.5379,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7440,4198.7383,5520.8398,6244.0820,0,9719.5781,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,2230,390,0,0.1747,0,0,0,0,0,0,0,0,0,0,0,0
,4.5690,0.066800,0.1102,0.014900,0.1017,0.015700,0.077100,0,0.002500,0.008400,1.7394,1.7624,0.002100,0.008600,0.040200,0.8635,0.3509,0.2548,0.015700,0.004000,0,3.7238,0.3136,0.016100,0.000600,0.002500,0.004800,0.2184,0.002500,0.000900,0.002700,0.018600,0.052800,0.4729,0.1075,0.001500,0.025400,0.001400,0.001700,0.1133,0.016300,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1180,0,22.5000,0,0,0.4056,0.5236,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4417,4189.6172,5520.8398,6244.0820,0,9710.4570,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1477,0.080300,0.1677,0.014200,0.1120,0.018400,0.076300,0,0.002400,0.007900,1.7191,1.7423,0.001900,0.007500,0.040800,1.0074,0.2865,0.3048,0.017100,0.006700,0,0,0.2822,0.019200,0.000800,0.002400,0.004500,0.2003,0.002000,0.000800,0.002600,0.015300,0.068500,0.5389,0.3149,0.002100,0.030600,0.001700,0.002000,0.1442,0.015800,0.000300,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1247,0,28,0,0,0.4734,0.5981,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2336,4181.6992,5520.8398,6244.0820,0,9702.5391,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.5506,0.069300,0.064800,0.012400,0.095500,0.016700,0.067300,0,0.002400,0.006800,1.8286,1.8494,0.001400,0.006100,0.041200,0.4597,0.2652,0.2498,0.014900,0.004400,0,3.7763,0.3171,0.014600,0.000700,0.002600,0.004200,0.2048,0.002300,0.000900,0.002600,0.017300,0.068400,0.4772,0.088500,0.001600,0.021500,0.001300,0.001800,0.1094,0.014300,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1181,0,23.5000,0,0,0.4129,0.5310,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0015,4170.4609,5520.9023,6244.0820,0,9691.3633,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,2064,364,0,0.1453,0,0,0,0,0,0,0,0,0,0,0,0
,0.1571,0.075300,0.2535,0.012400,0.1331,0.017200,0.1147,0.084300,0.001900,0.006500,1.9632,1.9824,0.001600,0.007400,0.038500,1.4879,0.2876,0.2465,0.014100,0.006600,0,0,0.2567,0.018000,0.000700,0.002600,6.9402,8.0587,0.001900,0.001000,0.005300,0.021900,0.072400,1.0019,0.3416,0.001800,0.028800,0.001400,0.002000,0.1259,0.011500,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,12,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.2175,0,35.5000,0,0,0.9199,1.1374,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1588,4159.7773,5520.9023,6244.0820,0,9680.6797,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,6.9339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.9304,0.064900,0.1649,0.010000,0.091800,0.014000,0.058000,0,0.002300,0.006800,1.7306,1.7498,0.001600,0.007400,0.038800,2.2782,0.2635,0.2604,0.014700,0.006700,0,0.2002,0.4495,0.016000,0.000700,0.066400,0.004600,0.1968,0.001600,0.000800,0.002900,0.017900,0.047800,0.3334,0.2768,0.001700,0.020100,0.001300,0.001500,0.1143,0.011500,0.000200,0,0,0,0,0,62,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,3,3,0,0,26,0,26,1,0,1,6,0,0,0,0,0,0,0,0.093088,0,14.5000,0,0,0.2673,0.3604,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0499,4157.1445,5520.9023,6244.0820,0,9678.0469,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1270,0.078400,0.093700,0.015600,0.099300,0.015600,0.094000,0,0.002700,0.009500,1.7901,1.8177,0.001900,0.008600,0.040300,0.8035,0.2452,0.2354,0.015200,0.004900,0,0,0.2165,0.014500,0.000600,0.001700,0.004700,0.1852,0.001800,0.000800,0.001900,0.014700,0.044000,0.5981,0.094000,0.001100,0.019300,0.001500,0.001300,0.1038,0.013100,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1318,0,32.5000,0,0,0.5421,0.6739,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8993,4152.1094,5520.9062,6244.0820,0,9673.0156,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,2366,390,0,0.2038,0,0,0,0,0,0,0,0,0,0,0,0
,3.7525,0.069400,0.1862,0.012300,0.097300,0.015300,0.1278,0.099500,0.002400,0.006800,1.7079,1.7294,0.001500,0.007900,0.039500,0.9854,0.2616,0.2479,0.014900,0.004400,0,2.2974,0.4100,0.017600,0.000700,0.002500,0.004800,0.2122,0.002000,0.000800,0.002400,0.017300,0.049900,0.4363,0.2516,0.001800,0.021300,0.001200,0.001900,0.1032,0.011200,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1141,0,19.5000,0,0,0.4092,0.5233,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9252,4141.9766,5520.9688,6244.0820,0,9662.9453,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1495,0.069200,0.1450,0.012000,0.2493,0.014900,0.080500,0,0.002200,0.006800,1.9609,1.9816,0.001400,0.008700,0.041800,0.9280,0.2545,0.2426,0.014600,0.004600,0,0,0.2185,0.015700,0.000600,0.002200,0.004800,0.2614,0.002000,0.001000,0.002800,0.018400,0.051900,1.0211,0.1007,0.004500,0.023600,0.001200,0.001400,0.1532,0.013100,0.000200,0,0,0,0,0,64,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,68,8,0,0,1,0,2,2,0,0,0,0,0,0,0,0.2125,0,29,0,0,0.9340,1.1465,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7405,4131.9531,5520.9688,6244.0820,0,9652.9219,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
,4.5606,0.076100,0.3260,0.018200,0.1104,0.016100,0.086000,0,0.002400,0.007600,1.7494,1.7725,0.001600,0.007700,0.041600,0.9523,0.2764,0.2636,0.015600,0.005000,0,3.0700,0.3388,0.014600,0.000700,0.002500,0.005000,0.2215,0.002900,0.001100,0.003000,0.036800,0.1189,0.7292,0.3086,0.002500,0.026400,0.001300,0.001400,0.1024,0.011500,0.000300,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,50,2,100,0,8,2,3,0,1,27,0,26,1,0,2,5,0,0,0,0,0,0,0,0.1953,0,25,0,0,0.6312,0.8265,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6342,4123.5430,5520.9688,6244.0820,0,9644.5117,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,2518,365,0,0.2058,0,0,0,0,0,0,0,0,0,0,0,0
,0.1708,0.064900,0.081300,0.013300,0.1158,0.015000,0.1201,0.078400,0.002600,0.007700,1.9296,1.9523,0.001500,0.009800,0.042200,0.8736,0.3072,0.2505,0.017100,0.004400,0,0,0.2633,0.017400,0.000600,0.002700,6.4403,6.6429,0.001900,0.000900,0.004400,0.021400,0.1161,0.4990,0.1254,0.001300,0.021200,0.001500,0.001500,0.1127,0.014600,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,50,2,99,0,9,1,1,0,1,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0.1259,0,22.5000,0,0,0.4342,0.5601,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8765,4116.1953,5521.0312,6244.0820,0,9637.2266,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,6.4356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.8056,0.079100,0.1811,0.013300,0.090600,0.014000,0.070100,0,0.002800,0.006700,1.3648,1.3863,0.001500,0.006300,0.033000,2.0952,0.2949,0.2807,0.015100,0.006600,0,3.3315,0.3075,0.014500,0.000900,0.069300,0.004500,0.3821,0.002000,0.000800,0.002000,0.015400,0.044400,0.6104,0.2651,0.001000,0.018700,0.000900,0.001000,0.1278,0.012900,0.000200,0,0,0,0,0,62,0,0,0,0,0,0,2,2,0,1,50,2,99,0,8,3,3,0,1,27,0,26,1,0,1,6,0,0,0,0,0,0,0,0.1433,0,24,0,0,0.5205,0.6638,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2373,4111.0742,5521.0312,6244.0820,0,9632.1055,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1633,0.084400,0.1064,0.015900,0.1143,0.017100,0.1294,0.066000,0.002300,0.007500,1.9297,1.9524,0.001900,0.009300,0.040400,0.5078,0.2797,0.2860,0.020400,0.006900,0,0,0.2527,0.015300,0.000800,0.002800,0.004400,0.2144,0.002600,0.000900,0.002600,0.016600,0.1414,0.6508,0.1382,0.001900,0.024800,0.001300,0.001800,0.1173,0.015100,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,0,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0.1488,0,22.5000,0,0,0.5833,0.7321,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9854,4105.3477,5521.0352,6244.0820,0,9626.3828,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,2338,390,0,0.1993,0,0,0,0,0,0,0,0,0,0,0,0
,3.0030,0.070800,0.094700,0.014000,0.1121,0.017800,0.077300,0,0.002300,0.006900,1.8541,1.8752,0.001600,0.007000,0.040100,0.9297,0.2934,0.2580,0.014800,0.004200,0,2.1464,0.4063,0.016700,0.000500,0.002800,0.004700,0.2106,0.002100,0.000900,0.002500,0.022600,0.1444,0.5544,0.1519,0.002600,0.029200,0.001600,0.001900,0.1673,0.016800,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,49,3,98,0,7,1,1,0,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1283,0,24.5000,0,0,0.4958,0.6241,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0711,4096.9805,5521.0977,6244.0820,0,9618.0781,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1611,0.067400,0.2000,0.014200,0.1020,0.015800,0.093000,0,0.002300,0.007000,1.7012,1.7231,0.001800,0.007900,0.041300,1.0329,0.2856,0.2464,0.014100,0.004900,0,0,0.2495,0.015600,0.000700,0.002500,0.004600,0.2085,0.002100,0.001000,0.002400,0.015800,0.066200,0.4887,0.2693,0.001500,0.021700,0.001200,0.002000,0.1094,0.012600,0.000100,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,48,4,97,0,6,3,3,0,0,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1189,0,25,0,0,0.4223,0.5412,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7162,4089.2891,5521.0977,6244.0820,0,9610.3867,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.0422,0.074800,0.1990,0.013600,0.1032,0.015100,0.088100,0,0.002500,0.007100,1.8322,1.8534,0.002000,0.009200,0.041200,1.3916,0.2978,0.2841,0.015000,0.005600,0,1.4029,0.2856,0.011800,0.000600,0.001800,0.005000,0.2289,0.001800,0.000600,0.002400,0.014700,0.088100,0.6747,0.2665,0.002200,0.021900,0.001400,0.002000,0.1096,0.011600,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1658,0,29,0,0,0.5843,0.7501,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7156,4080.3750,5521.0977,6244.0820,0,9601.4727,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,2042,364,0,0.1320,0,0,0,0,0,0,0,0,0,0,0,0
,0.1442,0.070000,0.068500,0.011900,0.1220,0.016300,0.1765,0.071000,0.002200,0.007200,1.6961,1.7172,0.001500,0.007300,0.040500,0.4282,0.2696,0.3554,0.015500,0.004500,0,0,0.2494,0.014700,0.000900,0.003000,6.7586,6.9756,0.001900,0.001100,0.004500,0.022700,0.051100,0.4345,0.1220,0.001600,0.022000,0.001400,0.001800,0.1129,0.013500,0.000300,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0.1168,0,22.5000,0,0,0.3686,0.4854,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4188,4071.9531,5521.0977,6244.0820,0,9593.0508,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,6.7535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.8450,0.067800,0.1948,0.014000,0.1019,0.016400,0.069300,0,0.002300,0.007300,1.9721,1.9939,0.001600,0.011200,0.049200,2.7128,0.3816,0.3670,0.017000,0.008300,0,1.8782,0.4102,0.018000,0.000600,0.075900,0.005300,0.1953,0.001800,0.000800,0.002300,0.017100,0.061900,0.5640,0.2943,0.001900,0.023400,0.001600,0.001500,0.1081,0.012000,0.000100,0,0,0,0,0,62,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,3,3,0,0,26,0,26,1,0,1,6,0,0,0,0,0,0,0,0.1358,0,27,0,0,0.4796,0.6154,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5851,4066.2500,5521.1602,6244.0820,0,9587.4102,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
