EVENTS,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,Ticks/GuLiBuildingProductionComponent,Ticks/GuLiBuildingShieldComponent,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,GuLiCommanderPoseDispatch/SaturatedAtAttempt,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.065800,0.012800,0.087800,0.013700,0.063600,0.001800,0.005500,0.003200,0.021800,0.001300,0.004400,0.029200,1.4782,0.2535,0.013500,0.8423,0.003200,0.3384,0.4070,0.021800,0.000800,0.002500,0.004500,0.1086,0.001800,0.000800,0.002000,0.016700,0.045700,0.4087,0.3117,0.001200,0.021700,0.001300,0.001900,0.053700,0.011900,0.000300,0,0,0,0,59,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,6,6,0,0,18,0,18,0,0,1,12,0,0,0,0,0,0,0,0.1083,0,25.5000,0,0,0.2956,0.4039,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4810,9012.5352,5452.5703,6211.1875,0,14465.1055,0,0,18,2.6996,0,0,0,0,0,384,332,0,0.083200,0,0,0,0,0,0,0,0,0,0,0
,0.063300,0.012500,0.085300,0.012600,0.070100,0.002100,0.005400,0.003200,0.022600,0.001300,0.004400,0.027300,0.3503,0.2430,0.013900,0.8645,0.002700,0.029900,0.3242,0.020300,0.000700,0.068100,0.004400,0.1007,0.001000,0.000600,0.002200,0.014300,0.045500,0.4433,0.099400,0.001300,0.020800,0.001400,0.001600,0.048900,0.013000,0.000100,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,4,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1164,0,28,0,0,0.3229,0.4393,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1754,9005.1055,5452.6328,6211.1875,0,14457.7383,0,0,0,0.1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.066100,0.013400,0.093700,0.013700,0.075800,0.002100,0.005800,0.003400,0.023900,0.001300,0.004300,0.028800,0.3610,0.2412,0.014600,0.8828,0.003000,1.5108,0.3992,0.019800,0.000700,0.002400,0.005000,0.7242,0.001100,0.000700,0.002800,0.016300,0.048300,0.5838,0.1018,0.001600,0.022800,0.001500,0.001500,0.076500,0.009900,0.000200,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,18,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1322,0,35.5000,0,0,0.4465,0.5787,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6553,8993.3789,5452.6328,6211.1875,0,14446.0117,0,0,0,2.7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.066000,0.012600,0.085700,0.013200,0.033600,0.002100,0.007200,0.003500,0.024700,0.001200,0.004300,0.027800,0.8688,0.2620,0.015200,0.8608,0.003300,0,0.2979,0.019400,0.000700,0.002200,0.004000,0.095000,0.000900,0.000700,0.002200,0.012100,0.046200,0.2660,0.2918,0.001200,0.024700,0.001500,0.001900,0.061500,0.013900,0.000200,0,0,0,0,59,0,0,0,0,0,0,2,2,0,0,48,4,96,0,6,6,6,0,0,18,0,18,0,0,0,12,0,0,0,0,0,0,0,0.088386,0,13,0,0,0.1732,0.2616,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8357,8987.2539,5452.6328,6211.1875,0,14439.8867,0,0,18,0.1200,0,0,0,0,0,452,341,0,0.087800,0,0,0,0,0,0,0,0,0,0,0
,0.065200,0.013500,0.089800,0.014000,0.073800,0.002100,0.005300,0.003500,0.023400,0.001300,0.004800,0.029300,0.3364,0.2451,0.012900,0.8490,0.003100,1.5468,0.3570,0.018100,0.000700,0.014900,0.004000,0.1029,0.001100,0.000700,0.001900,0.014300,0.049500,0.4999,0.1058,0.001500,0.021200,0.001400,0.001500,0.050800,0.012400,0.000100,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1193,0,28.5000,0,0,0.3761,0.4954,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5058,8978.7578,5452.6328,6211.1875,0,14431.3906,0,0,0,2.7372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.064800,0.013700,0.092400,0.014300,0.068800,0.001900,0.005400,0.003400,0.023100,0.001400,0.004100,0.027500,0.6421,0.2458,0.013600,0.8434,0.002800,0,0.2437,0.018100,0.000800,0.002300,3.7104,3.8051,0.001900,0.000800,0.003100,0.015700,0.047400,0.4272,0.3399,0.001400,0.021600,0.001200,0.001500,0.1980,0.013500,0.000200,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,6,6,0,4,18,0,18,0,0,2,12,0,0,0,0,0,0,0,0.1164,0,23.5000,0,0,0.3063,0.4227,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1100,8968.0078,5452.6328,6211.1875,0,14420.6406,0,0,18,0.1213,0,3.7064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.064600,0.012100,0.085900,0.012700,0.070100,0.002000,0.004800,0.003000,0.021100,0.001200,0.004600,0.027300,1.4557,0.2431,0.013600,0.8511,0.004100,0.3417,0.4467,0.019000,0.000800,0.002200,0.004300,0.1020,0.023000,0.000900,0.002100,0.015500,0.059400,0.4057,0.3102,0.001500,0.020100,0.001300,0.001400,0.049800,0.012400,0.000200,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,6,6,0,1,18,0,18,0,0,2,12,0,0,0,0,0,0,0,0.1087,0,26,0,0,0.2925,0.4012,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5175,8962.1289,5452.6328,6211.1875,0,14414.7617,0,0,18,2.7015,0,0,0,0,0,470,359,0,0.088200,0,0,0,0,0,0,0,0,0,0,0
,0.068700,0.014200,0.097300,0.013000,0.087800,0.002100,0.006200,0.003600,0.027100,0.001400,0.005000,0.035400,0.5803,0.3339,0.017700,1.3405,0.004300,0,0.3159,0.026800,0.001000,0.095600,0.005800,0.1312,0.002000,0.000900,0.003700,0.030900,0.049200,0.6348,0.091500,0.004300,0.019500,0.001500,0.001600,0.050600,0.012400,0.000100,0,0,0,0,65,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,68,8,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1459,0,25,0,0,0.4846,0.6305,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,65,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9288,8950.5000,5452.6328,6211.1875,0,14403.1328,0,0,0,0.1228,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,0.066900,0.015000,0.087300,0.012800,0.083500,0.001800,0.006100,0.003400,0.033800,0.001400,0.004500,0.029300,0.9692,0.2449,0.013300,0.8958,0.003700,0.9312,0.3547,0.017600,0.000600,0.002300,0.004500,0.093600,0.001200,0.000900,0.001900,0.014300,0.044100,0.3850,0.3037,0.001300,0.020000,0.001200,0.001300,0.048700,0.011500,0.000200,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,6,6,0,0,18,0,18,0,0,2,12,0,0,0,0,0,0,0,0.1040,0,26.5000,0,0,0.2770,0.3810,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8582,9068.1328,5452.6328,6211.1875,0,14520.7656,0,0,18,2.8285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.062900,0.013300,0.083600,0.012100,0.072500,0.002200,0.005900,0.003500,0.024000,0.001200,0.004700,0.029100,0.3018,0.2474,0.012600,0.8491,0.002600,0,0.2507,0.018200,0.000600,0.002200,0.003700,0.091600,0.001200,0.000700,0.001600,0.012900,0.1163,0.5073,0.090700,0.001200,0.019200,0.001200,0.001600,0.042600,0.011000,0.000100,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,0,8,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1178,0,27,0,0,0.3853,0.5031,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4702,9188.2305,5452.6328,6211.1875,0,14640.8633,0,0,0,0.1428,0,0,0,0,0,470,362,0,0.1111,0,0,0,0,0,0,0,0,0,0,0
,0.072000,0.017000,0.095500,0.012900,0.079100,0.001800,0.005400,0.003400,0.022400,0.001200,0.004300,0.030400,0.9708,0.3991,0.016400,1.3984,0.004900,0.5925,0.3805,0.018300,0.000800,0.002600,0.004500,0.1033,0.001100,0.000900,0.002100,0.014800,0.1167,0.3591,0.4235,0.001600,0.020700,0.001300,0.001500,0.052300,0.011900,0.000300,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,6,6,0,0,18,0,18,1,0,2,12,0,0,0,0,0,0,0,0.1021,0,22.5000,0,0,0.2524,0.3545,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3590,9334.3516,5452.6328,6211.1875,0,14786.9844,0,0,18,3.4943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.070400,0.013700,0.1045,0.013000,0.074300,0.002000,0.007200,0.003500,0.024800,0.001300,0.004800,0.033300,0.6155,0.2629,0.013600,0.9087,0.002900,0.038400,0.2872,0.020600,0.000700,0.002300,3.9840,4.0902,0.001400,0.000800,0.003200,0.018000,0.1165,0.4883,0.093600,0.001100,0.040400,0.001400,0.001400,0.052600,0.011400,0.000100,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,49,3,98,0,7,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1368,0,29.5000,0,0,0.3465,0.4833,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9873,9473.6797,5452.6328,6211.1875,0,14926.3125,0,0,0,0.1349,0,3.9790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.065500,0.013200,0.086400,0.012800,0.079300,0.002000,0.005300,0.003600,0.022800,0.001100,0.004800,0.029400,1.3184,0.2630,0.015500,1.0415,0.003700,0.2073,0.4615,0.019000,0.000700,0.002800,0.004400,0.099900,0.001200,0.000800,0.001800,0.013700,0.050600,0.3458,0.3187,0.001400,0.037500,0.001400,0.001700,0.052300,0.012200,0.000100,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,97,0,6,6,6,0,0,18,0,18,0,0,2,12,0,0,0,0,0,0,0,0.097897,0,19.5000,0,0,0.2435,0.3414,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8283,9564.9258,5452.6328,6211.1875,0,15017.5586,0,0,18,2.7564,0,0,0,0,0,452,341,0,0.089700,0,0,0,0,0,0,0,0,0,0,0
,0.072300,0.014000,0.092400,0.016500,0.1193,0.002600,0.007000,0.003900,0.028500,0.001500,0.006300,0.038300,0.7429,0.2669,0.010800,0.9655,0.003000,0,0.2975,0.025500,0.000900,0.068600,0.004600,0.1272,0.001200,0.000600,0.002400,0.015800,0.048700,0.7076,0.1040,0.001400,0.021600,0.001300,0.002000,0.056000,0.012200,0.000200,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,4,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1778,0,24,0,0,0.5249,0.7027,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0349,9648.4805,5452.6328,6211.1875,0,15101.1133,0,0,0,0.1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.074000,0.015000,0.095300,0.013500,0.087800,0.003900,0.010600,0.003700,0.036300,0.001700,0.005800,0.035500,0.4227,0.3627,0.018400,1.1418,0.004100,1.0634,0.4720,0.022400,0.000800,0.002300,0.004200,0.1052,0.001000,0.000700,0.002000,0.012800,0.057000,0.5523,0.096100,0.001500,0.023000,0.001300,0.001600,0.052100,0.012700,0.000100,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.2084,0,29.5000,0,0,0.3389,0.5473,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3192,9742.6602,5452.6328,6211.1875,0,15195.2930,0,0,0,2.6999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.071900,0.019700,0.093200,0.013700,0.087100,0.002500,0.006700,0.003400,0.027900,0.001600,0.006400,0.035000,0.7849,0.3277,0.015500,0.9827,0.003900,0,0.3364,0.019600,0.000600,0.002200,0.004100,0.096900,0.001100,0.000700,0.001900,0.013900,0.048300,0.3612,0.3469,0.001800,0.021100,0.001200,0.001500,0.051400,0.011500,0.000100,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,6,6,0,0,18,0,18,0,0,2,12,0,0,0,0,0,0,0,0.1031,0,22,0,0,0.2536,0.3567,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7258,9834.4727,5452.6328,6211.1875,0,15287.1055,0,0,18,0.1356,0,0,0,0,0,450,341,0,0.086300,0,0,0,0,0,0,0,0,0,0,0
,0.066800,0.013200,0.090600,0.014300,0.074000,0.002000,0.005900,0.003500,0.023700,0.001500,0.004800,0.031300,0.6770,0.2874,0.013700,0.8954,0.002900,1.4086,0.3909,0.019100,0.000500,0.002300,0.003900,0.1055,0.001100,0.000700,0.001900,0.014900,0.056400,0.4621,0.1020,0.001600,0.023000,0.001400,0.002200,0.076000,0.014200,0.000400,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1115,0,25.5000,0,0,0.3458,0.4573,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4832,9938.1992,5452.6328,6211.1875,0,15390.8320,0,0,0,2.8104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.058000,0.013200,0.1018,0.012400,0.063300,0.002000,0.005600,0.003100,0.022900,0.001200,0.004400,0.030600,0.7205,0.2493,0.013900,0.9275,0.003400,0,0.2897,0.021200,0.000600,0.002100,3.9643,4.7153,0.001400,0.000700,0.003700,0.020500,0.042900,0.6436,0.3196,0.001000,0.021200,0.001200,0.001400,0.059000,0.011000,0.000400,0,0,0,0,59,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,6,6,0,21,18,0,18,0,0,1,12,0,0,0,0,0,0,0,0.1580,0,37,0,0,0.4807,0.6387,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1509,9995.2305,5452.6328,6211.1875,0,15447.8633,0,0,18,0.1272,0,3.9592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.074100,0.018600,0.1034,0.014900,0.074800,0.002300,0.006100,0.003600,0.025400,0.001500,0.004600,0.030000,1.3888,0.2711,0.020400,1.0624,0.003700,0,0.4387,0.020100,0.000900,0.002500,0.004900,0.1145,0.001700,0.000900,0.002200,0.019000,0.059800,0.3219,0.3436,0.002100,0.027000,0.001300,0.001900,0.063400,0.014500,0.000300,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,6,6,0,0,18,0,18,0,0,2,12,0,0,0,0,0,0,0,0.095788,0,15.5000,0,0,0.2210,0.3168,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0627,9994.2344,5452.6328,6211.1875,0,15446.8672,0,0,18,2.4102,0,0,0,0,0,470,359,0,0.091800,0,0,0,0,0,0,0,0,0,0,0
,0.064800,0.012500,0.089200,0.013100,0.076500,0.001900,0.005400,0.003200,0.022500,0.001200,0.005200,0.029700,0.5838,0.2988,0.012400,0.9556,0.003600,0,0.2411,0.020300,0.000900,0.063200,0.004600,0.1016,0.001000,0.000700,0.002000,0.014000,0.051500,0.6136,0.1276,0.001400,0.027000,0.001200,0.001600,0.050400,0.013100,0.000100,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.2976,0,27,0,0,0.3122,0.6098,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2421,9994.4922,5452.6328,6211.1875,0,15447.1250,0,0,0,0.1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.066800,0.014500,0.1189,0.014800,0.075800,0.002100,0.005800,0.003400,0.023600,0.001700,0.005000,0.029500,0.3755,0.2665,0.012200,0.9230,0.003100,1.4752,0.3985,0.019900,0.000700,0.001900,0.005600,0.1724,0.001800,0.000600,0.003200,0.018900,0.048500,0.3154,0.1011,0.001600,0.021900,0.003500,0.001600,0.051000,0.013200,0.000100,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1030,0,17.5000,0,0,0.2075,0.3105,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1240,9991.5938,5452.6328,6211.1875,0,15444.2266,0,0,0,2.8356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.069600,0.012700,0.098700,0.013700,0.072400,0.001800,0.005700,0.003400,0.022600,0.001300,0.004400,0.031000,0.7516,0.2692,0.012200,0.9480,0.003800,0,0.3166,0.017900,0.000800,0.002000,0.006100,0.1070,0.001200,0.000700,0.002500,0.015200,0.046900,0.4813,0.4924,0.001200,0.020900,0.001200,0.001600,0.051500,0.013700,0.000200,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,6,6,0,4,18,0,18,0,0,2,12,0,0,0,0,0,0,0,0.1213,0,26.5000,0,0,0.3548,0.4761,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3867,9987.0938,5452.6953,6211.1875,0,15439.7891,0,0,18,0.1456,0,0,0,0,0,448,341,0,0.089100,0,0,0,0,0,0,0,0,0,0,0
,0.077500,0.012900,0.096700,0.014500,0.073400,0.002100,0.005800,0.003300,0.023200,0.001400,0.004800,0.030700,0.7491,0.2639,0.016200,1.0305,0.003500,1.3060,0.3655,0.019600,0.000800,0.002300,0.004800,0.1093,0.001100,0.000700,0.002500,0.016700,0.1720,0.6788,0.1584,0.007000,0.025900,0.001300,0.001600,0.054700,0.012400,0.000200,0,0,0,0,64,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,68,8,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1498,0,24.5000,0,0,0.5248,0.6746,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5451,9982.1328,5452.6953,6211.1875,0,15434.8281,0,0,0,2.7450,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
