EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgeConnectionBootstrap,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/Pathfinding,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,Ticks/GuLiBuildingProductionComponent,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,Exclusive/GameThread/EventWait
,0.8904,0.067300,0.011200,0.089700,0.014100,0.066000,0.001500,0.005700,0.002900,0.020100,0.000900,0.003700,0.027400,1.1817,0.3226,0.9327,0.016600,0.004600,0,0.3137,0.021500,0.000600,0.055500,0.005800,0.1067,0.001300,0.000900,0.002100,0.015100,0.046600,0.4314,0.5065,0.001500,0.021400,0.001300,0.001300,0.061500,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,12,12,0,2,98,0,32,1,0,2,24,0,0,0,0,0,0,0,0.091918,0,17.5000,0,0,0.3354,0.4273,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016800,0.000100,0,14.9358,4385.3164,5464.1133,6226.9336,0,9849.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1335,0.071700,0.014500,0.092700,0.014200,0.074700,0.002500,0.007400,0.004000,0.025200,0.001400,0.004600,0.030000,0.3537,0.2508,0.8889,0.017200,0.004100,0,0.3753,0.020300,0.000500,0.002800,0.005400,0.1171,0.001800,0.000800,0.002700,0.016900,0.051300,0.5140,0.1224,0.001500,0.024500,0.001700,0.001900,0.060100,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1361,0,24.5000,0,0,0.3729,0.5090,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014700,0.000200,0,15.7967,4389.2812,5464.1133,6226.9336,0,9853.3945,0,0,472,323,0,0.068200,0,0,0,0,0,0,0,0,0,0
,1.3954,0.066000,0.013600,0.092000,0.014300,0.075700,0.002300,0.006000,0.004200,0.023800,0.001500,0.005200,0.029200,0.5021,0.2753,1.0949,0.013900,0.005000,0,0.2809,0.019400,0.000800,0.002500,0.004800,0.1127,0.001400,0.000800,0.002600,0.015600,0.054100,0.6594,0.1032,0.001400,0.021000,0.001400,0.001400,0.052300,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1415,0,25.5000,0,0,0.5129,0.6544,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014100,0.000100,0,16.8970,4390.7891,5464.1133,6226.9336,0,9854.9023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1290,0.068000,0.013500,0.091300,0.014700,0.074300,0.002300,0.005900,0.003300,0.023100,0.001300,0.004700,0.030100,0.3481,0.2685,0.9686,0.030800,0.003500,0,0.4017,0.018600,0.001000,0.002100,0.004600,0.1108,0.001800,0.000700,0.002500,0.015800,0.048800,0.3779,0.1178,0.001400,0.021200,0.001400,0.001500,0.054700,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1074,0,23,0,0,0.2663,0.3737,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019400,0.000200,0,16.3973,4388.8867,5464.1133,6226.9336,0,9853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.8714,0.067600,0.013300,0.092600,0.014500,0.076400,0.002300,0.005900,0.003700,0.023500,0.001500,0.005000,0.030300,0.4756,0.2628,0.9362,0.014200,0.003900,0,0.2604,0.020600,0.000800,0.002900,0.004400,0.1155,0.001500,0.000700,0.002800,0.015700,0.050700,0.4088,0.1326,0.001500,0.024400,0.001300,0.001900,0.058500,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1114,0,24,0,0,0.2920,0.4034,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014600,0.000200,0,16.7499,4391.9805,5464.1133,6226.9336,0,9856.0938,0,0,426,323,0,0.083900,0,0,0,0,0,0,0,0,0,0
,0.1167,0.078000,0.012700,0.1106,0.020400,0.073600,0.002300,0.005700,0.003300,0.022000,0.001400,0.008300,0.029600,0.3599,0.2555,0.8910,0.014500,0.003400,0,0.4246,0.021300,0.000700,0.002800,2.0562,2.1562,0.001800,0.000700,0.003600,0.022000,0.056100,0.3669,0.1368,0.001400,0.031800,0.001800,0.002500,0.064600,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1087,0,19.5000,0,0,0.2535,0.3622,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015900,0.000200,0.031400,19.0480,4392.3203,5464.1133,6226.9336,0,9856.4336,0,0,0,0,0,0,2.0510,0,0,0,0,0,0,0,0,0
,1.4214,0.066200,0.012900,0.1048,0.016700,0.066800,0.002200,0.005800,0.003600,0.022800,0.001400,0.005200,0.031200,1.6662,0.2894,1.2451,0.023500,0.005600,0,0.2932,0.031700,0.000900,0.064100,0.005600,0.1309,0.001800,0.000900,0.002500,0.048700,0.055300,1.2344,0.6561,0.005200,0.024700,0.001400,0.001400,0.1881,0,0,0,0,0,64,0,0,0,0,0,0,2,2,0,1,50,2,100,0,6,12,12,0,76,130,0,32,1,0,1,24,0,0,0,0,0,0,0,0.2324,0,32,1.8164,0,1.1709,1.4033,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012800,0.000100,0,18.0037,4387.6680,5464.1133,6226.9336,0,9851.7812,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
,0.1213,0.063300,0.007800,0.080800,0.012600,0.069100,0.001600,0.005500,0.003000,0.019700,0.001000,0.004900,0.027300,0.3841,0.3791,1.0737,0.021500,0.004300,0,0.4007,0.023900,0.000400,0.001800,0.005000,0.1075,0.001500,0.000800,0.001600,0.014200,0.1217,0.5085,0.1334,0.001300,0.023300,0.001200,0.001900,0.066600,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,8,1,1,0,2,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1334,0,24.5000,0,0,0.3708,0.5042,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011700,0.000300,0,14.8392,4390.2305,5464.1133,6226.9336,0,9854.3438,0,0,474,325,0,0.089700,0,0,0,0,0,0,0,0,0,0
,0.8776,0.069800,0.018600,0.1069,0.015700,0.093200,0.002100,0.006500,0.004000,0.024200,0.001500,0.005400,0.029300,0.5885,0.2423,1.0170,0.014200,0.003500,0,0.3819,0.030300,0.001400,0.003700,0.006500,0.1497,0.001900,0.001200,0.002700,0.022800,0.1424,0.7484,0.1841,0.001700,0.035300,0.001400,0.002300,0.059700,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,99,0,9,1,1,0,1,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0.2101,0,23.5000,0,0,0.5316,0.7417,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015700,0.000200,0,16.9813,4392.9023,5464.1133,6226.9336,0,9857.0156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1212,0.077800,0.011900,0.1115,0.014200,0.069200,0.002700,0.008100,0.004100,0.033800,0.001500,0.005400,0.036600,0.4502,0.3368,1.4858,0.017500,0.004500,0,0.4319,0.024200,0.000800,0.004800,0.006000,0.6846,0.001600,0.000900,0.003400,0.021200,0.066900,0.9455,0.1404,0.001900,0.034600,0.001700,0.001800,0.092000,0,0,0,0,0,60,0,0,0,0,0,0,2,2,0,1,50,2,99,0,8,1,1,0,17,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0.2134,0,33,0,0,0.7267,0.9401,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016300,0.000100,0,17.7352,4386.5391,5464.1758,6226.9336,0,9850.7148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.8345,0.066400,0.011400,0.081300,0.011700,0.090900,0.001900,0.005600,0.004200,0.022200,0.001100,0.003900,0.029100,0.4300,0.2682,0.9105,0.013200,0.003300,0,0.2770,0.019100,0.000300,0.002400,0.003600,0.097900,0.001300,0.000500,0.002000,0.014000,0.1238,0.6572,0.1214,0.000900,0.018600,0.001000,0.001200,0.065200,0,0,0,0,0,59,0,0,0,0,0,0,2,2,2,2,50,2,98,0,8,1,1,0,4,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0.1472,0,24.5000,0,0,0.5058,0.6530,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016700,0.000200,0,15.2755,4412.4414,5464.1758,6226.9336,0,9876.6172,0,0,426,323,0,0.3559,0,0,0,0,0,0,0,0,0,0
,0.1185,0.065800,0.012500,0.1040,0.013600,0.033900,0.002000,0.006200,0.003000,0.022300,0.001500,0.004300,0.028600,0.2853,0.2309,0.8728,0.011600,0.002500,0,0.3240,0.019100,0.000600,0.023400,1.4745,1.6000,0.004100,0.001700,0.005700,0.029500,0.058900,0.6407,0,0.001300,0.022300,0.000900,0.001400,0.052300,0,0,0,0,0,59,0,0,0,0,0,0,2,2,0,0,48,4,98,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1729,0,28.5000,0,0,0.4631,0.6360,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016100,0.000200,0,18.7050,4414.4297,5464.1758,6226.9336,0,9878.6055,0,0,0,0,0,0,1.4703,0,0,0,0,0,0,0,0,0
,0.8489,0.069800,0.011400,0.1018,0.016900,0.085300,0.001900,0.005700,0.003000,0.020500,0.000900,0.003900,0.029300,1.4558,0.2484,0.8999,0.009500,0.004000,0,0.3008,0.023300,0.000800,0.057300,0.006000,0.1326,0.002200,0.001300,0.003600,0.020700,0.058000,0.9396,0.5400,0.001800,0.028700,0.001300,0.001800,0.061500,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,11,11,0,2,86,0,32,1,0,2,22,0,0,0,0,0,0,0,0.1787,0,19,0,0,0.7554,0.9341,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015500,0.000200,0,16.7396,4410.7539,5464.1758,6226.9336,0,9874.9297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1333,0.079900,0.013300,0.095800,0.014500,0.099400,0.002400,0.007100,0.003900,0.030000,0.001300,0.005800,0.031900,0.4258,0.2854,1.0032,0.011200,0.004800,0,0.4852,0.019800,0.000500,0.002900,0.004400,0.1199,0.001600,0.000800,0.002200,0.017000,0.057500,0.4980,0.1289,0.002000,0.022900,0.001300,0.001700,0.062300,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1328,0,28.5000,0,0,0.3602,0.4930,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016100,0.000400,0,15.9920,4415.8086,5464.1758,6226.9336,0,9879.9844,0,0,464,323,0,0.075500,0,0,0,0,0,0,0,0,0,0
,1.4129,0.069700,0.013800,0.098700,0.015300,0.077000,0.003000,0.006200,0.003800,0.025600,0.001100,0.004800,0.032000,0.5525,0.2661,0.8751,0.015400,0.002500,0.1078,0.3586,0.024700,0.000800,0.002400,0.004800,0.1310,0.001800,0.000700,0.002300,0.018800,0.058200,0.5940,0.1308,0.002000,0.023900,0.001800,0.001900,0.064200,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1530,0,20.5000,0,0,0.4360,0.5890,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017600,0.000100,0,16.4472,4418.1523,5464.1758,6226.9336,0,9882.3281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.080800,0.074600,0.012800,0.1193,0.021100,0.069400,0.002500,0.006200,0.004300,0.025500,0.001600,0.005200,0.037900,0.3204,0.2365,0.8643,0.013400,0.002900,0,0.3270,0.017800,0.000600,0.002100,0.004600,0.1135,0.001100,0.000700,0.002300,0.014700,0.068500,0.3660,0.1356,0.001900,0.057300,0.003200,0.003600,0.065600,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.097696,0,21.5000,0,0,0.2636,0.3613,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015500,0.000100,0,15.4371,4417.9570,5464.1758,6226.9336,0,9882.1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.4918,0.070100,0.012100,0.1015,0.014600,0.071700,0.001900,0.005100,0.002900,0.020500,0.001400,0.004900,0.029400,0.4824,0.2669,0.8427,0.010600,0.003100,0.2188,0.2852,0.019000,0.000600,0.002400,1.9226,2.0379,0.001800,0.000700,0.003100,0.019000,0.057300,0.5019,0.1578,0.001800,0.023600,0.001500,0.002100,0.053900,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1401,0,26,0,0,0.3562,0.4963,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011100,0.000300,0,19.6592,4412.6953,5464.1758,6226.9336,0,9876.8711,0,0,428,323,0,0.077800,1.9183,0,0,0,0,0,0,0,0,0
,0.1229,0.069200,0.013800,0.091600,0.015000,0.069800,0.002500,0.006100,0.003400,0.022800,0.001300,0.004800,0.028200,1.3801,0.2418,1.1784,0.018600,0.006000,0,0.4171,0.027400,0.000900,0.002600,0.005300,0.1190,0.001400,0.001000,0.002300,0.016700,0.052200,0.7374,0.5768,0.001700,0.025300,0.001500,0.001500,0.057000,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,11,11,0,4,110,0,32,0,0,2,22,0,0,0,0,0,0,0,0.1553,0,26.5000,0,0,0.5772,0.7325,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016100,0.000400,0,16.7803,4412.7305,5464.1758,6226.9336,0,9876.9062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.8372,0.070300,0.014900,0.093800,0.019400,0.080200,0.002600,0.006100,0.003500,0.024100,0.001200,0.005600,0.031900,0.5601,0.2632,0.8954,0.017800,0.004000,0,0.3481,0.021800,0.000800,0.069000,0.005100,0.1122,0.001500,0.000800,0.002400,0.014700,0.054200,0.6123,0.1292,0.001400,0.023500,0.001400,0.001600,0.050400,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1295,0,23,0,0,0.4783,0.6078,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012800,0.000100,0,14.9630,4419.4297,5464.1758,6226.9336,0,9883.6055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1152,0.065800,0.014100,0.097500,0.013900,0.077300,0.001900,0.006100,0.003600,0.023100,0.001400,0.005100,0.031800,0.3951,0.2740,1.0900,0.026700,0.005200,0,0.3583,0.017900,0.004000,0.002700,0.005100,0.1169,0.001500,0.000700,0.002500,0.017000,0.054900,0.3963,0.1320,0.001400,0.023300,0.001200,0.001700,0.046300,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1174,0,24.5000,0,0,0.2739,0.3913,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012200,0.000300,0,15.8652,4416.8633,5464.1758,6226.9336,0,9881.0391,0,0,470,323,0,0.090600,0,0,0,0,0,0,0,0,0,0
,1.6148,0.063300,0.012800,0.090600,0.012900,0.041800,0.002100,0.007600,0.003600,0.024700,0.001400,0.004900,0.027900,0.5409,0.3685,1.3960,0.017400,0.005000,0,0.2818,0.022900,0.000600,0.002100,0.004200,0.1049,0.001300,0.000700,0.002500,0.014000,0.075000,0.6713,0.1032,0.001900,0.021700,0.001100,0.001200,0.051400,0,0,0,0,0,59,0,0,0,0,0,0,2,2,0,0,48,4,96,0,6,1,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.1575,0,28,0,0,0.5089,0.6664,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014400,0.000100,0,18.2224,4411.0508,5464.1758,6226.9336,0,9875.2266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1258,0.076900,0.009900,0.1212,0.012700,0.069800,0.001800,0.005300,0.003300,0.020600,0.001000,0.004500,0.029100,0.3879,0.2076,0.8548,0.011000,0.002300,0,0.3082,0.014700,0.000500,0.001700,0.003100,0.088700,0.001200,0.000800,0.001500,0.012600,0.051000,0.7138,0.1299,0.005000,0.020200,0.001200,0.001300,0.051700,0,0,0,0,0,64,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,70,8,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1749,0,28,0,0,0.5345,0.7094,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013900,0.000200,0,15.6695,4415.4922,5464.1758,6226.9336,0,9879.6680,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
,0.8028,0.1038,0.009600,0.092800,0.013300,0.3493,0.002300,0.037700,0.003200,0.054700,0.001800,0.006300,0.048100,0.4820,0.2361,1.2664,0.017400,0.003200,0,0.2818,0.019000,0.000400,0.001700,1.9053,2.0105,0.001500,0.000700,0.003800,0.019500,0.046300,0.4422,0.1080,0.001500,0.021900,0.001300,0.001800,0.056000,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,2,50,2,100,0,6,1,1,0,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0.1187,0,23.5000,0,0,0.3195,0.4382,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015500,0.000200,0,19.6262,4415.1602,5464.1758,6226.9336,0,9879.3359,0,0,426,325,0,0.085100,1.9005,0,0,0,0,0,0,0,0,0
