EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,Ticks/GameplayDebuggerPlayerManager,Ticks/GuLiBuildingShieldComponent,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,3.3132,0.077500,0.1544,0.012400,0.1281,0.021100,0.070000,0,0.002200,0.007400,1.5539,1.5752,0.000900,0.006900,0.043000,1.0049,0.3439,0.5715,0.012300,0.005300,2.1714,0.4475,0.035800,0.000800,0.096000,0.005700,0.2396,0.002100,0.000900,0.003100,0.024200,0.054400,0.6841,0.1321,0.001600,0.027800,0.001800,0.002200,0.1643,0.012800,0.000200,0,0,0,0,0,62,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0.1828,0,24.5000,0,0,0.5907,0.7735,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5315,4967.8047,5522.8125,6230.3672,0,10490.6172,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1712,0.075000,0.1787,0.016700,0.1253,0.018300,0.1368,0.076200,0.002800,0.007900,1.8542,1.8769,0.001600,0.009300,0.039900,1.0511,0.2683,0.5387,0.014400,0.006300,0,0.3224,0.029600,0.000700,0.003000,0.004300,0.2186,0.002200,0.000800,0.002300,0.015500,0.060300,0.5457,0.2947,0.001700,0.025800,0.001600,0.001700,0.1300,0.017100,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1183,0,20,0,0,0.4801,0.5984,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7530,4964.5391,5522.8164,6230.3672,0,10487.3555,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,2154,364,0,0.1999,0,0,0,0,0,0,0,0,0,0,0
,3.9784,0.073700,0.082000,0.011500,0.098000,0.015300,0.072300,0,0.002400,0.007000,1.8007,1.8212,0.002600,0.010700,0.039500,0.9096,0.3035,0.4915,0.015100,0.004400,2.9605,0.4677,0.029100,0.000500,0.002600,0.004900,0.2070,0.001800,0.000700,0.002400,0.019400,0.056000,0.3876,0.098700,0.001500,0.024000,0.001600,0.001700,0.1057,0.013900,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1060,0,21.5000,0,0,0.3486,0.4546,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8121,4961.6523,5522.8789,6230.3672,0,10484.5312,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1729,0.1189,0.2836,0.015300,0.1641,0.022800,0.1206,0,0.003900,0.013400,2.6055,2.6419,0.001700,0.012300,0.042000,1.1804,0.3230,0.5691,0.022300,0.005800,0,0.3543,0.035600,0.001000,0.002200,6.7887,7.0301,0.001800,0.001100,0.005100,0.023700,0.080500,1.3654,0.3989,0.007400,0.036900,0.002400,0.003200,0.1652,0.019400,0.000400,0,0,0,0,0,64,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,4,4,0,70,34,0,26,1,0,2,8,0,0,0,0,0,0,0,0.2737,0,25.5000,2.0146,0,1.4326,1.7063,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8054,4957.3125,5522.8789,6230.3672,0,10480.1914,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,6.7831,0,0,2,0,0,0,0,0,0
,3.6054,0.078700,0.3166,0.011100,0.2414,0.020400,0.1128,0.071400,0.002400,0.007200,2.0334,2.0569,0.002300,0.012000,0.050000,2.8833,0.4008,0.9567,0.021400,0.011200,0,0.6685,0.036500,0.000700,0.002800,0.006600,0.2866,0.002100,0.001100,0.003500,0.020600,0.057500,0.7893,0.3305,0.001800,0.029400,0.001900,0.001800,0.1511,0.020600,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,50,2,100,0,10,3,3,0,4,29,0,27,0,0,1,6,0,0,0,0,0,0,0,0.2012,0,28.5000,0,0,0.7791,0.9803,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9738,4957.5859,5522.8828,6230.3672,0,10480.4688,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,2508,387,0,0.2467,0,0,0,0,0,0,0,0,0,0,0
,0.1753,0.076000,0.098900,0.019300,0.1378,0.017100,0.1079,0,0.003200,0.011900,2.0364,2.0685,0.001700,0.012300,0.050400,0.4343,0.2993,0.6352,0.016100,0.004800,0,0.3641,0.029100,0.000700,0.002400,0.004500,0.2219,0.001400,0.000700,0.002400,0.042100,0.1089,0.5656,0.1228,0.001400,0.018500,0.001300,0.001700,0.1117,0.014700,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,0,1,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1405,0,23,0,0,0.5003,0.6408,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5486,4955.8359,5522.8828,6230.3672,0,10478.7188,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1594,0.094000,0.1185,0.015900,0.1087,0.016100,0.1123,0.089100,0.003100,0.008100,1.5751,1.5982,0.001100,0.007900,0.032400,0.4984,0.4121,0.5060,0.016600,0.004500,4.0509,0.4992,0.031900,0.000600,0.082200,0.004500,0.2290,0.001300,0.000700,0.002500,0.019200,0.1427,0.6363,0.1338,0.003500,0.020000,0.001200,0.001800,0.1078,0.013900,0.000200,0,0,0,0,0,62,0,0,0,0,0,0,2,2,0,1,50,2,100,0,9,1,1,0,3,2,0,1,1,0,1,2,0,0,0,0,0,0,0,0.1573,0,28,0,0,0.5466,0.7039,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6571,4948.3906,5522.9453,6230.3672,0,10471.3359,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2320,0.073300,0.2470,0.013600,0.1146,0.015400,0.087100,0,0.002700,0.007800,2.4465,2.4705,0.001800,0.012800,0.044300,1.5089,0.3275,0.8212,0.023800,0.006200,0,0.2935,0.067300,0.000600,0.001900,0.004900,0.2103,0.002000,0.000700,0.002300,0.015600,0.052200,0.6569,0.3068,0.001400,0.021800,0.003100,0.001600,0.1110,0.013700,0.000300,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,49,3,99,0,7,3,3,0,2,26,0,26,0,0,1,6,0,0,0,0,0,0,0,0.1458,0,26.5000,0,0,0.6407,0.7865,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7442,4939.3789,5522.9453,6230.3672,0,10462.3242,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,2260,366,0,0.3256,0,0,0,0,0,0,0,0,0,0,0
,5.8938,0.080700,0.1119,0.015000,0.1275,0.018800,0.1096,0,0.002500,0.007800,1.7356,1.7592,0.001500,0.009700,0.037700,0.5131,0.3361,0.5502,0.016800,0.006500,4.7810,0.4605,0.032200,0.000700,0.002300,0.006500,0.2757,0.002300,0.000900,0.003000,0.023600,0.1086,0.7004,0.1235,0.001200,0.022000,0.001700,0.001800,0.1295,0.015900,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,49,3,97,0,7,1,1,0,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1746,0,27.5000,0,0,0.6145,0.7891,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3144,4937.1289,5523.0078,6230.3672,0,10460.1367,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1606,0.076500,0.1915,0.015400,0.1687,0.022100,0.082900,0,0.003000,0.008500,2.0483,2.0727,0.001600,0.007900,0.043800,1.0568,0.3463,0.6237,0.016600,0.006100,0,0.3690,0.033400,0.000900,0.003000,7.1406,7.4227,0.002700,0.001200,0.006800,0.028300,0.063000,0.5626,0.3177,0.002100,0.028000,0.001600,0.002000,0.1347,0.016300,0.000200,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,48,4,97,0,6,3,3,0,0,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1635,0,23.5000,0,0,0.4643,0.6278,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5530,4932.4688,5523.0078,6230.3672,0,10455.4766,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,7.1343,0,0,0,0,0,0,0,0,0
,4.3368,0.078000,0.1979,0.009700,0.1077,0.019700,0.085700,0.085400,0.003100,0.008100,1.9213,1.9454,0.001600,0.010200,0.041400,2.4831,0.3693,0.5881,0.016500,0.006600,1.2987,0.5485,0.031800,0.000600,0.003500,0.005300,0.2476,0.002000,0.000900,0.003400,0.021200,0.058300,0.5745,0.2992,0.001900,0.027700,0.002100,0.001900,0.1487,0.021400,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,48,4,97,0,6,3,3,0,0,27,0,27,0,0,1,6,0,0,0,0,0,0,0,0.1420,0,24,0,0,0.4950,0.6370,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0708,4925.8516,5523.0117,6230.3672,0,10448.8633,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,2416,392,0,0.3096,0,0,0,0,0,0,0,0,0,0,0
,0.1777,0.083800,0.1818,0.012900,0.1451,0.025200,0.096400,0,0.003700,0.011100,1.7733,1.8025,0.001700,0.009600,0.038000,0.4826,0.2775,0.7019,0.021000,0.007100,0,0.3970,0.043400,0.000800,0.003800,0.007100,1.2405,0.003600,0.001100,0.004900,0.028600,0.062300,0.9359,0.1401,0.001500,0.030700,0.003200,0.003600,0.1480,0.015400,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,18,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.2167,0,35.5000,0,0,0.8793,1.0960,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1855,4920.9336,5523.0117,6230.3672,0,10443.9453,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0119,0.093600,0.2680,0.014900,0.1737,0.023200,0.1716,0.079500,0.003300,0.008100,2.3864,2.4121,0.001600,0.013900,0.045800,1.7303,0.4178,0.6226,0.017400,0.006700,2.6839,0.5855,0.036700,0.001400,0.1296,0.005800,0.3108,0.002100,0.001400,0.004600,0.026200,0.071000,0.5601,0.3116,0.003100,0.037600,0.001800,0.002600,0.1775,0.018400,0.000400,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,2,27,0,27,1,0,2,6,0,0,0,0,0,0,0,0.1645,0,19,0,0,0.4547,0.6192,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7024,4918.7969,5523.0117,6230.3672,0,10441.8086,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1604,0.1034,0.1194,0.015700,0.1423,0.019400,0.090700,0,0.002400,0.010900,1.9558,1.9860,0.001800,0.008400,0.039300,0.4822,0.3298,0.6276,0.016300,0.006800,0,0.3735,0.036400,0.001100,0.002600,0.005200,0.3296,0.001500,0.000700,0.002900,0.018700,0.069000,0.8507,0.1467,0.002600,0.029600,0.001400,0.002400,0.2186,0.019300,0.000300,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1776,0,32.5000,0,0,0.7649,0.9425,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2543,4918.1172,5523.0742,6230.3672,0,10441.1914,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,2534,386,0,0.3662,0,0,0,0,0,0,0,0,0,0,0
,4.0166,0.079800,0.1776,0.011600,0.1065,0.017000,0.065200,0,0.002500,0.007600,1.6225,1.6451,0.001500,0.008200,0.044200,1.6675,0.3647,0.7925,0.014500,0.007100,1.4299,0.4986,0.030700,0.000600,0.002700,0.005000,0.2210,0.001800,0.000700,0.003100,0.017600,0.066200,0.4185,0.4781,0.002500,0.028700,0.001900,0.002000,0.1234,0.015600,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,3,3,0,0,26,0,26,0,0,1,6,0,0,0,0,0,0,0,0.1304,0,15.5000,0,0,0.3338,0.4642,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9675,4916.1797,5523.0742,6230.3672,0,10439.2539,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2005,0.094700,0.1081,0.021800,0.1833,0.025600,0.1486,0.094500,0.003100,0.008700,2.0388,2.0633,0.003400,0.012600,0.058700,0.4719,0.3870,0.5873,0.016600,0.004900,0,0.3358,0.032900,0.000800,0.003000,8.1742,8.5083,0.002100,0.001400,0.005800,0.030800,0.066900,0.7659,0.1539,0.002200,0.034200,0.001900,0.003400,0.1553,0.017300,0.000200,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0.1911,0,25,0,0,0.6572,0.8483,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4136,4905.9688,5523.0742,6230.3672,0,10429.0430,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,8.1673,0,0,0,0,0,0,0,0,0
,4.9273,0.093500,0.2136,0.011200,0.1203,0.022100,0.055900,0,0.003000,0.008200,2.2201,2.2448,0.001800,0.009000,0.039800,2.5482,0.2597,0.7683,0.024300,0.007300,1.7137,0.4983,0.032600,0.001100,0.002900,0.006100,0.2433,0.002100,0.000700,0.002800,0.018100,0.073300,0.5961,0.4274,0.003100,0.031400,0.002000,0.002200,0.3964,0.017100,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,3,3,0,2,26,0,26,0,0,1,6,0,0,0,0,0,0,0,0.1412,0,27,0,0,0.5331,0.6743,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1940,4903.8398,5523.1406,6230.3672,0,10426.9805,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,2090,364,0,0.2143,0,0,0,0,0,0,0,0,0,0,0
,0.1998,0.077700,0.1493,0.020100,0.1183,0.018400,0.1215,0.077700,0.002700,0.009000,2.1113,2.1369,0.002300,0.014300,0.045600,0.4559,0.3275,0.6445,0.015800,0.004600,0,0.3392,0.029500,0.000400,0.002800,0.004200,0.2504,0.001300,0.000800,0.002800,0.015000,0.058300,0.5388,0.1420,0.001600,0.022200,0.001400,0.001800,0.1273,0.013700,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0.1380,0,18,0,0,0.5172,0.6552,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2976,4904.3164,5523.1406,6230.3672,0,10427.4570,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.9334,0.071300,0.1724,0.018200,0.1153,0.018200,0.1044,0,0.003000,0.010700,2.0317,2.0632,0.001700,0.008400,0.041900,0.7264,0.3055,0.6412,0.015400,0.012100,3.7209,0.4564,0.041400,0.000900,0.084600,0.007200,0.3051,0.002200,0.000800,0.002500,0.016800,0.047100,1.0479,0.1157,0.004700,0.026800,0.000900,0.001300,0.1458,0.012800,0.000100,0,0,0,0,0,64,0,0,0,0,0,0,2,2,0,1,50,2,100,0,6,1,1,0,68,8,0,0,1,0,1,2,0,0,0,0,0,0,0,0.2202,0,28.5000,0,0,0.9455,1.1657,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4145,4902.0430,5523.1406,6230.3672,0,10425.1836,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
,0.2017,0.074000,0.2167,0.012200,0.1188,0.015600,0.065800,0,0.002300,0.007800,1.9593,1.9811,0.001800,0.011100,0.042100,1.5914,0.3589,0.5805,0.019900,0.006100,0,0.4243,0.070500,0.000600,0.002900,0.004600,0.2245,0.002200,0.001000,0.004200,0.017300,0.056300,0.7522,0.3130,0.003500,0.025600,0.001400,0.001600,0.1141,0.012700,0.000300,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,50,2,100,0,8,3,3,0,3,27,0,26,0,0,1,6,0,0,0,0,0,0,0,0.1684,0,27.5000,0,0,0.6720,0.8404,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7904,4899.6211,5523.2070,6230.3672,0,10422.8281,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,2380,365,0,0.2131,0,0,0,0,0,0,0,0,0,0,0
,4.9367,0.081300,0.2315,0.018400,0.1113,0.017100,0.085000,0,0.003300,0.010000,1.9847,2.0132,0.001600,0.007300,0.039800,1.1675,0.3068,0.5895,0.014100,0.005600,2.9151,0.5063,0.027100,0.000800,0.002800,0.007100,0.2599,0.003100,0.001200,0.004700,0.028200,0.058200,0.8084,0.2772,0.001600,0.026700,0.001400,0.001600,0.1120,0.013700,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,50,2,100,0,10,3,3,0,6,28,0,26,0,0,1,6,0,0,0,0,0,0,0,0.1768,0,31,0,0,0.7329,0.9097,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2587,4895.4141,5523.2070,6230.3672,0,10418.6211,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
