EVENTS,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,Exclusive/GameThread/HandleRPC,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,Exclusive/GameThread/EventWait
,0.067300,0.2862,0.009600,0.099200,0.016100,0.1065,0.001900,0.006300,1.3625,1.3790,0.001000,0.004900,0.029000,2.7999,0.4370,0.020500,0.7406,0.008200,0.3159,2.0199,0.4595,0.026800,0.000600,0.001500,0.005400,0.2567,0.002600,0.001200,0.002400,0.019900,0.058300,0.7248,0.002200,0.027600,0.001600,0.002100,0.1278,0.013600,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,2,48,4,96,0,6,3,3,0,2,28,0,28,0,0,3,6,0,0,0,0,0,0,0,0.1708,0,21.5000,0,0,0.7000,0.8708,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6648,5039.9492,5515.4531,6242.0117,0,10555.4023,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,5.6214,0,0,0.1342,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.071100,0.1272,0.012700,0.1130,0.017700,0.090000,0.005100,0.012700,2.1553,2.1903,0.001800,0.009800,0.042900,0.5411,0.3755,0.018400,0.7715,0.006200,0.1589,0,0.3458,0.033900,0.000700,0.003200,0.005500,0.2678,0.002300,0.001000,0.003100,0.020800,0.063100,0.6832,0.002300,0.028200,0.001600,0.002400,0.1265,0.013700,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1643,0,25,0,0,0.6178,0.7821,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7679,5040.0547,5515.4531,6242.0117,0,10555.5078,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0.1838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.070300,0.2825,0.012900,0.1010,0.017500,0.082000,0.002200,0.007800,2.0419,2.0651,0.001500,0.007000,0.043500,1.7962,0.3414,0.018400,0.6637,0.007700,0.4481,3.7543,0.4617,0.032200,0.001000,0.002500,0.004700,0.2049,0.001400,0.000800,0.002300,0.016400,0.057300,1.1116,0.005800,0.026400,0.001600,0.001700,0.1348,0.016700,0.000300,0,0,0,0,0,64,0,0,26,0,0,0,0,2,2,1,1,50,2,100,0,6,4,4,0,70,34,0,26,1,0,2,8,0,0,0,0,0,0,0,0.2212,0,23.5000,2.0186,0,1.1863,1.4075,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1544,5040.0469,5515.5156,6242.0117,0,10555.5625,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,5.9953,0,0,0,0,2294,386,0,0.2386,2,0,0,0,0,0,0,0
,0.078500,0.1474,0.015100,0.1138,0.017800,0.083800,0.002400,0.008200,2.2306,2.2563,0.001700,0.009300,0.042000,0.5253,0.3564,0.019100,0.7215,0.006500,0.1358,0,0.4329,0.034100,0.000700,0.002500,0.004500,0.2678,0.001400,0.000800,0.002500,0.016000,0.069000,0.9652,0.002700,0.027700,0.001600,0.001900,0.1404,0.017600,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,0,4,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0.2071,0,32,0,0,0.8729,1.0800,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5297,5040.0273,5515.5156,6242.0117,0,10555.5430,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0.1598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.073800,0.2222,0.013000,0.1154,0.018900,0.1104,0.002100,0.006400,2.0314,2.0522,0.002100,0.010200,0.044000,1.7894,0.3480,0.013400,0.7362,0.007700,0.3828,2.9244,0.5652,0.035200,0.000700,0.002200,0.006000,0.2874,0.001500,0.000900,0.002300,0.017900,0.064600,0.6818,0.002200,0.028000,0.001700,0.001700,0.1353,0.016000,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,50,2,100,0,10,3,3,0,2,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1695,0,21,0,0,0.5933,0.7628,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3248,5040.0234,5515.5156,6242.0117,0,10555.5391,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,5.4128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.073600,0.1503,0.014600,0.1514,0.018100,0.079100,0.002700,0.007900,2.1888,2.2130,0.001700,0.009800,0.044900,0.4800,0.3379,0.018200,0.7753,0.005700,0.1186,0,0.3356,0.029500,0.000900,0.068400,6.3546,6.5773,0.004200,0.001100,0.005400,0.029600,0.1292,0.7281,0.001500,0.028700,0.001700,0.001700,0.1404,0.016100,0.000100,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,0,2,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1733,0,26.5000,0,0,0.6511,0.8244,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0073,5040.0234,5515.5156,6242.0117,0,10555.5391,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0.1792,0,6.3493,0,0,2734,391,0,0.3366,0,0,0,0,0,0,0,0
,0.070900,0.3049,0.014700,0.1078,0.016900,0.1095,0.002500,0.008500,2.1404,2.1663,0.001400,0.008700,0.037800,2.4560,0.3330,0.016500,0.5917,0.009400,0.3311,1.8450,0.4356,0.029400,0.000600,0.002100,0.005000,0.2500,0.001900,0.000900,0.002200,0.019000,0.059100,0.8203,0.001800,0.025500,0.001700,0.001500,0.1143,0.013900,0.000200,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,50,2,100,0,8,2,3,0,2,27,0,27,0,0,2,5,0,0,0,0,0,0,0,0.1954,0,26,0,0,0.7196,0.9150,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3139,5040.0234,5515.5781,6242.0117,0,10555.6016,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,5.3784,0,0,0.1000,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.070700,0.096300,0.010500,0.1050,0.014700,0.1160,0.002000,0.006700,1.8455,1.8641,0.001400,0.008400,0.043500,1.1266,0.3587,0.016100,0.7088,0.006300,0.093400,0,0.3210,0.036900,0.000600,0.002200,0.005500,0.2565,0.002100,0.001000,0.002200,0.020200,0.1294,0.6439,0.001600,0.026200,0.001300,0.002100,0.1325,0.014900,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,0,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0.1693,0,23,0,0,0.5478,0.7171,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0070,5040.0234,5515.5781,6242.0117,0,10555.6016,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0.1603,0,0,0.079100,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.074900,0.2359,0.011600,0.1134,0.016900,0.077400,0.002200,0.007600,2.0905,2.1125,0.001400,0.008700,0.047000,1.2181,0.3446,0.019200,0.7168,0.007200,0.3003,3.0976,0.4646,0.023600,0.000700,0.002600,0.005400,1.1475,0.001400,0.000800,0.002800,0.017700,0.1049,0.7437,0.001800,0.032900,0.002400,0.001600,0.1336,0.016900,0.000100,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,1,1,49,3,98,0,7,3,3,0,18,26,0,26,1,0,2,6,0,0,0,0,0,0,0,0.1503,0,32.5000,0,0,0.7081,0.8584,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4594,5040.0234,5515.5781,6242.0117,0,10555.6016,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,5.4241,0,0,0,0,2146,364,0,0.2414,0,0,0,0,0,0,0,0
,0.072900,0.1226,0.009600,0.1120,0.015500,0.064900,0.001900,0.006000,2.2608,2.2810,0.002500,0.012400,0.042200,1.0976,0.3667,0.017500,0.6804,0.006700,0.1464,0,0.3566,0.034700,0.000800,0.001800,0.004700,0.2471,0.002000,0.001100,0.002300,0.019000,0.060900,0.6132,0.002100,0.025900,0.001700,0.001800,0.1294,0.015700,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,48,4,97,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1516,0,21.5000,0,0,0.5579,0.7095,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8501,5040.1250,5515.6406,6242.0117,0,10555.7656,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0.1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.065900,0.2224,0.012400,0.1124,0.017500,0.091500,0.002200,0.008600,2.3060,2.3307,0.001600,0.009100,0.044500,1.2291,0.3378,0.019900,0.7263,0.008600,0.2733,1.0411,0.5015,0.032400,0.000700,0.002400,0.005200,0.2585,0.002400,0.000900,0.003100,0.021100,0.049000,0.7874,0.001400,0.021800,0.001400,0.001600,0.1054,0.015400,0.000200,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,2,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1787,0,27,0,0,0.7031,0.8818,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5137,5040.1211,5515.6406,6242.0117,0,10555.7617,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,3.3428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.082900,0.1404,0.014800,0.1452,0.018100,0.088100,0.002500,0.010200,2.3275,2.3552,0.001600,0.010600,0.048200,1.1123,0.3026,0.019900,0.7832,0.010300,0.1299,0,0.3635,0.035000,0.000700,0.074900,8.1763,8.3893,0.002400,0.001100,0.006100,0.061000,0.063400,0.7168,0.002600,0.029900,0.001500,0.002200,0.1478,0.015800,0.000200,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1803,0,24,0,0,0.6218,0.8021,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8787,5040.1211,5515.6406,6242.0117,0,10555.7617,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0.1694,0,8.1708,0,0,2600,390,0,0.2880,0,0,0,0,0,0,0,0
,0.076400,0.2920,0.011900,0.1072,0.017800,0.1207,0.002300,0.008000,2.0496,2.0746,0.001700,0.009000,0.046600,2.3656,0.3367,0.018500,0.6209,0.006500,0.3127,1.0226,0.5303,0.028100,0.000700,0.002400,0.004200,0.1976,0.001700,0.000600,0.002100,0.016200,0.095400,0.7487,0.001900,0.029600,0.001500,0.002500,0.5024,0.038800,0.000200,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,2,3,0,2,27,0,27,0,0,2,5,0,0,0,0,0,0,0,0.1655,0,25,0,0,0.6717,0.8372,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6859,5040.0977,5515.6406,6242.0117,0,10555.7383,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,4.4754,0,0,0.096200,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.075500,0.1447,0.013500,0.1129,0.018400,0.1272,0.002500,0.008700,2.3333,2.3587,0.001800,0.009700,0.042700,1.0483,0.2802,0.012100,0.6003,0.005800,0.1140,0,0.3358,0.030900,0.000700,0.002400,0.004500,0.2430,0.001800,0.000900,0.002600,0.019900,0.052300,0.8280,0.001700,0.026100,0.001600,0.001900,0.1332,0.016800,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,1,1,0,10,1,0,1,0,0,3,2,0,0,0,0,0,0,0,0.1802,0,28.5000,0,0,0.7718,0.9520,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6078,5040.0820,5515.7031,6242.0117,0,10555.7852,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0.1742,0,0,0.092500,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.074200,0.1961,0.013900,0.1108,0.018100,0.086600,0.002700,0.008700,2.0965,2.1230,0.001900,0.008100,0.044100,1.3340,0.3527,0.019100,0.6649,0.008200,0.3300,2.8171,0.5016,0.033600,0.000800,0.003000,0.006000,0.2722,0.002300,0.001100,0.003000,0.022100,0.064600,0.5001,0.002200,0.022900,0.001500,0.001600,0.1072,0.013000,0.000100,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1332,0,22.5000,0,0,0.4227,0.5559,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8160,5040.1289,5515.7031,6242.0117,0,10555.8320,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,5.2199,0,0,0,0,2214,364,0,0.2867,0,0,0,0,0,0,0,0
,0.067600,0.086200,0.013100,0.1224,0.016600,0.077000,0.002200,0.007100,2.1478,2.1695,0.001800,0.009600,0.047100,1.0668,0.3840,0.018500,0.7009,0.006400,0.1138,0,0.3084,0.037300,0.000700,0.002400,0.005700,0.3271,0.002300,0.001000,0.003100,0.022900,0.054800,0.5158,0.002100,0.022200,0.001200,0.001700,0.1096,0.014500,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,2,48,4,96,0,6,1,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0.1398,0,22.5000,0,0,0.4386,0.5784,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5339,5024.1953,5515.7031,6242.0117,0,10539.8984,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0.1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.076600,0.3235,0.014700,0.1213,0.019900,0.080400,0.002300,0.008000,2.2181,2.2420,0.002300,0.010000,0.047200,1.4379,0.3705,0.019500,0.6273,0.008000,0.4370,2.9361,0.4521,0.023700,0.001000,0.079500,0.005200,0.2748,0.002200,0.001100,0.003000,0.024400,0.060900,1.1889,0.005600,0.029300,0.001600,0.002300,0.1210,0.012900,0.000100,0,0,0,0,0,64,0,0,26,0,0,0,0,2,2,1,1,50,2,100,0,6,4,4,0,72,34,0,26,1,0,2,8,0,0,0,0,0,0,0,0.2366,0,25.5000,1.8506,0,1.2909,1.5275,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3775,5024.2227,5515.7656,6242.0117,0,10539.9883,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,5.2133,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
,0.069500,0.1811,0.013900,0.1301,0.016800,0.1208,0.002300,0.007900,2.4560,2.4805,0.001500,0.008700,0.040000,0.5480,0.3442,0.017600,0.6451,0.005400,0.1088,0,0.3651,0.021300,0.000900,0.002900,9.2591,9.5321,0.002000,0.000900,0.004900,0.026500,0.057000,0.7957,0.002200,0.028800,0.001600,0.001700,0.1442,0.017400,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0.1963,0,28,0,0,0.7552,0.9515,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1735,5024.2070,5515.7695,6242.0117,0,10539.9766,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0.1891,0,9.2531,0.087400,0,2568,390,0,0.3029,0,0,0,0,0,0,0,0
,0.072200,0.2162,0.013200,0.1065,0.018600,0.1331,0.002100,0.006900,2.2125,2.2309,0.001400,0.007500,0.036600,3.2416,0.4344,0.016600,0.6231,0.007000,0.3610,1.9617,0.4821,0.028400,0.000800,0.002800,0.004600,0.2368,0.002100,0.001000,0.003000,0.023700,0.1630,0.6718,0.001900,0.032200,0.001700,0.002300,0.1397,0.013400,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,50,2,100,0,10,3,3,0,2,29,0,27,1,0,2,6,0,0,0,0,0,0,0,0.1617,0,21,0,0,0.5916,0.7533,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6236,5024.2070,5515.7695,6242.0117,0,10539.9766,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,5.7522,0,0,0.066700,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.075200,0.1243,0.014100,0.1105,0.017300,0.071700,0.002300,0.007000,2.2026,2.2242,0.001700,0.009100,0.044100,0.5465,0.3661,0.017700,0.6446,0.006100,0.1396,0,0.3259,0.024800,0.000700,0.002600,0.004800,0.2603,0.001700,0.001100,0.002700,0.019800,0.063600,0.8527,0.002000,0.026900,0.001500,0.002000,0.1267,0.013600,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,8,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1941,0,31.5000,0,0,0.7541,0.9482,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9009,5024.2070,5515.7695,6242.0117,0,10539.9766,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0.1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.074900,0.2216,0.011400,0.1168,0.017500,0.1263,0.002800,0.008300,2.3068,2.3318,0.001600,0.008400,0.043900,1.8482,0.3687,0.018600,0.6134,0.007800,0.3502,1.4137,0.4753,0.029300,0.000900,0.002500,0.005800,0.2871,0.002100,0.001000,0.003200,0.023200,0.065000,0.6611,0.002100,0.028500,0.001600,0.002100,0.1349,0.014300,0.000200,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,1,1,50,2,98,0,8,3,3,0,2,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1696,0,20.5000,0,0,0.5716,0.7412,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4947,5024.2070,5515.7930,6242.0117,0,10540,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,3.7503,0,0,0,0,2236,365,0,0.2046,0,0,0,0,0,0,0,0
