EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/RenderThread/RayTracingGeometryManager_Tick,RayTracingGeometry/ReferencedSizeMB,RayTracingGeometry/RequestedSizeMB,RayTracingGeometry/TotalResidentSizeMB,RayTracingGeometry/TotalAlwaysResidentSizeMB,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/AllWorkers/Physics,Scheduler/AllWorkers/SignalStandbyThread,Scheduler/Oversubscription,Exclusive/GameThread/Input,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/Generic_RepNotifies,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/EventWait/EndPhysics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,Exclusive/GameThread/Tickables,Exclusive/GameThread/Landscape,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/UInstancedStaticMeshComponent_BatchUpdateInstancesTransforms,GuLiCommanderPresentation/GameThread/RebuildLocalInstances,GuLiCommanderHealthBars/GameThread/UpdateInstances,MassEntities/GameThread/BatchedCommand,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/ViewportMisc,Exclusive/GameThread/UpdateLevelStreaming,Slate/GameThread/TickPlatform,Exclusive/GameThread/UI,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/HandleRPC,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,GuLiCommanderHealthBars/VisibleInstances,MassEntitiesCounters/BatchedCommand,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/RawPing,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/ChaosDebugDrawComponent,Ticks/CameraComponent,Ticks/LineBatchComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/PhysicsFieldComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderHealthBarRenderer,Ticks/GuLiCommanderHUD,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderPresentationActor,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/FNiagaraWorldManagerTickFunction,Ticks/ParticleSystemManager,Ticks/StartPhysicsTick,Ticks/MassProcessingPhase,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/Actor,ActorCount/SkeletalMeshActor,ActorCount/GuLiTerritoryOutpostActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,AnimationParallelEvaluation/TotalTaskTime,AnimationParallelEvaluation/AverageTaskTime,AnimationParallelEvaluation/NumberOfTasks,AnimationParallelEvaluation/MinTaskTime,AnimationParallelEvaluation/MaxTaskTime,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RenderThreadTime,GameThreadTime,GPUTime,RenderThreadTime_CriticalPath,GameThreadTime_CriticalPath,MaxFrameTime,CPUUsage_Process,CPUUsage_Idle,Networking/GameThread/FastArray_Apply,Exclusive/GameThread/EventWait/PrePhysics,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiStrongholdNetworkPresentationComponent,Exclusive/GameThread/EventWait/StartPhysics,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.045400,0.007300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2184,0,0,0.012200,0.086200,0.010500,1.5698,0.033300,0.3225,0,0.000900,0.004200,0.028800,0.3732,0.5120,0.1050,0.004500,0.061000,0.040100,0.2639,0.030500,0.000700,0.002000,0.068600,0.017700,0.030900,0.005800,0.1222,1.2938,0.042400,0.2261,0.049400,0.095400,0.002600,0.020600,0.001600,0.006800,0.001500,0.019200,0.055500,0.050700,0.005600,0.000100,0.1492,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2310,0.057750,4,0.050000,0.075200,16.4871,8563.7734,2462.0039,2438.1680,0,11025.7773,0,0,0,0,0,16.6667,0.5396,28.6872,0,0,0,0,0,0,0,0,0,0
,0.042300,0.006000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2860,0.004400,1,0.011400,0.081600,0.009500,1.3228,0.028200,0.1146,0,0.000800,0.003500,0.027300,0.3497,0.5053,0.1326,0.004500,0.060600,0.042500,0.2766,0.019200,0.000800,0.067200,0.066400,0.015700,0.029500,0.006000,0.1236,1.0620,0.042300,0.2125,0.049900,0.1035,0.002300,0.019300,0.001400,0.007200,0.001700,0.020900,0.045400,0.052300,0.005600,0.000100,0.034200,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2058,0.051450,4,0.040000,0.060100,16.1426,8563.7109,2462.0039,2438.1680,0,11025.7773,0,0,0,0,0,16.6667,0.3944,28.9243,0,0,0,0,0,0,0,0,0,0
,0.046400,0.005700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2225,0,0,0.013500,0.081600,0.011700,1.6012,0.033300,0.2997,0.3534,0.001000,0.004000,0.028700,0.3212,0.5018,0.2855,0.007400,0.072300,0.044100,0.2260,0.020800,0.000600,0.001700,0.061300,0.015800,0.029000,0.009100,0.1251,1.3411,0.044500,0.2125,0.048300,0.1116,0.002500,0.022700,0.001300,0.006200,0.001600,0.010600,0.034300,0.045000,0.004700,0,0.1573,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1293,0.032325,4,0.007100,0.058600,17.6392,8563.7031,2462.0039,2438.1680,0,11025.7148,0,0,0,0,0,16.6667,0.5039,28.3357,0.007900,0,552,381,0,0.1105,0,0,0,0
,0.045200,0.007300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3432,0.008600,2,0.012400,0.089600,0.010800,1.6500,0.032400,0.3515,0.2263,0.000900,0.006000,0.026900,0.3993,0.5349,0.1278,0.007600,0.060700,0.050100,0.2757,0.022000,0.000600,0.002600,0.074800,0.017900,0.033900,0.006600,0.1551,1.3958,0.047500,0.2151,0.049200,0.088200,0.002600,0.024900,0.001400,0.006900,0.001600,0.020200,0.045400,0.053700,0.005600,0.000100,0.1196,0,0,63,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,63,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1847,0.046175,4,0.011600,0.062400,16.6566,8563.7031,2462.0078,2438.1680,0,11025.7109,0,0,0,0,0,16.6667,0.5038,29.0461,0,0,0,0,0,0,1,0,0,0
,0.049900,0.007100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2042,0,0,0.011600,0.087100,0.010100,1.4084,0.027100,0.1226,0.2576,0.001000,0.004900,0.033200,0.3179,0.5290,0.1585,0.004200,0.061200,0.038900,0.2104,0.021800,0.000400,0.002200,0.067200,0.015300,0.029200,0.005200,0.1246,1.1364,0.045000,0.2164,0.051000,0.1633,0.002700,0.024700,0.001300,0.006500,0.001400,0.018100,0.042400,0.046000,0.004700,0.000100,0.050500,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1361,0.034025,4,0.006900,0.060700,16.0180,8563.6992,2462.0078,2438.1680,0,11025.7109,0,0,0,0,0,16.6667,0.5101,29.4068,0,0,0,0,0,0,0,0,0,0
,0.044200,0.006900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2687,0.003900,1,0.012500,0.087400,0.010700,1.4355,0.028300,0.1384,0.2315,0.000900,0.003800,0.026400,0.3793,0.4934,0.1347,0.004300,0.062100,0.043300,0.3537,0.020500,0.000600,0.002000,0.067400,0.015600,0.028300,0.005600,0.1244,1.1376,0.044100,0.2566,0.047300,0.069600,0.002700,0.020200,0.001300,0.006000,0.001400,0.009900,0.032900,0.062600,0.005200,0.000100,0,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1290,0.032250,4,0.007500,0.058200,16.6828,8563.6992,2462.0078,2438.1680,0,11025.7070,0,0,0,0,0,16.6667,0.4747,28.8211,0,0,560,388,0,0.1171,0,0,0,0
,0.041600,0.006200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2230,0,0,0.013100,0.085200,0.009500,1.6648,0.030400,0.2119,0.011800,0.001100,0.004100,0.026200,0.3139,0.4938,0.1253,0.004700,0.062600,0.043500,0.2641,0.025100,0.000900,0.002400,0.071300,0.015200,0.029100,0.005800,0.1355,1.2991,0.045300,0.3025,0.053100,0.086800,0.002500,0.024800,0.001500,0.006500,0.001600,0.019000,0.043000,0.054400,0.006100,0.000100,0.1571,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2152,0.053800,4,0.048800,0.059800,16.8120,8563.6992,2462.0078,2438.1680,0,11025.7070,0,0,0,0,0,16.6667,0.4970,29.1990,0,0,0,0,0,0,0,0,0,0
,0.049500,0.007300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2505,0,0,0.013100,0.083600,0.011300,1.4078,0.033100,0.1092,0.2428,0.000700,0.004600,0.027600,0.3589,0.4680,0.1447,0.004500,0.1079,0.043200,0.3947,0.020800,0.000700,0.078700,0.065400,0.015800,0.029700,0.005800,0.1538,1.1311,0.045300,0.2166,0.050400,0.1001,0.002400,0.022000,0.001400,0.006200,0.001500,0.020000,0.045200,0.052200,0.006100,0.000100,0,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2204,0.055100,4,0.048900,0.068900,16.6991,8563.6953,2462.0078,2438.1680,0,11025.7070,0,0,0,0,0,16.6667,0.5208,28.4246,0,0,0,0,0,0,0,0,0,0
,0.035500,0.006100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2990,0.004600,1,0.011900,0.086200,0.012800,1.5821,0.039100,0.1981,0,0.001200,0.005100,0.033500,0.3534,0.5461,0.1416,0.005700,0.062800,0.043600,0.2858,0.021300,0.001000,0.002700,0.075600,0.018000,0.035300,0.007500,0.1517,1.3270,0.047800,0.2105,0.049400,0.082700,0.002600,0.023600,0.001500,0.007900,0.001600,0.010300,0.035300,0.1584,0.006100,0.000100,0.2054,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2306,0.057650,4,0.050400,0.073900,16.8490,8563.6953,2462.0078,2438.1680,0,11025.7031,0,0,0,0,0,16.6667,0.4799,28.9929,0,0,560,381,0,0.1198,0,0,0,0
,0.059400,0.006200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3141,0.004600,1,0.014500,0.091000,0.014900,1.3816,0.035100,0.068300,0,0.001400,0.005400,0.032200,0.3702,0.5680,0.1549,0.005000,0.071700,0.046800,0.2902,0.020000,0.001100,0.002400,0.081300,0.017600,0.032100,0.006300,0.1224,1.0837,0.043200,0.2338,0.049100,0.090100,0.002800,0.021200,0.001300,0.007200,0.001500,0.020200,0.045200,0.054700,0.005500,0.000100,0,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2113,0.052825,4,0.010100,0.082100,16.0903,8563.7812,2462.0117,2438.1680,0,11025.7070,0,0,0,0,0,16.6667,0.5248,28.1915,0,0,0,0,0,0,0,0,0,0
,0.051300,0.007100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2751,0.002900,1,0.013600,0.086900,0.012300,1.6396,0.031900,0.1978,0.1641,0.001000,0.005000,0.032500,0.3449,0.4424,0.1426,0.004400,0.062700,0.042400,0.2677,0.023800,0.000800,0.002300,0.069300,0.014500,0.029500,0.005900,0.1302,1.3396,0.045200,0.2291,0.047400,0.085600,0.002300,0.021700,0.001200,0.006200,0.001700,0.018400,0.041200,0.049600,0.005100,0.000100,0.1531,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2178,0.054450,4,0.049000,0.066300,17.1159,8563.7188,2462.0117,2438.1680,0,11025.7930,0,0,0,0,0,16.6667,0.4837,28.7881,0,0,0,0,0,0,0,0,0,0
,0.020400,0.006100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2963,0.003900,1,0.013000,0.086100,0.012000,1.3877,0.027800,0.095600,0.1655,0.000900,0.004600,0.037100,0.3414,0.5070,0.1494,0.006200,0.061700,0.040900,0.3419,0.020100,0.000700,0.002300,0.068200,0.016900,0.052700,0.006700,0.1234,1.1233,0.045300,0.2127,0.045700,0.082100,0.002300,0.020100,0.001400,0.006400,0.001600,0.009100,0.032900,0.048300,0.005400,0.000100,0,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2316,0.057900,4,0.050800,0.072300,16.3212,8563.7188,2462.0117,2438.1680,0,11025.7305,0,0,0,0,0,16.6667,0.5249,29.2774,0,0,537,385,0,0.1070,0,0,0,0
,0.046600,0.006100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2321,0,0,0.012700,0.087600,0.012600,1.6454,0.030000,0.2216,0,0.001200,0.005500,0.027500,0.3429,0.5046,0.1442,0.004800,0.073500,0.043600,0.2707,0.027300,0.000800,0.002400,0.066400,0.016800,0.034900,0.005900,0.1438,1.3660,0.078800,0.2172,0.045400,0.075100,0.002300,0.020600,0.001300,0.006200,0.001500,0.019900,0.067200,0.050800,0.005700,0.000100,0.1661,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2198,0.054950,4,0.048400,0.067800,17.0020,8563.8438,2462.0117,2438.1680,0,11025.7305,0,0,0,0,0,16.6667,0.4723,28.5336,0,0,0,0,0,0,0,0,0,0
,0.062000,0.007900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2648,0,0,0.012600,0.089700,0.046800,2.2112,0.038100,0.3458,0.4057,0.001300,0.004800,0.033500,0.4036,0.5461,0.1396,0.004900,0.062300,0.040800,0.3367,0.028200,0.001400,0.1003,0.079400,0.019100,0.038700,0.007200,0.1852,1.8985,0.055300,0.2722,0.044300,0.060600,0.002500,0.021800,0.001300,0.006400,0.001300,0.027600,0.056700,0.054400,0.005400,0.000100,0.1571,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1678,0.041950,4,0.010900,0.059300,18.0874,8563.8398,2462.0117,2438.1680,0,11025.8555,0,0,0,0,0,16.6667,0.5309,28.9312,0.010300,0,0,0,0,0,0,0,0,0
,0.055400,0.005800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3047,0.005400,1,0.012400,0.088500,0.013100,1.3814,0.033000,0.3156,0.050100,0.001200,0.004500,0.026400,0.3351,0.6814,0.1471,0.006200,0.065200,0.047100,0.2787,0.029800,0.000800,0.002700,0.072100,0.017000,0.032600,0.006200,0.1237,1.0944,0.044000,0.2320,0.057100,0.069900,0.009700,0.020500,0.001400,0.007200,0.001800,0.010800,0.035600,0.053100,0.004900,0.000200,0.021000,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2519,0.062975,4,0.053300,0.076600,15.1295,8563.7148,2462.0117,2438.1680,0,11025.8516,0,0,0,0,0,16.6667,0.5678,28.5688,0.004900,0,567,383,0,0.1192,0,0,0,0
,0.052000,0.007300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2566,0.002700,1,0.012400,0.094000,0.012500,1.5570,0.029700,0.1224,0,0.001100,0.004300,0.026400,0.4302,0.4917,0.1125,0.004600,0.059800,0.041300,0.3807,0.021300,0.000800,0.002500,0.1018,0.016600,0.031100,0.006000,0.1268,1.2648,0.046800,0.2157,0.050000,0.093500,0.002700,0.022000,0.001400,0.006800,0.001600,0.021600,0.047000,0.055500,0.006000,0.000100,0.080700,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2339,0.058475,4,0.048400,0.070500,16.6702,8563.5898,2462.0156,2438.1680,0,11025.7305,0,0,0,0,0,16.6667,0.4541,28.6538,0,0,0,0,0,0,0,0,0,0
,0.055400,0.006900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2063,0,0,0.011900,0.091600,0.013500,1.4291,0.032600,0.1630,0.2416,0.001300,0.005000,0.028200,0.3421,0.4802,0.1475,0.004500,0.067500,0.046000,0.2428,0.029800,0.000800,0.002300,0.075100,0.018100,0.032000,0.006300,0.1445,1.1496,0.052100,0.2394,0.049000,0.093000,0.002700,0.021300,0.001400,0.007000,0.001600,0.019100,0.042600,0.052500,0.005500,0.000100,0,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2348,0.058700,4,0.048300,0.066400,16.5444,8563.5898,2462.0781,2438.1680,0,11025.6680,0,0,0,0,0,16.6667,0.4490,29.1074,0,0,0,0,0,0,0,0,0,0
,0.056400,0.007700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3009,0.004500,1,0.013600,0.096200,0.014400,1.3609,0.032300,0.066000,0,0.001200,0.005000,0.031600,0.4015,0.7094,0.1603,0.005500,0.070800,0.044000,0.3373,0.024000,0.000800,0.002600,0.074200,0.018300,0.032700,0.006700,0.1235,1.0882,0.043800,0.2094,0.050500,0.1043,0.002800,0.019800,0.001400,0.007000,0.001700,0.011400,0.036600,0.054300,0.006100,0.000100,0,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1565,0.039125,4,0.008100,0.081500,16.6708,8563.5938,2462.0781,2438.1680,0,11025.6680,0,0,0,0,0,16.6667,0.4392,28.5627,0,0,532,386,0,0.1180,0,0,0,0
,0.048100,0.006300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2327,0.003900,1,0.012900,0.089800,0.012700,1.6179,0.034700,0.2708,0.1684,0.001100,0.004600,0.028400,0.4336,0.4707,0.1504,0.004400,0.064300,0.054800,0.1708,0.024100,0.000600,0.002400,0.071900,0.015800,0.030900,0.005900,0.1422,1.3402,0.050500,0.2179,0.047900,0.075100,0.002500,0.019800,0.001700,0.007100,0.001700,0.020000,0.044000,0.068200,0.005300,0.000100,0.1567,0,0,63,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,63,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1941,0.048525,4,0.010900,0.066900,17.0589,8563.5938,2462.0820,2438.1680,0,11025.6758,0,0,0,0,0,16.6667,0.5096,28.8718,0,0.018200,0,0,0,0,1,0,0,0
,0.056600,0.006600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2698,0,0,0.013600,0.092700,0.013700,1.6433,0.032800,0.2149,0.1692,0.001000,0.005100,0.029800,0.5130,0.5210,0.1434,0.004700,0.068600,0.052900,0.2970,0.021500,0.001200,0.090700,0.075000,0.016200,0.032100,0.006600,0.1233,1.2619,0.043600,0.3109,0.053300,0.095400,0.002900,0.025200,0.001300,0.006600,0.001700,0.018900,0.043000,0.054200,0.006300,0.000100,0.1547,0,0,62,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2463,0.061575,4,0.049000,0.079700,16.9817,8563.2031,2462.0820,2438.1680,0,11025.6758,0,0,0,0,0,16.6667,0.5429,28.2359,0,0,0,0,0,0,0,0,0,0
