EVENTS,Exclusive/GameThread/Input,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/EventWait/EndPhysics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,Exclusive/GameThread/Tickables,Exclusive/GameThread/Landscape,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/UInstancedStaticMeshComponent_BatchUpdateInstancesTransforms,GuLiCommanderPresentation/GameThread/RebuildLocalInstances,MassEntities/GameThread/BatchedCommand,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/ViewportMisc,Exclusive/GameThread/UpdateLevelStreaming,Slate/GameThread/TickPlatform,Exclusive/GameThread/UI,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/Generic_RepNotifies,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,GuLiCommanderPresentation/InstanceAndMirrorCacheBytes,GuLiCommanderPresentation/RosterCacheBytes,MassEntitiesCounters/BatchedCommand,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/RawPing,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/ChaosDebugDrawComponent,Ticks/SkeletalMeshActor,Ticks/CameraComponent,Ticks/LineBatchComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/PhysicsFieldComponent,Ticks/GuLiCommanderHUD,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderPresentationActor,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/FNiagaraWorldManagerTickFunction,Ticks/ParticleSystemManager,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/Actor,ActorCount/SkeletalMeshActor,ActorCount/GuLiTerritoryOutpostActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,AnimationParallelEvaluation/TotalTaskTime,AnimationParallelEvaluation/AverageTaskTime,AnimationParallelEvaluation/NumberOfTasks,AnimationParallelEvaluation/MinTaskTime,AnimationParallelEvaluation/MaxTaskTime,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RenderThreadTime,GameThreadTime,GPUTime,RenderThreadTime_CriticalPath,GameThreadTime_CriticalPath,MaxFrameTime,CPUUsage_Process,CPUUsage_Idle,Exclusive/AllWorkers/MassProcessorTask,Exclusive/RenderThread/RayTracingGeometryManager_Tick,RayTracingGeometry/ReferencedSizeMB,RayTracingGeometry/RequestedSizeMB,RayTracingGeometry/TotalResidentSizeMB,RayTracingGeometry/TotalAlwaysResidentSizeMB,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/AllWorkers/Physics,Scheduler/AllWorkers/SignalStandbyThread,Scheduler/Oversubscription,GuLiCommanderMiniMap/DataCacheBytes,GuLiCommanderHealthBars/DataCacheBytes,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiStrongholdNetworkPresentationComponent,Networking/GameThread/FastArray_Apply,Exclusive/GameThread/EventWait/StartPhysics,Exclusive/GameThread/EventWait,FMsgLogf/FMsgLogfCount
,0.010200,0.072800,0.008200,0.3744,0.024500,0.088100,0.000800,0.002300,0.019400,0.2828,0.081800,0.068400,0.002400,0.080200,0.020800,0.1033,0.009800,0.000800,0.002500,0.072200,0.019800,0.030700,0.006900,0.026000,0.2900,0.029700,0.033300,0.093300,0.002000,0.015300,0.000800,0.007400,0.001300,0.018000,0.035400,0.064800,0.004600,0.075100,0,0,0,0,0,62,0,0,0,0,0,0,334692,144788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1192,0.029800,4,0.018200,0.048100,17.2577,10487.0898,2585.5430,2554.0898,0,13070.6992,0,0,0,0,0,16.6667,0.2877,27.8837,0.027000,0.005700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1136,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.012500,0.063600,0.010000,0.1950,0.021100,0.042100,0.000800,0.003400,0.020200,0.2428,0.1150,0.095200,0.004400,0.061800,0.017600,0.062800,0.007100,0.000100,0.010900,0.046600,0.011200,0.018100,0.004100,0.020400,0.1441,0,0.028300,0.054300,0.001800,0.012200,0.000700,0.004600,0.001000,0.006500,0.021000,0.064200,0.003000,0,0,0.000100,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,63,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1172,0.029300,4,0.020100,0.047200,16.2043,10487.2656,2585.5430,2554.0898,0,13072.6328,0,0,0,0,0,16.6667,0.2922,28.4798,0.020400,0.003700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076200,0,0,0,0,0,0,0,0,1,0,0,0,0
,0.009300,0.056100,0.007600,0.1897,0.017900,0.064300,0.000900,0.002300,0.016200,0.1987,0.065700,0.077700,0.002200,0.052100,0.016100,0.073600,0.005200,0.000100,0.001700,0.044700,0.011200,0.018400,0.003800,0.020100,0.1470,0,0.025200,0.040700,0.001500,0.012500,0.000700,0.004700,0.000900,0.012800,0.026800,0.060300,0.002800,0.064800,0,0.000200,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092000,0.023000,4,0.018700,0.032400,16.5665,10486.9297,2585.5430,2554.0898,0,13072.8086,0,0,0,0,0,16.6667,0.3118,28.3660,0.023100,0.003700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084300,0.002700,1,0,0,510,377,0,0.051000,0,0,0,0,0
,0.016700,0.073600,0.015200,0.2481,0.028300,0.064100,0.001300,0.004700,0.029000,0.3065,0.1075,0.1102,0.001900,0.075100,0.026500,0.093700,0.009000,0.000400,0.002300,0.057800,0.015800,0.026300,0.005000,0.024100,0.1770,0,0.033300,0.053900,0.002400,0.011900,0.000800,0.004600,0.000900,0.012900,0.027900,0.058500,0.003800,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1443,0.036075,4,0.019400,0.060000,17.0495,10486.9453,2585.5469,2554.0898,0,13072.4766,0,0,0,0,0,16.6667,0.3373,27.9390,0.032700,0.003400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1106,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.009400,0.057700,0.008200,0.1924,0.018100,0.069300,0.000900,0.002100,0.029200,0.2745,0.076400,0.066400,0.002000,0.055900,0.019200,0.050400,0.006700,0.000200,0.1115,0.1253,0.011800,0.018900,0.004000,0.020000,0.1450,0,0.025900,0.049300,0.001600,0.012000,0.000800,0.004600,0.000800,0.006600,0.021700,0.060100,0.003100,0.069000,0,0.000100,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1123,0.028075,4,0.017900,0.043700,16.5748,10486.5898,2585.5469,2554.0898,0,13072.4922,0,0,0,0,0,16.6667,0.2614,28.1563,0.024300,0.003300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085300,0,0,27384,64,0,0,0,0,0,0,0,0,0
,0.010700,0.083900,0.010200,0.2434,0.024600,0.065100,0.000900,0.003100,0.016300,0.2935,0.075600,0.083800,0.002100,0.062300,0.025800,0.089900,0.009800,0.000300,0.002000,0.068100,0.015400,0.027500,0.005100,0.024600,0.1830,0,0.050200,0.072400,0.003700,0.017900,0.001200,0.006200,0.001200,0.023100,0.045600,0.084900,0.005000,0.015700,0,0.000200,0.015100,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1707,0.042675,4,0.021600,0.058300,16.7937,10492.5234,2585.5469,2554.0898,0,13072.1367,0,0,0,0,0,16.6667,0.3174,27.4231,0.023100,0.005000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1040,0,0,0,0,518,376,0,0.049600,0,0,0,0,0
,0.012300,0.066500,0.016300,0.2541,0.020500,0.096200,0.000800,0.002300,0.017800,0.2173,0.080400,0.085000,0.002100,0.053300,0.017900,0.075300,0.007200,0.000300,0.001300,0.048400,0.011900,0.019200,0.003400,0.021100,0.1762,0.027600,0.025600,0.044900,0.001700,0.011600,0.000700,0.004500,0.000900,0.012700,0.027100,0.047400,0.002800,0.070400,0.007900,0,0,0,0,62,0,0,0,0,0,0,334692,144788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1021,0.025525,4,0.017800,0.040600,16.4370,10488.1992,2585.5469,2554.0898,0,13078.0703,0,0,0,0,0,16.6667,0.2892,27.7360,0.022700,0.004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086600,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.009100,0.057200,0.008100,0.1893,0.019700,0.034700,0.000600,0.002700,0.017100,0.2170,0.071200,0.077500,0.002100,0.054900,0.017800,0.065100,0.006400,0.000200,0.006300,0.043000,0.010900,0.018700,0.004000,0.020100,0.1447,0,0.027700,0.042100,0.002000,0.012100,0.000700,0.005000,0.000900,0.007800,0.022500,0.051700,0.003000,0,0,0.000100,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099700,0.024925,4,0.019600,0.038200,16.4038,10488.1289,2585.5469,2554.0898,0,13073.7461,0,0,0,0,0,16.6667,0.3162,28.2372,0.018200,0.004200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069000,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.011100,0.069000,0.010700,0.2260,0.021200,0.091100,0.001000,0.003000,0.020900,0.2637,0.088800,0.075200,0.003300,0.067200,0.021800,0.096100,0.008000,0.000400,0.002200,0.055900,0.014100,0.021900,0.004800,0.020300,0.1717,0,0.027100,0.068600,0.002100,0.013200,0.000800,0.004300,0.001400,0.013400,0.028400,0.049800,0.003700,0.095600,0,0.000100,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1273,0.031825,4,0.020200,0.052800,17.0613,10487.9805,2585.5469,2554.0898,0,13073.6758,0,0,0,0,0,16.6667,0.2736,28.3070,0.028200,0.003900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1098,0,0,0,0,512,376,0,0.049800,0,0,0,0,0
,0.009400,0.055500,0.008500,0.1889,0.019400,0.034800,0.001000,0.002900,0.016700,0.2236,0.071000,0.081800,0.002000,0.056900,0.015800,0.059400,0.006200,0.000200,0.001600,0.044100,0.011900,0.017900,0.003100,0.020900,0.1468,0,0.024900,0.041700,0.001800,0.010500,0.000700,0.004000,0.000700,0.012400,0.026400,0.045900,0.003000,0,0,0.000100,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1020,0.025500,4,0.018800,0.037600,16.2651,10487.7734,2585.5469,2554.0898,0,13073.5273,0,0,0,0,0,16.6667,0.3109,27.7359,0.023200,0.003800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068900,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.009100,0.067400,0.007800,0.2295,0.021000,0.1787,0.000400,0.003600,0.017600,0.2542,0.070600,0.065500,0.002300,0.064900,0.028000,0.074400,0.007800,0.000200,0.3394,0.2187,0.014900,0.023300,0.004000,0.024200,0.1812,0,0.028800,0.048900,0.001900,0.014200,0.000800,0.005000,0.000900,0.008200,0.025900,0.070600,0.003700,0.066100,0.060800,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1170,0.029250,4,0.019100,0.045400,17.6144,10492.1562,2585.5469,2554.0898,0,13073.3203,0,0,0,0,0,16.6667,0.3063,28.5048,0.018700,0.004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1167,0,0,27384,64,0,0,0,0,0,0.078300,0,0,0
,0.010200,0.057400,0.007400,0.1895,0.020300,0.1044,0.000600,0.003100,0.016200,0.2118,0.074000,0.079200,0.001900,0.055700,0.017200,0.081400,0.008700,0.000200,0.001800,0.047200,0.011800,0.020000,0.003400,0.019800,0.1455,0,0.028800,0.039200,0.005100,0.011500,0.000700,0.004200,0.001100,0.013000,0.026800,0.048100,0.003600,0.013800,0,0.000100,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1015,0.025375,4,0.018900,0.039400,15.8358,10487.7539,2585.5820,2554.0898,0,13077.7383,0,0,0,0,0,16.6667,0.2872,28.3977,0.025400,0.003500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089900,0.002500,1,0,0,520,375,0,0.050200,0,0,0,0,0
,0.009400,0.059800,0.007800,0.2598,0.017800,0.069600,0.000500,0.002700,0.016500,0.1898,0.066800,0.077000,0.002500,0.055100,0.017200,0.059600,0.006700,0.000300,0.001300,0.045100,0.010400,0.017700,0.003400,0.021600,0.1884,0.027700,0.027000,0.039000,0.001500,0.011900,0.000700,0.004300,0.000800,0.013600,0.029000,0.048300,0.002900,0.062900,0,0,0,0,0,61,0,0,0,0,0,0,334692,144788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094600,0.023650,4,0.018200,0.034300,16.6962,10488.0234,2585.5820,2554.0898,0,13073.3359,0,0,0,0,0,16.6667,0.2746,28.2993,0.022300,0.003900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069100,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.015000,0.070100,0.012900,0.2171,0.022600,0.092300,0.001400,0.004100,0.023600,0.2318,0.088300,0.087200,0.001900,0.065000,0.020300,0.077300,0.007100,0.000200,0.002400,0.053300,0.015300,0.024700,0.004300,0.023800,0.1685,0,0.027000,0.047400,0.001700,0.010900,0.000800,0.004600,0.000900,0.008200,0.022900,0.048900,0.003400,0,0.015600,0.000100,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1094,0.027350,4,0.018000,0.045000,16.7870,10487.6992,2585.5820,2554.0898,0,13073.6055,0,0,0,0,0,16.6667,0.2828,28.2470,0.026600,0.003800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089500,0.002200,1,0,0,0,0,0,0,0,0,0,0,0
,0.010200,0.056500,0.007300,0.1957,0.018000,0.090400,0.000400,0.002500,0.014200,0.2058,0.086600,0.065900,0.002000,0.051500,0.023000,0.1065,0.008600,0.000200,0.001300,0.049800,0.012100,0.018400,0.003600,0.021000,0.1544,0,0.025300,0.040100,0.001400,0.010300,0.000700,0.003900,0.000800,0.012600,0.026300,0.046100,0.003200,0.066500,0.096200,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091800,0.022950,4,0.017300,0.032600,16.6669,10487.6992,2585.5820,2554.0898,0,13073.2812,0,0,0,0,0,16.6667,0.3029,28.0317,0.016200,0.003200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1194,0.002400,1,0,0,514,378,0,0.056500,0,0,0,0,0
,0.010000,0.076300,0.008100,0.2513,0.025000,0.082600,0.000900,0.003400,0.019700,0.2807,0.2181,0.070800,0.003000,0.068000,0.032000,0.1116,0.012800,0.000500,0.002300,0.060300,0.016500,0.024100,0.005600,0.025100,0.1978,0,0.036900,0.060900,0.002100,0.019000,0.000900,0.005800,0.001700,0.018400,0.036100,0.071400,0.005000,0.080300,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1248,0.031200,4,0.019200,0.050600,17.0480,10492.0039,2585.5820,2554.0898,0,13073.2812,0,0,0,0,0,16.6667,0.3260,27.7559,0.027700,0.004800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1306,0.001700,1,0,0,0,0,0,0,0,0,0,0,0
,0.010100,0.057700,0.009300,0.1956,0.020800,0.046000,0.000900,0.002100,0.017500,0.2435,0.1272,0.054800,0.002200,0.058200,0.025500,0.1004,0.009600,0.000300,0.053900,0.1268,0.013300,0.022200,0.003600,0.022300,0.1502,0,0.025600,0.044900,0.001600,0.011600,0.000700,0.004200,0.000800,0.007000,0.021400,0.049700,0.003200,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1204,0.030100,4,0.017300,0.040000,16.3026,10487.0859,2585.5820,2554.0898,0,13077.5859,0,0,0,0,0,16.6667,0.2990,26.8850,0.020900,0.003800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1155,0,0,27384,64,0,0,0,0,1,0,0,0,0
,0.009600,0.056400,0.008400,0.1899,0.019000,0.070700,0.000600,0.003200,0.016500,0.2261,0.1279,0.067800,0.002300,0.053600,0.024400,0.056800,0.009400,0.000200,0.001600,0.045900,0.011500,0.019400,0.003300,0.020900,0.1462,0,0.024400,0.035900,0.001500,0.011200,0.000900,0.004600,0.000900,0.012700,0.026700,0.059000,0.003000,0.016800,0,0.000100,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1084,0.027100,4,0.016900,0.037600,16.5169,10487.8477,2585.6445,2554.0898,0,13072.7305,0,0,0,0,0,16.6667,0.3027,27.8503,0.022800,0.003600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095000,0.002500,1,0,0,522,378,0,0.047300,0,0,0,0,0
,0.015600,0.069300,0.012900,0.2597,0.024300,0.1081,0.000800,0.003500,0.020800,0.2862,0.1152,0.063500,0.002100,0.066300,0.029900,0.1163,0.012700,0.000200,0.002400,0.051800,0.012600,0.019700,0.004600,0.020900,0.1760,0.027300,0.026600,0.054900,0.001700,0.012100,0.000800,0.005000,0.001100,0.013300,0.027600,0.054000,0.003800,0.083600,0.1137,0,0,0,0,61,0,0,0,0,0,0,334692,144788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1314,0.032850,4,0.017600,0.050000,17.1609,10487.6953,2585.6445,2554.0898,0,13073.4922,0,0,0,0,0,16.6667,0.3659,28.0554,0.022700,0.003900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1334,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.009100,0.056300,0.008000,0.1906,0.019100,0.034000,0.000900,0.002700,0.016900,0.2123,0.1273,0.076100,0.002400,0.057700,0.023100,0.096700,0.009400,0.000200,0.001600,0.046700,0.013100,0.020500,0.003700,0.020000,0.1461,0,0.024500,0.040900,0.001300,0.010300,0.000700,0.003800,0.000900,0.007100,0.022000,0.046200,0.002700,0,0,0.000100,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1349,0.033725,4,0.019300,0.055500,16.1314,10488.2930,2585.6484,2554.0898,0,13073.3438,0,0,0,0,0,16.6667,0.2611,28.3269,0.024700,0.003600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1104,0.002100,1,0,0,512,376,0,0.050800,0,0,0,0,0
