EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GameplayDebuggerPlayerManager,Ticks/GuLiBuildingShieldComponent,GuLiCommanderPoseDispatch/SaturatedAtAttempt,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,Exclusive/GameThread/EventWait
,0.1481,0.064400,0.061800,0.012700,0.1218,0.016300,0.086400,0.002500,0.008300,0.003500,0.026100,0.001400,0.004900,0.036800,0.4182,0.2564,0.014100,1.0060,0.005600,0.3780,0.030800,0.000700,0.002700,6.9066,7.0553,0.001800,0.000900,0.005100,0.023500,0.052000,0.4064,0.1121,0.001700,0.024000,0.001500,0.001700,0.088800,0.013300,0.000200,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1178,0,15.5000,0,0,0.3324,0.4502,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8207,4515.9102,5484.5273,6220.4102,0,10000.4375,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,6.9002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2486,0.064000,0.2183,0.010800,0.087200,0.014600,0.063100,0.002300,0.006600,0.003200,0.022400,0.001300,0.004400,0.029500,2.2906,0.2882,0.012300,0.8886,0.006000,0.4116,0.027000,0.000600,0.002200,0.004000,0.1101,0.001500,0.000800,0.002600,0.015800,0.1176,0.7376,0.5271,0.001500,0.020200,0.001300,0.001200,0.088200,0.014400,0.000100,1.7720,0,0,0,0,59,0,0,0,0,0,0,2,2,0,1,50,2,100,0,10,10,10,0,4,28,0,26,1,0,1,20,0,0,0,0,0,0,0,0.1535,0,35,0,0,0.6675,0.8210,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1324,4515.0898,5484.5273,6220.4102,0,9999.6172,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1828,0.066300,0.079800,0.009700,0.086100,0.013700,0.089500,0.002600,0.008800,0.003400,0.027000,0.001600,0.004800,0.037700,0.3644,0.2598,0.010500,0.9659,0.003700,0.3508,0.027000,0.000600,0.066200,0.004400,0.1040,0.001300,0.000800,0.002000,0.014600,0.046600,0.4060,0.097800,0.001400,0.018000,0.001400,0.001700,0.084100,0.013100,0.000100,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.098705,0,21,0,0,0.3433,0.4420,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7650,4512.8438,5484.5273,6220.4102,0,9997.3711,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,2996,389,0,0.2351,0,0,0,0,0,0,0,0,0
,3.3086,0.069300,0.083400,0.013800,0.1096,0.014900,0.080300,0.002700,0.008300,0.003100,0.025000,0.001300,0.005300,0.029700,0.3693,0.2798,0.012100,0.8710,0.003700,0.3560,0.023100,0.000600,0.002000,0.004400,0.1145,0.001500,0.000800,0.002000,0.015200,0.049100,0.5536,0.1002,0.001500,0.020700,0.001200,0.001900,0.087700,0.013400,0.000100,2.0289,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1281,0,25.5000,0,0,0.4916,0.6197,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7957,4508.2070,5484.5273,6220.4102,0,9992.7344,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1555,0.068300,0.2048,0.011900,0.099300,0.016000,0.076600,0.002300,0.008300,0.004000,0.026800,0.001300,0.004600,0.034200,1.1988,0.2589,0.015700,0.8694,0.005000,0.3093,0.028600,0.000500,0.001700,0.005400,0.1248,0.002300,0.001200,0.002300,0.019000,0.1256,0.4528,0.4450,0.001900,0.020300,0.001300,0.001700,0.094600,0.015000,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,9,9,0,0,26,0,26,1,0,2,18,0,0,0,0,0,0,0,0.1117,0,23,0,0,0.3890,0.5007,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8148,4507.4414,5484.5273,6220.4102,0,9991.9688,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.7174,0.065600,0.2437,0.015800,0.094800,0.014900,0.081400,0.002100,0.007900,0.003800,0.026100,0.001300,0.005900,0.040900,1.3297,0.2655,0.014200,1.2639,0.008500,0.4419,0.029700,0.000700,0.002000,0.004500,0.1164,0.001200,0.000800,0.002500,0.016700,0.050200,0.5930,0.6751,0.001800,0.037300,0.001200,0.001500,0.088300,0.012500,0.000200,2.3807,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,98,0,6,10,10,0,4,26,0,26,0,0,2,20,0,0,0,0,0,0,0,0.1342,0,30,0,0,0.5315,0.6657,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5351,4506.5508,5484.5273,6220.4102,0,9991.0781,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,2112,364,0,0.1347,0,0,0,0,0,0,0,0,0
,0.1464,0.070400,0.082400,0.009200,0.1153,0.016100,0.076600,0.002700,0.007700,0.002900,0.023200,0.001300,0.004600,0.030500,0.6684,0.2612,0.016700,0.9568,0.004000,0.2645,0.024800,0.000600,0.001600,5.2194,5.3540,0.002500,0.001000,0.005900,0.025700,0.061800,0.5459,0.1381,0.001900,0.024600,0.001300,0.001600,0.1130,0.018300,0.000200,0.066300,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1381,0,24.5000,0,0,0.4670,0.6051,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6085,4506.4180,5484.5273,6220.4102,0,9990.9453,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,5.2137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.8808,0.076200,0.1760,0.016200,0.094800,0.016000,0.081000,0.002400,0.007500,0.004500,0.025900,0.001100,0.004700,0.032900,2.0479,0.2579,0.019300,1.2252,0.006100,0.4803,0.031500,0.000700,0.002300,0.005300,0.1344,0.001400,0.001000,0.002500,0.018600,0.045600,0.5372,0.4463,0.001300,0.018900,0.001400,0.001500,0.084700,0.012400,0.000200,2.1707,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,9,9,0,2,26,0,26,0,0,2,18,0,0,0,0,0,0,0,0.1299,0,27.5000,0,0,0.4699,0.5998,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9699,4511.0430,5484.5273,6220.4102,0,9995.5703,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1418,0.083900,0.085800,0.009900,0.086400,0.013400,0.069800,0.002300,0.008200,0.004100,0.026200,0.001200,0.004300,0.035700,0.7266,0.2466,0.013200,1.2359,0.005600,0.3001,0.027500,0.000500,0.065500,0.003700,0.088200,0.001300,0.000700,0.001800,0.014500,0.043000,0.4391,0.1119,0.001800,0.015300,0.001000,0.001100,0.073400,0.010500,0.000100,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1035,0,20,0,0,0.3744,0.4779,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3733,4510.7812,5484.5273,6220.4102,0,9995.3086,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,2665,381,0,0.2221,0,0,0,0,0,0,0,0,0
,3.5003,0.068900,0.2157,0.013800,0.095100,0.016100,0.078200,0.002300,0.007300,0.003400,0.024400,0.000900,0.004700,0.035800,0.9688,0.3211,0.017500,0.9472,0.005000,0.4906,0.025600,0.000700,0.001800,0.004900,0.1129,0.001500,0.000800,0.002100,0.015500,0.054900,0.5490,0.4855,0.002000,0.021900,0.001700,0.001800,0.089600,0.013400,0.000200,1.0816,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,9,9,0,2,26,0,26,0,0,2,18,0,0,0,0,0,0,0,0.1274,0,26,0,0,0.4858,0.6132,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9484,4510.4531,5484.5273,6220.4102,0,9994.9805,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1737,0.068900,0.098300,0.011900,0.1011,0.048900,0.072700,0.002000,0.006400,0.003500,0.021500,0.001100,0.003800,0.029300,0.6939,0.2509,0.014000,0.8592,0.003200,0.2790,0.026500,0.000800,0.002100,0.005500,0.8035,0.001000,0.000700,0.001800,0.013200,0.055100,0.6262,0.1152,0.001600,0.020300,0.001200,0.001500,0.1039,0.012800,0.000200,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,16,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1372,0,30.5000,0,0,0.5687,0.7059,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2979,4510.3164,5484.5273,6220.4102,0,9994.8438,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.3842,0.070100,0.1738,0.012200,0.086300,0.014000,0.077700,0.002500,0.007900,0.003500,0.026300,0.001000,0.004600,0.033600,0.8646,0.2468,0.014900,1.0287,0.004800,0.3811,0.023900,0.000500,0.002300,0.003700,0.099500,0.001500,0.000800,0.002300,0.014900,0.047900,0.5292,0.4313,0.001300,0.018400,0.001300,0.001500,0.094000,0.015400,0.000100,2.0129,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,9,9,0,2,26,0,26,0,0,2,18,0,0,0,0,0,0,0,0.1429,0,19,0,0,0.4494,0.5923,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7292,4509.1406,5484.5273,6220.4102,0,9993.6680,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,2328,364,0,0.1846,0,0,0,0,0,0,0,0,0
,0.1616,0.070700,0.088900,0.009900,0.1127,0.017000,0.070400,0.002300,0.007900,0.003200,0.023500,0.001100,0.004000,0.029600,0.6948,0.2168,0.016600,1.0557,0.004300,0.2877,0.025800,0.000700,0.001600,5.9379,6.0644,0.001800,0.000900,0.003800,0.023500,0.053400,0.5797,0.1072,0.001800,0.022100,0.001400,0.001800,0.095300,0.015000,0.000100,0.084900,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1356,0,28.5000,0,0,0.5011,0.6367,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3889,4508.6992,5484.5273,6220.4102,0,9993.2266,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,5.9330,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.4685,0.064700,0.2618,0.010700,0.086800,0.015000,0.081700,0.003900,0.007500,0.003200,0.025100,0.001400,0.004100,0.033300,1.8890,0.2354,0.017000,1.0427,0.004800,0.4009,0.025500,0.000500,0.002300,0.004000,0.1048,0.001400,0.001000,0.001800,0.014800,0.047700,0.4900,0.4619,0.001400,0.019100,0.001300,0.001500,0.089000,0.013300,0.000100,1.0305,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,10,10,0,2,26,0,26,0,0,2,20,0,0,0,0,0,0,0,0.1306,0,24.5000,0,0,0.5111,0.6417,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3698,4508.7734,5484.5273,6220.4102,0,9993.3008,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1443,0.066500,0.1277,0.008500,0.079300,0.012400,0.058500,0.002000,0.007400,0.003300,0.021200,0.001200,0.004300,0.028600,0.4158,0.2211,0.016500,0.9435,0.003500,0.2677,0.024100,0.000400,0.062200,0.005700,0.1012,0.001600,0.000700,0.001500,0.012800,0.046400,0.7489,0.093900,0.004500,0.017000,0.001200,0.001600,0.1026,0.015100,0.000100,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,68,8,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1546,0,24.5000,0,0,0.6784,0.8330,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2204,4507.9023,5484.5273,6220.4102,0,9992.4297,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,2518,390,0,0.2508,0,2,0,0,0,0,0,0,0
,5.2197,0.063300,0.086200,0.008500,0.083700,0.014100,0.064600,0.002100,0.007600,0.003100,0.023200,0.000800,0.003800,0.029000,0.7873,0.3521,0.015100,1.3209,0.004600,0.4113,0.027600,0.000400,0.002400,0.004400,0.1143,0.002200,0.000800,0.002500,0.016800,0.052100,0.5495,0.1056,0.001800,0.021300,0.001200,0.001500,0.086300,0.012900,0.000100,3.3459,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,8,1,1,0,3,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1370,0,25.5000,0,0,0.4814,0.6184,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1397,4506.8594,5484.5273,6220.4102,0,9991.3867,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1325,0.064500,0.1713,0.011700,0.083500,0.013400,0.084300,0.002300,0.008000,0.003500,0.025400,0.001200,0.003900,0.030800,0.8227,0.2224,0.017800,0.9765,0.004900,0.3340,0.026800,0.000400,0.001700,0.003300,0.087500,0.001000,0.000500,0.001700,0.012200,0.084100,0.6205,0.4221,0.000900,0.016600,0.000800,0.001000,0.078700,0.012700,0.000200,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,9,9,0,1,27,0,26,1,0,2,18,0,0,0,0,0,0,0,0.1370,0,24.5000,0,0,0.5415,0.6785,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3244,4514.4727,5484.5273,6220.4102,0,9999,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.6082,0.074300,0.091200,0.017300,0.1095,0.015200,0.091100,0.002700,0.008400,0.003900,0.026300,0.001200,0.005000,0.037100,0.4502,0.3371,0.019400,1.3792,0.005500,0.4285,0.024400,0.000500,0.001800,0.003900,0.1232,0.003000,0.000900,0.004300,0.022900,0.091600,0.6195,0.1017,0.001600,0.018300,0.001200,0.001300,0.084100,0.013100,0.000100,2.6882,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,50,2,100,0,9,1,1,0,3,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1510,0,30.5000,0,0,0.5407,0.6917,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2955,4513.7031,5484.5273,6220.4102,0,9998.2305,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,2514,365,0,0.2015,0,0,0,0,0,0,0,0,0
,0.1859,0.068300,0.2306,0.009100,0.1126,0.013800,0.073600,0.002500,0.007200,0.003500,0.024300,0.000900,0.004400,0.029500,1.1558,0.2363,0.014100,0.8712,0.003800,0.2114,0.025000,0.000600,0.001800,5.9911,6.1071,0.001800,0.000700,0.004000,0.023800,0.1133,0.5627,0.4745,0.001700,0.021800,0.001200,0.001600,0.090000,0.013900,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,99,0,8,9,9,0,0,26,0,26,1,0,2,18,0,0,0,0,0,0,0,0.1595,0,22.5000,0,0,0.5027,0.6622,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6809,4512.2695,5484.5273,6220.4102,0,9996.7969,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,5.9868,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.7014,0.070300,0.1836,0.008300,0.087600,0.015500,0.073100,0.002400,0.008700,0.003700,0.026800,0.001300,0.004900,0.035200,1.9771,0.2266,0.010600,0.8264,0.004400,0.4006,0.027100,0.000500,0.002400,0.005100,0.1320,0.001100,0.000800,0.002300,0.016800,0.1048,0.5926,0.4753,0.001700,0.023500,0.001300,0.002400,0.089200,0.012700,0.000100,1.4077,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,49,3,98,0,7,9,9,0,4,26,0,26,1,0,2,18,0,0,0,0,0,0,0,0.1440,0,26.5000,0,0,0.5208,0.6648,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1962,4509.2070,5484.5273,6220.4102,0,9993.7344,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1455,0.066000,0.096600,0.010100,0.1023,0.015400,0.085000,0.002200,0.007200,0.003400,0.022900,0.001300,0.004200,0.065800,0.4302,0.2821,0.021900,1.2938,0.005500,0.2932,0.033200,0.001000,0.094600,0.005300,0.1406,0.002300,0.001100,0.003500,0.019800,0.049300,0.5085,0.1027,0.001700,0.019700,0.001400,0.001700,0.092500,0.014300,0.000200,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,97,0,6,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1329,0,23,0,0,0.4201,0.5530,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3335,4509.8516,5484.5273,6220.4102,0,9994.3789,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,2646,390,0,0.2794,0,0,0,0,0,0,0,0,0
,6.5559,0.076000,0.1021,0.012400,0.098900,0.016700,0.091000,0.002400,0.008200,0.004200,0.026900,0.001100,0.004600,0.034700,0.8435,0.2677,0.014200,1.2897,0.004700,0.5781,0.032400,0.000700,0.002400,0.004800,0.1269,0.001500,0.000800,0.002700,0.017700,0.051600,0.6511,0.1059,0.001700,0.022100,0.001500,0.001700,0.3205,0.013900,0.000200,4.8023,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1517,0,27.5000,0,0,0.5816,0.7333,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4125,4502.3477,5484.5273,6220.4102,0,9986.8750,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
