EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,Ticks/GuLiBuildingShieldComponent,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,GuLiCommanderPoseDispatch/SaturatedAtAttempt,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,4.4692,0.060600,0.012000,0.080700,0.012100,0.078000,0.001800,0.005900,0.003100,0.021900,0.001300,0.004200,0.028100,1.1490,0.2323,0.8753,0.014300,0.003600,0.4402,0.3774,0.019300,0.000600,0.001900,0.004300,0.1054,0.001200,0.000800,0.001900,0.014400,0.044300,0.3681,0.001400,0.020700,0.001300,0.001500,0.054000,0.013300,0.000200,2.4147,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,10,10,0,0,26,0,26,0,0,2,20,0,0,0,0,0,0,0,0.1038,0,24,0,0,0.2602,0.3640,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5511,8226.9336,5453.4531,6221.8359,0,13680.3867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1350,0.059200,0.012600,0.093400,0.012600,0.069700,0.002100,0.005000,0.002800,0.021700,0.001200,0.004300,0.029500,0.3429,0.2376,0.8449,0.016400,0.003600,0.090000,0.2907,0.020300,0.000600,0.002200,5.7549,6.7402,0.001700,0.000700,0.003400,0.017900,0.043000,0.5471,0.001200,0.024000,0.001500,0.001400,0.065100,0.011200,0.000100,0.079700,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,6,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1328,0,31,0,0,0.4095,0.5423,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3305,8219.8242,5453.4531,6221.8359,0,13673.2773,0,0,0,5.7503,0,0,506,364,0,0.090500,0,0,0,0,0,0,0,0,0,0,0
,4.5119,0.064500,0.023300,0.076000,0.012000,0.058500,0.001800,0.005500,0.003000,0.021400,0.001000,0.004200,0.029100,1.8512,0.2438,0.8657,0.014400,0.003900,0.3878,0.4120,0.017800,0.000700,0.050900,0.004400,0.099700,0.001500,0.000800,0.001900,0.014400,0.043700,0.2720,0.001500,0.019400,0.001300,0.001700,0.052900,0.011700,0.000100,1.4540,0,0,0,0,60,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,9,9,0,0,26,0,26,1,0,1,18,0,0,0,0,0,0,0,0.082195,0,16,0,0,0.1861,0.2683,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5884,8214.8242,5453.4531,6221.8359,0,13668.2773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1348,0.059400,0.012200,0.078400,0.012400,0.070300,0.001800,0.005500,0.003200,0.021900,0.001100,0.004300,0.030000,0.7078,0.2365,0.8554,0.013900,0.003000,0.089700,0.2803,0.018900,0.000600,0.002100,0.004000,0.094600,0.001200,0.000800,0.002000,0.013700,0.043700,0.4766,0.001300,0.018600,0.001500,0.001700,0.046700,0.011600,0.000200,0.025200,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1157,0,29,0,0,0.3567,0.4724,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3025,8207.5234,5453.4531,6221.8359,0,13660.9766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.4591,0.069900,0.013100,0.086100,0.013300,0.076500,0.002100,0.006200,0.003700,0.023800,0.001400,0.004500,0.030600,0.8370,0.2394,0.8754,0.014000,0.003400,0.3984,0.4483,0.022700,0.000700,0.002700,0.004600,0.1174,0.001200,0.000600,0.002200,0.014500,0.045300,0.3790,0.001300,0.021200,0.001400,0.001500,0.054800,0.014100,0.000100,2.4464,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,9,9,0,2,26,0,26,0,0,2,18,0,0,0,0,0,0,0,0.1040,0,21,0,0,0.2706,0.3746,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5625,8194.0508,5453.4531,6221.8359,0,13647.5039,0,0,0,0,0,0,457,358,0,0.085900,0,0,0,0,0,0,0,0,0,0,0
,0.1450,0.064600,0.013600,0.082200,0.013300,0.074100,0.001900,0.005400,0.003100,0.021900,0.001500,0.004000,0.029300,0.6523,0.2331,0.8441,0.014100,0.003000,0.086600,0.2474,0.018500,0.000600,0.002200,0.003800,0.097800,0.001200,0.000700,0.001900,0.014000,0.044000,0.4749,0.001500,0.018800,0.001200,0.001700,0.048900,0.012300,0.000100,0.037800,0,0,0,0,60,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1168,0,28,0,0,0.3530,0.4698,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8181,8185.8242,5453.4531,6221.8359,0,13639.2773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.4426,0.061900,0.012900,0.082500,0.013000,0.066300,0.001800,0.005300,0.003200,0.021900,0.001200,0.004300,0.030100,0.8134,0.2316,0.8392,0.013300,0.003500,0.4244,0.3387,0.017900,0.000900,0.002300,0.004500,0.1022,0.001200,0.000800,0.002100,0.015000,0.047900,0.3805,0.001900,0.020600,0.001300,0.001600,0.051600,0.013200,0.000100,2.4477,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,9,9,0,0,26,0,26,0,0,2,18,0,0,0,0,0,0,0,0.1060,0,23,0,0,0.2701,0.3761,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9080,8177.3906,5453.4531,6221.8359,0,13630.8438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1223,0.058500,0.013300,0.093800,0.011900,0.070100,0.002300,0.005600,0.003100,0.022100,0.001100,0.003900,0.029800,0.6611,0.2408,0.8522,0.011800,0.003100,0.090500,0.2580,0.019300,0.001000,0.002400,5.7739,5.8769,0.001500,0.000800,0.003900,0.017700,0.043900,0.4506,0.001400,0.022000,0.001400,0.001300,0.045800,0.011100,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1227,0,25,0,0,0.3234,0.4461,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3441,8170.6055,5453.4531,6221.8359,0,13624.0586,0,0,0,5.7692,0,0,470,362,0,0.086300,0,0,0,0,0,0,0,0,0,0,0
,4.6293,0.062100,0.012800,0.080100,0.012700,0.059800,0.001700,0.005500,0.003000,0.020900,0.001300,0.004100,0.030200,2.0688,0.2169,0.8465,0.014300,0.004600,0.5887,0.3920,0.016300,0.000500,0.053300,0.004200,0.096500,0.001100,0.000700,0.002300,0.014300,0.046000,0.6587,0.003900,0.020100,0.001100,0.001800,0.053100,0.013600,0.000100,1.3284,0,0,0,0,62,0,0,26,0,0,0,0,2,2,0,1,50,2,100,0,6,10,10,0,68,34,0,26,1,0,1,20,0,0,0,0,0,0,0,0.1476,0,26.5000,1.8242,0,0.6198,0.7674,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9804,8164.4453,5453.4531,6221.8359,0,13617.8984,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1653,0.067000,0.013300,0.088600,0.013600,0.075400,0.001900,0.006300,0.003400,0.024000,0.001400,0.004800,0.041300,0.3142,0.2234,0.8482,0.035800,0.003900,0.1211,0.2588,0.017500,0.000400,0.002200,0.004300,0.1054,0.001000,0.000800,0.001700,0.013500,0.049700,0.4040,0.001800,0.026100,0.001500,0.001700,0.052700,0.012200,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1010,0,20,0,0,0.2980,0.3990,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2323,8156.2070,5453.4531,6221.8359,0,13609.6602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.4742,0.059100,0.013500,0.082800,0.012500,0.069900,0.001900,0.005200,0.003000,0.021500,0.001100,0.004800,0.029100,0.6680,0.2353,0.8698,0.014200,0.002900,0.1121,0.3525,0.017900,0.000600,0.002000,0.004600,0.1054,0.001500,0.000800,0.002200,0.015000,0.1200,0.4741,0.001100,0.019200,0.001300,0.001300,0.059700,0.011600,0.000100,3.2338,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,0,2,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1246,0,27,0,0,0.3446,0.4692,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9992,8143.1875,5453.4531,6221.8359,0,13596.6406,0,0,0,0,0,0,455,350,0,0.1167,0,0,0,0,0,0,0,0,0,0,0
,0.1298,0.065800,0.013600,0.087100,0.013000,0.080000,0.002100,0.006300,0.003300,0.026000,0.001400,0.004700,0.033900,0.7990,0.2418,0.8529,0.014500,0.003500,0.4082,0.2408,0.018500,0.000800,0.002500,0.004000,0.093700,0.001200,0.000800,0.001900,0.013000,0.045700,0.4308,0.001200,0.019900,0.001200,0.001900,0.050000,0.012500,0.000200,0,0,0,0,0,60,0,0,26,0,0,0,0,2,2,0,1,50,2,98,0,8,10,10,0,4,26,0,26,0,0,1,20,0,0,0,0,0,0,0,0.1121,0,23.5000,0,0,0.3146,0.4267,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4474,8136.1289,5453.4531,6221.8359,0,13589.5820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.6099,0.064400,0.012500,0.084100,0.013000,0.073900,0.002100,0.006000,0.003600,0.023800,0.001100,0.004600,0.032000,0.3558,0.2631,1.0107,0.016700,0.003800,0.1127,0.3424,0.016300,0.000800,0.002000,0.004700,0.1036,0.001200,0.000700,0.002100,0.015100,0.1371,0.4106,0.001200,0.023000,0.001300,0.001500,0.049500,0.013700,0.000200,3.1696,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1165,0,27.5000,0,0,0.2893,0.4058,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2821,8128.2617,5453.4531,6221.8359,0,13581.7148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1659,0.062200,0.014100,0.1022,0.013000,0.070200,0.002200,0.006000,0.003700,0.026200,0.001800,0.005300,0.034100,1.1577,0.2469,0.9081,0.015000,0.003500,0.4405,0.2467,0.020000,0.000600,0.002400,5.8347,5.9315,0.001600,0.001000,0.004400,0.021300,0.042500,0.4585,0.001100,0.020500,0.001200,0.001300,0.045700,0.011800,0.000100,0,0,0,0,0,59,0,0,26,0,0,0,0,2,2,0,1,48,4,98,0,6,9,9,0,2,26,0,26,0,0,1,18,0,0,0,0,0,0,0,0.1240,0,22,0,0,0.3291,0.4531,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3045,8119.0156,5453.5156,6221.8359,0,13572.5312,0,0,0,5.8305,0,0,467,349,0,0.1003,0,0,0,0,0,0,0,0,0,0,0
,4.4441,0.060100,0.012500,0.079900,0.012500,0.073600,0.001800,0.005100,0.002800,0.021100,0.001200,0.004000,0.028000,1.9019,0.2341,0.8410,0.013700,0.003200,0.4063,0.4524,0.021200,0.000600,0.063000,0.004400,0.099900,0.001100,0.000800,0.002000,0.014200,0.044100,0.3619,0.001300,0.019200,0.001400,0.001500,0.051300,0.012600,0.000100,1.3795,0,0,0,0,60,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,9,9,0,0,26,0,26,1,0,2,18,0,0,0,0,0,0,0,0.099108,0,25,0,0,0.2589,0.3580,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7835,8108.6719,5453.5156,6221.8359,0,13562.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1526,0.061300,0.013200,0.081900,0.013500,0.071500,0.001900,0.005900,0.003100,0.022500,0.001200,0.004000,0.029100,0.6526,0.2306,0.8540,0.013800,0.002900,0.091300,0.2508,0.018700,0.000800,0.002300,0.004500,0.099800,0.001200,0.000700,0.002600,0.014700,0.043200,0.4734,0.001400,0.019400,0.001300,0.001400,0.049800,0.011800,0.000100,0.034500,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1203,0,29.5000,0,0,0.3485,0.4688,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0457,8100.3594,5453.5156,6221.8359,0,13553.8750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.4091,0.057700,0.012000,0.080900,0.011900,0.068300,0.002000,0.005400,0.003100,0.022000,0.001200,0.004200,0.028900,0.8057,0.2359,0.8447,0.014500,0.003300,0.3940,0.3464,0.016100,0.000700,0.002000,0.004600,0.9546,0.001300,0.000600,0.002300,0.015000,0.043500,0.5452,0.001300,0.021900,0.001500,0.001300,0.061800,0.011700,0.000100,2.4248,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,9,9,0,4,26,0,26,0,0,2,18,0,0,0,0,0,0,0,0.1221,0,30.5000,0,0,0.4186,0.5407,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4655,8091.6016,5453.5156,6221.8359,0,13545.1172,0,0,0,0,0,0,440,366,0,0.086600,0,0,0,0,0,0,0,0,0,0,0
,0.1451,0.063500,0.012400,0.083800,0.012400,0.072500,0.002400,0.005900,0.003400,0.023300,0.001200,0.004200,0.032600,0.6650,0.2635,0.9369,0.016000,0.003100,0.1022,0.2969,0.019600,0.000600,0.002300,0.004000,0.1001,0.001200,0.000700,0.002100,0.014300,0.042600,0.4159,0.001500,0.019400,0.001300,0.001500,0.048500,0.011900,0.000100,0.053100,0,0,0,0,60,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1093,0,24,0,0,0.3027,0.4120,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2083,8085.9727,5453.5156,6221.8359,0,13539.4883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.3715,0.062000,0.012300,0.082100,0.013000,0.065300,0.001900,0.005800,0.003100,0.022100,0.001200,0.003800,0.027000,0.8237,0.2428,0.8384,0.012400,0.003700,0.4078,0.3492,0.016000,0.000500,0.001800,0.004700,0.1014,0.001200,0.000700,0.002100,0.014700,0.045000,0.4529,0.001500,0.020700,0.001300,0.001600,0.051300,0.013000,0.000200,2.3485,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,9,9,0,2,26,0,26,0,0,2,18,0,0,0,0,0,0,0,0.1206,0,28.5000,0,0,0.3274,0.4480,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6172,8075.4648,5453.5156,6221.8359,0,13528.9805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1291,0.059800,0.012400,0.1020,0.012400,0.066700,0.002000,0.005800,0.003000,0.021900,0.001200,0.004100,0.028400,0.6492,0.2386,0.9350,0.016000,0.003800,0.098500,0.2917,0.022000,0.000800,0.002400,5.7544,5.8691,0.001700,0.000900,0.003700,0.022300,0.045900,0.4494,0.001300,0.023200,0.001400,0.001700,0.051000,0.013300,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1253,0,22.5000,0,0,0.3195,0.4448,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6773,8065.0234,5453.5156,6221.8359,0,13518.5391,0,0,0,5.7490,0,0,496,375,0,0.095900,0,0,0,0,0,0,0,0,0,0,0
,4.3798,0.064000,0.012200,0.080700,0.012400,0.058900,0.001900,0.005500,0.002800,0.021800,0.001300,0.004000,0.028900,1.8436,0.2497,0.8897,0.015000,0.003300,0.3888,0.3200,0.015200,0.000700,0.053500,0.004100,0.092700,0.001400,0.000700,0.002100,0.012800,0.044900,0.3428,0.001300,0.019800,0.001300,0.001600,0.053800,0.013900,0.000100,1.2662,0,0,0,0,60,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,9,9,0,0,26,0,26,1,0,1,18,0,0,0,0,0,0,0,0.093814,0,24,0,0,0.2449,0.3387,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6337,8058.5977,5453.5156,6221.8359,0,13512.1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1417,0.059900,0.012000,0.091300,0.011700,0.068800,0.001900,0.005600,0.003100,0.021800,0.001100,0.003800,0.030400,0.3138,0.2373,0.9210,0.013500,0.003700,0.088600,0.2905,0.019100,0.000700,0.006300,0.005300,0.1217,0.001500,0.000800,0.002800,0.016800,0.043800,0.4642,0.001600,0.020100,0.001300,0.001500,0.048500,0.011900,0.000200,0,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1207,0,27,0,0,0.3389,0.4596,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4871,8053.8125,5453.5156,6221.8359,0,13507.3281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.4455,0.057800,0.012100,0.079600,0.012100,0.069000,0.002000,0.005800,0.003400,0.022500,0.001400,0.004600,0.031600,0.7124,0.2434,0.8684,0.013900,0.002800,0.1127,0.3399,0.018300,0.000700,0.002100,0.004100,0.1129,0.001500,0.000700,0.002000,0.014200,0.043100,0.3686,0.001300,0.020100,0.001400,0.001400,0.054300,0.011900,0.000200,3.1811,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1020,0,22.5000,0,0,0.2627,0.3647,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1804,8046.9023,5453.5156,6221.8359,0,13500.4180,0,0,0,0,0,0,462,349,0,0.088400,0,0,0,0,0,0,0,0,0,0,0
