EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/HandleRPC,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,Exclusive/GameThread/EventWait
,4.3086,0.069600,0.1951,0.028900,0.094700,0.015200,0.080700,0.002400,0.007100,0.003200,0.023700,0.001200,0.005000,0.035000,2.7504,0.2575,0.8666,0.015400,0.006700,0.4254,0.035500,0.000900,0.002800,0.004500,0.1107,0.001600,0.000600,0.002100,0.015200,0.060900,0.6129,0.3375,0.002300,0.020100,0.001400,0.001900,0.1088,0.014800,0.000100,0.7439,0,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1524,0,22.5000,0,0,0.5308,0.6832,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1442,4699.4688,5471.9805,6198.2383,0,10171.4492,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.6446,0.072100,0.088500,0.014700,0.099600,0.016100,0.089400,0.002400,0.008000,0.003400,0.027400,0.001300,0.005800,0.038600,0.4718,0.2964,0.9058,0.016100,0.005800,0.3512,0.029300,0.000700,0.001800,0.005600,0.1146,0.002100,0.000800,0.002300,0.016100,0.053300,0.5687,0.1179,0.001600,0.021300,0.001300,0.001600,0.1400,0.014500,0.000200,3.2815,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1313,0,27.5000,0,0,0.5058,0.6371,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9674,4699.2812,5471.9805,6198.2383,0,10171.2617,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,2214,390,0,0.2384,0,0,0,0,0,0,0,0
,0.1456,0.071600,0.097700,0.013300,0.096900,0.015800,0.070200,0.002100,0.007000,0.003900,0.023600,0.001500,0.004800,0.038400,0.3822,0.2520,0.8657,0.015500,0.004800,0.4498,0.025400,0.000800,0.002700,0.004500,0.1156,0.001800,0.000900,0.002400,0.015900,0.060700,0.5723,0.1220,0.001900,0.021300,0.001400,0.001800,0.1215,0.011400,0.000300,0,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.1223,0,23.5000,0,0,0.5212,0.6435,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9099,4699.1680,5471.9805,6198.2383,0,10171.1484,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1452,0.069600,0.2603,0.013600,0.089200,0.015700,0.1087,0.002300,0.007300,0.003300,0.023300,0.001200,0.004700,0.035800,1.2901,0.2722,1.0320,0.018600,0.005900,0.3237,0.028600,0.000900,0.044900,0.004500,0.1024,0.001600,0.000700,0.002400,0.012900,0.053800,0.8894,0.2650,0.005300,0.019400,0.001200,0.001900,0.1200,0.015700,0.000200,0,0.071600,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,3,3,0,68,35,0,27,1,0,2,6,0,0,0,0,0,0,0,0.1892,0,25.5000,0,0,0.8078,0.9970,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7020,4699.2891,5471.9805,6198.2383,0,10171.2695,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
,5.2798,0.066700,0.090100,0.013500,0.095600,0.015100,0.1062,0.002100,0.007600,0.003600,0.023800,0.001200,0.004700,0.037000,0.4542,0.3558,1.1690,0.016500,0.007400,0.4031,0.025800,0.000600,0.001900,0.005600,0.1061,0.001500,0.000800,0.002200,0.016500,0.1201,0.6729,0.1410,0.002000,0.021700,0.001200,0.001400,0.1041,0.011800,0.000100,3.5858,0.073500,0,0,0,0,0,59,0,0,0,0,0,0,2,2,0,1,50,2,100,0,8,1,1,0,1,2,0,1,1,0,1,2,0,0,0,0,0,0,0,0.1724,0,27,0,0,0.5691,0.7415,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3404,4699.1250,5471.9805,6198.2383,0,10171.1055,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,2474,365,0,0.2087,0,0,0,0,0,0,0,0
,0.1623,0.066200,0.1661,0.012000,0.1078,0.014600,0.082700,0.002000,0.006400,0.002900,0.020800,0.001200,0.004100,0.029000,0.8792,0.2694,1.0234,0.012500,0.004900,0.3225,0.027800,0.000700,0.002500,6.9056,7.0190,0.001600,0.000800,0.003600,0.018900,0.095400,0.5697,0.2492,0.001300,0.019900,0.001300,0.001600,0.1057,0.013900,0.000100,0,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,99,0,9,3,3,0,3,27,0,26,1,0,2,6,0,0,0,0,0,0,0,0.1504,0,22.5000,0,0,0.4858,0.6362,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9355,4698.9375,5471.9805,6198.2383,0,10170.9180,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,6.9002,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.3504,0.069800,0.2213,0.010800,0.095800,0.014300,0.071400,0.002100,0.006800,0.003200,0.021900,0.001400,0.004700,0.030400,2.4630,0.2654,0.8024,0.011100,0.006100,0.4366,0.028700,0.000900,0.002400,0.005100,1.0159,0.001700,0.000800,0.002100,0.017200,0.055000,0.7726,0.2985,0.001800,0.022400,0.001500,0.001700,0.1026,0.012200,0.000200,1.1591,0,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,50,2,99,0,8,3,3,0,19,27,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1541,0,36.5000,0,0,0.7250,0.8791,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9192,4698.8164,5471.9805,6198.2383,0,10170.7969,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1685,0.076900,0.1605,0.012000,0.1038,0.017500,0.095800,0.002100,0.007800,0.003500,0.024500,0.001400,0.004500,0.033700,0.3664,0.2698,0.8536,0.011100,0.004900,0.2798,0.024300,0.000800,0.002900,0.005700,0.1423,0.001800,0.000900,0.002300,0.019800,0.1444,0.5571,0.1252,0.002100,0.024200,0.001400,0.002000,0.1139,0.012300,0.000100,0,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1399,0,21,0,0,0.5514,0.6913,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0309,4698.7031,5471.9805,6198.2383,0,10170.6836,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,2724,390,0,0.2570,0,0,0,0,0,0,0,0
,5.1848,0.074600,0.077800,0.015100,0.1037,0.017700,0.093700,0.002400,0.008900,0.003700,0.028100,0.001600,0.005500,0.041200,0.4709,0.3176,0.9113,0.015700,0.004700,0.4062,0.026200,0.000800,0.002500,0.005300,0.1275,0.001800,0.000900,0.002600,0.017300,0.1252,0.5236,0.1024,0.001700,0.029800,0.001900,0.002000,0.1325,0.014200,0.000100,3.7816,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,49,3,98,0,7,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1248,0,24.5000,0,0,0.4569,0.5817,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0128,4698.5469,5471.9805,6198.2383,0,10170.5273,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1621,0.073200,0.1943,0.014800,0.1024,0.016900,0.1325,0.002800,0.009900,0.004400,0.031700,0.001900,0.007300,0.042800,1.4525,0.2669,1.0126,0.020100,0.008000,0.2719,0.032300,0.000700,0.053700,0.005000,0.1059,0.001900,0.000800,0.001800,0.014200,0.053200,0.4823,0.3056,0.001600,0.022000,0.001300,0.001800,0.1052,0.014700,0.000200,0,0.1007,0,0,0,0,0,60,0,0,0,0,0,0,2,2,0,1,48,4,97,0,6,3,3,0,4,27,0,27,1,0,1,6,0,0,0,0,0,0,0,0.1153,0,23.5000,0,0,0.4144,0.5297,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5475,4698.3164,5471.9805,6198.2383,0,10170.2969,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.5559,0.077000,0.086000,0.016100,0.090000,0.015400,0.1372,0.002700,0.008300,0.003700,0.026300,0.001400,0.005300,0.035800,0.4870,0.3484,0.9685,0.019900,0.007000,0.4434,0.026200,0.000800,0.002500,0.004800,0.1130,0.001900,0.000800,0.002100,0.016100,0.050800,0.5631,0.096500,0.001800,0.021400,0.001300,0.001400,0.1105,0.011200,0.000300,2.9608,0.079200,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0.1392,0,23.5000,0,0,0.4916,0.6308,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4440,4698.1641,5471.9805,6198.2383,0,10170.1445,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,1996,364,0,0.1390,0,0,0,0,0,0,0,0
,0.1351,0.067900,0.1585,0.013300,0.1269,0.017000,0.079500,0.002400,0.007000,0.003400,0.023900,0.001400,0.004700,0.036500,0.8943,0.3547,0.9889,0.014700,0.006800,0.2948,0.037500,0.000600,0.002700,6.0903,6.2081,0.001900,0.002600,0.005100,0.023400,0.053900,0.5722,0.2325,0.001800,0.022500,0.001300,0.001900,0.1041,0.012100,0.000100,0,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,2,3,0,0,26,0,26,0,0,2,5,0,0,0,0,0,0,0,0.1453,0,27.5000,0,0,0.4899,0.6352,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8040,4697.9531,5471.9805,6198.2383,0,10169.9336,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,6.0849,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.4386,0.057600,0.1638,0.011400,0.078800,0.012200,0.068500,0.002100,0.007600,0.004100,0.025400,0.001200,0.004100,0.035300,2.1672,0.2148,0.8533,0.014100,0.005200,0.3699,0.025900,0.001000,0.002300,0.004200,0.094000,0.001400,0.000600,0.002300,0.014100,0.043100,0.6017,0.2466,0.001200,0.017300,0.000900,0.001200,0.090100,0.008900,0.000100,1.5169,0,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1441,0,28,0,0,0.5212,0.6653,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4671,4697.8008,5471.9805,6198.2383,0,10169.7812,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1505,0.070900,0.082800,0.013400,0.090100,0.015100,0.080500,0.001800,0.007100,0.003400,0.023200,0.001600,0.004900,0.035400,0.3728,0.2785,0.8804,0.016200,0.020000,0.2983,0.026600,0.000800,0.002200,0.004500,0.1108,0.001900,0.000900,0.002000,0.014700,0.051400,0.5211,0.1275,0.001400,0.020800,0.001400,0.001500,0.097300,0.012500,0.000300,0,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1204,0,26,0,0,0.4642,0.5846,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6538,4697.7852,5471.9805,6198.2383,0,10169.7656,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,2424,390,0,0.1526,0,0,0,0,0,0,0,0
,4.7973,0.060500,0.1343,0.011200,0.090900,0.013900,0.069700,0.002400,0.007200,0.003900,0.025000,0.000900,0.004700,0.033600,0.3999,0.2490,0.8805,0.013900,0.003900,0.4067,0.026900,0.000700,0.002400,0.009500,0.1212,0.016900,0.000800,0.002600,0.017800,0.054800,0.5592,0.1105,0.001600,0.021700,0.001200,0.001500,0.099800,0.011100,0.000200,3.5207,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1370,0,23.5000,0,0,0.5387,0.6757,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5413,4697.5195,5471.9805,6198.2383,0,10169.5000,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1477,0.061100,0.1651,0.008700,0.079600,0.013600,0.079900,0.001900,0.007000,0.004000,0.022100,0.000900,0.003900,0.030100,1.2804,0.2194,1.0307,0.017000,0.006100,0.3524,0.028900,0.000600,0.049600,0.013900,0.1073,0.001700,0.000700,0.002000,0.014000,0.047800,0.5041,0.2137,0.001400,0.018300,0.001200,0.001300,0.1496,0.014800,0.000300,0,0.083100,0,0,0,0,0,60,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,3,3,0,0,27,0,27,1,0,1,6,0,0,0,0,0,0,0,0.1204,0,28.5000,0,0,0.4277,0.5481,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4468,4697.4922,5471.9805,6198.2383,0,10169.4727,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0526,0.073600,0.073700,0.012100,0.097100,0.015600,0.1168,0.002700,0.008400,0.004100,0.027000,0.001300,0.005600,0.037100,0.5012,0.3144,1.3428,0.023400,0.005900,0.3920,0.026000,0.000900,0.003200,0.005200,0.1313,0.002300,0.000800,0.002600,0.017700,0.051400,0.4370,0.098600,0.002000,0.021200,0.001300,0.001500,0.1191,0.011200,0.000100,3.1952,0.090700,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0.1075,0,20.5000,0,0,0.3852,0.4927,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4336,4697.3203,5471.9805,6198.2383,0,10169.3008,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,2192,364,0,0.1916,0,0,0,0,0,0,0,0
,0.1475,0.071900,0.2008,0.011400,0.1170,0.015100,0.072600,0.002200,0.006600,0.002900,0.021200,0.000900,0.004000,0.029200,1.1139,0.2170,0.7958,0.010900,0.003600,0.3653,0.028000,0.000600,0.002600,7.4686,7.5875,0.002000,0.001100,0.004600,0.026000,0.052900,0.8424,0.2237,0.001800,0.020800,0.001300,0.001500,0.1108,0.013400,0.000200,0,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,2,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1949,0,29.5000,0,0,0.7509,0.9458,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8422,4697.1172,5471.9805,6198.2383,0,10169.0977,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,7.4632,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.3016,0.075300,0.2207,0.013700,0.1012,0.016800,0.074200,0.002100,0.006900,0.003300,0.023100,0.001200,0.004900,0.036100,1.9761,0.2339,0.8653,0.015200,0.004900,0.4199,0.030600,0.000800,0.002500,0.004400,0.1114,0.001400,0.000900,0.002200,0.015400,0.074000,0.8702,0.2804,0.008700,0.028500,0.001700,0.001900,0.1408,0.014500,0.000300,2.3144,0,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,3,3,0,70,34,0,26,1,0,2,6,0,0,0,0,0,0,0,0.1953,0,25,0,0,0.7922,0.9875,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5057,4696.7969,5471.9805,6198.2383,0,10168.7773,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
,0.1475,0.068800,0.1135,0.012700,0.086500,0.015100,0.080400,0.002300,0.007000,0.003600,0.024700,0.001100,0.004700,0.035800,0.3669,0.2453,0.8479,0.015500,0.004400,0.3589,0.028400,0.000500,0.002600,0.004700,0.1083,0.001800,0.000800,0.001900,0.014900,0.051300,0.4593,0.094200,0.001300,0.020300,0.001300,0.001400,0.1005,0.013600,0.000300,0,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,2,50,2,100,0,8,1,1,0,1,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0.1102,0,21.5000,0,0,0.4449,0.5551,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9706,4696.5664,5471.9805,6198.2383,0,10168.5469,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,2658,391,0,0.2177,0,0,0,0,0,0,0,0
,4.8516,0.067400,0.1774,0.014700,0.1061,0.017600,0.1104,0.002500,0.007700,0.003400,0.024900,0.001200,0.004000,0.037200,1.2614,0.2660,0.8977,0.015200,0.005600,0.5249,0.036000,0.000700,0.002500,0.006900,0.1383,0.002800,0.001100,0.003800,0.025500,0.1023,0.6847,0.2756,0.001400,0.021600,0.001400,0.001400,0.098900,0.013900,0.000100,2.7675,0.071900,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,3,3,0,1,28,0,27,1,0,2,6,0,0,0,0,0,0,0,0.1908,0,24.5000,0,0,0.5703,0.7611,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2609,4696.2930,5471.9805,6198.2383,0,10168.2734,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
