EVENTS,Exclusive/AllWorkers/Physics,Exclusive/RenderThread/RayTracingGeometryManager_Tick,RayTracingGeometry/ReferencedSizeMB,RayTracingGeometry/RequestedSizeMB,RayTracingGeometry/TotalResidentSizeMB,RayTracingGeometry/TotalAlwaysResidentSizeMB,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/Input,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/Generic_RepNotifies,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/EventWait/EndPhysics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,Exclusive/GameThread/Tickables,Exclusive/GameThread/Landscape,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/UInstancedStaticMeshComponent_BatchUpdateInstancesTransforms,GuLiCommanderPresentation/GameThread/RebuildLocalInstances,GuLiCommanderHealthBars/GameThread/UpdateInstances,MassEntities/GameThread/BatchedCommand,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/ViewportMisc,Exclusive/GameThread/UpdateLevelStreaming,Slate/GameThread/TickPlatform,Exclusive/GameThread/UI,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,GuLiCommanderHealthBars/VisibleInstances,MassEntitiesCounters/BatchedCommand,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/RawPing,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/ChaosDebugDrawComponent,Ticks/CameraComponent,Ticks/LineBatchComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/PhysicsFieldComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderHealthBarRenderer,Ticks/GuLiCommanderHUD,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderPresentationActor,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/FNiagaraWorldManagerTickFunction,Ticks/ParticleSystemManager,Ticks/StartPhysicsTick,Ticks/MassProcessingPhase,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/Actor,ActorCount/SkeletalMeshActor,ActorCount/GuLiTerritoryOutpostActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,AnimationParallelEvaluation/TotalTaskTime,AnimationParallelEvaluation/AverageTaskTime,AnimationParallelEvaluation/NumberOfTasks,AnimationParallelEvaluation/MinTaskTime,AnimationParallelEvaluation/MaxTaskTime,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RenderThreadTime,GameThreadTime,GPUTime,RenderThreadTime_CriticalPath,GameThreadTime_CriticalPath,MaxFrameTime,CPUUsage_Process,CPUUsage_Idle,Scheduler/AllWorkers/SignalStandbyThread,Scheduler/Oversubscription,Networking/GameThread/FastArray_Apply,Exclusive/GameThread/EventWait/PrePhysics,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiStrongholdNetworkPresentationComponent,Exclusive/GameThread/EventWait,FMsgLogf/FMsgLogfCount
,0.2311,0.006100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044500,0.011800,0.094600,0.011500,0.9100,0.032400,0.1087,0,0.2176,0.000900,0.003900,0.025100,0.3288,0.4597,0.1608,0.004200,0.067400,0.042200,0.2684,0.025400,0.000500,0.002000,0.065700,0.015300,0.029000,0.005100,0.066200,0.6864,0.024000,0.1454,0.048200,0.088800,0.002600,0.021900,0.001500,0.009200,0.001500,0.009000,0.044700,0.046100,0.004700,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2372,0.059300,4,0.048600,0.075000,16.3454,11651.0938,2471.4727,2439.8359,0,14127.1758,0,0,0,0,0,16.6667,0.4933,26.2744,0,0,0,0,538,385,0,0.1029,0,0,0
,0.2315,0.006000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050300,0.012400,0.081100,0.010500,0.9101,0.027800,0.079800,0.019800,0,0.001200,0.003800,0.026300,0.3409,0.4911,0.1290,0.003900,0.058300,0.037000,0.2500,0.021600,0.000300,0.001800,0.062500,0.016200,0.029600,0.005000,0.065900,0.6922,0.025000,0.1409,0.043600,0.075300,0.002200,0.020300,0.001400,0.005800,0.001300,0.018900,0.040700,0.042700,0.004600,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2086,0.052150,4,0.036500,0.075600,16.3632,11644.4531,2471.4727,2439.8359,0,14122.5664,0,0,0,0,0,16.6667,0.4191,27.1947,0.004700,1,0,0,0,0,0,0,0,0,0
,0.2160,0.007200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045200,0.013200,0.086400,0.012500,0.9472,0.028600,0.1153,0,0,0.001300,0.005200,0.036700,0.3113,0.5029,0.1342,0.004100,0.060000,0.038600,0.2489,0.025300,0.000600,0.002300,0.081700,0.018000,0.028200,0.005200,0.072100,0.6904,0.027700,0.1700,0.047500,0.088500,0.002700,0.021300,0.001500,0.006900,0.001700,0.018200,0.040900,0.047800,0.004900,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1640,0.041000,4,0.011000,0.063000,16.7961,11640.0234,2471.4727,2439.8359,0,14115.9258,0,0,0,0,0,16.6667,0.4330,27.7133,0,0,0,0,0,0,0,0,0,0,0
,0.2082,0.004700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041900,0.011800,0.080800,0.010100,0.9137,0.029100,0.046700,0,0,0.000900,0.003600,0.023700,0.3439,0.4708,0.1290,0.003600,0.053900,0.034600,0.2023,0.022300,0.001600,0.001900,0.064600,0.016000,0.028400,0.005300,0.068000,0.6974,0.027200,0.1395,0.045300,0.069500,0.002500,0.022200,0.001500,0.006800,0.002000,0.009800,0.032900,0.047100,0.005200,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1862,0.046550,4,0.041500,0.056900,16.4180,11636.7266,2471.4727,2439.8359,0,14111.4961,0,0,0,0,0,16.6667,0.4172,26.9390,0.004000,1,0,0,514,383,0,0.1041,0,0,0
,0.2302,0.005000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044400,0.012100,0.075700,0.011300,0.8959,0.030900,0.024500,0,0,0.001000,0.003600,0.026300,0.3818,0.4932,0.1116,0.004100,0.058300,0.053600,0.2251,0.020300,0.000400,0.001800,0.056900,0.015000,0.027800,0.004900,0.067100,0.6832,0.023300,0.1380,0.040300,0,0.001700,0.018200,0.001200,0.005800,0.001200,0.018400,0.039400,0.039900,0.004600,0.000200,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2403,0.060075,4,0.057000,0.062800,16.6413,11632.4141,2471.4766,2439.8359,0,14108.2031,0,0,0,0,0,16.6667,0.4390,27.5455,0.002500,1,0,0.031400,0,0,0,0,0,0,0
,0.2485,0.012400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042100,0.011700,0.082700,0.012200,1.0607,0.029900,0.2458,0.1787,0.2344,0.000800,0.004300,0.024900,0.3368,0.4991,0.1368,0.003700,0.060500,0.037800,0.2579,0.018600,0.000400,0.062500,0.075100,0.015100,0.026700,0.005300,0.066900,0.8479,0.025000,0.1392,0.042700,0.069900,0.002100,0.019700,0.001600,0.006400,0.001500,0.018800,0.042100,0.060000,0.005000,0,0,0,63,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,63,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1659,0.041475,4,0.009300,0.063700,17.6249,11627.8789,2471.4766,2439.8359,0,14103.8906,0,0,0,0,0,16.6667,0.4223,26.8423,0,0,0,0,0,0,0,0,1,0,0
,0.2308,0.005600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040400,0.012300,0.080300,0.010500,0.8838,0.025900,0.050200,0,0,0.001100,0.003900,0.024600,0.2908,0.4600,0.1342,0.003700,0.060300,0.037000,0.2140,0.019900,0.000500,0.002100,0.060300,0.015500,0.028700,0.005400,0.065500,0.6724,0.022800,0.1407,0.042400,0.082000,0.002400,0.018900,0.001300,0.005800,0.001600,0.009300,0.031300,0.046400,0.005200,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2110,0.052750,4,0.042100,0.062700,15.6652,11623.4766,2471.4766,2439.8359,0,14099.3555,0,0,0,0,0,16.6667,0.4562,27.6015,0.005400,1,0,0,542,385,0,0.1137,0,0,0
,0.2135,0.006000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042400,0.012500,0.079600,0.011900,0.9101,0.029300,0.1770,0.020400,0.011700,0.001000,0.003700,0.027100,0.4168,0.4909,0.1110,0.004100,0.059900,0.049700,0.2103,0.019800,0.000500,0.001800,0.060000,0.014800,0.027100,0.005200,0.065200,0.6947,0.022700,0.1411,0.047000,0.073300,0.007800,0.016900,0.001400,0.005800,0.001200,0.017700,0.040300,0.054700,0.004600,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2957,0.073925,4,0.041500,0.1570,17.0331,11619.4062,2471.4766,2439.8359,0,14094.9531,0,0,0,0,0,16.6667,0.4396,27.2168,0.003400,1,0,0.035300,0,0,0,0,0,0,0
,0.2039,0.006200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027000,0.011300,0.082300,0.010700,0.8810,0.028200,0.1085,0,0.2218,0.001000,0.004300,0.027800,0.2932,0.5999,0.1345,0.004700,0.058800,0.036200,0.1918,0.019500,0.000500,0.001900,0.065000,0.014400,0.029500,0.005900,0.065800,0.6646,0.024100,0.1391,0.045300,0.073000,0.002300,0.019900,0.001400,0.007400,0.001600,0.017800,0.040800,0.048400,0.005100,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2001,0.050025,4,0.045600,0.059000,16.7118,11613.6523,2471.4766,2439.8359,0,14090.8828,0,0,0,0,0,16.6667,0.4762,27.0736,0,0,0,0,0,0,0,0,0,0,0
,0.2222,0.006200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025500,0.011500,0.096700,0.011600,0.9060,0.028100,0.080900,0,0,0.001100,0.003600,0.027700,0.3234,0.4973,0.1310,0.004100,0.061200,0.039100,0.2100,0.014700,0.000600,0.002000,0.071400,0.018400,0.032300,0.005700,0.065700,0.6899,0.023800,0.1390,0.043300,0.082800,0.002600,0.019600,0.001300,0.006200,0.001700,0.009600,0.033200,0.044600,0.004900,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1998,0.049950,4,0.041200,0.064100,16.4091,11609.6133,2471.4766,2439.8359,0,14085.1289,0,0,0,0,0,16.6667,0.3747,27.7517,0.004300,1,0,0,518,384,0,0.1043,0,0,0
,0.1960,0.006500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041600,0.012000,0.078500,0.011600,0.8747,0.026600,0.026700,0,0,0.001000,0.003800,0.026600,0.2823,0.4625,0.1333,0.003900,0.059400,0.036700,0.1930,0.018700,0.000500,0.002200,0.060100,0.014600,0.029500,0.005900,0.065300,0.6624,0.023600,0.1387,0.042200,0,0.002000,0.018600,0.001200,0.005800,0.001400,0.018400,0.040300,0.044100,0.004800,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2039,0.050975,4,0.041200,0.064900,16.3549,11606.5977,2471.5430,2439.8359,0,14081.1562,0,0,0,0,0,16.6667,0.4019,26.9949,0.003900,1,0,0,0,0,0,0,0,0,0
,0.2791,0.008100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044100,0.013600,0.096500,0.012200,1.0759,0.029600,0.2390,0.1827,0,0.001000,0.004200,0.024900,0.3425,0.4819,0.1479,0.004300,0.057800,0.037500,0.3001,0.022200,0.000500,0.065500,0.069500,0.017800,0.032100,0.006300,0.065600,0.8420,0.023500,0.1414,0.048200,0.083200,0.002500,0.023800,0.001400,0.007800,0.001600,0.019300,0.059500,0.045600,0.004900,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1849,0.046225,4,0.008900,0.063000,17.7321,11602.5859,2471.5430,2439.8359,0,14078.1406,0,0,0,0,0,16.6667,0.4580,27.2553,0.009600,1,0,0,0,0,0,0,0,0,0
,0.1911,0.005100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052200,0.012100,0.073700,0.010900,0.8951,0.026500,0.1005,0,0.2404,0.001000,0.004700,0.044400,0.2993,0.4727,0.1296,0.003900,0.058400,0.040200,0.2199,0.021700,0.000500,0.001900,0.061800,0.016100,0.028600,0.006000,0.065400,0.6818,0.024400,0.1409,0.042900,0.075400,0.002600,0.019300,0.001300,0.005900,0.001400,0.008700,0.029800,0.042200,0.004500,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2102,0.052550,4,0.048100,0.064700,16.0804,11598.4180,2471.5430,2439.8359,0,14074.1289,0,0,0,0,0,16.6667,0.4268,27.7888,0,0,0,0,538,385,0,0.1354,0,0,0
,0.2365,0.006100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051400,0.011900,0.078600,0.010600,0.8848,0.026700,0.076900,0.017600,0,0.001000,0.003400,0.025200,0.3477,0.4819,0.1363,0.004500,0.059300,0.036600,0.2231,0.018500,0.000400,0.001800,0.061300,0.014800,0.029200,0.005200,0.065700,0.6723,0.025500,0.1400,0.042000,0.077300,0.002300,0.018600,0.001200,0.006500,0.001500,0.019100,0.041600,0.044800,0.004800,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1931,0.048275,4,0.010900,0.062600,16.4958,11595.1445,2471.5430,2439.8359,0,14069.9609,0,0,0,0,0,16.6667,0.3735,27.2076,0.006300,2,0,0,0,0,0,0,0,0,0
,0.1933,0.006000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032300,0.011400,0.084600,0.010800,0.8773,0.027100,0.081900,0,0.016900,0.000900,0.003600,0.025300,0.3185,0.4751,0.1428,0.003700,0.059600,0.042400,0.2269,0.025600,0.000600,0.009400,0.065000,0.014600,0.029000,0.005000,0.065200,0.6554,0.023300,0.1431,0.046800,0.092500,0.002700,0.021200,0.001400,0.007200,0.001500,0.019100,0.043300,0.050900,0.015400,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2235,0.055875,4,0.045900,0.064600,16.6950,11591.5898,2471.5430,2439.8359,0,14066.6875,0,0,0,0,0,16.6667,0.4055,27.4117,0,0,0,0,0,0,0,0,0,0,0
,0.2664,0.018100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042500,0.012600,0.097800,0.011800,0.9079,0.027300,0.052400,0,0,0.001100,0.004100,0.027400,0.3538,0.4918,0.1515,0.005000,0.065900,0.038600,0.2844,0.019800,0.000500,0.001700,0.067800,0.015400,0.027500,0.005300,0.070300,0.6861,0.026500,0.1383,0.045900,0.077100,0.002500,0.025000,0.001400,0.007100,0.001400,0.009200,0.032200,0.042500,0.004300,0.000200,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2442,0.061050,4,0.048600,0.074400,16.7333,11587.0625,2471.5430,2439.8359,0,14063.1328,0,0,0,0,0,16.6667,0.3922,26.7615,0.008500,1,0,0,516,384,0,0.1160,0,0,0
,0.1939,0.005600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042600,0.011900,0.081200,0.010000,0.8977,0.027500,0.024800,0,0,0.001000,0.003100,0.026200,0.2972,0.4885,0.1292,0.004200,0.059500,0.038400,0.2067,0.020200,0.000400,0.002000,0.067800,0.017200,0.030900,0.006100,0.065800,0.6637,0.023700,0.1581,0.045800,0,0.002300,0.019900,0.001300,0.006400,0.001400,0.020300,0.046100,0.053100,0.005600,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2196,0.054900,4,0.041100,0.064900,16.3830,11583.3867,2471.5469,2439.8359,0,14058.6094,0,0,0,0,0,16.6667,0.3781,27.2768,0.003500,1,0,0,0,0,0,0,0,0,0
,0.2119,0.005500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040800,0.012100,0.076400,0.011500,1.0799,0.028000,0.2458,0.1745,0.2248,0.000800,0.004100,0.025100,0.3048,0.4907,0.1366,0.004100,0.054500,0.037600,0.2547,0.016500,0.000300,0.085400,0.063300,0.016400,0.033300,0.005700,0.067100,0.8690,0.023800,0.1373,0.041100,0.064800,0.002100,0.019400,0.001400,0.005800,0.001200,0.019400,0.043900,0.047600,0.006000,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2162,0.054050,4,0.042000,0.061900,17.7451,11578.3750,2471.5469,2439.8359,0,14054.9336,0,0,0,0,0,16.6667,0.4615,27.3816,0,1,0,0,0,0,0,0,0,0,0
,0.2873,0.006000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030700,0.012600,0.081300,0.010100,0.8903,0.029500,0.097100,0,0,0.001100,0.003700,0.025500,0.3070,0.4446,0.1320,0.003800,0.053100,0.038400,0.2551,0.020600,0.000400,0.002100,0.063800,0.015300,0.028200,0.005100,0.065800,0.6717,0.025200,0.1400,0.044900,0.085900,0.002500,0.020800,0.001300,0.006100,0.001700,0.009000,0.032200,0.046200,0.004600,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1850,0.046250,4,0.020300,0.056400,15.7277,11577.5977,2471.5469,2439.8359,0,14049.9219,0,0,0,0,0,16.6667,0.4091,26.9875,0.004400,1,0,0,538,385,0,0.1115,0,0,0
,0.2199,0.011100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042500,0.011800,0.077300,0.011800,0.8953,0.032200,0.079600,0.020200,0,0.001200,0.003400,0.097200,0.3647,0.4667,0.1443,0.004200,0.063200,0.039400,0.2630,0.020700,0.000500,0.001600,0.059600,0.016000,0.029200,0.004900,0.065800,0.6811,0.024100,0.1391,0.039500,0.066300,0.002100,0.017900,0.001200,0.006100,0.001200,0.017900,0.054000,0.045600,0.004900,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096300,0.024075,4,0.007700,0.071000,16.8548,11572.9961,2471.5508,2439.8359,0,14049.1484,0,0,0,0,0,16.6667,0.3789,27.7288,0.003500,1,0,0,0,0,0,0,0,0,0
