EVENTS,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,FMsgLogf/FMsgLogfCount,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/FlushNet,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/FixedStep,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiBuildingShieldComponent,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Pathfinding,GuLiCommanderPoseDispatch/SaturatedAtAttempt,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush
,0.060900,0.2877,0.013400,0.1471,0.015700,0.1412,0.064900,0.002200,0.006900,0,0,0,0,0,1861,401,0,0.2287,161.6713,161.6900,0.002400,0.024800,0.042300,34.5807,0.3024,0.1658,0.014800,0.005200,62,0,0,1150,11.1760,0.3097,0.3942,0.028200,0.000800,0.078900,8.3948,8.7079,8.8276,0.002400,0.000900,0.004700,0.022400,0.050200,0.9295,0.001100,0.021800,0.001300,0.001500,0.1497,0.015900,0.000200,26,0,0,0,0,2,2,3,4,50,2,100,0,10,4,5,0,8,31,0,29,2,0,7,9,0,0,0,0,0,0,0,0.1925,0,45,1.0234,0,0.9302,1.1227,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.7527,3689.1211,5561.8984,6290.8594,0,9251.0195,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,0,0.091100,0,0,0
,0.078300,0.3671,0.015200,0.1364,0.018500,0.1514,0.1099,0.002100,0.007500,0,0,0,0,0,1915,1141,0,0.2855,140.5820,140.6023,0.001600,0.010500,0.042600,5.6670,0.2610,0.1670,0.014600,0.005300,64,0,0,0,9.6587,0.5894,0.2758,0.031300,0.001000,0.1070,13.2535,13.4790,14.7622,0.002100,0.000900,0.005500,0.024400,0.062400,1.1204,0.002300,0.032100,0.001500,0.001700,0.1967,0.012000,0.000100,52,0,0,0,0,2,2,3,4,50,2,100,0,10,10,12,1,23,456,0,56,2,0,7,21,0,0,0,0,0,0,0,0.2028,0,27.5000,4.8711,0,1.2946,1.4974,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.0500,3686.3711,5561.8984,6290.8594,0,9248.2695,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,3.9041,0,0,0,0
,0.067500,0.3748,0.015500,0.1365,0.017000,0.1503,0.076900,0.002300,0.007000,0,0,0,0,0,2964,1120,0,0.2586,147.2850,147.3050,0.002200,0.010000,0.040700,36.5782,0.2776,0.1726,0.014300,0.006100,64,0,0,965,10.2338,0.4634,0.4836,0.036800,0.001100,0.1201,13.1306,13.4343,13.8995,0.002300,0.000800,0.004500,0.023800,0.1437,1.4798,0.001800,0.026400,0.001400,0.001900,0.3735,0.014100,0.000100,26,0,0,0,0,2,2,3,4,50,2,100,0,10,6,6,1,6,629,0,29,2,0,7,12,0,0,0,0,0,0,0,0.2442,0,27,5.9199,0,1.6568,1.9010,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.5837,3702.6406,5562.1484,6290.8594,0,9264.7891,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,0,0,0,0,0
,0.061800,0.2801,0.011200,0.1185,0.015200,0.1384,0.1007,0.002000,0.007300,0,0,0,0,0,4038,188,0,0.4150,168.6521,168.6716,0.001800,0.010000,0.042000,7.2176,0.3025,0.1626,0.015000,0.005200,64,0,0,0,10.5326,0.4465,0.3512,0.032500,0.000500,0.083600,12.6189,12.8936,13.9881,0.001700,0.001100,0.005300,0.024600,0.051300,0.8307,0.004400,0.022500,0.001200,0.001400,0.1282,0.013800,0.000200,52,0,0,0,0,2,2,4,4,50,2,102,0,8,7,8,1,45,53,0,49,2,0,8,14,0,0,0,0,0,0,0,0.2053,0,22.5000,0.9834,0,0.8125,1.0178,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.6025,3701.1523,5562.1484,6290.8594,0,9263.3008,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,3.1998,0,7,0,0
,0.061800,0.2979,0.011600,0.1231,0.016000,0.1499,0.1057,0.001800,0.006900,0,0,0,0,0,792,681,0,0.1897,169.7133,169.7320,0.001900,0.012400,0.041900,37.9791,0.3205,0.1846,0.015800,0.018000,62,0,0,1140,10.5735,0.3917,0.4407,0.030200,0.000900,0.1051,13.2598,13.5733,13.8079,0.002600,0.000800,0.005600,0.024900,0.052500,1.1507,0.001700,0.022400,0.001300,0.002200,0.1423,0.014500,0.000100,26,0,0,0,0,2,2,3,4,50,2,100,0,10,5,5,0,25,33,0,31,2,0,7,10,0,0,0,0,0,0,0,0.2242,0,47,2.0264,0,1.2389,1.4631,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.5259,3699.3008,5562.4609,6290.8594,0,9261.7617,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,0,0,0,0,0
,0.082700,0.4607,0.015300,0.1576,0.018900,0.1790,0.083300,0.002400,0.007000,0,0,0,0,0,1440,726,0,0.4258,52.3056,52.3282,0.002300,0.013100,0.062100,6.9989,0.3173,0.1911,0.016300,0.005500,64,0,0,0,10.3482,0.6111,0.3620,0.031500,0.000900,0.091500,13.9611,14.2168,15.3470,0.003200,0.001400,0.006000,0.027300,0.1254,1.4508,0.001600,0.024900,0.001500,0.001900,0.3665,0.012900,0.000100,52,0,0,0,0,2,2,4,5,50,2,100,0,10,9,9,0,22,56,0,56,2,0,9,18,0,0,0,0,0,0,0,0.2791,0,45,2.0205,0,1.5884,1.8675,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.8900,3705.1211,5562.4609,6290.8594,0,9267.5820,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,3.0528,0,0,0,8.1619
,0.055500,0.3198,0.011100,0.1180,0.014500,0.1040,0.084200,0.001800,0.006300,0,0,0,0,0,1766,441,0,0.1685,60.2708,60.2887,0.002000,0.011900,0.043700,42.6350,0.4203,0.1649,0.011300,0.006900,64,0,0,1142,6.3818,0.4955,0.5768,0.029000,0.000500,0.074200,6.9227,7.1726,7.3789,0.002200,0.000600,0.005300,0.022900,0.1320,1.1543,0.004900,0.023700,0.001300,0.001700,0.1180,0.015400,0.000200,26,0,0,0,0,2,2,2,3,50,2,102,0,8,5,5,0,46,32,0,28,2,0,4,10,0,0,0,0,0,0,0,0.2298,0,44,1.9541,0,1.1881,1.4179,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.5873,3705.3242,5563.1602,6290.8594,0,9268.4844,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,0,0,0,0,0
,0.056600,0.4036,0.012300,0.1320,0.014900,0.1291,0.069400,0.002200,0.006600,0,0,0,0,0,2076,1085,0,0.2722,87.1020,87.1215,0.001400,0.010200,0.037600,4.8960,0.2472,0.1630,0.015400,0.005000,62,0,0,0,9.1519,0.5418,0.3811,0.032300,0.001400,0.1273,6.7364,8.1794,8.2207,0.002000,0.000700,0.004600,0.025100,0.050200,1.1645,0.001200,0.027300,0.001200,0.001800,0.1224,0.013400,0.000100,52,0,0,0,0,2,2,3,3,50,2,100,0,8,9,9,0,6,54,0,54,2,0,6,18,0,0,0,0,0,0,0,0.2637,0,44,1.0156,0,1.1294,1.3931,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.4074,3712.2188,5563.2500,6290.8594,0,9275.4688,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,3.9329,0.2102,0,0,0
,0.073800,0.3729,0.007800,0.1282,0.016200,0.1198,0.073600,0.001400,0.006100,0,0,0,0,0,931,111,0,0.089200,96.7981,96.8146,0.002100,0.011500,0.048900,6.1402,0.3277,0.2246,0.018200,0.007600,64,0,0,0,10.1255,0.4116,0.4221,0.030600,0.000700,0.097400,6.3044,7.7825,7.6500,0.003200,0.001000,0.005400,0.025900,0.063200,1.2388,0.004900,0.032300,0.001400,0.001700,0.1758,0.014600,0.000400,26,0,0,0,0,2,2,2,3,50,2,100,0,8,4,4,0,56,34,0,28,2,0,5,8,0,0,0,0,0,0,0,0.2611,0,43,1.9561,0,1.3081,1.5692,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0948,3716.1133,5563.2734,6290.8594,0,9279.3867,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,3.9872,1.3425,0,0,0
,0.075400,0.4575,0.016800,0.1312,0.017800,0.1817,0.1411,0.002800,0.008400,0,0,0,0,0,2161,212,0,0.2706,106.8376,106.8621,0.001800,0.012400,0.049300,7.3874,0.3388,0.1739,0.015300,0.007900,62,0,0,0,10.5319,0.5715,0.3764,0.042700,0.000400,0.085700,12.6126,12.9555,13.0288,0.002000,0.000900,0.004500,0.023100,0.059300,0.9155,0.001800,0.025200,0.001400,0.001700,0.1401,0.015900,0.000200,52,0,0,0,0,2,2,3,4,50,2,100,0,10,7,7,0,6,54,0,54,2,0,6,14,0,0,0,0,0,0,0,0.1940,0,45,0,0,0.8737,1.0677,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.3673,3712.0352,5563.3359,6290.8594,0,9275.3711,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,2.7024,0.1680,0,0,0
,0.065900,0.3112,0.012900,0.1656,0.018100,0.1571,0.1032,0.002900,0.009100,0,0,0,0,0,1016,984,0,0.1536,110.8826,110.9065,0.002100,0.014100,0.043700,38.2368,0.3053,0.1711,0.014600,0.006300,64,0,0,1045,9.9952,0.3673,0.4649,0.028400,0.000700,0.076000,8.5978,8.7215,9.8649,0.002100,0.000800,0.005400,0.027200,0.1740,1.1911,0.001700,0.021800,0.001400,0.001800,0.3848,0.015800,0.000100,26,0,0,0,0,2,2,4,5,50,2,100,0,10,4,4,0,22,30,0,30,2,0,9,8,0,0,0,0,0,0,0,0.2724,0,45,2.0293,0,1.2029,1.4753,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.4967,3709.6367,5563.5234,6290.8594,0,9273.1602,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,0,0.091500,0,0,0
,0.068900,0.4359,0.012100,0.1276,0.015300,0.1438,0.094700,0.002200,0.006400,0,0,0,0,0,1343,327,0,0.2442,135.6349,135.6541,0.002800,0.015200,0.067700,3.6106,0.3553,0.1865,0.015700,0.008500,62,0,0,0,10.0281,0.5938,0.4108,0.031800,0.000600,0.085200,12.3863,12.3930,12.6398,0.002200,0.000900,0.004700,0.021500,0.054500,1.3947,0.001600,0.022600,0.001400,0.001700,0.1608,0.018900,0.000200,52,0,0,0,0,2,2,2,3,48,4,100,0,6,9,11,0,34,459,0,55,2,0,5,19,0,0,0,0,0,0,0,0.2294,0,45,4.8252,0,1.5625,1.7919,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.6651,3707.8320,5563.5859,6290.8594,0,9271.4180,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,6.1208,0,0,0,0
,0.080700,0.4866,0.017500,0.1319,0.015300,0.2240,0.1504,0.003100,0.010900,0,0,0,0,0,3621,872,0,0.6206,137.4085,137.4364,0.002500,0.014000,0.049000,32.2896,0.3335,0.4815,0.017400,0.007100,64,0,0,995,9.5845,0.5838,0.5557,0.028600,0.001200,0.1483,5.9002,5.9068,7.0600,0.002800,0.000600,0.004900,0.022600,0.047500,1.9172,0.005600,0.022500,0.001000,0.001400,0.1540,0.012700,0.000100,26,0,0,0,0,2,2,3,4,50,2,100,0,6,7,7,1,92,637,0,29,2,0,7,14,0,0,0,0,0,0,0,0.3021,0,29.5000,6.4590,0,2.2691,2.5712,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.5471,3724.9922,5563.6836,6290.8594,0,9288.6758,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,0,1.9807,0,0,0
,0.066300,0.2926,0.008600,0.1341,0.015900,0.1251,0.088400,0.001700,0.005700,0,0,0,0,0,4474,459,0,0.3382,121.3451,121.3607,0.001800,0.010800,0.043500,1.9901,0.3527,1.0378,0.019500,0.007500,64,0,0,0,9.4513,0.4974,0.3567,0.034400,0.000600,0.083500,12.7828,12.7890,13.0256,0.002400,0.000800,0.005600,0.023500,0.070200,0.9504,0.002500,0.034400,0.001700,0.002700,0.1216,0.013000,0.000300,52,0,0,0,0,2,2,3,4,50,2,100,0,10,7,8,1,12,52,0,50,2,0,7,14,0,0,0,0,0,0,0,0.2574,0,23,1.0254,0,0.8951,1.1525,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.4422,3724.8281,5563.6836,6290.8594,0,9288.5117,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,6.4434,0,5,0,0
,0.066300,0.4591,0.010300,0.1288,0.016400,0.1321,0.074500,0.002300,0.006800,0,0,0,0,0,1194,818,0,0.2452,150.6053,150.6252,0.001800,0.010600,0.046100,32.5782,0.3049,1.0046,0.017800,0.006400,62,0,0,1056,10.0047,0.4871,0.5578,0.032400,0.000800,0.085200,6.3224,6.3285,7.4560,0.002000,0.001000,0.005400,0.023700,0.1638,1.7517,0.001800,0.030300,0.001600,0.002000,0.5786,0.015900,0.000200,26,0,0,0,0,2,2,3,3,50,2,100,0,10,4,4,0,33,35,0,29,2,0,6,8,0,0,0,0,0,0,0,0.3058,0,47,2.0420,0,1.9817,2.2875,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.9309,3659.0352,5564.1211,6290.8594,0,9223.1562,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,0,0,0,0,0
,0.067300,0.5865,0.012100,0.1539,0.019000,0.1491,0.1048,0.002200,0.007200,0,0,0,0,0,2096,634,0,0.2253,153.9604,153.9808,0.001900,0.013000,0.047100,2.7823,0.4690,2.0338,0.032300,0.009800,64,0,0,0,9.1643,0.8024,0.2814,0.035300,0.000900,0.1058,13.7167,13.7228,13.9755,0.002700,0.000900,0.006100,0.029900,0.074900,1.7614,0.008200,0.029700,0.001700,0.002500,0.1630,0.012800,0.000100,52,0,0,0,0,2,2,3,4,50,2,102,0,8,7,8,0,40,60,0,56,2,0,7,15,0,0,0,0,0,0,0,0.3662,0,46,0.9697,0,1.7123,2.0785,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.8797,3703.5898,5564.1211,6290.8594,0,9267.7109,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,3.8718,0,0,0,0
,0.053300,0.3452,0.013200,0.1221,0.014700,0.1957,0.2345,0.002200,0.007600,0,0,0,0,0,1446,1229,0,0.4627,247.7315,247.7520,0.001900,0.012300,0.044500,34.2912,0.2828,1.1745,0.014400,0.005900,64,0,0,1066,9.5945,0.3409,0.5643,0.035000,0.000800,0.073300,12.6172,12.6241,13.7142,0.002400,0.001000,0.004300,0.023900,0.057700,1.3694,0.001300,0.025400,0.000900,0.001500,0.1281,0.011500,0.000200,26,0,0,0,0,2,2,3,4,50,2,100,0,10,4,4,0,32,32,0,30,2,0,7,8,0,0,0,0,0,0,0,0.2614,0,47,2.0420,0,1.4368,1.6982,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.1392,3963.1328,5564.1211,6290.8594,0,9527.2539,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,0,0,0,0,0
,0.059100,0.4397,0.009000,0.1163,0.014000,0.1634,0.1291,0.002000,0.007300,0,0,0,0,0,1179,116,0,0.1305,157.7232,157.7410,0.001600,0.010500,0.045700,2.3898,0.3809,2.6331,0.035400,0.011200,64,0,0,0,6.2451,0.6143,0.2672,0.029700,0.000900,0.1630,19.3317,19.3413,20.4621,0.002500,0.001200,0.004800,0.024900,0.1190,0.9607,0.001300,0.022400,0.001400,0.001500,0.3479,0.015500,0.000100,52,0,0,0,0,2,2,5,5,50,2,100,0,10,7,8,0,22,58,0,58,2,0,10,15,0,0,0,0,0,0,0,0.2016,0,45,2.0400,0,0.9943,1.1959,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.2212,4006.1914,5564.1211,6290.8594,0,9570.3125,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,0.8005,0,0,0,0
,0.068000,0.3821,0.013100,0.1356,0.017500,0.1605,0.096400,0.002300,0.007800,0,0,0,0,0,2053,1386,0,0.3093,54.6730,54.6936,0.002100,0.012400,0.047400,33.7188,0.3191,1.2017,0.014500,0.006800,64,0,0,1174,8.7933,0.4007,0.4699,0.033300,0.000700,0.078500,11.7388,11.7447,11.9823,0.002000,0.001800,0.005100,0.024300,0.1519,1.4928,0.008000,0.035100,0.001600,0.002100,0.1451,0.015000,0.000400,26,0,0,0,0,2,2,4,4,50,2,102,0,8,3,4,0,49,34,0,30,2,0,8,7,0,0,0,0,0,0,0,0.2963,0,47,0.9648,0,1.5786,1.8749,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.9911,4026.2227,5564.1406,6290.8594,0,9590.3633,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,0,0,0,0,0
,0.068100,0.3254,0.011700,0.1310,0.016200,0.1512,0.1287,0.002900,0.008700,0,0,0,0,0,1193,108,0,0.076000,53.5176,53.5433,0.002000,0.010900,0.042500,1.9207,0.2807,0.9291,0.016700,0.007300,62,0,0,0,7.5215,0.4801,0.4862,0.031700,0.001000,0.078900,7.0002,7.0056,8.1692,0.003200,0.001300,0.006000,0.023200,0.052000,0.9821,0.001500,0.025700,0.001400,0.001700,0.1285,0.014300,0.000300,52,0,0,0,0,2,2,2,2,50,2,100,0,8,8,8,0,20,54,0,54,2,0,4,16,0,0,0,0,0,0,0,0.2073,0,41,2.0449,0,1.0694,1.2767,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0429,4060.6367,5564.1406,6290.8594,0,9624.7773,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,4.7015,0,0,0,0
,0.076300,0.3008,0.012900,0.1487,0.017700,0.1163,0.060000,0.002600,0.008900,0,0,0,0,0,1594,172,0,0.1343,69.5519,69.5761,0.002800,0.013600,0.049400,29.4884,0.3342,0.8161,0.017700,0.006500,62,0,0,1094,6.2460,0.3371,0.5852,0.076200,0.000600,0.1001,6.8002,6.8059,7.0478,0.003500,0.001100,0.006200,0.033100,0.1714,1.3448,0.002100,0.029100,0.001500,0.002100,0.1971,0.017900,0.000100,26,0,0,0,0,2,2,1,2,50,2,98,0,8,3,4,0,6,27,0,27,2,0,3,7,0,0,0,0,0,0,0,0.3149,0,44,0,0,1.1807,1.4956,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.2236,4117.1367,5564.5469,6290.8594,0,9681.6836,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,0,0,0,0,0
