EVENTS,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GameplayDebuggerPlayerManager,Ticks/GuLiBuildingShieldComponent,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/LogFlush,Exclusive/GameThread/EventWait
,0.045800,0.010100,0.062000,0.009500,0.024100,0.001800,0.005000,0.3723,0.3859,0.000800,0.004500,0.015900,0.1953,0.1406,0.1962,0.007700,0.1888,0.016300,0.000900,0.001900,0.099100,0.1905,0.001200,0.000600,0.000100,0.005100,0.026500,0.000200,0.001100,0.010200,0.000800,0.001000,0.040300,0.010000,0.000200,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9670,558.1797,5528.9805,6302.2070,0,6087.1602,0,0,0,0.4085,0,0,0,0,0,0,0,0,0,0,0,0
,0.088500,0.016000,0.1674,0.014200,0.037300,0.002400,0.008500,0.4883,0.5104,0.001800,0.008200,0.033600,0.3390,0.2278,0.2713,0.010300,0.2706,0.020700,0.001000,0.010400,4.1036,3.6054,0.001600,0.000600,0,0.006900,0.060200,0.000100,0.001800,0.018100,0.001000,0.021100,0.3264,0.014700,0.000200,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,51,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8258,558.1797,5528.9844,6302.2070,0,6087.1641,0,0,1,0.1271,0.7287,2.6817,1,0,0,0,0,1,2,0,0,0
,0.051700,0.009800,0.067800,0.009400,0.025700,0.001700,0.005100,0.3903,0.4049,0.001000,0.004900,0.021500,0.3568,0.1549,0.1917,0.008500,0.1974,0.012500,0.000800,0.002000,0.9602,0.1623,0.000800,0.000500,0.000100,0.005300,0.025500,0.000100,0.001200,0.011500,0.000700,0.001100,0.046500,0.012200,0.000100,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9276,558.1797,5528.9844,6302.2070,0,6087.1641,0,0,0,0.7655,0.8911,0,0,412,308,0,0.058100,0,0,0.1247,0,0
,0.059600,0.016000,0.080300,0.010700,0.031700,0.003100,0.008000,0.4699,0.4919,0.001500,0.005400,0.022800,0.2501,0.1908,0.2743,0.009800,0.3645,0.023500,0.000800,0.002700,1.3129,0.2967,0.001000,0.000500,0,0.004800,0.026000,0.000200,0.001300,0.010200,0.000900,0.001100,0.045200,0.009100,0.000100,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6255,558.1797,5528.9844,6302.2070,0,6087.1641,0,0,0,0.1122,1.1730,0,0,0,0,0,0,0,0,0,0,0
,0.051700,0.011500,0.074900,0.011200,0.032500,0.001800,0.007300,0.3794,0.3965,0.000800,0.005300,0.019900,0.2176,0.1577,0.2183,0.007700,0.1537,0.012300,0.000500,0.001300,0.2294,0.2662,0.001100,0.000600,0.000100,0.005600,0.032700,0.000200,0.001500,0.012000,0.001000,0.001100,0.046000,0.009000,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,48,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4346,558.1797,5528.9844,6302.2070,0,6087.1641,0,0,1,0.4402,0.058300,0,0,0,0,0,0,0,0,0,0,0
,0.054400,0.009500,0.076400,0.012900,0.024200,0.001800,0.006300,0.3896,0.4052,0.001000,0.005200,0.017800,0.2168,0.1560,0.2172,0.008400,0.3066,0.018700,0.000900,0.002900,0.6169,0.6984,0.001300,0.001100,0.000100,0.007100,0.038600,0.000100,0.002900,0.014400,0.000900,0.001400,0.066700,0.013600,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1928,558.1797,5528.9844,6302.2070,0,6087.1641,0,0,0,0.083300,0.071000,0,0,426,305,0,0.059200,0,0,0,0,0
,0.065600,0.018000,0.073900,0.012600,0.036700,0.002900,0.009800,0.4838,0.5080,0.001200,0.005200,0.023600,0.2138,0.1630,0.2055,0.008600,0.1960,0.012800,0.000700,0.002000,0.003200,0.089000,0.000900,0.000400,0,0.004600,0.026200,0.000100,0.001200,0.011900,0.000900,0.001100,0.044300,0.008500,0.000100,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1032,558.1836,5528.9844,6302.2070,0,6087.1680,0,0,0,0.4439,0,0,0,0,0,0,0,0,0,0,0,0
,0.055200,0.007600,0.096300,0.010400,0.022800,0.001500,0.005400,0.3891,0.4038,0.000700,0.004000,0.016300,0.1869,0.1338,0.1938,0.007300,0.2377,0.013100,0.000600,0.011700,2.2267,2.3427,0.001600,0.000800,0.000100,0.008100,0.041700,0.000100,0.002600,0.019100,0.001100,0.001400,0.4866,0.013200,0.000100,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,48,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4999,558.4102,5529.0469,6302.2070,0,6087.4570,0,0,1,0.069500,0,2.2220,2,0,0,0,0,0,0,0,0,0
,0.063900,0.014400,0.079500,0.012400,0.035700,0.002500,0.008000,0.4358,0.4568,0.001300,0.006200,0.025200,0.4025,0.1827,0.2317,0.009500,0.2188,0.014500,0.000800,0.001900,0.075400,0.3940,0.000900,0.000500,0.000100,0.005300,0.029200,0,0.001600,0.011700,0.000800,0.001000,0.065000,0.009400,0.000200,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8835,558.4141,5529.0469,6302.2070,0,6087.4609,0,0,0,0.6413,0,0,0,412,307,0,0.091100,0,0,0,0,0
,0.060800,0.008200,0.064600,0.038500,0.2170,0.000900,0.003900,0.7658,0.7781,0.000700,0.003500,0.016100,0.1841,0.2278,0.3742,0.029700,0.2569,0.014900,0.000600,0.001900,0.3834,0.4387,0.000900,0.000500,0,0.005000,0.035300,0.000100,0.001700,0.015200,0.000900,0.001500,0.061400,0.013500,0.000200,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,1,1,1,2,4,2,4,2,2,4,6,1,1,47,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8193,558.4141,5529.0469,6302.2070,0,6087.4609,0,0,0,0.099700,0.051100,0,0,0,0,0,0,0,0,0,0,0
