EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,Ticks/GuLiBuildingShieldComponent,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,5.0876,0.068800,0.1321,0.010100,0.093000,0.016600,0.054400,0.001700,0.006100,2.2171,2.2351,0.001000,0.008100,0.036200,2.3245,0.4402,0.019500,0.8158,0.004600,0.2538,1.6553,0.3570,0.029500,0.000600,0.002400,0.2329,0.4455,0.001700,0.000800,0.002400,0.016400,0.049500,0.6608,0.002000,0.021900,0.001600,0.001600,0.1125,0.016800,0.000100,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,6,6,0,1,313,0,13,0,0,1,6,0,0,0,0,0,0,0,0.093408,0,22,2.9580,0,0.7738,0.8672,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4353,11310.7148,5538.7812,6253.5039,0,16849.4961,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1730,0.1113,0.1189,0.024000,0.1230,0.018100,0.081600,0.003400,0.011900,2.3888,2.4206,0.002000,0.009100,0.040300,0.6653,0.3667,0.018800,0.5489,0.004300,0.2560,0.052200,0.3702,0.023800,0.000500,0.002100,1.6729,1.6134,0.001900,0.000800,0.003100,0.018100,0.054100,0.8849,0.001600,0.026100,0.001400,0.002100,0.1329,0.014600,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,4,4,0,0,400,0,0,0,0,1,4,0,0,0,0,0,0,0,0.1240,0,27,2.9082,0,1.0767,1.2007,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8247,11311.0586,5538.7852,6253.5039,0,16849.8438,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.2770,0,0,0,2806,365,0,0.2881,0,0,0,0,0,0,0,0,0,0
,4.0508,0.065500,0.1435,0.014100,0.098800,0.015800,0.070100,0.002100,0.007100,1.8614,1.8823,0.001600,0.007900,0.035200,0.7280,0.2927,0.016500,0.5448,0.003200,0.2265,2.5428,0.3597,0.027400,0.000600,0.002200,0.1212,0.3203,0.001800,0.000800,0.002500,0.016300,0.044800,0.3251,0.001400,0.021900,0.001300,0.001800,0.1076,0.014600,0.000100,0,0,0,0,0,55,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,4,4,0,1,13,0,13,0,0,1,4,0,0,0,0,0,0,0,0.090498,0,21,1.0234,0,0.3918,0.4823,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2114,11310.2227,5538.8047,6253.5039,0,16849.0273,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1499,0.080800,0.071200,0.014100,0.1156,0.016200,0.071800,0.002100,0.007600,1.9158,1.9381,0.002000,0.010000,0.034900,0.6997,0.3000,0.015300,0.5569,0.003500,0.1266,0,0.3987,0.028000,0.000600,0.002300,0.3228,1.5444,0.002000,0.000700,0.003100,0.017000,0.059900,0.5667,0.001700,0.020800,0.001500,0.001600,0.1335,0.013500,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,10,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.1100,0,36,0,0,0.5151,0.6251,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1771,11313.0469,5538.8203,6253.5039,0,16851.8672,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.6379,0.069600,0.092300,0.013000,0.092000,0.015100,0.089900,0.002000,0.007000,1.9280,1.9488,0.001500,0.007000,0.034100,0.7842,0.2673,0.023700,0.6052,0.004000,0.2511,3.0564,0.3981,0.029100,0.001100,0.002400,0.1951,0.4021,0.001400,0.000900,0.002400,0.015600,0.043500,0.3373,0.001700,0.020300,0.001400,0.001700,0.095200,0.011400,0.000100,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,4,4,0,1,14,0,14,0,0,1,4,0,0,0,0,0,0,0,0.088017,0,23,1.0176,0,0.3707,0.4587,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1520,11309.6953,5538.8359,6253.5039,0,16848.5312,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.070100,0,0,0,0,3284,351,0,0.3457,0,0,0,0,0,0,0,0,0,0
,0.1680,0.083700,0.071500,0.014000,0.1683,0.018400,0.091700,0.003000,0.010300,1.9951,2.0250,0.001700,0.009900,0.045700,2.2800,0.3954,0.021100,0.6487,0.005700,0.094300,0,0.3647,0.025800,0.000600,0.061500,7.9425,8.1511,0.002400,0.000900,0.004600,0.020900,0.055300,0.4478,0.001600,0.023800,0.001300,0.001700,0.6979,0.015200,0.000200,0,0,0,0,0,55,0,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,5,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0.1079,0,24,0,0,0.3722,0.4801,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1638,11309.1445,5538.9062,6253.5039,0,16848.0508,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,7.7336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.4133,0.060300,0.1272,0.013100,0.087200,0.014100,0.055800,0.002100,0.007600,1.8457,1.8647,0.001500,0.006600,0.034400,2.4754,0.3887,0.019600,0.4520,0.004100,0.2708,2.1285,0.3300,0.030800,0.000800,0.002600,0.2213,0.4381,0.001700,0.001000,0.002200,0.016100,0.043900,0.6342,0.001500,0.020700,0.001600,0.001500,0.1048,0.014700,0.000100,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,6,6,0,1,313,0,13,0,0,1,6,0,0,0,0,0,0,0,0.097800,0,24,2.9502,0,0.7237,0.8215,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8780,11307.8984,5538.9062,6253.5039,0,16846.8047,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1695,0.070200,0.049900,0.013800,0.1141,0.015300,0.067000,0.002600,0.007500,1.8891,1.9125,0.001600,0.007200,0.038900,1.5228,0.2835,0.016300,0.3601,0.003100,0.090500,0,0.5329,0.036600,0.000700,0.003100,1.6052,1.7197,0.001600,0.000800,0.004200,0.019700,0.043100,0.3385,0.001700,0.022900,0.001200,0.001500,0.1145,0.011500,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.092104,0,23,0,0,0.2854,0.3775,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0974,11308.4297,5538.9062,6253.5039,0,16847.3359,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.1753,0,0,0,2836,365,0,0.3297,0,0,0,0,0,0,0,0,0,0
,4.6180,0.1099,0.086200,0.020100,0.1134,0.018100,0.087200,0.004100,0.014400,2.0679,2.1043,0.001600,0.006700,0.034700,1.5716,0.2522,0.014200,0.3655,0.003000,0.2022,2.8291,0.3876,0.031000,0.000700,0.002600,0.1275,0.3467,0.002500,0.001100,0.002400,0.018300,0.046800,0.3699,0.001600,0.023900,0.001500,0.001900,0.1141,0.014400,0.000100,0,0,0,0,0,55,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,0,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.096396,0,26,0,0,0.2955,0.3919,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0478,11307.8672,5538.9062,6253.5039,0,16846.7734,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1605,0.097800,0.050300,0.010300,0.1073,0.016200,0.073400,0.002100,0.007000,1.7608,1.7816,0.001600,0.007100,0.037500,1.5924,0.2638,0.012900,0.4261,0.004300,0.1248,0,0.4908,0.026600,0.000900,0.002900,0.1773,0.4239,0.002500,0.001100,0.002500,0.018200,0.048500,0.3441,0.001400,0.026700,0.001400,0.001600,0.1110,0.013000,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.093311,0,21,0,0,0.2889,0.3822,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9005,11306.8789,5538.9688,6253.5039,0,16845.8477,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.6125,0.1153,0.094700,0.018500,0.1356,0.020100,0.1155,0.003600,0.011000,1.9220,1.9535,0.001500,0.007000,0.034800,2.0153,0.2939,0.015200,0.3961,0.004200,0.2304,1.3077,0.4153,0.029000,0.001000,0.002900,0.2123,0.4421,0.003000,0.001600,0.004600,0.029400,0.054200,0.5025,0.001600,0.022800,0.001400,0.001800,0.1137,0.012400,0.000200,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,1,14,0,14,0,0,1,3,0,0,0,0,0,0,0,0.1482,0,26,0,0,0.3826,0.5308,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4413,11310.5781,5538.9688,6253.5039,0,16849.5469,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.083500,0,0,0,0,1238,351,0,0.1895,0,0,0,0,0,0,0,0,0,0
,0.1443,0.075000,0.088400,0.017300,0.1697,0.018700,0.086000,0.002600,0.008500,1.8324,1.8566,0.001500,0.008500,0.033400,0.9805,0.2860,0.014900,0.4015,0.004100,0.1037,0,0.3360,0.023600,0.000800,0.060300,8.9818,9.2003,0.001900,0.000900,0.003800,0.022000,0.050000,0.6362,0.005100,0.024100,0.001700,0.001900,0.6397,0.013700,0.000100,0,0,0,0,0,57,0,0,0,0,0,0,0,1,1,2,2,46,2,49,0,3,1,1,0,35,4,0,0,1,0,2,1,0,0,0,0,0,0,0,0.1607,0,28,0,0,0.5256,0.6863,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7011,11306.3594,5538.9688,6253.5039,0,16845.3281,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,8.7735,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.3907,0.061900,0.2243,0.009800,0.094500,0.016500,0.093800,0.002000,0.006300,1.9012,1.9222,0.001700,0.008700,0.037500,3.6116,0.3147,0.019000,0.4881,0.004400,0.3695,1.2983,0.3176,0.031900,0.000700,0.002100,0.2229,0.4456,0.001700,0.001000,0.002200,0.018100,0.046800,1.0048,0.001700,0.023700,0.001300,0.001600,0.1360,0.012500,0.000300,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,1,1,46,2,49,0,4,11,11,0,1,713,0,13,0,0,1,11,0,0,0,0,0,0,0,0.1318,0,27,6.1973,0,1.2484,1.3802,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0849,11310.6914,5539.0312,6253.5039,0,16849.7227,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,1291,268,0,0.1415,0,0,0,0,0,0,0,0,0,0
,0.1586,0.091600,0.066300,0.012500,0.1256,0.035700,0.068700,0.001900,0.008200,1.9002,1.9234,0.001600,0.008700,0.035100,1.1790,0.2578,0.018400,0.4041,0.004900,0.1223,0,0.4835,0.031400,0.000500,0.002200,0.2987,0.5602,0.002000,0.000900,0.002500,0.017700,0.1314,0.4875,0.002200,0.028800,0.001600,0.002000,0.1352,0.018500,0.000500,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,46,2,49,0,5,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.1142,0,19,0,0,0.4245,0.5387,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7489,11307.5430,5539.0312,6253.5039,0,16846.5742,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.1672,0.063700,0.058400,0.013300,0.094900,0.015800,0.083300,0.002300,0.006800,1.9704,1.9917,0.001900,0.008300,0.040000,1.5609,0.3611,0.017500,0.3912,0.003900,0.088300,2.0781,0.3178,0.025100,0.000600,0.002300,0.2195,0.4206,0.001300,0.000700,0.001700,0.014500,0.093400,0.4061,0.001500,0.017000,0.001300,0.001500,0.3363,0.014800,0.000200,0,0,0,0,0,55,0,0,0,0,0,0,0,1,1,2,2,45,3,48,0,4,1,1,0,3,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0.094406,0,27,0,0,0.3587,0.4531,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3255,11306.0391,5539.0312,6253.5039,0,16845.0703,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1843,0.077700,0.093900,0.011000,0.1130,0.018400,0.032600,0.002200,0.010100,1.4885,1.5124,0.001400,0.006100,0.1488,2.3977,0.2555,0.015000,0.2033,0.003600,0.2184,0,0.3885,0.025100,0.000800,0.002400,1.6665,1.4793,0.001700,0.001100,0.002900,0.018700,0.064200,0.3942,0.001500,0.025000,0.001600,0.001900,0.1335,0.014700,0.000200,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,0,0,44,4,48,0,3,4,4,0,6,14,0,13,0,0,0,4,0,0,0,0,0,0,0,0.097502,0,21,0,0,0.3243,0.4218,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5253,11305.6719,5539.0312,6253.5039,0,16844.7031,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.4020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.6633,0.076700,0.044500,0.012600,0.096800,0.016100,0.075500,0.002200,0.008900,1.8884,1.9123,0.001900,0.007200,0.032300,2.5157,0.2576,0.014000,0.1491,0.002700,0.099300,1.9281,0.3356,0.028700,0.000700,0.017600,0.1598,0.3674,0.001500,0.000900,0.002600,0.017600,0.045600,0.3186,0.001500,0.021600,0.001500,0.002100,0.1160,0.012300,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.091895,0,25,0,0,0.2599,0.3518,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3540,11305.3438,5539.0938,6253.5039,0,16844.4375,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,4883,449,0,0.3333,0,0,0,0,0,0,0,0,0,0
,0.1719,0.073400,0.1039,0.011700,0.1706,0.017800,0.1197,0.002600,0.008800,2.0513,2.0789,0.002200,0.010800,0.043200,3.0868,0.2955,0.017600,0.1692,0.003300,0.2354,0,0.5045,0.024700,0.000500,0.052800,7.7537,7.9578,0.002100,0.000900,0.005100,0.022500,0.058000,0.4216,0.002100,0.033000,0.001900,0.001900,0.6927,0.016700,0.000200,0,0,0,0,0,55,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,4,4,0,2,14,0,14,1,0,1,4,0,0,0,0,0,0,0,0.1116,0,25,0,0,0.3367,0.4483,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8758,11308.8164,5539.0938,6253.5039,0,16847.9102,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0.1033,0,7.5871,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.7567,0.062300,0.1297,0.014500,0.091800,0.014800,0.065300,0.002000,0.007600,1.8472,1.8671,0.002000,0.006700,0.041100,2.9719,0.2913,0.013500,0.1603,0.003000,0.2723,1.4877,0.6256,0.038700,0.001000,0.003300,0.1891,1.3953,0.001700,0.000800,0.002200,0.015300,0.043700,0.7295,0.001700,0.020400,0.001400,0.001800,0.1168,0.013300,0.000100,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,2,2,44,4,47,0,3,7,7,0,9,313,0,13,0,0,2,7,0,0,0,0,0,0,0,0.1037,0,34,2.8340,0,0.8276,0.9313,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7560,11305.0039,5539.0938,6253.5039,0,16844.0977,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,1131,267,0,0.1397,0,0,0,0,0,0,0,0,0,0
,0.1728,0.068100,0.088000,0.010100,0.1150,0.017300,0.062500,0.002100,0.007400,1.5493,1.5692,0.001300,0.006900,0.034400,1.4697,0.2552,0.023800,0.2036,0.004700,0.1006,0,0.3970,0.025100,0.000900,0.002600,0.4434,0.6673,0.002500,0.001000,0.003200,0.020600,0.056600,0.5051,0.001900,0.027700,0.001900,0.001900,0.1083,0.013500,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.1323,0,23,0,0,0.4484,0.5807,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9041,11304.8711,5539.1562,6253.5039,0,16844.0273,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.6954,0.076400,0.1002,0.010800,0.1362,0.018300,0.066800,0.002500,0.008400,1.5261,1.5498,0.001700,0.006500,0.034000,3.2132,0.2620,0.023400,0.3270,0.005300,0.2496,1.2214,0.3728,0.033000,0.000800,0.002800,0.2967,0.5336,0.003200,0.001000,0.003300,0.023400,0.058500,0.5639,0.002300,0.027300,0.001500,0.002600,0.1090,0.012600,0.000100,0,0,0,0,0,55,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,4,4,0,0,13,0,13,0,0,1,4,0,0,0,0,0,0,0,0.1494,0,29,0,0,0.4447,0.5941,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0634,11304.3242,5539.1562,6253.5039,0,16843.4805,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
