EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/Pathfinding,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiCombatEffectReplicationComponent,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Exclusive/GameThread/EventWait/PrePhysics,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager
,0.040000,0.025100,0.005700,0.030400,0.004800,0.010700,0.000700,0.002400,0.2893,0.2967,0.000300,0.001900,0.010300,0.2558,0.099000,0.1086,0.007400,0.001300,0.1440,0.006900,0.000300,0.000800,0.001500,0.053200,0.000600,0.000300,0.000900,0.006300,0.020800,0.1796,0.047400,0.000800,0.007300,0.000600,0.000500,0.038800,0.004900,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,0,50,2,100,0,10,1,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.046186,0,22,0,0,0.1316,0.1778,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1875,8342.7383,5567.9688,6336.9727,0,13910.7070,0,0,0,0,0,0,0,0,0,0.018700,0,0,0,0,0
,0.3932,0.024000,0.004800,0.040500,0.003900,0.010700,0.000700,0.002400,0.3119,0.3188,0.000300,0.001400,0.010300,0.2681,0.094200,0.1027,0.005600,0.001200,0.1509,0.006800,0.000300,0.000700,0.001500,0.077300,0.000500,0.000200,0.000700,0.005700,0.018300,0.1860,0.045400,0.000500,0.007100,0.000600,0.000600,0.035800,0.004600,0,0,0,0,0,0,0,0,61,0,0,12,0,0,0,0,2,2,0,0,50,2,100,0,10,1,1,0,0,12,0,12,0,0,0,2,0,0,0,0,0,0,0,0.063192,0,26,0,0,0.1211,0.1843,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4942,8342.6758,5567.9688,6336.9727,0,13910.6445,0,0,0,0,0,426,336,0,0.037000,0,0,0,0,0,0
,0.031600,0.023400,0.005000,0.031500,0.004000,0.009900,0.000800,0.002500,0.2848,0.2921,0.000400,0.001800,0.009900,0.2143,0.1057,0.1046,0.006000,0.001200,0.1430,0.006200,0.000200,0.000600,0.7730,0.8209,0.000800,0.000200,0.001000,0.006500,0.022800,0.2973,0.053900,0.000600,0.007500,0.000500,0.000800,0.036600,0.004700,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,0,0,50,2,100,0,10,1,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.056792,0,27.5000,0,0,0.2387,0.2955,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9199,8342.1719,5568.0312,6336.9727,0,13910.2031,0,0,1,0.7717,0,0,0,0,0,0,0,0,0,0,0
,0.3823,0.025500,0.005800,0.031500,0.004900,0.011300,0.000700,0.003100,0.2827,0.2916,0.000500,0.002000,0.009900,0.3480,0.1049,0.1119,0.006300,0.001400,0.1050,0.006900,0.000500,0.000900,0.001500,0.053000,0.000400,0.000300,0.000700,0.005300,0.019200,0.1937,0.047800,0.000600,0.007200,0.000800,0.000600,0.037900,0.005300,0,0,0,0,0,0,0,0,61,0,0,12,0,0,0,0,2,2,0,0,50,2,100,0,10,1,1,0,0,12,0,12,0,0,0,2,0,0,0,0,0,0,0,0.058975,0,27.5000,0,0,0.1330,0.1920,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3750,8341.9219,5568.0312,6336.9727,0,13909.9531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.044100,0.036700,0.004800,0.028500,0.004300,0.010700,0.000800,0.002800,0.2907,0.2983,0.000400,0.001700,0.009500,0.2320,0.1001,0.1004,0.006300,0.001100,0.1634,0.007100,0.000200,0.000700,0.001000,0.048400,0.000500,0.003700,0.000600,0.005800,0.018300,0.1769,0.051300,0.000600,0.007300,0.000500,0.000600,0.037100,0.005000,0.000100,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,0,50,2,100,0,10,1,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.048600,0,23,0,0,0.1267,0.1753,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6172,8341.4844,5568.0312,6336.9727,0,13909.5156,0,0,0,0,0,428,347,0,0.038300,0,0,0,0,0,0
,0.3780,0.026800,0.004600,0.034700,0.005800,0.012200,0.000900,0.002700,0.3051,0.3129,0.000400,0.002400,0.011100,0.4425,0.1072,0.1076,0.011100,0.001100,0.1004,0.006800,0.000400,0.024100,0.001200,0.063100,0.000600,0.000300,0.000800,0.006200,0.021600,0.2767,0.054000,0.000600,0.006700,0.000600,0.000800,0.059100,0.005400,0,0,0.025600,0,0,0,0,0,62,0,0,12,0,0,0,0,2,2,0,0,50,2,100,0,10,1,1,0,9,16,0,12,4,0,0,2,0,0,0,0,0,0,0,0.063933,0,31,0,0,0.2109,0.2748,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6045,8341.3594,5568.0312,6336.9727,0,13909.3906,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,0.036800,0.027200,0.005800,0.041400,0.005900,0.015500,0.001000,0.004100,0.3146,0.3253,0.000500,0.001700,0.009300,0.3572,0.095600,0.092500,0.005400,0.001000,0.1764,0.006600,0.000300,0.000700,0.001400,0.066200,0.000400,0.000300,0.000500,0.005400,0.018200,0.2129,0.041200,0.000500,0.007200,0.000400,0.000700,0.038300,0.005000,0.000100,0,0.023700,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,0,50,2,100,0,10,1,1,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.050310,0,27.5000,0,0,0.1611,0.2114,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9769,8341.3594,5568.0312,6336.9727,0,13909.3906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.5996,0.028600,0.004800,0.046300,0.005000,0.012200,0.000900,0.005900,0.4422,0.4554,0.000500,0.002100,0.013400,0.2197,0.1110,0.1394,0.007200,0.001500,0.2723,0.010200,0.000400,0.001000,0.001800,0.1216,0.000600,0.000400,0.001100,0.008600,0.022900,0.2509,0,0.000700,0.010100,0.000700,0.000900,0.055000,0.006700,0.000100,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,0,50,2,100,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066798,0,25,0,0,0.1817,0.2485,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0944,8341.2969,5568.0312,6336.9727,0,13909.3281,0,0,0,0,0,452,335,0,0.060500,0.2425,0,0,0,0,0
,0.1088,0.046000,0.011400,0.061100,0.007900,0.028800,0.002100,0.006300,0.9291,0.9501,0.001200,0.004900,0.030900,0.4754,0.2602,0.2007,0.019300,0.001900,0.1945,0.011900,0.000600,0.001300,0.7873,0.8569,0.000600,0.000400,0.001200,0.008000,0.025500,0.2199,0.059100,0.000700,0.008600,0.000500,0.000600,0.049400,0.006100,0,0,0,0,0,0,0,0,62,0,0,12,0,0,0,0,2,2,0,0,50,2,100,0,10,1,1,0,0,12,0,12,0,0,0,2,0,0,0,0,0,0,0,0.061806,0,30,0,0,0.1562,0.2180,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6061,8339.4102,5568.0312,6336.9727,0,13907.4414,0,0,1,0.7852,0,0,0,0,0,0,0,0,0,0,0
,0.6086,0.047000,0.012600,0.060100,0.007300,0.032200,0.001800,0.006200,1.0789,1.0995,0.001100,0.005000,0.032300,0.4898,0.2682,0.1016,0.006200,0.001400,0.1490,0.009000,0.000500,0.001100,0.001700,0.2786,0.000400,0.000500,0.000900,0.007000,0.2090,0.2824,0.057800,0.000600,0.008900,0.000600,0.000700,0.056800,0.005500,0,0,0,0,0,0,0,0,61,0,0,12,0,0,0,0,2,2,0,0,50,2,100,0,10,1,1,0,16,12,0,12,0,0,0,2,0,0,0,0,0,0,0,0.065800,0,36,0,0,0.2147,0.2805,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6676,8338.0977,5568.0312,6336.9727,0,13906.1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.037800,0.037000,0.004800,0.027500,0.003900,0.022800,0.000800,0.002200,0.3470,0.3543,0.000400,0.001700,0.010800,0.1608,0.089900,0.1100,0.006100,0.001300,0.1517,0.006800,0.000300,0.000600,0.001600,0.057400,0.000600,0.000200,0.000800,0.007300,0.019500,0.1754,0,0.000400,0.007000,0.000600,0.000500,0.085100,0.005700,0.000100,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,0,50,2,100,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045389,0,19.5000,0,0,0.1284,0.1738,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5104,8338.0977,5568.0312,6336.9727,0,13906.1289,0,0,0,0,0,426,347,0,0.1128,0.030900,0,0,0,0,0
,0.3761,0.021400,0.003600,0.024300,0.003900,0.008500,0.000600,0.002100,0.2856,0.2916,0.000300,0.001300,0.008300,0.3245,0.089000,0.092400,0.005600,0.001100,0.093300,0.006200,0.000300,0.027000,0.001300,0.041400,0.000400,0.000300,0.000700,0.005500,0.016800,0.1680,0.055900,0.000500,0.007000,0.000500,0.000500,0.036400,0.005200,0.000100,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,0,0,50,2,100,0,10,1,1,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0.045002,0,28.5000,0,0,0.1217,0.1667,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7253,8338.1289,5568.0312,6336.9727,0,13906.1602,0,0,1,0,0,0,0,0,0,0.1089,0,0,0,0,0
,0.027600,0.031700,0.003400,0.034500,0.006100,0.009100,0.001200,0.001800,0.2705,0.2772,0.000300,0.001600,0.008300,0.2266,0.090600,0.099600,0.005200,0.001200,0.1130,0.004900,0.000100,0.000500,0.001200,0.054800,0.000400,0.000200,0.000600,0.004600,0.036800,0.1715,0.2403,0.001700,0.018000,0.001200,0.001200,0.077100,0.010000,0.000100,0,0,0,0,0,0,0,61,0,0,12,0,0,0,0,2,2,0,0,50,2,100,0,10,1,1,0,0,12,0,12,0,0,0,2,0,0,0,0,0,0,0,0.046697,0,27.5000,0,0,0.1232,0.1699,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4227,8338.1289,5568.0312,6336.9727,0,13906.1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.3763,0.032900,0.003200,0.026400,0.003300,0.023900,0.002900,0.003000,0.2714,0.2827,0.000300,0.001400,0.008300,0.2196,0.081300,0.088100,0.005000,0.001100,0.1199,0.006500,0.000100,0.000700,0.001100,0.046000,0.000400,0.000100,0.000600,0.005000,0.017000,0.1428,0.050200,0.000500,0.007000,0.000400,0.000600,0.034900,0.005900,0.000100,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,0,50,2,100,0,10,1,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.039991,0,21,0,0,0.1014,0.1414,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7992,8338.0664,5568.0312,6336.9727,0,13906.0977,0,0,0,0,0,426,335,0,0.092800,0.1279,0,0,0,0,0
,0.091900,0.048000,0.009600,0.072400,0.013500,0.025700,0.001600,0.005400,0.9572,0.9748,0.001000,0.004100,0.027100,0.8120,0.2589,0.2772,0.014000,0.003600,0.5525,0.017300,0.000500,0.001800,2.6446,2.8868,0.001000,0.000400,0.001800,0.014500,0.038700,0.4253,0.090900,0.001200,0.015900,0.001100,0.001100,0.083700,0.011400,0.000100,0,0,0,0,0,0,0,64,0,0,12,0,0,0,0,2,2,0,0,50,2,100,0,10,1,1,0,0,12,0,12,0,0,0,2,0,0,0,0,0,0,0,0.1165,0,31,0,0,0.3052,0.4217,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4621,8337.6289,5568.0312,6336.9727,0,13905.6602,0,0,1,2.6408,0,0,0,0,0,0,2,0,0,0,0
,0.9896,0.040200,0.009300,0.049600,0.006400,0.024200,0.001600,0.005200,0.8702,0.8883,0.001000,0.004200,0.025500,0.6483,0.2426,0.2280,0.016100,0.002800,0.1402,0.006900,0.000200,0.001100,0.001500,0.054900,0.000400,0.000400,0.000600,0.006500,0.019700,0.1518,0.051000,0.000500,0.007200,0.000600,0.000700,0.041400,0.005600,0.000100,0,0,0,0,0,0,0,61,0,0,12,0,0,0,0,2,2,0,0,50,2,100,0,10,1,1,0,0,12,0,12,0,0,0,2,0,0,0,0,0,0,0,0.043001,0,22.5000,0,0,0.1071,0.1501,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0325,8337.1289,5568.0312,6336.9727,0,13905.1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.092700,0.050000,0.009200,0.062300,0.009700,0.022700,0.001600,0.004900,0.5931,0.6096,0.000800,0.003400,0.021200,0.4645,0.1798,0.2070,0.012700,0.002500,0.2946,0.013900,0.000400,0.001700,0.003200,0.1145,0.000800,0.000800,0.001700,0.013000,0.038800,0.3612,0,0.000900,0.015900,0.001100,0.001200,0.076200,0.010200,0.000100,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,0,50,2,100,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1039,0,27,0,0,0.2537,0.3576,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2761,8336.3789,5568.0312,6336.9727,0,13904.4102,0,0,0,0,0,430,348,0,0.083100,0,0,0,0,0,0
,0.5902,0.052800,0.013400,0.061600,0.009000,0.034000,0.002200,0.007600,1.1012,1.1248,0.001300,0.004900,0.034600,0.2977,0.3345,0.1162,0.005500,0.001400,0.1655,0.009700,0.000600,0.043700,0.002000,0.072700,0.000600,0.000400,0.001200,0.007400,0.025100,0.2018,0.080800,0.000700,0.009400,0.000800,0.000900,0.051000,0.006500,0.000100,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,0,0,50,2,100,0,10,1,1,0,4,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0.054285,0,21.5000,0,0,0.1457,0.2000,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1700,8337.3477,5568.0312,6336.9727,0,13905.3789,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,0.076200,0.051100,0.010800,0.070500,0.009400,0.026600,0.001700,0.005500,0.9677,0.9869,0.000900,0.003900,0.026400,0.8277,0.2690,0.2819,0.015000,0.003300,0.3123,0.013200,0.000500,0.001600,0.003100,0.1356,0.000900,0.000700,0.001700,0.017100,0.038500,0.4894,0.097000,0.001300,0.016900,0.001000,0.001100,0.074600,0.010200,0.000100,0,0,0,0,0,0,0,61,0,0,12,0,0,0,0,2,2,0,0,50,2,100,0,10,1,1,0,10,12,0,12,0,0,0,2,0,0,0,0,0,0,0,0.1223,0,29,0,0,0.3634,0.4857,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5795,8340.1367,5568.0312,6336.9727,0,13908.1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.4132,0.060100,0.012300,0.074000,0.010300,0.037500,0.002400,0.008800,1.2446,1.2710,0.001300,0.005200,0.034500,0.7862,0.2832,0.1560,0.016500,0.003500,0.2196,0.013300,0.000400,0.001600,0.003300,0.1310,0.001000,0.000500,0.001600,0.014200,0.043400,0.3754,0,0.001400,0.018200,0.001200,0.001500,0.082000,0.013600,0.000200,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,0,50,2,100,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1065,0,23,0,0,0.2645,0.3710,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0413,8340.1797,5568.0312,6336.9727,0,13908.2109,0,0,0,0,0,422,335,0,0.1067,0.6333,0,0,0,0,0
,0.039000,0.021600,0.003700,0.028700,0.003500,0.009200,0.000600,0.001800,0.2825,0.2886,0.000300,0.001400,0.009000,0.2309,0.085000,0.064800,0.005300,0.001100,0.068200,0.004600,0.000200,0.000600,0.7915,0.8363,0.000400,0.000300,0.000800,0.005600,0.016900,0.1786,0.045900,0.000500,0.006600,0.000500,0.000600,0.035400,0.005200,0.000100,0,0,0,0,0,0,0,62,0,0,12,0,0,0,0,2,2,0,0,50,2,100,0,10,1,1,0,0,12,0,12,0,0,0,2,0,0,0,0,0,0,0,0.054624,0,29,0,0,0.1226,0.1772,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5954,8340.4492,5568.0312,6336.9727,0,13908.4805,0,0,1,0.7904,0,0,0,0,0,0,0,0,0,0,0
,0.6240,0.067000,0.012400,0.071000,0.018900,0.025500,0.001600,0.006100,0.3446,0.3605,0.000900,0.004500,0.021700,0.7526,0.1442,0.090100,0.007700,0.002700,0.1335,0.009800,0.000700,0.002000,0.002900,0.1699,0.001300,0.000400,0.001600,0.009600,0.032600,0.3676,0.080800,0.000800,0.021400,0.001000,0.000900,0.064900,0.006300,0.000100,0,0,0,0,0,0,0,61,0,0,12,0,0,0,0,2,2,0,0,50,2,100,0,10,1,1,0,0,12,0,12,0,0,0,2,0,0,0,0,0,0,0,0.1619,0,23.5000,0,0,0.2029,0.3648,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.2206,8348.2148,5568.0352,6336.9727,0,13916.2500,0,0,0,0,0,284,245,0,9.2892,0,0,0,0,0,0
,1.0725,0.031000,0.004800,0.053100,0.010900,0.012900,0.001300,0.003900,0.3598,0.3699,0.000600,0.002800,0.014600,0.7617,0.1702,0.076500,0.006700,0.002000,0.2220,0.007700,0.000800,0.032900,1.9293,2.2860,0.000900,0.000400,0.001600,0.010400,0.028300,0.6612,0.1420,0.000900,0.010500,0.000800,0.001000,0.089700,0.007800,0.000100,0,0,0,0,0,0,0,64,0,0,24,0,0,0,0,2,2,0,0,50,2,100,0,10,2,2,0,14,24,0,24,7,0,0,4,0,0,0,0,0,0,0,0.1907,0,45,0,0,0.4682,0.6589,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5300,8349.4062,5568.0352,6336.9727,0,13917.4414,0,0,1,1.9263,0,0,0,0,0,0.3280,2,0,0,0,0
,0.082500,0.037500,0.009100,0.051000,0.007800,0.082800,0.001800,0.005200,0.3669,0.3810,0.000700,0.005300,0.020800,0.4734,0.098300,0.072500,0.007200,0.001800,0.071100,0.004400,0.000400,0.022500,0.002300,0.075600,0.000700,0.000600,0.001000,0.007000,0.026000,0.1628,0.044500,0.000400,0.010300,0.000900,0.000700,0.060400,0.007200,0.000100,0.068600,0,0,0,0,0,0,62,0,0,12,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,0,0,14,0,14,2,0,2,2,0,0,0,0,0,0,0,0.048798,0,14.5000,0,0,0.1118,0.1606,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2802,8358.8672,5568.0352,6336.9727,0,13926.9023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
