EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiCombatEffectReplicationComponent,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,Exclusive/GameThread/EventWait
,0.1467,0.1261,0.081900,0.019700,0.1386,0.024200,0.1214,0,0.005200,0.015600,3.0892,3.1359,0.002100,0.008200,0.042200,1.2647,0.2600,0.3157,0.014900,0.003900,0.1027,0,0.4270,0.031800,0.000700,0.002800,0.004100,0.2186,0.001300,0.000900,0.002500,0.017100,0.1000,0.5153,0.001500,0.024400,0.001800,0.002400,0.1079,0.015600,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,50,2,100,0,10,1,1,0,3,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0.1349,0,23,0,0,0.4412,0.5761,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2362,5717.5156,5532.7969,6244.2695,0,11250.3125,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.3120,0.067400,0.1699,0.013500,0.1178,0.015200,0.077500,0,0.002000,0.007400,1.8299,1.8517,0.001300,0.006400,0.038200,1.5331,0.3336,0.3621,0.019700,0.005600,0.2581,2.1225,0.4180,0.022500,0.000600,0.002400,5.8297,6.0354,0.001800,0.000900,0.004300,0.021900,0.1310,0.4909,0.001600,0.022000,0.001200,0.001600,0.1194,0.012900,0.000100,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,0,1,50,2,100,0,9,3,3,0,0,26,0,26,1,0,1,6,0,0,0,0,0,0,0,0.1276,0,25,0,0,0.4249,0.5525,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5952,5713.1289,5532.7969,6244.2695,0,11245.9258,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,5.8250,0,0,0,0,0,0,0,0,0
,5.0214,0.075400,0.1681,0.011700,0.098100,0.016600,0.2505,0,0.003700,0.010200,2.0001,2.0312,0.001600,0.007900,0.042200,2.7634,0.2676,0.3359,0.014500,0.005100,0.2517,2.1198,0.3146,0.027100,0.000600,0.001900,0.005400,0.2141,0.001800,0.000800,0.002600,0.018300,0.1059,0.6385,0.001800,0.020500,0.001400,0.001800,0.099900,0.014600,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,49,3,99,0,7,3,3,0,4,26,0,26,1,0,2,6,0,0,0,0,0,0,0,0.1560,0,28.5000,0,0,0.5524,0.7084,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1538,5712.1094,5532.7969,6244.2695,0,11244.9062,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,2131,364,0,0.1867,0,0,0,0,0,0,0,0,0,0,0
,0.1673,0.078000,0.084400,0.015000,0.1147,0.019300,0.1270,0.075700,0.002000,0.007500,2.0424,2.0638,0.002000,0.010900,0.040800,0.7591,0.2960,0.4392,0.019700,0.006300,0.1380,0,0.4838,0.034600,0.000900,0.003100,0.004400,0.2377,0.002400,0.000800,0.002700,0.017400,0.065600,0.5068,0.001900,0.031500,0.001400,0.002100,0.1755,0.016700,0.000400,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,48,4,97,0,6,1,1,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0.1311,0,19.5000,0,0,0.4397,0.5708,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5240,5713.4258,5532.7969,6244.2695,0,11246.2227,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.2919,0.072300,0.2662,0.010900,0.1178,0.017700,0.1173,0.085600,0.001800,0.007100,1.4100,1.4280,0.001300,0.008600,0.038000,1.9268,0.3155,0.3469,0.010900,0.005800,0.3933,1.9868,0.3938,0.035700,0.001000,0.084200,0.006200,0.3600,0.002000,0.001100,0.003200,0.020900,0.078600,0.6830,0.003800,0.026900,0.001500,0.002100,0.1343,0.015100,0.000200,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,2,3,0,0,27,0,27,1,0,2,5,0,0,0,0,0,0,0,0.1386,0,25,0,0,0.6531,0.7917,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0105,5710.8828,5532.7969,6244.2695,0,11243.6797,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1483,0.094500,0.1009,0.013400,0.1188,0.017900,0.076000,0,0.002700,0.008500,1.8412,1.8654,0.001200,0.007500,0.036600,0.8864,0.2538,0.3251,0.014200,0.003700,0.1014,0,0.3566,0.023000,0.000400,0.002600,0.007100,1.3862,0.002300,0.000900,0.004200,0.020700,0.050700,0.6734,0.002200,0.022000,0.001500,0.001900,0.1129,0.014700,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,16,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.1850,0,30.5000,0,0,0.5704,0.7554,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5008,5710.9492,5532.7969,6244.2695,0,11243.7461,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,2359,390,0,0.2003,0,0,0,0,0,0,0,0,0,0,0
,4.6633,0.068200,0.1734,0.013800,0.098900,0.015800,0.067200,0,0.002600,0.008000,1.9067,1.9297,0.002000,0.008600,0.046200,1.7921,0.3277,0.4406,0.019000,0.005600,0.3069,2.4741,0.2744,0.059900,0.000500,0.002100,0.004700,0.2011,0.001600,0.000800,0.002000,0.017400,0.062500,0.5778,0.001700,0.023700,0.001500,0.001600,0.1130,0.016700,0.000400,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,3,3,0,4,26,0,26,0,0,1,6,0,0,0,0,0,0,0,0.1242,0,20,0,0,0.5180,0.6422,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0819,5715.2305,5532.7969,6244.2695,0,11248.0273,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1325,0.080500,0.090500,0.017100,0.1508,0.019500,0.097200,0,0.002800,0.009000,1.9271,1.9524,0.001500,0.009000,0.038200,0.9302,0.2905,0.3730,0.016200,0.004800,0.1470,0,0.3972,0.023200,0.000600,0.002600,7.5039,7.7224,0.002600,0.001000,0.005500,0.027100,0.056400,0.6152,0.002400,0.028900,0.001500,0.001600,0.1265,0.016500,0.000100,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1504,0,28,0,0,0.5297,0.6801,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1184,5714.8008,5532.7969,6244.2695,0,11247.5977,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,7.4985,0,0,0,0,0,0,0,0,0
,5.4140,0.070700,0.1915,0.012800,0.1143,0.018900,0.073200,0,0.002100,0.007100,1.8462,1.8671,0.001300,0.006200,0.035700,2.8457,0.4531,0.3724,0.016300,0.007400,0.3414,1.9828,0.2691,0.056400,0.000900,0.002100,0.005900,0.4424,0.001900,0.001000,0.002800,0.019900,0.066700,0.5323,0.002700,0.029100,0.001600,0.001900,0.2453,0.020900,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,2,3,0,0,26,0,26,0,0,2,5,0,0,0,0,0,0,0,0.1514,0,26,0,0,0.4523,0.6037,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9283,5712.2734,5532.7969,6244.2695,0,11245.0703,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,2250,364,0,0.1521,0,0,0,0,0,0,0,0,0,0,0
,0.1485,0.1035,0.087200,0.016700,0.1222,0.019600,0.1466,0.1329,0.003400,0.011400,1.8689,1.8977,0.001600,0.007500,0.036600,1.0285,0.2816,0.3856,0.017300,0.004600,0.2279,0,0.3687,0.037600,0.000600,0.002500,0.003900,0.2041,0.001600,0.000800,0.002000,0.015300,0.072400,0.4669,0.003500,0.031500,0.001600,0.002400,0.1540,0.016300,0.000300,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0.1144,0,25,0,0,0.4132,0.5276,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4382,5724.7969,5532.7969,6244.2695,0,11257.5938,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2541,0.074300,0.2263,0.015700,0.1043,0.016700,0.067600,0,0.002700,0.008900,1.8072,1.8317,0.001200,0.008600,0.041300,1.8981,0.2639,0.3745,0.018600,0.005200,0.2826,3.1057,0.3397,0.031600,0.000800,0.083000,0.005000,0.2170,0.001600,0.000900,0.002600,0.019400,0.052000,0.5194,0.001600,0.025600,0.001400,0.001700,0.1158,0.016700,0.000200,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,3,3,0,4,26,0,26,1,0,1,6,0,0,0,0,0,0,0,0.1207,0,21.5000,0,0,0.4877,0.6084,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4324,5733.8594,5532.7969,6244.2695,0,11266.6562,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2255,0.073400,0.071000,0.012000,0.1078,0.017100,0.065100,0,0.002100,0.007200,1.4124,1.4325,0.001600,0.006000,0.1201,1.2333,0.2732,0.4138,0.020600,0.007600,0.1021,0,0.3929,0.035100,0.001300,0.003800,0.005100,0.2972,0.002000,0.000900,0.002600,0.022300,0.052200,0.5188,0.002000,0.023700,0.001200,0.001900,0.1565,0.014900,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1473,0,26.5000,0,0,0.4270,0.5743,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6167,5728.3945,5532.7969,6244.2695,0,11261.1914,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,2293,385,0,0.1606,0,0,0,0,0,0,0,0,0,0,0
,5.0673,0.073700,0.1549,0.016200,0.1173,0.019100,0.1039,0,0.001800,0.007300,1.7539,1.7768,0.001200,0.007200,0.035500,1.4995,0.2696,0.3363,0.014400,0.004600,0.2650,3.0311,0.3589,0.027400,0.000800,0.003000,0.005600,0.2324,0.002300,0.001200,0.004100,0.027400,0.050400,0.4602,0.001600,0.023400,0.001400,0.001700,0.1228,0.012800,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1264,0,20,0,0,0.3875,0.5139,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7367,5724.0352,5532.7969,6244.2695,0,11256.8320,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2066,0.070500,0.1523,0.012800,0.1319,0.017600,0.070000,0,0.002200,0.007500,1.9296,1.9513,0.001500,0.009200,0.040700,1.9440,0.4866,0.5445,0.020100,0.007500,0.1019,0,0.4272,0.034400,0.000600,0.002400,6.0427,6.2541,0.002600,0.002600,0.005500,0.023300,0.063300,1.0123,0.007400,0.033600,0.001600,0.002600,0.1531,0.015400,0.000100,0,0,0,0,0,64,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,68,8,0,0,1,0,2,2,0,0,0,0,0,0,0,0.2161,0,26.5000,0,0,0.9248,1.1409,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2233,5722.2656,5532.7969,6244.2695,0,11255.0625,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,6.0374,0,2,0,0,0,0,0,0,0
,4.3421,0.092300,0.1670,0.017600,0.1164,0.020300,0.044800,0,0.002900,0.011500,1.8826,1.9149,0.001900,0.007700,0.041200,2.2522,0.2849,0.3601,0.018200,0.005000,0.2243,1.5247,0.3711,0.027600,0.000700,0.003200,0.005500,0.2358,0.002100,0.001000,0.002700,0.018700,0.055400,0.5640,0.001800,0.027800,0.002200,0.019300,0.1098,0.014600,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,0,0,50,2,100,0,6,2,2,0,6,26,0,26,0,0,0,4,0,0,0,0,0,0,0,0.1314,0,23,0,0,0.4987,0.6301,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0628,5722.2656,5532.7969,6244.2695,0,11255.0625,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,2322,365,0,0.2821,0,0,0,0,0,0,0,0,0,0,0
,0.1127,0.074200,0.082900,0.011500,0.1202,0.017800,0.1120,0.069600,0.002000,0.006700,1.5979,1.6169,0.001500,0.009500,0.040800,1.4867,0.2744,0.3338,0.013900,0.003700,0.1188,0,0.4271,0.026700,0.000900,0.003100,0.005200,0.2572,0.002600,0.001200,0.003800,0.023200,0.1320,0.5831,0.001500,0.025600,0.001500,0.002000,0.1129,0.013100,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,0,2,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0.1492,0,23.5000,0,0,0.4941,0.6433,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0940,5722.2031,5532.7969,6244.2695,0,11255,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2888,0.075100,0.3125,0.013900,0.1410,0.018600,0.1253,0.074500,0.002100,0.008200,1.8819,1.9053,0.002600,0.011400,0.040100,2.1645,0.2952,0.3725,0.018600,0.005700,0.2552,2.9750,0.3498,0.034100,0.000800,0.1136,0.007200,0.3202,0.002300,0.000900,0.004200,0.030800,0.066300,0.6616,0.001600,0.025400,0.001400,0.004500,0.1177,0.014100,0.000200,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,1,1,50,2,98,0,8,2,2,0,0,27,0,27,1,0,2,4,0,0,0,0,0,0,0,0.2239,0,24.5000,0,0,0.4971,0.7210,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6462,5721.9453,5532.7969,6244.2695,0,11254.7422,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1447,0.084400,0.1064,0.017100,0.1163,0.016800,0.096100,0,0.002700,0.009800,2.2530,2.2800,0.001400,0.007400,0.040600,1.0017,0.3288,0.4598,0.016500,0.005600,0.1294,0,0.4637,0.031300,0.000700,0.002800,0.005300,0.3320,0.001700,0.001500,0.002800,0.019800,0.1757,0.7308,0.002100,0.024300,0.001500,0.002100,0.1365,0.017300,0.000300,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1707,0,25.5000,0,0,0.6409,0.8116,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5899,5721.8320,5532.7969,6244.2695,0,11254.6289,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,2310,390,0,0.2007,0,0,0,0,0,0,0,0,0,0,0
,4.9543,0.073800,0.085400,0.008700,0.090300,0.015800,0.027100,0,0.002200,0.008300,1.4061,1.4274,0.001000,0.006800,0.034000,0.8426,0.2171,0.3969,0.014000,0.004500,0.098500,3.7373,0.4113,0.026400,0.000700,0.002900,0.004400,0.3085,0.001600,0.000800,0.002900,0.018100,0.046400,0.5453,0.002000,0.022800,0.001400,0.001600,0.1162,0.013700,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,0,48,4,98,0,6,1,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.1277,0,25,0,0,0.4857,0.6134,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0346,5725.9453,5532.7969,6244.2695,0,11258.7422,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1870,0.072800,0.2403,0.012900,0.1279,0.015300,0.093900,0,0.001900,0.007900,1.7186,1.7399,0.001900,0.010800,0.041100,2.1425,0.3257,0.4057,0.017200,0.005700,0.2834,0,0.4434,0.028700,0.000800,0.002300,4.3350,4.5496,0.003000,0.000700,0.003800,0.020800,0.057900,0.6948,0.002100,0.028200,0.001500,0.002100,0.1422,0.016000,0.000200,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,13,28,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1654,0,23,0,0,0.6391,0.8045,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5709,5721.5977,5532.7969,6244.2695,0,11254.3945,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,4.3293,0,0,0,0,0,0,0,0,0
,4.9104,0.078900,0.2239,0.014500,0.1157,0.017600,0.077300,0,0.002100,0.007700,1.8536,1.8752,0.001800,0.006700,0.036300,3.7423,0.2630,0.4416,0.014900,0.004600,0.3179,0,0.3732,0.037900,0.001200,0.002700,0.005700,0.2726,0.002200,0.001200,0.002800,0.020800,0.062800,1.0908,0.002300,0.028000,0.001500,0.002100,0.1361,0.014500,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,5,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.2108,0,27,0,0,0.9882,1.1990,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0723,5722.7383,5531.4219,6242.8945,0,11254.1602,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,2235,369,0,0.1950,1.2812,0,0,0,0,0,0,0,0,0,0
