EVENTS,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/FixedStep,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,FMsgLogf/FMsgLogfCount,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Exclusive/AllWorkers/MassProcessorTask,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiBuildingShieldComponent,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Pathfinding,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,GuLiCommanderPoseDispatch/SaturatedAtAttempt,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/DeleteLinkers,Exclusive/GameThread/LogFlush
,0.072800,0.1756,0.013700,0.1572,0.019500,0.1291,0.071300,0.002600,0.010100,0,0,0,0,0,1125,1239,0,0.2433,170.7519,170.7783,0.002200,0.012200,0.040600,30.4192,0.4400,0.8173,0.026300,0.006000,0.3409,0.4574,0.027500,0.000800,0.094400,12.7370,55,0,0,1057,13,0,0,0,0,10.8169,13.0515,14.5316,0.003100,0.001000,0.005200,0.025600,0.1396,1.0242,0.001600,0.028800,0.001700,0.002000,0.1818,0.019100,0.000400,1,1,3,3,46,2,49,0,5,7,7,0,16,315,0,15,2,0,3,7,0,0,0,0,0,0,0,0.1956,0,46,2.9746,0,1.0924,1.2880,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.3478,1021.1484,5559.6914,6307.5742,0,6580.8398,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.064600,0.2293,0.014900,0.1286,0.018500,0.1881,0.1161,0.002600,0.008600,0,0,0,0,0,2408,154,0,0.1889,171.9249,171.9477,0.002000,0.008700,0.038700,1.7102,0.3448,0.3654,0.019300,0.004700,0.3840,0.3397,0.025800,0.000800,0.066600,12.3716,57,0,0,0,26,0,0,0,0,9.4139,12.6025,12.8179,0.001800,0.000900,0.003800,0.021000,0.058300,0.8149,0.004500,0.021200,0.001200,0.001700,0.1389,0.014100,0.000300,1,1,4,4,46,2,51,0,3,9,9,0,38,36,0,29,2,0,4,9,0,0,0,0,0,0,0,0.1778,0,45,1.0215,0,0.8192,0.9970,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.2790,968.3359,5559.7578,6307.5742,0,6528.0938,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,7.1149,0,0,0,0,0,0,0,0,0,0
,0.072400,0.1321,0.014400,0.1495,0.019800,0.1160,0.067400,0.002000,0.006700,0,0,0,0,0,742,604,0,0.1525,72.7736,72.7932,0.002100,0.011400,0.044800,32.3403,0.2849,0.2611,0.014500,0.003800,0.3695,0.4360,0.028200,0.000800,0.073100,10.7948,57,0,0,1143,13,0,0,0,0,11.1321,11.1701,12.3068,0.003100,0.001000,0.005100,0.026200,0.062500,0.6870,0.003100,0.036900,0.001800,0.002600,0.4461,0.012200,0.000100,1,1,4,4,46,2,49,0,5,5,5,0,9,15,0,15,2,0,4,5,0,0,0,0,0,0,0,0.1783,0,45,0,0,0.5611,0.7394,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.1796,950.7930,5560.0703,6307.5742,0,6510.8633,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0.090400,0,0,0,0,0,0,0,0,0
,0.061600,0.1641,0.012600,0.1238,0.016000,0.1127,0.039500,0.002600,0.007700,0,0,0,0,0,727,785,0,0.1599,75.7169,75.7382,0.001600,0.010300,0.035300,1.5791,0.2900,0.5668,0.016100,0.003800,0.3625,0.3367,0.022700,0.000500,0.064400,7.1490,55,0,0,0,26,0,0,0,0,10.5879,8.3266,8.3552,0.001800,0.001200,0.004100,0.022500,0.1364,0.6969,0.001900,0.022400,0.001400,0.001800,0.1059,0.016100,0.000400,1,1,3,3,46,2,49,0,5,9,9,0,5,27,0,27,2,0,3,9,0,0,0,0,0,0,0,0.1624,0,45,0.9971,0,0.7146,0.8770,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.8483,937.0078,5560.1328,6307.5742,0,6497.1406,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,8.5101,0.1815,0,0,0,0,0,0,0,0,0
,0.073000,0.1846,0.017600,0.1328,0.017900,0.1336,0.061400,0.002100,0.008200,0,0,0,0,0,947,473,0,0.1481,105.9609,105.9829,0.001600,0.009600,0.038200,31.1261,0.2544,0.3027,0.016700,0.003600,0.3578,0.4534,0.039600,0.000900,0.092900,8.7610,57,0,0,1022,13,0,0,0,0,4.6209,10.6711,9.4716,0.004600,0.000900,0.004400,0.023500,0.050700,0.7516,0.005000,0.024900,0.001200,0.001600,0.1221,0.013200,0.000300,1,1,3,3,46,2,51,0,3,5,5,0,34,18,0,14,2,0,3,5,0,0,0,0,0,0,0,0.1703,0,42,0.9688,0,0.7422,0.9125,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.6984,928.1289,5560.3906,6307.5742,0,6488.5195,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,1.6352,0,0,0,0,0,0,0,0,0
,0.063500,0.1999,0.011400,0.1414,0.019000,0.089900,0.055100,0.002100,0.006900,0,0,0,0,0,1139,872,0,0.1505,102.7502,102.7695,0.002400,0.013300,0.048400,1.3996,0.3268,0.2913,0.015800,0.004500,0.3529,0.3134,0.025000,0.000800,0.077200,13.3567,55,0,0,0,26,0,0,0,0,6.4839,13.8987,14.8386,0.002700,0.001100,0.005300,0.023700,0.064700,0.6845,0.002400,0.030000,0.001700,0.001900,0.1487,0.014500,0.000700,1,1,3,3,46,2,49,0,5,9,9,0,9,27,0,27,2,0,3,9,0,0,0,0,0,0,0,0.1499,0,45,1.0186,0,0.7448,0.8947,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.1219,864.0742,5560.4531,6307.5742,0,6424.5273,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,4.6394,0.2096,0,0,0,0,0,0,0,0,0
,0.070000,0.1454,0.014200,0.1445,0.018700,0.1277,0.086500,0.002700,0.010100,0,0,0,0,0,619,707,0,0.1222,115.7952,115.8198,0.002000,0.009800,0.038000,29.2251,0.2870,0.2683,0.016800,0.004600,0.2529,0.3803,0.016400,0.000600,0.063800,6.1893,57,0,0,1023,13,0,0,0,0,9.7353,6.8188,6.8639,0.002900,0.001200,0.005300,0.030200,0.1940,0.8385,0.002200,0.031100,0.001700,0.002600,0.4762,0.017500,0.000300,1,1,5,5,46,2,49,0,5,4,4,0,1,15,0,15,2,0,5,4,0,0,0,0,0,0,0,0.2154,0,45,0,0,0.6835,0.8989,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.9291,1394.5469,5560.5781,6307.5742,0,6955.1250,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0.1996,0,0,0,0,0,0,0,0,0
,0.070200,0.1930,0.014900,0.1298,0.017800,0.1372,0.052500,0.002500,0.010100,0,0,0,0,0,986,600,0,0.1550,121.6613,121.6906,0.001800,0.010400,0.039200,1.7607,0.2471,0.2511,0.014300,0.003000,0.3873,0.2853,0.017300,0.000600,0.076800,12.0176,57,0,0,0,26,0,0,0,0,10.0635,12.7421,13.6859,0.002300,0.001000,0.004100,0.020500,0.051900,0.8348,0.005600,0.022400,0.001200,0.001700,0.1597,0.014000,0.000400,1,1,3,3,46,2,51,0,3,9,9,0,49,33,0,27,2,0,3,9,0,0,0,0,0,0,0,0.1740,0,46,1.0029,0,0.8479,1.0219,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.6758,1517.4844,5560.7031,6307.5742,0,7078.1875,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,7.9159,0.2751,0,0,0,0,0,0,0,0,0
,0.081900,0.1738,0.016400,0.1618,0.020100,0.1143,0.073600,0.001800,0.006500,0,0,0,0,0,869,136,0,0.1747,122.8432,122.8632,0.001900,0.012400,0.054200,35.4231,0.3715,0.4040,0.020700,0.005400,0.3891,0.5385,0.031700,0.001500,0.1109,8.7629,55,0,0,1046,13,0,0,0,0,8.7420,9.4010,9.4768,0.004100,0.001200,0.006100,0.028100,0.071400,0.9074,0.002900,0.036500,0.001600,0.002600,0.1607,0.016100,0.000300,1,1,4,4,46,2,49,0,5,4,4,0,3,15,0,15,2,0,4,4,0,0,0,0,0,0,0,0.2248,0,46,0,0,0.7514,0.9762,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.2044,1456.7148,5560.8906,6307.5742,0,7017.6055,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0.3721,0,0,0,0,0,0,0,0,0
,0.069700,0.1929,0.013300,0.1777,0.017700,0.1286,0.042900,0.002300,0.007100,0,0,0,0,0,1059,1211,0,0.1968,178.8085,178.8332,0.001900,0.009800,0.039100,1.4951,0.2923,0.7649,0.020300,0.003600,0.4496,0.3067,0.023000,0.000600,0.081200,13.5437,57,0,0,1,26,0,0,0,0,7.0066,14.2230,15.2418,0.002800,0.001300,0.004700,0.027200,0.1479,0.6883,0.001600,0.023900,0.001300,0.001600,0.9241,0.015000,0.000400,1,1,3,3,46,2,49,0,5,9,9,0,10,27,0,27,2,0,3,9,0,0,0,0,0,0,0,0.1594,0,45,1.0146,0,0.7272,0.8866,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.1161,1306.9102,5560.8945,6307.5742,0,6867.8047,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,4.5419,0.2448,0,0,0,0,0,0,0,0,0
,0.095800,0.2735,0.019500,0.1816,0.026700,0.1865,0.082600,0.003800,0.012500,0,0,0,0,0,756,1106,0,0.2361,160.6280,160.6582,0.002800,0.014700,0.048700,33.2721,0.4352,1.0449,0.045600,0.007900,0.4323,0.4803,0.028300,0.000600,0.068400,13.4729,57,0,0,968,13,0,0,0,0,6.7023,13.8255,14.1057,0.003500,0.001300,0.005600,0.028700,0.072900,1.2149,0.007900,0.042200,0.002100,0.002800,0.2331,0.015100,0.000500,1,1,4,4,46,2,51,0,3,11,11,1,39,721,0,15,2,0,4,11,0,0,0,0,0,0,0,0.1928,0,13,6.6279,0,1.4432,1.6360,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.4289,1328.6523,5560.6016,6307.5742,0,6889.2539,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.084800,0.2288,0.016100,0.1819,0.021900,0.1590,0.079900,0.002400,0.008300,0,0,0,0,0,3998,171,0,0.4564,198.8242,198.8488,0.002700,0.015800,0.059800,1.9628,0.4882,1.5816,0.025600,0.004600,0.5485,0.5413,0.045400,0.001300,0.1152,13.7498,57,0,0,0,26,0,0,0,0,14.2745,14.0756,15.8010,0.003400,0.001700,0.005200,0.031400,0.069500,0.1574,0.002800,0.032300,0.001400,0.002300,0.1476,0.014600,0.000400,1,1,4,4,46,2,49,0,5,6,6,1,0,20,0,20,2,0,4,6,0,0,0,0,0,0,0,0.1488,0,0,0,0,0,0.1488,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.8277,1240.0312,5560.6016,6307.5742,0,6800.6328,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,10.2611,0,0,0,0,8,0,0,0,0,0
,0.091000,0.1606,0.014100,0.1335,0.017900,0.1488,0.068900,0.002700,0.007200,0,0,0,0,0,296,1290,0,0.2954,199.9872,200.0082,0.002200,0.012100,0.042800,34.1476,0.3808,0.3512,0.018700,0.004900,0.3282,0.4078,0.024700,0.001000,0.068500,13.0748,55,0,0,1144,13,0,0,0,0,10.2258,13.3202,13.5613,0.001800,0.000900,0.005000,0.022500,0.1445,0.8185,0.002100,0.031500,0.005400,0.002800,0.3587,0.012700,0.000200,1,1,4,4,46,2,49,0,5,5,5,0,15,16,0,16,2,0,4,5,0,0,0,0,0,0,0,0.1690,0,46,1.0186,0,0.8614,1.0304,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.6643,1219.6250,5560.9727,6307.5742,0,6780.5977,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.063700,0.2676,0.011900,0.1771,0.019200,0.1229,0.064400,0.002700,0.008600,0,0,0,0,0,928,150,0,0.1558,187.9026,187.9277,0.002600,0.015100,0.051900,2.0101,0.7462,0.4767,0.032200,0.009300,0.5285,0.4132,0.1500,0.000800,0.1027,21.5160,57,0,0,0,26,0,0,0,0,6.7172,22.4361,23.3555,0.003400,0.001300,0.037800,0.031200,0.071200,1.2709,0.007800,0.032900,0.000900,0.002100,0.1440,0.013600,0.000100,1,1,4,4,46,2,51,0,3,9,9,0,43,32,0,28,2,0,4,9,0,0,0,0,0,0,0,0.2972,0,45,0.9619,0,1.2263,1.5235,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.4448,1182.0977,5561.0352,6307.5742,0,6743.1328,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,3.8578,0.1938,0,0,0,0,0,0,0,0,0
,0.061600,0.1373,0.011800,0.1219,0.014100,0.1316,0.096500,0.002200,0.006800,0,0,0,0,0,816,555,0,0.1326,57.2762,57.2963,0.002200,0.011600,0.042700,33.2496,0.2970,0.2602,0.015000,0.003400,0.2322,0.5786,0.038400,0.000900,0.098000,12.3336,57,0,0,1166,13,0,0,0,0,10.6128,14.0141,12.8696,0.002800,0.000400,0.004400,0.022100,0.071400,0.7855,0.001300,0.022900,0.001000,0.001600,0.1127,0.014100,0.000200,1,1,5,5,46,2,49,0,5,4,4,0,1,16,0,16,2,0,5,4,0,0,0,0,0,0,0,0.2007,0,45,0,0,0.6379,0.8386,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.2344,1166.6094,5561.4102,6307.5742,0,6728.0195,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,1.4164,0,0,0,0,0,0,0,0,0
,0.074500,0.2152,0.012500,0.1400,0.015900,0.098200,0.052700,0.001600,0.007000,0,0,0,0,0,653,861,0,0.1646,70.6770,70.6982,0.002500,0.013200,0.049200,1.7375,0.3309,0.3281,0.017000,0.004400,0.3621,0.3253,0.020300,0.000800,0.073500,7.3576,57,0,0,0,26,0,0,0,0,6.3351,7.9345,8.9046,0.001900,0.001100,0.004700,0.024800,0.1506,0.8138,0.001700,0.023800,0.001500,0.001800,0.2078,0.012800,0.000400,1,1,2,2,46,2,49,0,5,9,9,0,12,30,0,27,2,0,2,9,0,0,0,0,0,0,0,0.1696,0,44,0,0,0.7128,0.8824,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.2464,1161.0508,5561.4102,6307.5742,0,6722.4609,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,4.1008,0.1751,0,0,0,0,0,0,0,0,0
,0.070500,0.1043,0.014800,0.1392,0.015900,0.062800,0,0.002100,0.008200,0,0,0,0,0,950,147,0,0.1042,74.6684,74.6897,0.001900,0.011700,0.040800,34.5964,0.3046,0.2686,0.015200,0.004200,0.2462,0.3941,0.019800,0.000800,0.071500,6.6088,55,0,0,1037,13,0,0,0,0,4.4611,7.1389,7.1965,0.002500,0.001000,0.004900,0.024300,0.056200,0.5245,0.002000,0.026700,0.001700,0.002000,0.3557,0.015300,0.000300,1,1,1,1,44,4,49,0,3,4,4,0,0,13,0,13,2,0,1,4,0,0,0,0,0,0,0,0.1361,0,41,0,0,0.4202,0.5563,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.8199,1159.5078,5561.6602,6307.5742,0,6721.1680,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0.2670,0,0,0,0,0,0,0,0,0
,0.059500,0.1938,0.014700,0.1508,0.015400,0.1276,0.075400,0.002100,0.007100,0,0,0,0,0,682,1170,0,0.1873,75.7516,75.7717,0.002100,0.012000,0.050400,1.7653,0.2964,0.6512,0.016800,0.004200,0.3401,0.3609,0.025400,0.000800,0.065000,7.8504,57,0,0,1,26,0,0,0,0,9.6188,8.4814,8.5724,0.002600,0.001100,0.004300,0.023300,0.050200,0.9495,0.005800,0.023400,0.001200,0.001800,0.6924,0.015200,0.000300,1,1,4,4,46,2,49,0,3,9,9,0,44,35,0,28,2,0,4,9,0,0,0,0,0,0,0,0.1961,0,46,0.9736,0,0.9439,1.1400,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.9799,1144.8750,5561.7227,6307.5742,0,6706.5977,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,7.1807,0.2167,0,0,0,0,0,0,0,0,0
,0.077000,0.1662,0.014400,0.1591,0.022800,0.1008,0.073900,0.002400,0.009300,0,0,0,0,0,1295,174,0,0.1792,91.7203,91.7431,0.002500,0.013600,0.051300,2.2002,0.3386,0.6992,0.013500,0.004600,0.3026,0.4129,0.032800,0.000700,0.068400,8.5783,55,0,0,0,13,0,0,0,0,4.9595,8.8420,9.9621,0.002300,0.001100,0.005400,0.027900,0.067400,0.9447,0.002300,0.035300,0.001700,0.002800,0.1702,0.016800,0.000200,1,1,2,2,46,2,49,0,5,6,6,0,14,314,0,14,2,0,2,6,0,0,0,0,0,0,0,0.1627,0,42,2.9424,0,1.0223,1.1850,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0414,1129.5508,5561.7227,6307.5742,0,6691.2734,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,2.0471,0,0,0,0,0,0,0,0,0,0
,0.087000,0.2481,0.014700,0.1565,0.021600,0.1042,0.040000,0.002500,0.007600,0,0,0,0,0,1995,111,0,0.2345,119.4307,119.4541,0.001500,0.010100,0.040500,1.5269,0.4516,1.0152,0.019200,0.005500,0.4074,0.3439,0.031000,0.000500,0.070900,6.5170,55,0,0,0,26,0,0,0,0,6.4280,6.7781,7.0795,0.003100,0.001400,0.004500,0.027200,0.3998,0.7134,0.004400,0.044000,0.002200,0.003300,0.1813,0.021100,0.000300,1,1,3,3,46,2,49,0,5,7,7,0,2,27,0,27,2,0,3,7,0,0,0,0,0,0,0,0.1582,0,45,0,0,0.6535,0.8117,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.3296,1120.6133,5561.7852,6307.5742,0,6682.3984,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,3.5252,0,0,0,0,0,0,0,0,0,0
,0.065400,0.1633,0.014700,0.1228,0.015100,0.099400,0.050600,0.002400,0.007600,0,0,0,0,0,842,150,0,0.1141,122.9310,122.9520,0.001500,0.010100,0.038500,2.9628,0.2713,1.0987,0.011800,0.008200,0.3144,0.4561,0.036100,0.000700,0.062600,14.4054,58,0,0,0,13,0,0,0,0,7.9638,14.6551,14.8943,0.002500,0.001200,0.004500,0.021400,0.045900,0.7599,0.004400,0.021800,0.001400,0.001300,0.1508,0.020500,0.000300,1,1,2,2,46,2,51,0,3,4,4,0,36,18,0,14,2,0,2,4,0,0,0,0,0,0,0,0.1713,0,45,0.9600,0,0.7655,0.9368,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,58,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.9429,1117.3164,5561.7852,6307.5742,0,6679.1016,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,3.9657,0,0,0,0,0,1,0,0,0,0
