EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiBuildingShieldComponent,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,Exclusive/GameThread/HandleRPC,FMsgLogf/FMsgLogfCount,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,5.1790,0.067200,0.085700,0.011300,0.093400,0.015000,0.2325,0.002300,0.007000,1.9009,1.9238,0.001900,0.008100,0.036300,1.5935,0.3492,0.1691,0.015200,0.002600,0.1868,3.3962,0.4883,0.033100,0.000700,0.002600,0.005200,0.2287,0.001700,0.000700,0.002200,0.016700,0.044000,0.3912,0.001400,0.019400,0.001400,0.001800,0.1039,0.012800,0.000300,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,2,2,44,4,47,0,3,3,3,0,1,13,0,13,0,0,2,3,0,0,0,0,0,0,0,0.091515,0,25,0,0,0.3231,0.4146,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5226,10993.8984,5523.1211,6238.4805,0,16517.0195,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1415,361,0,0.2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1626,0.075600,0.053300,0.015300,0.1002,0.014900,0.069700,0.001900,0.007000,1.9293,1.9508,0.001800,0.009100,0.043000,0.7332,0.2947,0.1483,0.013200,0.003200,0.099000,0,0.2591,0.025400,0.000600,0.002200,0.005700,0.2255,0.002000,0.001100,0.001900,0.016500,0.046800,0.4189,0.001600,0.019300,0.001300,0.001500,0.1153,0.016400,0.000300,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1092,0,27,0,0,0.3493,0.4585,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3144,10992.6016,5523.1211,6238.4805,0,16515.7227,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.3265,0.063800,0.090900,0.014600,0.094500,0.015800,0.072700,0.002400,0.008000,1.8630,1.8858,0.002200,0.007700,0.039300,1.4222,0.3806,0.1882,0.018300,0.004300,0.2167,2.3245,0.4454,0.025500,0.000700,0.002200,0.004600,0.1987,0.001500,0.000700,0.002000,0.014500,0.042800,0.3314,0.001700,0.019600,0.001200,0.001500,0.1249,0.014000,0.000100,0,0,0,0,0,55,0,0,13,0,0,0,0,1,1,2,2,44,4,47,0,3,3,3,0,0,13,0,13,0,0,2,3,0,0,0,0,0,0,0,0.091504,0,26,0,0,0.2586,0.3501,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2695,10992.4180,5523.1211,6238.4805,0,16515.5391,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1709,0.066500,0.049400,0.012300,0.1157,0.015800,0.062800,0.002200,0.008200,1.7812,1.8032,0.001700,0.006400,0.036500,0.8801,0.2716,0.1597,0.014100,0.003300,0.072800,0,0.2581,0.026200,0.000500,0.002300,5.9876,6.1840,0.001800,0.001100,0.004300,0.020700,0.044000,0.3664,0.001600,0.020700,0.001400,0.001500,0.1057,0.014800,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1030,0,21,0,0,0.3016,0.4046,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0762,10992.6172,5523.1211,6238.4805,0,16515.7383,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1349,358,0,0.1031,0,5.9825,0,0,0,0,0,0,0,0,0,0,0,0
,3.6813,0.066100,0.095900,0.012100,0.1091,0.016800,0.1015,0.001700,0.006800,1.8174,1.8361,0.001400,0.008800,0.032900,2.1128,0.2911,0.1658,0.015700,0.002800,0.1974,1.2333,0.4324,0.037200,0.001100,0.002700,0.007300,0.2914,0.002400,0.001400,0.002900,0.020900,0.045700,0.4805,0.001900,0.020900,0.001100,0.001600,0.1039,0.013800,0.000100,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,2,2,44,4,47,0,3,3,3,0,0,14,0,14,0,0,2,3,0,0,0,0,0,0,0,0.1282,0,26,0,0,0.3817,0.5099,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8914,10992.1602,5523.1211,6238.4805,0,16515.2812,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0.081400,0,0,0,0,0,0,0,0,0,0,0
,0.1832,0.071700,0.069300,0.016500,0.097800,0.014800,0.059800,0.002700,0.009300,1.9631,1.9884,0.001800,0.007000,0.045000,1.2004,0.2745,0.1771,0.015900,0.003100,0.089700,0,0.3053,0.029700,0.000700,0.062300,0.004700,1.1238,0.001400,0.001000,0.002500,0.015100,0.044700,0.4617,0.001700,0.019800,0.001200,0.001500,0.1175,0.013400,0.000200,0,0,0,0,0,55,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,9,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.095095,0,33,0,0,0.4025,0.4976,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2266,10991.9023,5523.1211,6238.4805,0,16515.0234,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.2670,0.067100,0.073600,0.011400,0.1053,0.017600,0.1242,0.002300,0.007400,1.7976,1.8218,0.001700,0.008300,0.033400,1.3333,0.2510,0.1531,0.015100,0.002700,0.2254,2.6296,0.3936,0.024700,0.000600,0.002200,0.007100,0.2264,0.002100,0.001200,0.003700,0.023100,0.046500,0.2278,0.001500,0.022300,0.001200,0.001600,0.1000,0.013700,0.000200,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,2,2,44,4,47,0,3,3,3,0,0,13,0,13,0,0,2,3,0,0,0,0,0,0,0,0.084903,0,13,0,0,0.1524,0.2373,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6683,10991.9883,5523.1211,6238.4805,0,16515.1094,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1422,353,0,0.1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1621,0.069400,0.058300,0.016200,0.1025,0.016300,0.065200,0.002300,0.008300,1.8516,1.8753,0.001900,0.008900,0.038300,1.1753,0.3455,0.1650,0.015200,0.003300,0.096900,0,0.3330,0.028500,0.001000,0.003300,0.005500,0.2849,0.001400,0.001500,0.002000,0.015400,0.045500,0.4466,0.001700,0.020800,0.001600,0.001400,0.1150,0.014400,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1011,0,32,0,0,0.3919,0.4930,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2012,10991.7539,5523.1211,6238.4805,0,16514.8750,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.2004,0.070900,0.1643,0.011400,0.1005,0.015600,0.063900,0.002500,0.008400,1.8677,1.8904,0.002300,0.007400,0.039400,1.4719,0.2953,0.1697,0.016200,0.003000,0.2224,2.3529,0.4622,0.025300,0.000700,0.002600,0.004900,0.2155,0.001700,0.000900,0.002600,0.016100,0.056300,0.4407,0.001600,0.026100,0.001300,0.002100,0.1360,0.013300,0.000300,0,0,0,0,0,55,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,0,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.1311,0,25,0,0,0.3987,0.5298,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4239,10991.8281,5523.1211,6238.4805,0,16514.9492,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1794,0.073100,0.063600,0.014400,0.1450,0.019400,0.077700,0.002300,0.008700,1.8207,1.8444,0.002400,0.008600,0.040600,1.1712,0.2646,0.1797,0.016300,0.003700,0.1197,0,0.3001,0.029200,0.001200,0.002500,6.1302,6.3532,0.002200,0.000800,0.004900,0.022300,0.061900,0.4799,0.002000,0.029700,0.001400,0.001900,0.1338,0.018200,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1145,0,27,0,0,0.4147,0.5292,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2566,10992.3477,5523.1211,6238.4805,0,16515.4688,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1211,353,0,0.1125,0,6.1247,0,0,0,0,0,0,0,0,0,0,0,0
,5.1836,0.067000,0.086900,0.014000,0.096500,0.014700,0.099000,0.002100,0.007300,1.9626,1.9840,0.001600,0.008800,0.035900,2.5865,0.2773,0.1978,0.017300,0.004100,0.1980,2.2802,0.4425,0.029800,0.000800,0.003000,0.009600,0.3452,0.001500,0.000800,0.002600,0.017800,0.045900,0.3690,0.001400,0.022400,0.001400,0.001400,0.1110,0.016000,0.000200,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,2,2,44,4,47,0,3,3,3,0,0,14,0,14,0,0,2,3,0,0,0,0,0,0,0,0.1095,0,28,0,0,0.2797,0.3892,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6880,10993.1367,5523.1211,6238.4805,0,16516.2578,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0.070700,0,0,0,0,0,0,0,0,0,0,0
,0.1526,0.089900,0.080900,0.018800,0.1174,0.021000,0.1120,0.004300,0.015600,1.9785,2.0210,0.001700,0.007900,0.036000,0.7980,0.2593,0.1550,0.014900,0.003200,0.087300,0,0.3551,0.034100,0.000600,0.061100,0.004800,0.2331,0.000900,0.000800,0.001800,0.013400,0.046400,0.5293,0.004700,0.022600,0.001000,0.001400,0.1036,0.014300,0.000400,0,0,0,0,0,57,0,0,0,0,0,0,0,1,1,1,1,46,2,49,0,3,1,1,0,36,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0.1153,0,19,0,0,0.4587,0.5740,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8152,10990.1836,5523.1211,6238.4805,0,16513.3047,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.3917,0.074000,0.046600,0.015700,0.1110,0.015900,0.092200,0.002600,0.008300,2.1964,2.2221,0.002300,0.010400,0.038600,0.9444,0.3027,0.1683,0.015400,0.003600,0.085900,3.4255,0.4268,0.031300,0.000500,0.001900,0.005700,0.2339,0.002000,0.001000,0.002800,0.017800,0.043900,0.3549,0.001500,0.019400,0.001100,0.001600,0.091400,0.013300,0,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,2,2,46,2,49,0,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.1005,0,30,0,0,0.2895,0.3900,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6057,10991.9297,5523.1211,6238.4805,0,16515.0508,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1444,352,0,0.1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1524,0.066800,0.087500,0.011400,0.097600,0.015400,0.031100,0.002100,0.009700,1.9218,1.9458,0.001600,0.007500,0.033700,0.9990,0.2432,0.1610,0.015800,0.002700,0.1748,0,0.2773,0.025800,0.000400,0.002100,0.004200,0.1927,0.001200,0.001000,0.002000,0.013700,0.1670,0.3779,0.002200,0.022000,0.001300,0.001400,0.1041,0.016400,0.000300,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,0,0,46,2,49,0,5,3,3,0,0,13,0,13,1,0,0,3,0,0,0,0,0,0,0,0.093002,0,24,0,0,0.3078,0.4008,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0580,10990.9531,5523.1211,6238.4805,0,16514.0742,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.9303,0.072400,0.1083,0.014200,0.1123,0.017500,0.087100,0.002500,0.007900,2.0912,2.1146,0.002500,0.012500,0.046300,1.4978,0.4224,0.1896,0.019000,0.005500,0.2949,2.9711,0.3837,0.022700,0.000700,0.002200,0.005000,0.2157,0.002300,0.000800,0.003200,0.021000,0.053400,0.3796,0.002100,0.024800,0.001400,0.002000,0.1184,0.016100,0.000100,0,0,0,0,0,55,0,0,13,0,0,0,0,1,1,2,2,44,4,47,0,3,3,3,0,1,13,0,13,0,0,2,3,0,0,0,0,0,0,0,0.092898,0,23,0,0,0.3120,0.4049,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1364,10992.5938,5523.1211,6238.4805,0,16515.7148,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1331,0.070900,0.062800,0.014200,0.1200,0.018000,0.1005,0.004100,0.013400,1.9413,1.9751,0.001900,0.007500,0.033700,0.6336,0.2715,0.1563,0.014400,0.002900,0.077000,0,0.2451,0.018600,0.000600,0.002500,5.9315,6.1315,0.001600,0.001000,0.003900,0.019900,0.045600,0.5373,0.001200,0.025000,0.001400,0.001600,0.1454,0.013000,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1194,0,32,0,0,0.4698,0.5892,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7763,10992.6719,5523.1211,6238.4805,0,16515.7930,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1384,360,0,0.1124,0,5.9270,0,0,0,0,0,0,0,0,0,0,0,0
,4.4916,0.083900,0.1058,0.016100,0.1395,0.019900,0.1256,0.003000,0.012500,1.8511,1.8813,0.001700,0.008200,0.038800,2.0034,0.2551,0.1436,0.014400,0.002700,0.2704,2.4452,0.5616,0.033400,0.000700,0.025600,0.005900,0.2806,0.002300,0.000900,0.002800,0.020800,0.074200,0.6302,0.002900,0.031100,0.002500,0.001900,0.1408,0.018200,0.000200,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,0,14,0,14,0,0,1,3,0,0,0,0,0,0,0,0.1482,0,28,0,0,0.5006,0.6488,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2909,10992.3594,5523.1211,6238.4805,0,16515.4805,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0.090200,0,0,0,0,0,0,0,0,0,0,0
,0.1768,0.079400,0.048900,0.017700,0.1080,0.016400,0.095100,0.003000,0.010200,1.8098,1.8376,0.002000,0.008400,0.039500,0.4637,0.2906,0.1644,0.015300,0.003300,0.093100,0,0.2393,0.020700,0.000800,0.062900,0.004300,0.1934,0.001000,0.000800,0.002000,0.013200,0.051900,0.2702,0.002200,0.021100,0.001200,0.001500,0.1086,0.015100,0.000200,0,0,0,0,0,55,0,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0.090793,0,19,0,0,0.1930,0.2838,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4083,10992.0859,5523.1211,6238.4805,0,16515.2070,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1905,0.083500,0.1024,0.020700,0.1154,0.019000,0.096400,0.003300,0.011300,1.8382,1.8696,0.001600,0.009200,0.040200,1.3850,0.2695,0.1770,0.015200,0.003500,0.2065,3.6631,0.3673,0.019400,0.000700,0.002200,0.004300,0.2003,0.001900,0.000700,0.002200,0.017500,0.061300,0.3723,0.001900,0.020400,0.001200,0.001700,0.1244,0.014600,0.000200,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,0,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.099793,0,29,0,0,0.2961,0.3959,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1773,11015.3281,5523.1211,6238.4805,0,16538.4492,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1300,351,0,0.1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.5204,0.070100,0.056300,0.017000,0.1072,0.016000,0.1013,0.002800,0.010100,1.7874,1.8165,0.001700,0.007400,0.036500,0.8100,0.2983,0.1658,0.014000,0.003500,0.079600,4.5236,0.3853,0.036200,0.000900,0.004300,0.004600,0.2346,0.002000,0.001100,0.002200,0.017900,0.049700,0.4106,0.002100,0.021900,0.001300,0.001800,0.1009,0.015200,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1054,0,26,0,0,0.3500,0.4554,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6492,11018.5234,5523.1211,6238.4805,0,16541.6445,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1888,0.066300,0.1631,0.014300,0.1162,0.016900,0.064400,0.002600,0.007900,1.7607,1.7836,0.001500,0.007100,0.037400,1.2588,0.4276,0.1563,0.017700,0.003400,0.1755,0,0.3242,0.019400,0.000700,0.002200,6.0701,7.1682,0.001800,0.001000,0.004000,0.019800,0.053300,0.4510,0.001400,0.020500,0.001300,0.001400,0.1246,0.013300,0.000100,0,0,0,0,0,55,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,8,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.1152,0,33,0,0,0.3706,0.4858,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1064,11015.5977,5523.1211,6238.4805,0,16538.7188,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,6.0655,0,0,0,0,0,0,0,0,0,0,0,0
