EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Ticks/GuLiBuildingShieldComponent,Ticks/GuLiCombatEffectReplicationComponent,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.1845,0.086500,0.070600,0.017900,0.1046,0.017500,0.087000,0.003200,0.012500,2.0931,2.1261,0.003200,0.010100,0.047500,0.6519,0.3404,0.1779,0.015100,0.003800,0.3766,0.020500,0.000800,0.002200,0.004500,0.2164,0.001600,0.000800,0.002500,0.015900,0.056000,0.4210,0.080900,0.001600,0.022500,0.001400,0.001800,0.1056,0.013800,0.000100,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1085,0,20.5000,0,0,0.3644,0.4729,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8185,5532.4219,5505.9336,6219.5391,0,11038.3555,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,2482,368,0,0.1564,0,0,0,0,0,0,0,0,0,0
,3.2508,0.073000,0.2513,0.016000,0.1029,0.016200,0.082600,0.002700,0.007500,1.9397,1.9627,0.001700,0.008000,0.040100,1.9943,0.3503,0.1708,0.018000,0.006600,0.3534,0.027100,0.000500,0.002500,0.005300,0.2329,0.001700,0.000900,0.002200,0.016700,0.052500,1.0378,0.3385,0.004600,0.025000,0.001400,0.001700,0.1271,0.012800,0.000300,0,1.3653,0,0,0,0,0,64,0,0,0,0,0,0,2,2,0,1,50,2,100,0,6,4,5,0,70,34,0,26,1,0,1,9,0,0,0,0,0,0,0,0.2007,0,31,1.9141,0,1.1224,1.3231,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9513,5533.8789,5505.9336,6219.5391,0,11039.8125,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1822,0.069700,0.076100,0.013400,0.1284,0.016500,0.1050,0.002100,0.007200,2.2301,2.2534,0.003100,0.014200,0.052100,0.7470,0.4256,0.1646,0.017300,0.006500,0.4668,0.022500,0.000800,0.002300,0.005500,0.2380,0.001800,0.000800,0.003000,0.019100,0.049700,0.4944,0.1006,0.001500,0.022100,0.001500,0.002300,0.1130,0.014200,0.000100,0.072600,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,50,2,100,0,8,0,1,0,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0.1307,0,20,0,0,0.4232,0.5539,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1854,5534.6758,5505.9336,6219.5391,0,11040.6094,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.7320,0.076000,0.1070,0.019300,0.1116,0.019500,0.1602,0.002800,0.010600,1.8270,1.8567,0.001800,0.007500,0.042200,0.6381,0.3403,0.1800,0.015500,0.004100,0.3080,0.023500,0.000700,0.003200,0.005200,0.2520,0.002100,0.001300,0.003000,0.020100,0.1052,0.7264,0.1058,0.001200,0.022900,0.001200,0.001600,0.1005,0.016800,0.000200,0.083900,4.8707,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,0,3,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0.1593,0,29,0,0,0.6511,0.8104,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1026,5538.6836,5505.9336,6219.5391,0,11044.6172,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,2191,361,0,0.1921,0,0,0,0,0,0,0,0,0,0
,0.1801,0.073400,0.3392,0.013300,0.1670,0.018600,0.083100,0.002600,0.007400,1.9129,1.9354,0.002000,0.011800,0.067300,2.2799,0.2953,0.1671,0.014500,0.007300,0.4721,0.023000,0.001000,0.089800,9.5174,9.7455,0.002400,0.001300,0.006000,0.028000,0.1185,0.6171,0.4105,0.002100,0.033700,0.001600,0.002200,0.1620,0.014400,0.000200,0,0,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,50,2,99,0,9,3,3,0,1,27,0,26,1,0,2,6,0,0,0,0,0,0,0,0.1868,0,26.5000,0,0,0.5088,0.6956,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0264,5537.0117,5505.9336,6219.5391,0,11042.9453,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,1,0,0,0,0,0,9.5123,0,0,0,0,0,0,0,0
,5.0205,0.077400,0.1914,0.014400,0.1079,0.016700,0.069600,0.003000,0.011600,2.5367,2.5668,0.001900,0.009000,0.047600,2.5159,0.3428,0.2959,0.018000,0.007800,0.3715,0.024100,0.000800,0.002900,0.005300,0.2491,0.001900,0.000800,0.003700,0.022200,0.1214,0.6006,0.3098,0.002000,0.022800,0.001400,0.001800,0.1141,0.014800,0.000100,0,1.8781,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,50,2,99,0,8,3,3,0,2,26,0,26,1,0,1,6,0,0,0,0,0,0,0,0.1440,0,23.5000,0,0,0.5243,0.6683,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3036,5534.7344,5505.9336,6219.5391,0,11040.6680,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1704,0.081000,0.081100,0.015200,0.1138,0.017200,0.062800,0.002700,0.007700,1.9628,1.9855,0.001500,0.006600,0.041000,1.2183,0.2947,0.1756,0.015800,0.004400,0.4588,0.024600,0.000600,0.002300,0.005000,0.2322,0.001800,0.000900,0.003200,0.018700,0.061100,0.5836,0.1483,0.002000,0.031700,0.001600,0.002600,0.1285,0.014500,0.000100,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,49,3,99,0,7,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1413,0,28,0,0,0.5095,0.6508,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8458,5534.9805,5505.9336,6219.5391,0,11040.9141,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,2415,385,0,0.1571,0,0,0,0,0,0,0,0,0,0
,5.4973,0.083000,0.1772,0.016700,0.1256,0.019200,0.1720,0.002900,0.008500,1.8560,1.8830,0.002200,0.009100,0.045400,1.2856,0.3629,0.1758,0.015700,0.004100,0.5250,0.022700,0.000600,0.002400,0.006100,0.2602,0.002100,0.001100,0.003200,0.022200,0.060500,0.5428,0.2959,0.001800,0.024100,0.003200,0.002000,0.1182,0.016100,0.000100,0.085900,3.7420,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,49,3,97,0,7,3,3,0,0,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1489,0,23,0,0,0.4564,0.6053,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8781,5534.8672,5505.9336,6219.5391,0,11040.8008,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1626,0.1225,0.096500,0.013900,0.1184,0.017800,0.089400,0.005400,0.014800,1.8917,1.9291,0.001700,0.008800,0.044000,1.3545,0.3053,0.2040,0.016200,0.005900,0.4452,0.025900,0.000800,0.003900,0.006500,0.2738,0.002000,0.000800,0.004400,0.020200,0.1401,0.7997,0.1037,0.002200,0.032200,0.001500,0.002000,0.1249,0.016500,0.000100,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,49,3,97,0,7,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.2949,0,22.5000,0,0,0.5830,0.8779,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2721,5534.0586,5505.9336,6219.5391,0,11039.9922,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.8461,0.076400,0.1966,0.012400,0.1278,0.023700,0.1091,0.003100,0.007200,1.6403,1.6613,0.001900,0.012300,0.051600,1.5676,0.3684,0.2297,0.016600,0.006300,0.4007,0.027000,0.000800,0.003000,0.005500,0.2653,0.002200,0.000900,0.003200,0.020200,0.057700,0.6559,0.3182,0.002100,0.025700,0.001400,0.001900,0.1290,0.016400,0.000100,0,3.6682,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,4,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1548,0,24.5000,0,0,0.5766,0.7314,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6427,5534.4648,5505.9336,6219.5391,0,11040.3984,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,2046,364,0,0.1963,0,0,0,0,0,0,0,0,0,0
,0.1465,0.097400,0.2346,0.021200,0.1760,0.024600,0.1621,0.002800,0.010000,1.9236,1.9540,0.002100,0.008700,0.035500,1.2667,0.2879,0.1713,0.014900,0.004100,0.3612,0.022000,0.000600,0.085500,8.4802,8.7273,0.003100,0.001300,0.006100,0.029700,0.072000,1.0063,0.1564,0.002200,0.031200,0.001500,0.001900,0.4983,0.014500,0.000200,0.1156,0,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0.2577,0,31,0,0,0.9166,1.1743,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6068,5537.1094,5505.9336,6219.5391,0,11043.0430,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,1,0,0,0,0,0,8.4745,0,0,0,0,0,0,0,0
,3.2149,0.068400,0.1598,0.013100,0.094600,0.018000,0.067200,0.002100,0.006700,1.3502,1.3686,0.001100,0.004700,0.029300,2.2789,0.2299,0.1514,0.014200,0.005100,0.4671,0.023000,0.000800,0.004300,0.005200,0.2362,0.003500,0.000900,0.003000,0.018000,0.053300,0.4546,0.2600,0.001400,0.022200,0.001300,0.001500,0.1080,0.015100,0.000200,0,0.6178,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,3,3,0,0,26,0,26,0,0,1,6,0,0,0,0,0,0,0,0.1159,0,19.5000,0,0,0.3872,0.5031,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1104,5536.6953,5505.9336,6219.5391,0,11042.6289,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1359,0.069200,0.1289,0.015000,0.1108,0.016500,0.085400,0.002900,0.011500,2.0922,2.1197,0.001800,0.009500,0.044600,0.6351,0.3507,0.1751,0.014200,0.004400,0.3464,0.021400,0.000600,0.002500,0.004100,1.2286,0.001500,0.000700,0.003200,0.017600,0.050200,0.8576,0.1197,0.002100,0.022300,0.001600,0.001600,0.1292,0.012600,0.000100,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,16,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1691,0,33.5000,0,0,0.7963,0.9654,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0120,5536.2539,5505.9336,6219.5391,0,11042.1875,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,2360,390,0,0.3333,0,0,0,0,0,0,0,0,0,0
,5.6581,0.083800,0.091200,0.016200,0.1562,0.023200,0.1401,0.002700,0.010900,2.1841,2.2126,0.001800,0.008900,0.039100,0.9993,0.2927,0.1607,0.015600,0.004400,0.3874,0.024300,0.000800,0.005000,0.005000,0.2213,0.002000,0.000700,0.002300,0.019400,0.063500,0.4615,0.2655,0.002400,0.027600,0.001500,0.001900,0.1164,0.013500,0.000100,0.094200,4.9557,0,0,0,0,0,62,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,2,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0.1110,0,15.5000,0,0,0.4054,0.5164,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8291,5536.3789,5505.9336,6219.5391,0,11042.3125,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1853,0.068200,0.1913,0.015800,0.1064,0.015800,0.082500,0.002200,0.007900,1.8641,1.8869,0.002400,0.011200,0.051300,1.4102,0.3391,0.1779,0.015900,0.005200,0.3939,0.021200,0.001100,0.002500,0.004400,0.2011,0.001600,0.000800,0.001900,0.015700,0.047300,0.5698,0.2679,0.001800,0.021100,0.001400,0.001500,0.1127,0.012300,0.000100,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1282,0,28.5000,0,0,0.5064,0.6346,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7564,5536.7812,5505.9336,6219.5391,0,11042.7148,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2212,0.094400,0.1941,0.035000,0.1271,0.020000,0.1534,0.002400,0.009100,1.8351,1.8587,0.001600,0.009700,0.039100,2.2212,0.2954,0.1734,0.014800,0.004500,0.3774,0.024100,0.000900,0.002500,0.004600,0.2400,0.001400,0.000900,0.002700,0.021200,0.072700,0.5166,0.3168,0.002100,0.031800,0.001500,0.002300,0.1312,0.017800,0.000200,0.083900,3.3207,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,4,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1306,0,20,0,0,0.4577,0.5883,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4218,5536.7266,5505.9336,6219.5391,0,11042.6602,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,2276,364,0,0.2051,0,0,0,0,0,0,0,0,0,0
,0.2027,0.1052,0.2561,0.014500,0.1551,0.018800,0.082500,0.002200,0.007900,1.7984,1.8212,0.001700,0.009100,0.047300,0.9506,0.3278,0.1748,0.015600,0.006400,0.3552,0.021600,0.000700,0.074500,6.4166,6.6904,0.002900,0.001100,0.006800,0.035900,0.056400,1.0507,0.1229,0.005100,0.030200,0.001300,0.002100,0.1354,0.013500,0.000100,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,70,8,0,0,1,0,2,2,0,0,0,0,0,0,0,0.2366,0,29,0,0,1.0157,1.2523,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8844,5534.3359,5505.9336,6219.5391,0,11040.2695,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,2,1,0,0,0,0,0,6.4106,0,0,0,0,0,0,0,0
,5.3176,0.084500,0.2332,0.010500,0.1107,0.017500,0.032900,0.003000,0.010800,1.5898,1.6165,0.000900,0.008000,0.039300,3.1789,0.2600,0.1596,0.012300,0.004900,0.4030,0.028100,0.000900,0.002500,0.007200,0.2478,0.001900,0.000900,0.003100,0.021000,0.053500,0.6823,0.3202,0.001900,0.022100,0.001400,0.001600,0.1149,0.015600,0.000200,0,2.0609,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,0,50,2,100,0,8,3,3,0,3,27,0,26,0,0,0,6,0,0,0,0,0,0,0,0.1694,0,26.5000,0,0,0.6120,0.7814,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0570,5534.0977,5505.9336,6219.5391,0,11040.0312,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1766,0.081800,0.1288,0.014600,0.1368,0.018100,0.087300,0.002700,0.007500,1.8485,1.8710,0.001800,0.007700,0.045700,0.6898,0.2787,0.1762,0.015300,0.004600,0.4691,0.024700,0.001000,0.002300,0.005900,0.2614,0.001800,0.000900,0.002600,0.017800,0.1332,0.9854,0.1643,0.002000,0.023400,0.001300,0.002500,0.1410,0.013900,0.000200,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,0,1,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0.2209,0,28.5000,0,0,0.8602,1.0811,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5848,5532.4648,5505.9336,6219.5391,0,11038.3984,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,2680,391,0,0.2928,0,0,0,0,0,0,0,0,0,0
,5.1080,0.079800,0.1375,0.017600,0.1445,0.023700,0.1353,0.002100,0.007400,1.9682,1.9905,0.001900,0.011000,0.053400,0.7927,0.3975,0.2001,0.018700,0.005000,0.3877,0.036300,0.002000,0.003200,0.006600,0.3665,0.002400,0.001300,0.004200,0.029900,0.1685,0.7672,0.1804,0.002300,0.038200,0.001700,0.002400,0.1787,0.017700,0.000200,0.074100,4.1374,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,50,2,99,0,9,1,1,0,1,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0.1926,0,19.5000,0,0,0.6683,0.8609,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8093,5528.8711,5505.9336,6219.5391,0,11034.8047,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1471,0.095500,0.2308,0.016700,0.1339,0.019600,0.095700,0.003000,0.009400,2.0414,2.0740,0.001800,0.008600,0.039000,1.6446,0.3435,0.1646,0.015400,0.005000,0.4302,0.028200,0.001300,0.003200,0.004800,0.2343,0.001900,0.001300,0.005200,0.024200,0.090800,0.9761,0.3273,0.002900,0.035800,0.001800,0.002200,0.1442,0.016800,0.000100,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,50,2,99,0,8,3,3,0,0,26,0,26,0,0,1,6,0,0,0,0,0,0,0,0.2400,0,28,0,0,0.8320,1.0720,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3775,5525.3555,5505.9336,6219.5391,0,11031.2891,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
