EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiBuildingShieldComponent,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/GameThread/Pathfinding,Exclusive/GameThread/HandleRPC,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/EndOfFrameUpdates
,5.5162,0.084600,0.099800,0.016100,0.1191,0.017000,0.091100,0.002400,0.009600,1.6416,1.6658,0.001400,0.007400,0.032500,1.4686,0.2628,0.3673,0.015400,0.003300,0.2058,3.7943,0.5393,0.027100,0.001300,0.002700,0.005400,1.1796,0.001500,0.001100,0.002100,0.017000,0.045900,0.4202,0.001800,0.020000,0.001400,0.001500,0.1047,0.015400,0.000200,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,2,2,44,4,47,0,3,3,3,0,8,13,0,13,0,0,2,3,0,0,0,0,0,0,0,0.092901,0,34,0,0,0.3636,0.4565,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1291,10936.7305,5522.9570,6230.0977,0,16459.6875,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,1284,351,0,0.1422,0,0,0,0,0,0,0,0,0,0
,0.1556,0.085500,0.044200,0.015300,0.1076,0.018400,0.067300,0.002300,0.007700,1.8722,1.8928,0.001700,0.009700,0.035800,0.9189,0.3258,0.3670,0.018000,0.004400,0.1208,0,0.2796,0.033000,0.001000,0.002500,0.004900,0.2385,0.002000,0.001000,0.002200,0.017300,0.053900,0.3038,0.001800,0.021700,0.001400,0.001900,0.1069,0.015300,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.092391,0,16,0,0,0.2423,0.3347,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1041,10991.6055,5522.9570,6230.0977,0,16514.5625,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.4929,0.1031,0.098400,0.026200,0.1375,0.022400,0.2064,0.004900,0.020000,2.3814,2.4294,0.001500,0.009600,0.040500,1.8798,0.3228,0.4791,0.016700,0.003900,0.1820,3.1469,0.4326,0.024900,0.000700,0.001800,0.004300,0.1898,0.001700,0.000700,0.001800,0.013600,0.043700,0.4496,0.001700,0.019100,0.001500,0.001600,0.099900,0.013600,0.000300,0,0,0,0,0,55,0,0,13,0,0,0,0,1,1,2,2,44,4,47,0,3,3,3,0,3,14,0,14,0,0,2,3,0,0,0,0,0,0,0,0.1046,0,32,0,0,0.3798,0.4844,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6635,11172.4023,5522.9570,6230.0977,0,16695.3594,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1807,0.084000,0.048300,0.014200,0.1801,0.027600,0.080500,0.002700,0.009100,2.1246,2.1519,0.002000,0.010600,0.046300,0.9003,0.3061,0.3735,0.016500,0.003200,0.1430,0,0.3850,0.041900,0.001200,0.003700,6.0710,6.4165,0.003300,0.001600,0.006100,0.030700,0.066200,0.3417,0.002100,0.029400,0.001800,0.002400,0.1675,0.026800,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1081,0,18,0,0,0.2676,0.3757,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2518,11309.3789,5522.9570,6230.0977,0,16832.3359,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,6.0631,0,1514,364,0,0.1146,0,0,0,0,0,0,0,0,0,0
,5.3694,0.075500,0.094100,0.015100,0.1150,0.017700,0.071200,0.002500,0.008700,3.2843,3.3119,0.003400,0.015600,0.057700,3.0393,0.5830,0.5456,0.017500,0.005200,0.2145,1.4637,0.4043,0.029000,0.000900,0.002400,0.008300,0.2502,0.001900,0.000900,0.002500,0.018700,0.053900,0.3913,0.001900,0.023600,0.001800,0.002000,0.1361,0.015700,0.000200,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,0,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.1060,0,27,0,0,0.3094,0.4154,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1238,11416.0156,5522.9570,6230.0977,0,16938.9727,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1720,0.092900,0.1408,0.019300,0.1403,0.022800,0.1042,0.003400,0.013100,1.9173,1.9522,0.001300,0.008900,0.035100,1.6931,0.2960,0.3613,0.017900,0.004300,0.1611,0,0.4741,0.037100,0.001400,0.088900,0.005200,0.2887,0.002800,0.001100,0.002400,0.018700,0.062600,0.4730,0.002000,0.029000,0.001900,0.001900,0.1432,0.019900,0.000100,0,0,0,0,0,55,0,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0.1339,0,25,0,0,0.4262,0.5601,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9646,11439.4922,5522.9570,6230.0977,0,16962.4492,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.4281,0.1177,0.1535,0.015500,0.1647,0.027600,0.076300,0.002200,0.008600,1.9393,1.9622,0.001700,0.008300,0.038800,1.2827,0.3192,0.4158,0.016300,0.004700,0.2734,2.5117,0.4578,0.026600,0.001200,0.003800,0.008600,0.4058,0.003000,0.001600,0.005300,0.033600,0.1017,1.0181,0.002000,0.054500,0.003100,0.003300,0.2535,0.032000,0.000400,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,2,2,44,4,47,0,3,2,2,0,2,13,0,13,0,0,2,2,0,0,0,0,0,0,0,0.2581,0,25,0,0,0.8200,1.0781,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5518,11437.1055,5522.9570,6230.0977,0,16960.0625,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,1202,351,0,0.1929,0,0,0,0,0,0,0,0,0,0
,0.1947,0.067300,0.058100,0.012900,0.098600,0.015400,0.068000,0.002600,0.011100,1.9219,1.9498,0.001200,0.007300,0.036100,1.4389,0.2527,0.3266,0.015700,0.003400,0.084700,0,0.3067,0.026400,0.000600,0.002000,0.004200,0.1958,0.001400,0.000800,0.001600,0.014100,0.048800,0.4103,0.001600,0.019000,0.001400,0.001800,0.1012,0.015600,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1004,0,28,0,0,0.3566,0.4570,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7869,11435.6602,5522.9570,6230.0977,0,16958.6172,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0150,0.071300,0.083900,0.011100,0.1104,0.014200,0.1043,0.006000,0.013000,1.5084,1.5432,0.001100,0.009100,0.035000,1.6651,0.2140,0.4519,0.014300,0.003200,0.2233,2.7740,0.4626,0.027400,0.000800,0.002200,0.006100,0.2780,0.002300,0.001100,0.004100,0.018800,0.048100,0.3014,0.001600,0.020600,0.001200,0.001800,0.097400,0.013400,0.000100,0,0,0,0,0,55,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,0,14,0,14,0,0,1,3,0,0,0,0,0,0,0,0.085410,0,22,0,0,0.2330,0.3184,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0209,11459.1836,5522.9570,6230.0977,0,16982.1406,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1950,0.073000,0.058800,0.012000,0.1491,0.047500,0.082300,0.002300,0.007800,1.8493,1.8718,0.001600,0.008300,0.039900,0.9433,0.2895,0.3476,0.015600,0.004100,0.1098,0,0.2876,0.031400,0.000800,0.002300,8.1166,8.3541,0.002000,0.001200,0.005700,0.026300,0.052700,0.3892,0.002100,0.027000,0.001500,0.002300,0.1353,0.013500,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1147,0,25,0,0,0.3216,0.4363,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8011,11458.4180,5522.9570,6230.0977,0,16981.3750,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,8.1112,0,1380,364,0,0.1771,0,0,0,0,0,0,0,0,0,0
,5.1955,0.097800,0.096900,0.011900,0.099300,0.014800,0.036600,0.002600,0.009800,1.8057,1.8300,0.001400,0.006400,0.032400,2.7943,0.2636,0.3677,0.016800,0.003500,0.2219,1.9773,0.4363,0.026000,0.000800,0.002500,0.004200,0.1999,0.001500,0.000700,0.002100,0.015300,0.045900,0.4021,0.001700,0.019800,0.001400,0.001600,0.1287,0.017600,0.000100,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,0,0,44,4,47,0,3,3,3,0,2,13,0,13,0,0,0,3,0,0,0,0,0,0,0,0.095405,0,27,0,0,0.3338,0.4292,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5253,11462.0391,5522.9570,6230.0977,0,16984.9961,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1786,0.085400,0.1092,0.014600,0.1138,0.017800,0.075500,0.002500,0.008500,2.0113,2.0345,0.001600,0.008700,0.042000,0.9547,0.3092,0.3609,0.016500,0.004100,0.097300,0,0.3041,0.027700,0.000800,0.074500,0.005400,0.2786,0.002400,0.001100,0.002500,0.016800,0.053800,0.7148,0.005900,0.021200,0.001300,0.002200,0.093300,0.012100,0.000200,0,0,0,0,0,57,0,0,0,0,0,0,0,1,1,2,2,46,2,49,0,3,1,1,0,34,4,0,0,1,0,2,1,0,0,0,0,0,0,0,0.1660,0,26,0,0,0.6112,0.7772,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3062,11457.8516,5522.9570,6230.0977,0,16980.8086,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0223,0.078200,0.046900,0.015100,0.1016,0.015500,0.086600,0.002700,0.010000,2.3408,2.3682,0.001600,0.006800,0.036500,1.0607,0.3189,0.5347,0.018500,0.004300,0.095500,3.4480,0.5303,0.027700,0.000700,0.002300,0.004800,0.2221,0.002000,0.001100,0.002000,0.016200,0.046300,0.3203,0.001400,0.021300,0.001400,0.001900,0.096400,0.014300,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,46,2,49,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.088204,0,23,0,0,0.2670,0.3552,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2291,11463.7734,5522.9570,6230.0977,0,16986.7305,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,1440,352,0,0.1227,0,0,0,0,0,0,0,0,0,0
,0.1778,0.064200,0.092100,0.011700,0.1314,0.017600,0.064900,0.002000,0.007100,1.8381,1.8591,0.001300,0.006700,0.034900,1.7928,0.2741,0.3372,0.016600,0.003300,0.2030,0,0.3344,0.032000,0.000700,0.002500,0.004800,0.2293,0.001700,0.001300,0.002800,0.016100,0.1521,0.5070,0.001700,0.021100,0.001300,0.001500,0.1163,0.015800,0.000100,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,1,1,46,2,49,0,5,3,3,0,0,13,0,13,1,0,1,3,0,0,0,0,0,0,0,0.1137,0,24,0,0,0.4175,0.5312,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6861,11460.1289,5522.9570,6230.0977,0,16983.0859,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0869,0.083700,0.094800,0.011600,0.1065,0.018900,0.1205,0.002500,0.007800,1.7616,1.7843,0.002000,0.006900,0.032800,1.8881,0.2869,0.3243,0.016500,0.003200,0.2151,2.7711,0.4276,0.026200,0.000800,0.002600,0.005300,0.2295,0.001700,0.000900,0.002400,0.017100,0.062400,0.4392,0.002100,0.032300,0.001800,0.002300,0.1107,0.014600,0.000100,0,0,0,0,0,55,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,2,14,0,14,0,0,1,3,0,0,0,0,0,0,0,0.1077,0,29,0,0,0.3622,0.4699,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9871,11459.8516,5522.9570,6230.0977,0,16982.8086,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.095600,0,0,1398,333,0,0.1143,0,0,0,0,0,0,0,0,0,0
,0.1865,0.070200,0.065900,0.013700,0.1327,0.015800,0.069900,0.002400,0.008000,2.3141,2.3376,0.002000,0.012200,0.061500,2.0826,0.2770,0.4721,0.017800,0.005000,0.098000,0,0.3213,0.032800,0.000700,0.001800,6.1611,7.5097,0.001900,0.000900,0.004400,0.019900,0.052400,0.4764,0.002200,0.021000,0.001300,0.001800,0.1226,0.013600,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1156,0,34,0,0,0.4146,0.5302,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5978,11459.7773,5522.9570,6230.0977,0,16982.7344,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,6.1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2849,0.077700,0.1446,0.013500,0.1309,0.018300,0.069900,0.001800,0.008000,1.3661,1.3884,0.001100,0.006300,0.029200,2.9573,0.2471,0.3266,0.014700,0.003000,0.1797,2.1196,0.7616,0.050000,0.001000,0.004500,0.011100,0.4713,0.004300,0.002100,0.003500,0.035800,0.051600,0.5181,0.001800,0.026400,0.001400,0.002100,0.1302,0.015800,0.000200,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,1,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.1430,0,24,0,0,0.4519,0.5949,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1122,11459.2227,5522.9570,6230.0977,0,16982.1797,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1518,0.070700,0.067900,0.012100,0.1106,0.019000,0.058400,0.001700,0.006400,1.8677,1.8859,0.001100,0.007400,0.030200,1.1551,0.2480,0.3342,0.014300,0.003500,0.091300,0,0.3781,0.044900,0.000800,0.084000,0.005500,0.3173,0.002400,0.001000,0.002600,0.017700,0.088400,0.4485,0.034300,0.033500,0.001900,0.001800,0.1164,0.015200,0.000200,0,0,0,0,0,55,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.1329,0,19,0,0,0.3442,0.4771,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0793,11460.5234,5522.9570,6230.0977,0,16983.4805,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.6410,0.065700,0.071800,0.013800,0.090100,0.013000,0.071600,0.002300,0.008300,1.8179,1.8407,0.001700,0.008800,0.042000,0.9005,0.2952,0.4054,0.014800,0.003300,0.1281,3.2208,0.3506,0.023100,0.000600,0.001700,0.004000,0.2103,0.000900,0.000600,0.001400,0.011900,0.040800,0.5999,0.001000,0.019300,0.000900,0.001200,0.1104,0.014200,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.1324,0,29,0,0,0.5284,0.6608,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9619,11461.8984,5522.9570,6230.0977,0,16984.8555,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,1350,382,0,0.1430,0,0,0,0,0,0,0,0,0,0
,0.1487,0.085900,0.077500,0.022700,0.1346,0.019400,0.046300,0.002500,0.009500,1.8346,1.8602,0.001500,0.006200,0.034100,1.1593,0.2478,0.3727,0.013200,0.003400,0.1546,0,0.2715,0.023500,0.000700,0.002500,0.004300,0.1825,0.001300,0.000800,0.001900,0.013300,0.047600,0.3230,0.001500,0.022200,0.001500,0.001700,0.1084,0.015300,0.000400,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,0,0,44,4,47,0,3,3,3,0,0,13,0,13,0,0,0,3,0,0,0,0,0,0,0,0.096910,0,24,0,0,0.2439,0.3408,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9668,11463.1328,5522.9570,6230.0977,0,16986.0898,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0352,0.076400,0.045000,0.015700,0.1072,0.018500,0.1176,0.002000,0.007100,1.9109,1.9326,0.001900,0.010800,0.039800,1.5158,0.3455,0.4181,0.016600,0.004300,0.090500,3.1696,0.4110,0.024000,0.000700,0.001600,0.004800,0.2088,0.001500,0.000900,0.001600,0.015300,0.043200,0.3182,0.001500,0.072100,0.001700,0.001700,0.1255,0.016500,0.000100,0,0,0,0,0,55,0,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0.086289,0,22,0,0,0.2651,0.3514,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1075,11458.8086,5522.9570,6230.0977,0,16981.7656,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.069700,0,0,1007,248,0,0.1121,0,0,0,0,0,0,0,0,0,0
