EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/HandleRPC,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GameplayDebuggerPlayerManager,Ticks/GuLiBuildingShieldComponent,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.1889,0.066900,0.1801,0.009900,0.097600,0.014800,0.062100,0.002500,0.006100,1.7041,1.7242,0.001900,0.008100,0.040200,1.3572,0.3090,0.2709,0.019200,0.008500,0.2359,0,0.4435,0.023600,0.000700,0.064100,0.004700,0.2165,0.001700,0.001300,0.002900,0.019200,0.047700,0.5525,0.001700,0.020700,0.001300,0.001400,0.1248,0.013700,0.000200,0,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,0,1,50,2,100,0,8,3,3,0,2,28,0,26,1,0,1,6,0,0,0,0,0,0,0,0.1394,0,26,0,0,0.4672,0.6066,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6673,2880.3125,5518.0078,6228.0039,0,8398.3203,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.8491,0.090200,0.093700,0.020100,0.1212,0.019300,0.1402,0.002700,0.008900,2.0163,2.0411,0.001900,0.009000,0.043500,1.0391,0.2781,0.1586,0.014900,0.003700,0.1214,5.0226,0.6068,0.026000,0.000900,0.002300,0.004400,0.2257,0.001700,0.000800,0.002600,0.020400,0.1620,0.5895,0.001700,0.028900,0.001400,0.002000,0.1122,0.014600,0.000300,0.074100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,0,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0.1475,0,23.5000,0,0,0.5140,0.6615,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7153,2858.7109,5518.0078,6228.0039,0,8376.7188,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1583,0.073900,0.2317,0.015600,0.1415,0.017600,0.080500,0.002700,0.008400,2.2976,2.3231,0.001800,0.009600,0.046300,1.7719,0.3553,0.2324,0.019800,0.009000,0.3266,0,0.4309,0.024100,0.000900,0.003300,7.9779,8.2297,0.002300,0.000900,0.005100,0.027000,0.052200,0.7387,0.001600,0.023000,0.001400,0.001400,0.1166,0.014300,0.000200,0,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,0,1,48,4,98,0,6,3,3,0,2,26,0,26,0,0,1,6,0,0,0,0,0,0,0,0.1933,0,27.5000,0,0,0.6373,0.8306,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9210,2838.8242,5518.0078,6228.0039,0,8356.8320,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,7.9725,0,2182,364,0,0.1509,0,0,0,0,0,0,0
,5.0707,0.080400,0.2557,0.015300,0.1300,0.020000,0.083900,0.002600,0.008700,1.9082,1.9317,0.001600,0.010400,0.049400,2.8297,0.3659,0.1868,0.016600,0.005400,0.2997,2.2416,0.4224,0.038500,0.001900,0.004200,0.006100,0.3854,0.002400,0.001000,0.004400,0.029000,0.061500,0.9548,0.002100,0.024600,0.001500,0.001800,0.1326,0.014500,0.000100,0,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,3,3,0,2,26,0,26,0,0,1,6,0,0,0,0,0,0,0,0.2780,0,26.5000,0,0,0.7731,1.0511,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4446,2829.8047,5518.0078,6228.0039,0,8347.8125,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1456,0.085500,0.066200,0.012300,0.1052,0.017800,0.1010,0.002000,0.007200,1.8425,1.8675,0.001100,0.006900,0.038100,0.6857,0.2536,0.1690,0.013800,0.003700,0.093300,0,0.4023,0.023100,0.000800,0.002600,0.004400,0.2675,0.001700,0.001000,0.002200,0.016100,0.057900,0.4881,0.001800,0.027200,0.001400,0.001600,0.1560,0.015800,0.000200,0.084300,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.1302,0,20,0,0,0.4121,0.5423,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3239,2822.7109,5518.0078,6228.0039,0,8340.7188,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0776,0.078800,0.075000,0.014000,0.1062,0.015400,0.071700,0.001900,0.007000,1.9149,1.9349,0.002000,0.009000,0.046200,0.6557,0.3474,0.1963,0.015800,0.004100,0.1393,4.0839,0.2861,0.021300,0.000600,0.001700,0.005900,0.2340,0.001800,0.001000,0.002300,0.017100,0.060600,0.5187,0.001700,0.028400,0.001400,0.001600,0.1415,0.016200,0.000500,0,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1307,0,23.5000,0,0,0.4475,0.5782,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5314,2814.4258,5518.0078,6228.0039,0,8332.4336,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,2312,390,0,0.1502,0,0,0,0,0,0,0
,0.1499,0.097100,0.2270,0.018200,0.1335,0.019000,0.1008,0.003600,0.011800,1.8002,1.8315,0.001700,0.009100,0.040500,1.7649,0.2907,0.1566,0.014100,0.005700,0.2526,0,0.4314,0.028300,0.001100,0.085500,0.006500,1.1555,0.001700,0.000900,0.003600,0.023700,0.052300,0.7894,0.001800,0.024000,0.001400,0.001700,0.1377,0.015300,0.000200,0,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,21,26,0,26,1,0,2,6,0,0,0,0,0,0,0,0.1632,0,34,0,0,0.7164,0.8796,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5962,2805,5518.0078,6228.0039,0,8323.0078,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.8938,0.073900,0.1717,0.012600,0.1258,0.018800,0.036800,0.002800,0.009200,2.0921,2.1195,0.001500,0.008400,0.040800,1.0239,0.2521,0.1669,0.015800,0.004700,0.2857,2.5193,0.3920,0.030600,0.001100,0.003300,0.006100,0.2968,0.002500,0.001000,0.003500,0.028400,0.065900,0.4829,0.003400,0.028200,0.002600,0.002100,0.1077,0.010900,0.000100,0,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,0,0,48,4,96,0,6,2,3,0,0,26,0,26,0,0,0,5,0,0,0,0,0,0,0,0.1351,0,14,0,0,0.4044,0.5395,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1383,2793.8125,5518.0078,6228.0039,0,8311.8203,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1723,0.082300,0.1064,0.015100,0.1673,0.020700,0.1735,0.003200,0.010200,1.8870,1.9168,0.001700,0.008500,0.043400,0.7352,0.3132,0.1969,0.015000,0.004300,0.1248,0,0.2998,0.022600,0.000800,0.002700,6.2510,6.4877,0.002600,0.001100,0.007000,0.034000,0.068300,0.7434,0.002000,0.030800,0.001600,0.001700,0.1695,0.016900,0.000200,0.1665,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0.1940,0,31.5000,0,0,0.6346,0.8286,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7158,2809.4023,5518.0078,6228.0039,0,8327.4102,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,6.2451,0,2398,390,0,0.2174,0,0,0,0,0,0,0
,4.0828,0.084500,0.2325,0.016000,0.098600,0.016200,0.066600,0.002800,0.008000,1.7570,1.7815,0.001800,0.007700,0.041100,2.1222,0.3522,0.1860,0.017100,0.005500,0.2524,1.6521,0.2966,0.018100,0.000800,0.002200,0.004200,0.1997,0.001800,0.000600,0.002300,0.017600,0.049400,0.5581,0.001900,0.020500,0.001400,0.001400,0.1336,0.014200,0.000200,0,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,3,3,0,2,26,0,26,0,0,1,6,0,0,0,0,0,0,0,0.1349,0,25,0,0,0.4909,0.6258,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3828,2820.8125,5518.0078,6228.0039,0,8338.8203,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1818,0.069100,0.065800,0.014500,0.1051,0.015700,0.071800,0.002700,0.007700,1.9702,1.9937,0.001500,0.008500,0.048200,0.7750,0.3312,0.1754,0.015200,0.005000,0.097300,0,0.3268,0.018200,0.000700,0.002200,0.004800,0.1980,0.002100,0.001000,0.001800,0.015300,0.050000,0.4488,0.001900,0.021800,0.001200,0.001800,0.1075,0.013000,0.000100,0,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1097,0,22,0,0,0.3906,0.5003,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3289,2832.9688,5518.0078,6228.0039,0,8350.9766,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0033,0.082300,0.1802,0.013800,0.1349,0.015200,0.1610,0.003200,0.008600,1.7560,1.7803,0.001500,0.006500,0.039300,1.1063,0.2842,0.1567,0.014700,0.006000,0.3008,3.4149,0.2803,0.015400,0.000800,0.002700,0.005300,0.2695,0.001800,0.001200,0.002700,0.019300,0.048500,0.5317,0.001700,0.023000,0.001400,0.001900,0.1130,0.013500,0.000100,0.083600,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1309,0,27,0,0,0.4598,0.5907,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3136,2831.0156,5518.0078,6228.0039,0,8349.0234,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,2150,364,0,0.2873,0,0,0,0,0,0,0
,4.0758,0.076100,0.1359,0.012500,0.1012,0.016800,0.031200,0.002000,0.037600,1.9126,1.9705,0.002200,0.011000,0.052700,1.0902,0.3298,0.1768,0.015900,0.004200,0.090500,3.3783,0.3581,0.016500,0.000600,0.073500,0.005000,0.1998,0.001700,0.000900,0.001900,0.015700,0.048900,0.7774,0.005000,0.023700,0.001400,0.001300,0.1439,0.019400,0.000200,0,0,0,0,0,0,64,0,0,0,0,0,0,0,2,2,0,0,50,2,100,0,6,1,1,0,68,8,0,0,1,0,0,2,0,0,0,0,0,0,0,0.1504,0,22.5000,0,0,0.7121,0.8625,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1507,2822.3047,5518.0078,6228.0039,0,8340.3125,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
,0.1568,0.083800,0.2004,0.014600,0.1478,0.020000,0.1105,0.003500,0.011200,1.9968,2.0295,0.001600,0.008700,0.046000,0.8855,0.3048,0.1577,0.013500,0.004200,0.2687,0,0.3636,0.017400,0.000600,0.002400,6.2408,6.4647,0.002000,0.001000,0.004300,0.024000,0.065000,0.8183,0.002100,0.029100,0.001500,0.002100,0.1454,0.017700,0.000100,0,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,50,2,100,0,8,3,3,0,1,27,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1878,0,31.5000,0,0,0.7296,0.9174,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2273,2836.1172,5518.0078,6228.0039,0,8354.1250,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,6.2354,0,2132,293,0,0.1406,0,0,0,0,0,0,0
,4.8933,0.077700,0.2116,0.015200,0.1147,0.020700,0.091300,0.002400,0.008900,1.9059,1.9328,0.001300,0.007300,0.041100,2.5136,0.2770,0.1774,0.016700,0.005200,0.3016,2.3528,0.3259,0.017700,0.000600,0.002300,0.005400,0.2275,0.002100,0.001200,0.002400,0.019700,0.1157,0.6557,0.001700,0.026700,0.001500,0.001900,0.1179,0.016200,0.000100,0,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,0,1,50,2,100,0,10,3,3,0,1,27,0,26,1,0,1,6,0,0,0,0,0,0,0,0.1531,0,26,0,0,0.6102,0.7633,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9497,2825.2539,5518.0078,6228.0039,0,8343.2617,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1754,0.080100,0.083700,0.017100,0.1107,0.017200,0.1297,0.002100,0.008500,1.9743,1.9998,0.001700,0.007100,0.044200,0.3935,0.2948,0.1588,0.014200,0.004800,0.1220,0.063600,0.2573,0.015600,0.000600,0.002300,0.004700,0.2079,0.001600,0.000800,0.002700,0.015200,0.1005,0.4904,0.001400,0.020400,0.001300,0.001500,0.1086,0.013900,0.000100,0.082100,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,0,1,50,2,100,0,9,1,1,0,2,3,0,1,1,0,1,2,0,0,0,0,0,0,0,0.1251,0,25,0,0,0.4291,0.5542,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7207,2822.4961,5518.0078,6228.0039,0,8340.5039,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.8761,0.068100,0.096200,0.015300,0.096000,0.015900,0.1202,0.002200,0.007300,1.7563,1.7771,0.001400,0.007400,0.040200,0.3628,0.2839,0.1755,0.014900,0.003700,0.1480,4.2935,0.3138,0.012900,0.000600,0.002300,0.005000,0.2128,0.001300,0.000600,0.002100,0.015800,0.099100,0.6595,0.001600,0.020700,0.001300,0.001500,0.3511,0.013000,0.000100,0.072300,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,2,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0.1454,0,25,0,0,0.5912,0.7366,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9410,2873.5664,5518.0078,6228.0039,0,8391.5742,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2222,0.077900,0.1674,0.017000,0.1099,0.018500,0.041800,0.003200,0.011200,1.9564,1.9840,0.001500,0.007800,0.042900,1.3205,0.2948,0.1686,0.014700,0.005400,0.2744,0,0.2501,0.020000,0.000700,0.002500,0.004500,0.2070,0.002100,0.000900,0.002100,0.017400,0.1206,0.5676,0.002400,0.046800,0.001600,0.002800,0.1340,0.013000,0.000100,0,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,0,0,49,3,98,0,7,3,3,0,0,26,0,26,1,0,0,6,0,0,0,0,0,0,0,0.1394,0,30.5000,0,0,0.4917,0.6311,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6306,2967.8125,5518.0078,6228.0039,0,8485.8203,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,2814,462,0,0.2567,0,0,0,0,0,0,0
,5.1680,0.070100,0.1793,0.013800,0.1037,0.016700,0.094900,0.002500,0.007100,1.8887,1.9118,0.001700,0.008300,0.044800,1.0217,0.2895,0.1751,0.015000,0.005000,0.2568,3.6799,0.3406,0.014000,0.000800,0.070900,0.004200,0.2008,0.001400,0.000700,0.002200,0.017000,0.047200,0.4611,0.001700,0.020700,0.001300,0.001400,0.1026,0.012600,0.000100,0,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,26,0,26,1,0,2,6,0,0,0,0,0,0,0,0.1124,0,22.5000,0,0,0.3888,0.5012,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0442,3054.8906,5518.0078,6228.0039,0,8572.8984,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2097,0.075600,0.070900,0.014600,0.1359,0.017800,0.037300,0.002600,0.008800,1.6822,1.7067,0.001700,0.008900,0.053800,0.8220,0.2943,0.1629,0.012800,0.003700,0,0,0.2511,0.010500,0.000300,0.002000,6.2062,6.4640,0.002200,0.001100,0.005400,0.027100,0.054300,0.5936,0.001600,0.023800,0.001200,0.002100,0.1196,0.014500,0.000100,0,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,0,48,4,96,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1358,0,22.5000,0,0,0.5205,0.6563,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8199,3109.4141,5518.0078,6228.0039,0,8627.4219,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,6.2008,0,1891,292,0,0.1797,0,0,0,0,0,0,0
,5.7417,0.076200,0.2182,0.017300,0.1037,0.016300,0.1218,0.002500,0.007800,1.8765,1.9004,0.001600,0.007000,0.040800,1.9116,0.2834,0.1580,0.014000,0.007000,0.2723,3.4076,0.2895,0.012800,0.001200,0.001900,0.004400,0.2202,0.001500,0.000600,0.001900,0.016300,0.049400,0.5755,0.001700,0.019500,0.001300,0.001700,0.1085,0.014100,0.000100,0.072200,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1526,0,25.5000,0,0,0.5256,0.6782,0,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9948,3108.5195,5518.0078,6228.0039,0,8626.5273,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1955,0.067600,0.1492,0.014700,0.1003,0.016000,0.1044,0.002300,0.007700,1.9547,1.9761,0.001400,0.008000,0.046000,0.8807,0.3346,0.1854,0.015200,0.004300,0.092100,0.012200,0.2837,0.016100,0.000500,0.002500,0.004000,1.0684,0.001100,0.000600,0.002100,0.016900,0.048200,0.8314,0.001500,0.019500,0.001200,0.001400,0.1208,0.011500,0.000100,0.070100,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,16,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0.1577,0,34.5000,0,0,0.8054,0.9631,0,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0282,3118.0234,5518.0078,6228.0039,0,8636.0312,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
