EVENTS,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/HandleRPC,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingShieldComponent,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.075000,0.1021,0.014200,0.1157,0.016800,0.1074,0.002300,0.008400,1.8329,1.8562,0.002000,0.008600,0.042800,0.9520,0.3898,0.3609,0.017700,0.005200,0.2963,0.020500,0.000700,0.002600,0.004900,0.2591,0.002000,0.001000,0.001900,0.017100,0.057400,0.4584,0.2480,0.001800,0.027300,0.001600,0.002100,0.1506,0.015200,0.000300,0,0.076100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,0,14,0,14,0,0,1,3,0,0,0,0,0,0,0,0.1164,0,25,0,0,0.3684,0.4848,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0235,7334.6367,5546.0352,6263.1484,0,12880.6719,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0.1572,0,0,0,1287,361,0,0.1533,0,0,0,0,0,0,0,0,0,0,0
,0.065600,0.072800,0.014000,0.096300,0.015600,0.066100,0.002200,0.007600,1.8487,1.8711,0.001700,0.006100,0.036500,0.6748,0.2973,0.2648,0.015100,0.003400,0.2956,0.014000,0.000800,0.002400,0.004400,1.0758,0.001700,0.000900,0.001800,0.015200,0.044500,0.5466,0.080600,0.001800,0.019400,0.001500,0.001400,0.1175,0.013500,0.000100,3.9548,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1297,0,35,0,0,0.4794,0.6091,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0062,7325.7930,5546.0352,6263.1484,0,12871.8281,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,4.7353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.073100,0.082200,0.007400,0.1216,0.015500,0.027100,0.001900,0.008000,1.8433,1.8642,0.001300,0.007900,0.034700,0.7275,0.2422,0.2496,0.015900,0.003300,0.2355,0.015200,0.000700,0.002400,7.4523,7.6555,0.002000,0.000900,0.004000,0.019600,0.047600,0.3093,0.2011,0.001500,0.020400,0.001500,0.001900,0.1183,0.014200,0.000100,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,3,3,0,0,13,0,13,0,0,0,3,0,0,0,0,0,0,0,0.091396,0,20,0,0,0.2341,0.3255,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4581,7314.9453,5546.0352,6263.1484,0,12860.9805,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,1,0.1601,0,7.4475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.073600,0.1248,0.011400,0.098200,0.015600,0.063300,0.002100,0.007500,1.7445,1.7664,0.001700,0.024400,0.035100,1.9624,0.2431,0.2609,0.015000,0.002800,0.3748,0.018200,0.000900,0.002700,0.004800,0.2193,0.001600,0.000700,0.001900,0.018400,0.056900,0.4347,0.1889,0.002000,0.022300,0.001300,0.001900,0.1274,0.014200,0.000200,2.7421,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,3,3,0,0,13,0,13,0,0,2,3,0,0,0,0,0,0,0,0.1052,0,29,0,0,0.3907,0.4959,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7861,7305.5664,5546.0977,6263.1484,0,12851.6641,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,4.7381,0,0,0,1397,354,0,0.1435,0,0,0,0,0,0,0,0,0,0,0
,0.069900,0.055700,0.010400,0.1068,0.017200,0.067300,0.001800,0.006800,1.7981,1.8178,0.001600,0.008000,0.040800,0.4348,0.4056,0.2784,0.017000,0.004200,0.2463,0.014800,0.000700,0.002500,0.005900,0.2596,0.002400,0.001100,0.002400,0.017400,0.052300,0.4501,0.1043,0.001600,0.023400,0.001400,0.001800,0.1071,0.014000,0.000100,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.1237,0,21,0,0,0.3695,0.4932,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3934,7301.0312,5546.0977,6263.1484,0,12847.1289,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.068800,0.086500,0.010800,0.1772,0.017100,0.031000,0.001700,0.007900,1.7821,1.8035,0.001100,0.006700,0.080200,0.6114,0.3463,0.3795,0.011900,0.002500,0.4073,0.023100,0.000800,0.080900,0.005100,0.2826,0.002200,0.001000,0.002500,0.017900,0.050800,0.5298,0.093500,0.004700,0.022300,0.001300,0.001700,0.1060,0.013600,0.000100,3.4780,0,0,0,0,0,0,58,0,0,0,0,0,0,1,1,0,0,46,2,49,0,3,1,1,0,34,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0.1317,0,26,0,0,0.4448,0.5765,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,58,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5734,7293.5039,5546.0977,6263.1484,0,12839.6016,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,4.4336,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
,0.067700,0.082800,0.009000,0.083100,0.012900,0.051900,0.002600,0.008000,1.9015,1.9238,0.001500,0.007700,0.035400,0.9194,0.2729,0.2599,0.014100,0.003000,0.2628,0.013000,0.000700,0.001900,0.003600,0.1931,0.001600,0.000700,0.001600,0.011200,0.047500,0.4301,0.1792,0.001800,0.023200,0.001200,0.001700,0.1065,0.012900,0.000100,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,46,2,49,0,3,4,4,0,0,13,0,13,0,0,1,4,0,0,0,0,0,0,0,0.098914,0,25,0,0,0.3552,0.4541,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2666,7286.9062,5546.1602,6263.1484,0,12833.0664,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0.1615,0,0,0,1441,358,0,0.1595,0,0,0,0,0,0,0,0,0,0,0
,0.065000,0.051200,0.014300,0.1010,0.016000,0.1133,0.002100,0.007300,1.7925,1.8142,0.001500,0.007800,0.036100,0.4270,0.2358,0.2353,0.014000,0.002600,0.3591,0.015200,0.000700,0.002300,0.005200,0.2096,0.001400,0.000800,0.002100,0.014800,0.1250,0.3824,0.085800,0.001300,0.018900,0.001300,0.001400,0.093200,0.030400,0.000100,2.2174,0.072800,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,46,2,49,0,5,1,1,0,0,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0.099007,0,28,0,0,0.3211,0.4201,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2516,7277.6641,5546.1602,6263.1484,0,12823.8242,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,2.9127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.077000,0.1029,0.013500,0.1455,0.017100,0.078800,0.002400,0.008100,1.8395,1.8639,0.001900,0.008500,0.037100,0.7751,0.3393,0.2467,0.015500,0.003600,0.2837,0.018700,0.000700,0.002500,8.7279,8.9944,0.003000,0.001300,0.004500,0.028400,0.061600,0.5388,0.2476,0.002400,0.029300,0.002000,0.002000,0.1329,0.015100,0.000500,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,1,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.1413,0,24,0,0,0.4353,0.5766,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0172,7262.9102,5546.1602,6263.1484,0,12809.0703,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,1,0.1493,0,8.7219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.071100,0.082800,0.013100,0.094500,0.016000,0.071200,0.002800,0.009000,1.7583,1.7854,0.001500,0.006400,0.033000,2.0064,0.2698,0.2661,0.014700,0.002600,0.3882,0.019900,0.000900,0.002600,0.004800,0.2220,0.001700,0.000900,0.002000,0.015600,0.046400,0.3540,0.1637,0.001700,0.019800,0.001300,0.001900,0.1237,0.012700,0.000100,2.2971,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,2,2,0,0,13,0,13,0,0,1,2,0,0,0,0,0,0,0,0.093598,0,26,0,0,0.2798,0.3734,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8373,7257.3047,5546.1602,6263.1484,0,12803.4648,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,4.4444,0,0,0,1503,372,0,0.1700,0,0,0,0,0,0,0,0,0,0,0
,0.068700,0.050600,0.012800,0.1031,0.015900,0.078700,0.002600,0.009000,2.2894,2.3158,0.001900,0.008700,0.040700,0.5105,0.3137,0.3330,0.018200,0.005100,0.2722,0.018300,0.000700,0.002400,0.004900,0.2453,0.001700,0.001000,0.002300,0.016400,0.049100,0.3839,0.090600,0.001800,0.024700,0.001300,0.001900,0.1261,0.015700,0.000200,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.1067,0,22,0,0,0.3148,0.4215,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6921,7252.5195,5546.2227,6263.1484,0,12798.7422,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.068200,0.087800,0.015400,0.096400,0.016000,0.077900,0.002400,0.007300,1.7079,1.7313,0.001400,0.006200,0.035100,0.9716,0.2435,0.2316,0.013600,0.002700,0.3628,0.018700,0.000700,0.070600,0.004300,0.1951,0.001300,0.000800,0.002200,0.015800,0.043800,0.2860,0.2136,0.001600,0.018300,0.001200,0.001500,0.1022,0.013900,0.000200,3.2231,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,3,3,0,0,13,0,13,1,0,2,3,0,0,0,0,0,0,0,0.075493,0,23,0,0,0.2273,0.3028,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1147,7246.1875,5546.2227,6263.1484,0,12792.4102,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,1,4.4125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.068600,0.046400,0.014200,0.097500,0.015000,0.1069,0.002000,0.007900,1.8847,1.9068,0.001900,0.010200,0.040500,0.4136,0.2963,0.3024,0.015600,0.004100,0.2338,0.014200,0.001000,0.002300,0.004100,0.2120,0.001600,0.000900,0.002000,0.014000,0.051400,0.3501,0.1047,0.001800,0.021100,0.001300,0.001600,0.099800,0.012300,0.000100,0,0.080500,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.093702,0,27,0,0,0.2914,0.3851,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5865,7240.9219,5546.2227,6263.1484,0,12787.1445,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.1720,0,0,0,1192,351,0,0.1105,0,0,0,0,0,0,0,0,0,0,0
,0.086200,0.1062,0.014600,0.096200,0.014200,0.073200,0.002500,0.008200,2.0568,2.0820,0.001800,0.008200,0.039300,1.1866,0.4155,0.3429,0.017600,0.005200,0.3562,0.010600,0.000400,0.001700,0.004300,0.2478,0.001400,0.000600,0.001400,0.012000,0.043300,0.4104,0.2449,0.001500,0.078300,0.001100,0.001300,0.1154,0.014000,0.000100,3.3606,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,0,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.1061,0,26,0,0,0.3299,0.4360,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2672,7230.9727,5546.2227,6263.1484,0,12777.1953,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,5.0630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.076800,0.048000,0.012100,0.1160,0.014700,0.062100,0.002200,0.006900,1.6858,1.7071,0.002000,0.006900,0.035400,0.4139,0.2859,0.2680,0.013500,0.003000,0.2384,0.015300,0.000700,0.002500,6.4081,6.6254,0.001900,0.000900,0.003900,0.019300,0.048300,0.3264,0.1059,0.001600,0.020600,0.001400,0.001700,0.1087,0.013900,0.000100,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1017,0,25,0,0,0.2609,0.3626,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1144,7221.6797,5546.2852,6263.1484,0,12767.9648,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0.2018,0,6.4033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.076400,0.1269,0.015000,0.1034,0.016400,0.083800,0.002500,0.008200,1.9616,1.9881,0.001500,0.008800,0.047800,1.6886,0.2501,0.2368,0.014600,0.003000,0.3847,0.015800,0.000600,0.002500,0.004700,0.2122,0.001500,0.000900,0.001700,0.015800,0.047000,0.3525,0.1996,0.001700,0.021300,0.001300,0.001700,0.1023,0.013100,0.000100,2.6249,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,1,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.093687,0,22,0,0,0.2813,0.3750,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1379,7214.7148,5546.2852,6263.1484,0,12761,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,4.7854,0,0,0,1298,351,0,0.2015,0,0,0,0,0,0,0,0,0,0,0
,0.066800,0.066600,0.013200,0.1066,0.015300,0.071700,0.002400,0.007300,1.8455,1.8670,0.001400,0.006300,0.035700,0.6194,0.2648,0.3165,0.014100,0.004100,0.2356,0.016200,0.000800,0.002900,0.005800,1.0981,0.001500,0.001000,0.002400,0.016900,0.048600,0.4572,0.1029,0.001800,0.020600,0.001400,0.001700,0.1386,0.011900,0.000200,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,8,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.1001,0,34,0,0,0.4131,0.5132,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0049,7207.3828,5546.2852,6263.1484,0,12753.6680,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.064800,0.054900,0.011200,0.097100,0.015200,0.031600,0.002000,0.009100,1.6845,1.7077,0.002100,0.007500,0.037000,0.4503,0.2735,0.2422,0.013600,0.003100,0.3636,0.015900,0.000600,0.082200,0.004300,0.2164,0.001300,0.000800,0.002100,0.016500,0.047300,0.2502,0.081000,0.001400,0.019600,0.001300,0.001600,0.095600,0.011800,0.000100,2.9373,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.073805,0,15,0,0,0.1873,0.2611,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7350,7199.2109,5546.2852,6263.1484,0,12745.4961,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,3.6922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.065700,0.075100,0.011400,0.088700,0.013800,0.071800,0.002300,0.007500,1.8287,1.8507,0.001700,0.006900,0.036800,0.7134,0.2561,0.2367,0.014900,0.003000,0.2798,0.016900,0.000500,0.002400,0.004400,0.1841,0.001200,0.000900,0.001600,0.013700,0.039600,0.3251,0.1698,0.001300,0.018600,0.001500,0.001200,0.098700,0.014000,0.000200,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,3,3,0,0,13,0,13,0,0,2,3,0,0,0,0,0,0,0,0.091091,0,27,0,0,0.2527,0.3438,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0912,7192.7852,5546.3477,6263.1484,0,12739.1328,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0.1381,0,0,0,1431,368,0,0.1533,0,0,0,0,0,0,0,0,0,0,0
,0.067700,0.047600,0.015000,0.097600,0.016900,0.1292,0.002300,0.009000,1.7476,1.7729,0.001600,0.007300,0.035700,0.6349,0.2781,0.2534,0.014400,0.002900,0.3329,0.015700,0.000600,0.002500,0.005200,0.2017,0.001500,0.000800,0.002400,0.016800,0.047000,0.3196,0.1017,0.001600,0.020200,0.001300,0.001600,0.1020,0.013500,0.000100,3.7092,0.083600,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0.087198,0,20,0,0,0.2684,0.3556,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2591,7184.7188,5546.3477,6263.1484,0,12731.0664,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,4.4415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.071100,0.1126,0.015400,0.1433,0.016800,0.067400,0.002100,0.007700,1.8548,1.8768,0.001700,0.007600,0.038400,0.8030,0.3045,0.2470,0.014600,0.004100,0.2515,0.014500,0.000700,0.002400,6.4569,6.6673,0.002500,0.000800,0.004600,0.023500,0.048400,0.5810,0.1968,0.004800,0.020900,0.001300,0.001800,0.1093,0.013700,0.000100,0,0,0,0,0,0,0,57,0,0,0,0,0,0,1,1,1,1,46,2,49,0,3,3,3,0,34,17,0,13,1,0,1,3,0,0,0,0,0,0,0,0.1491,0,30,1.0225,0,0.5588,0.7079,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6696,7175.3906,5546.3477,6263.1484,0,12721.7383,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,1,0.1583,0,6.4523,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
