EVENTS,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/Pathfinding,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/FixedStep,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,FMsgLogf/FMsgLogfCount,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Exclusive/AllWorkers/MassProcessorTask,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiBuildingShieldComponent,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/GameThread/EventWait/PrePhysics,GuLiCommanderPoseDispatch/SaturatedAtAttempt,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush
,0.061000,0.3637,0.013500,0.1225,0.016600,0.1280,0.069600,0.002800,0.009300,0,0,0,0,0,3329,212,0,0.2302,110.9235,110.9488,0.001900,0.010300,0.041300,3.7224,0.2589,0.1815,0.017000,0.006200,0.4429,0,0.3776,0.027000,0.000800,0.090900,14.4196,14.6799,14.9040,0.002000,0.001000,0.005900,0.026000,0.1463,1.7051,62,0,0,0,26,0,0,0,0,10.1154,0.001800,0.023400,0.001400,0.001500,0.3364,0.014600,0.000300,2,2,2,3,50,2,100,0,10,6,6,1,11,629,0,29,2,0,5,12,0,0,0,0,0,0,0,0.2501,0,28.5000,5.9102,0,1.9171,2.1672,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.9093,2868.2617,5571.1289,6305.4844,0,8439.3906,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,6.6061,0,0,0
,0.061900,0.2943,0.012000,0.1226,0.015700,0.1321,0.099100,0.002000,0.008100,0,0,0,0,0,4779,284,0,0.3214,115.4616,115.4831,0.002000,0.010900,0.042800,3.6647,0.2842,0.1750,0.016100,0.006300,0.4880,0,0.6020,0.029700,0.001600,0.1021,5.8100,6.0897,7.2553,0.002600,0.000800,0.005000,0.023500,0.067600,0.8327,64,0,0,0,52,0,0,0,0,9.9596,0.004900,0.023000,0.001300,0.001600,0.2166,0.014500,0.000100,2,2,3,4,50,2,102,0,8,5,7,1,50,47,0,43,2,0,7,11,0,0,0,0,0,0,0,0.2008,0,23,1.0098,0,0.8328,1.0336,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.5259,2864.1211,5571.1328,6305.4844,0,8435.2539,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,6.1936,11,0,0
,0.060300,0.3858,0.012900,0.1351,0.016700,0.1304,0.082000,0.002200,0.006600,0,0,0,0,0,335,1017,0,0.1341,116.8660,116.8851,0.002100,0.009900,0.042100,34.1825,0.2699,0.1741,0.014900,0.005800,0.4243,0,0.3126,0.026200,0.000600,0.1025,6.9453,7.3009,7.5472,0.004300,0.001000,0.005700,0.030800,0.056700,1.5013,62,0,0,967,26,0,0,0,0,9.9443,0.001700,0.026000,0.001500,0.001900,0.1237,0.015700,0.000200,2,2,2,3,50,2,100,0,10,4,5,0,17,31,0,29,2,0,5,9,0,0,0,0,0,0,0,0.3016,0,46,2.0361,0,1.5783,1.8799,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.8143,2861.9883,5571.4258,6305.4844,0,8433.4141,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,0,0,0,0
,0.060500,0.3809,0.013200,0.1266,0.018200,0.1229,0.074600,0.002400,0.007200,0,0,0,0,0,1087,119,0,0.1453,136.1133,136.1339,0.002600,0.012000,0.048800,4.9549,0.4100,0.1650,0.021600,0.007400,0.6213,0.1738,0.4186,0.026300,0.000800,0.085300,13.5101,14.9448,15.8975,0.002000,0.001100,0.004500,0.021600,0.1674,1.1569,64,0,0,0,52,0,0,0,0,8.9713,0.002400,0.028900,0.001800,0.001700,0.1580,0.013700,0.000200,2,2,3,3,50,2,100,0,10,8,8,0,22,55,0,55,2,0,6,16,0,0,0,0,0,0,0,0.3377,0,45,2.0254,0,1.0762,1.4139,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.1094,2862.8242,5571.4258,6305.4844,0,8434.2500,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,3.5348,0,0,0
,0.064900,0.4567,0.012200,0.1312,0.016000,0.1898,0.1175,0.002300,0.006900,0,0,0,0,0,2055,1212,0,0.3985,134.4310,134.4541,0.002300,0.011000,0.043800,30.0884,0.2852,0.1913,0.020600,0.007200,0.4002,1.1434,0.2880,0.029500,0.000600,0.075000,12.1575,13.4842,12.5584,0.002000,0.000800,0.004400,0.022500,0.068600,1.3687,64,0,0,996,26,0,0,0,0,10.6110,0.006400,0.029400,0.001600,0.002000,0.3636,0.012600,0.000200,2,2,3,4,50,2,102,0,8,4,4,0,46,36,0,30,2,0,7,8,0,0,0,0,0,0,0,0.3009,0,46,1.9912,0,1.5777,1.8786,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.7204,2861.0391,5571.6758,6305.4844,0,8432.7148,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,0,0,0,0
,0.057400,0.3595,0.009900,0.1186,0.015800,0.1378,0.1091,0.002000,0.007700,0,0,0,0,0,1177,116,0,0.1580,154.5215,154.5424,0.002000,0.011000,0.065300,5.4511,0.2897,0.1643,0.015500,0.005400,0.5768,0.2348,0.5710,0.031600,0.000600,0.089200,6.4613,7.0346,7.9265,0.002200,0.000900,0.005100,0.022700,0.060100,1.1221,62,0,0,0,52,0,0,0,0,10.6680,0.002000,0.024900,0.001400,0.001500,0.1637,0.010400,0.000100,2,2,3,4,50,2,100,0,10,8,8,0,26,56,0,56,2,0,7,16,0,0,0,0,0,0,0,0.2258,0,46,1.0020,0,1.1367,1.3625,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.6338,2854.8125,5571.7383,6305.4844,0,8426.5508,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,5.1862,0,0,0
,0.078900,0.2523,0.018300,0.1667,0.016300,0.1873,0.095400,0.002500,0.010000,0,0,0,0,0,1781,706,0,0.2105,143.1925,143.2195,0.001900,0.010600,0.042000,29.8174,0.2548,0.1689,0.014300,0.005900,0.2966,0.1129,0.3504,0.029600,0.000600,0.087600,13.5188,13.8422,13.9836,0.003000,0.000900,0.006100,0.024800,0.1899,0.9009,64,0,0,1022,26,0,0,0,0,6.5152,0.002000,0.027100,0.001600,0.002300,0.1414,0.014200,0.000100,2,2,3,3,50,2,100,0,10,3,4,0,6,28,0,28,2,0,6,7,0,0,0,0,0,0,0,0.1996,0,45,0,0,0.8069,1.0065,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.7696,2853.4180,5572.3945,6305.4844,0,8425.8125,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,0,0,0,0
,0.067000,0.5275,0.014600,0.1413,0.017600,0.1896,0.1473,0.002400,0.007000,0,0,0,0,0,1283,656,0,0.2152,162.6470,162.6688,0.002000,0.010500,0.050000,8.1419,0.3787,0.2093,0.017600,0.009000,0.7353,0,0.5887,0.028400,0.000900,0.082800,12.9545,13.1484,14.1167,0.002900,0.001100,0.005500,0.026600,0.063500,1.3948,64,0,0,0,52,0,0,0,0,8.5852,0.004500,0.022700,0.001300,0.001300,0.3621,0.014300,0.000300,2,2,3,3,50,2,104,0,6,9,11,1,86,464,0,56,2,0,6,19,0,0,0,0,0,0,0,0.2793,0,26.5000,4.8672,0,1.4842,1.7635,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.3059,2851.4180,5572.4570,6305.4844,0,8423.8750,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,0,0,0,0
,0.060700,0.3647,0.011600,0.1242,0.016100,0.1437,0.091700,0.002200,0.009000,0,0,0,0,0,3502,229,0,0.4941,169.0462,169.0686,0.002800,0.013400,0.047800,34.7722,0.3151,0.1708,0.014500,0.007700,0.4716,0,0.4589,0.034200,0.000600,0.082000,12.5462,12.8411,13.0615,0.002400,0.001200,0.005800,0.025100,0.048300,1.2764,62,0,0,1136,26,0,0,0,0,8.8537,0.001500,0.022000,0.001400,0.001500,0.1174,0.037200,0.000400,2,2,3,3,50,2,100,0,10,7,8,1,12,630,0,30,2,0,6,15,0,0,0,0,0,0,0,0.2013,0,29,6.0566,0,1.5257,1.7270,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.1066,2849.4023,5572.7383,6305.4844,0,8422.1406,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,0,0,0,0
,0.060900,0.3901,0.012100,0.1267,0.016800,0.1443,0.1140,0.002400,0.007600,0,0,0,0,0,4439,1301,0,0.5075,75.1847,75.2057,0.001600,0.010300,0.043600,7.2645,0.3456,0.2130,0.017000,0.019700,0.5375,0,0.5309,0.036300,0.001000,0.1087,15.0800,15.3873,16.7130,0.002000,0.000900,0.004900,0.024600,0.1264,0.8462,64,0,0,0,52,0,0,0,0,9.5497,0.001700,0.024500,0.001400,0.002100,0.1242,0.013800,0.000100,2,2,4,4,50,2,100,0,10,7,8,1,15,50,0,50,2,0,8,14,0,0,0,0,0,0,0,0.1844,0,23,1.0166,0,0.8402,1.0246,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.4328,2857.2109,5572.8008,6305.4844,0,8430.0117,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,2.1212,7,0,0
,0.056000,0.3190,0.012700,0.1528,0.017100,0.1156,0.077500,0.001900,0.007200,0,0,0,0,0,682,907,0,0.1323,73.8845,73.9034,0.001900,0.011200,0.041400,33.6763,0.2821,0.1735,0.014400,0.006300,0.3629,0,0.3022,0.044400,0.000800,0.064700,6.5621,6.8364,7.0655,0.002200,0.001300,0.007000,0.026200,0.057900,1.4176,65,0,0,1147,26,0,0,0,0,10.2721,0.004900,0.024200,0.001300,0.001800,0.1095,0.012900,0.000100,2,2,2,2,50,2,102,0,8,4,4,0,54,34,0,28,2,0,4,8,0,0,0,0,0,0,0,0.3145,0,47,1.9902,0,1.4543,1.7688,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,65,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.6001,2873.9492,5572.9883,6305.4844,0,8446.9375,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,0,0,1,0
,0.057100,0.3599,0.010800,0.1376,0.020700,0.1361,0.099000,0.002800,0.026500,0,0,0,0,0,1495,500,0,0.1498,87.7396,87.7811,0.002100,0.011700,0.046300,4.7744,0.3040,0.1959,0.015900,0.006000,0.4532,0,0.4502,0.024500,0.000600,0.089100,14.4588,14.7072,14.9133,0.002600,0.000900,0.005700,0.026400,0.048100,0.9683,62,0,0,0,52,0,0,0,0,11.0883,0.001200,0.021600,0.001400,0.001300,0.3596,0.012500,0.000100,2,2,2,2,50,2,100,0,10,8,8,0,8,57,0,55,2,0,4,16,0,0,0,0,0,0,0,0.2520,0,45,2.0254,0,1.0088,1.2608,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.6593,2877.1484,5573.0508,6305.4844,0,8450.1992,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,6.0994,0,0,0
,0.059500,0.2660,0.012000,0.1172,0.016300,0.1273,0.057100,0.001900,0.007600,0,0,0,0,0,1661,723,0,0.3557,92.7992,92.8197,0.002100,0.010500,0.044100,30.8479,0.2612,0.1778,0.015300,0.006500,0.3783,0,0.3119,0.030600,0.000900,0.084500,5.9734,6.2711,7.4501,0.001800,0.000800,0.005100,0.021800,0.1199,0.9762,64,0,0,1011,26,0,0,0,0,9.9764,0.001700,0.023900,0.001500,0.001600,0.1341,0.014000,0.000100,2,2,3,4,50,2,100,0,10,4,4,0,22,28,0,28,2,0,7,8,0,0,0,0,0,0,0,0.2194,0,45,2.0195,0,1.0218,1.2412,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.6459,2873.0820,5573.5977,6305.4844,0,8446.6797,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,0,0,0,0
,0.062900,0.3175,0.012400,0.1283,0.016400,0.1200,0.089700,0.001700,0.006600,0,0,0,0,0,1347,611,0,0.2800,97.5985,97.6174,0.002500,0.010700,0.040800,5.4684,0.2595,0.1686,0.016900,0.005300,0.4785,0.2313,0.4628,0.027400,0.000600,0.085000,6.5704,8.0611,8.0634,0.002400,0.001000,0.005500,0.025200,0.1281,0.9454,62,0,0,0,52,0,0,0,0,10.0661,0.001700,0.022900,0.001500,0.001900,0.1493,0.017800,0.000400,2,2,3,3,50,2,100,0,8,8,8,0,23,56,0,54,2,0,6,16,0,0,0,0,0,0,0,0.2143,0,45,1.0068,0,0.9547,1.1690,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.8136,2874.4453,5573.6602,6305.4844,0,8448.1055,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,4.5838,0,0,0
,0.060800,0.3982,0.013200,0.1300,0.019400,0.1548,0.094900,0.002500,0.007400,0,0,0,0,0,1654,176,0,0.2365,107.1603,107.1807,0.001900,0.011500,0.051400,5.9225,0.3208,0.3142,0.018100,0.008900,0.3871,1.9564,0.3683,0.031900,0.000700,0.073200,5.8873,7.0648,7.1155,0.002300,0.000900,0.006300,0.025500,0.057300,1.3879,64,0,0,0,26,0,0,0,0,9.1174,0.005500,0.026500,0.001500,0.001900,0.1276,0.011600,0.000200,2,2,3,3,50,2,102,0,6,4,4,0,100,37,0,29,2,0,6,8,0,0,0,0,0,0,0,0.2799,0,47,1.9307,0,1.4705,1.7504,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.7412,2870.3594,5573.7344,6305.4844,0,8444.0938,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,2.1787,0,0,0
,0.058700,0.3402,0.009600,0.1252,0.014300,0.1198,0.083100,0.002400,0.007000,0,0,0,0,0,1899,156,0,0.1948,122.3455,122.3655,0.002200,0.010000,0.044200,4.1145,0.2848,0.4610,0.015300,0.007000,0.4756,0.1570,0.5481,0.028900,0.000700,0.073400,14.6068,14.8819,14.9356,0.002000,0.001300,0.004800,0.023100,0.077000,1.0466,62,0,0,0,52,0,0,0,0,10.4511,0.001600,0.029500,0.001800,0.001800,0.3459,0.012500,0.000200,2,2,2,2,50,2,100,0,10,7,7,0,14,57,0,55,2,0,4,14,0,0,0,0,0,0,0,0.2133,0,45,0,0,0.9604,1.1737,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.9308,2869.3008,5573.7344,6305.4844,0,8443.0352,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,5.8753,0,0,0
,0.059600,0.3524,0.010300,0.1582,0.015600,0.1213,0.056100,0.002800,0.009400,0,0,0,0,0,1936,1247,0,0.2395,123.8995,123.9244,0.001700,0.012400,0.042000,35.5735,0.3250,0.6175,0.013900,0.006900,0.3501,0.099400,0.4175,0.031000,0.000900,0.085000,6.7892,6.9171,7.8054,0.002300,0.001200,0.004900,0.024200,0.1299,1.0836,64,0,0,1037,26,0,0,0,0,10.2243,0.002900,0.024600,0.001500,0.001800,0.1743,0.016600,0.000200,2,2,3,3,50,2,100,0,10,4,4,0,28,32,0,28,2,0,6,8,0,0,0,0,0,0,0,0.2257,0,45,2.0322,0,1.1168,1.3425,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.8486,2881.6836,5573.8672,6305.4844,0,8455.5508,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,0,0,0,0
,0.062200,0.4975,0.012800,0.1433,0.017400,0.1405,0.1077,0.002500,0.008400,0,0,0,0,0,1682,173,0,0.1885,138.7273,138.7490,0.002500,0.011400,0.041400,5.3307,0.2991,0.8031,0.021100,0.010400,0.6122,0.082100,0.5132,0.032500,0.000800,0.082700,12.9267,12.9339,13.0791,0.002300,0.000800,0.006100,0.032200,0.049700,1.8635,64,0,0,0,52,0,0,0,0,11.0504,0.004200,0.023800,0.001600,0.001800,0.1236,0.016300,0.000200,2,2,3,4,50,2,102,0,8,9,11,0,44,460,0,56,2,0,7,18,0,0,0,0,0,0,0,0.3474,0,46,3.6982,0,1.9407,2.2881,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.9591,2881.1406,5573.8672,6305.4844,0,8455.0078,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,4.9387,0,0,0
,0.064000,0.4485,0.013600,0.1270,0.016400,0.1509,0.1236,0.002100,0.007700,0,0,0,0,0,3340,1144,0,0.3956,142.5027,142.5237,0.002100,0.015700,0.053000,34.4872,0.3746,0.8580,0.018300,0.010400,0.4471,0,0.3991,0.032400,0.000900,0.1030,5.9544,5.9630,7.2756,0.002000,0.000900,0.005700,0.024100,0.051500,1.3603,62,0,0,989,26,0,0,0,0,6.6021,0.001500,0.025400,0.001900,0.001500,0.4768,0.015100,0.000300,2,2,4,4,50,2,100,0,10,6,6,1,22,632,0,30,2,0,8,12,0,0,0,0,0,0,0,0.2097,0,28.5000,5.9561,0,1.6292,1.8389,0,1,2,3,12,1,2,1,0,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.7617,2879.3438,5574.2383,6305.4844,0,8453.5820,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,0,0,0,0
,0.065300,0.3799,0.012500,0.1271,0.016000,0.1527,0.1049,0.002600,0.007800,0,0,0,0,0,3675,119,0,0.2868,151.5583,151.5793,0.001800,0.011900,0.043500,5.1564,0.3233,0.8238,0.019100,0.006200,0.4337,0,0.6522,0.3505,0.000700,0.1291,12.0194,12.0267,12.2563,0.001700,0.000800,0.005200,0.023600,0.055400,0.6458,64,0,0,0,52,0,0,0,0,9.8988,0.001800,0.022800,0.001500,0.001700,0.1444,0.011400,0.000300,2,2,3,3,50,2,100,0,10,6,7,1,3,52,0,52,2,0,6,13,0,0,0,0,0,0,0,0.1775,0,22.5000,0,0,0.5296,0.7071,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.9932,2873.5195,5574.2383,6305.4844,0,8447.7578,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,4.1722,4,0,0
,0.059600,0.3671,0.011800,0.1487,0.017100,0.1355,0.057200,0.002200,0.006900,0,0,0,0,0,1161,386,0,0.1736,150.0728,150.0920,0.001600,0.011400,0.049200,35.2325,0.3929,0.7788,0.017900,0.007400,0.4380,0,0.5196,0.034200,0.001000,0.089200,13.6177,13.6265,15.0043,0.003600,0.001400,0.007000,0.031900,0.1616,1.5827,64,0,0,1056,26,0,0,0,0,7.2263,0.001600,0.022200,0.001500,0.001800,0.1509,0.016000,0.000100,2,2,3,3,50,2,100,0,10,4,4,0,39,30,0,28,2,0,6,8,0,0,0,0,0,0,0,0.3229,0,47,2.0039,0,1.6766,1.9995,0,1,2,3,12,1,2,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.8784,2863,5574.2812,6305.4844,0,8437.2812,32.9436,0.5000,32.0039,0.000977,0.4387,0,0,0,0,0,0
