EVENTS,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,FMsgLogf/FMsgLogfCount,GuLiCommanderPoseDispatch/AttemptedChunks,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/FixedStep,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiBuildingShieldComponent,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/Pathfinding,GuLiCommanderPoseDispatch/SaturatedAtAttempt,Exclusive/GameThread/DeleteLinkers,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.055500,0.057900,0.007700,0.1114,0.014000,0.7085,0.1233,0.001800,0.006100,0,0,0,0,0,385,1431,0,0.3104,459.7566,459.7743,0.001600,0.009600,0.038700,33.6421,0.3068,1.0925,0.017600,0.004100,0.2124,57,0,0,1199,13,7.3186,0.3574,0.019900,0.000600,0.074100,17.3396,17.5793,18.4894,0.002700,0.000900,0.004300,0.021700,0.049100,0.1241,0.001400,0.027400,0.001200,0.001600,0.4137,0.010200,0.000300,0,0,0,0,1,1,11,11,46,2,49,0,5,2,2,1,0,15,0,15,1,0,11,2,0,0,0,0,0,0,0,0.1202,0,0,0,0,0,0.1202,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518.0976,1063.7969,5531.0781,6275.4883,0,6594.8750,33.0686,0.6250,32.0039,0.000977,0.4387,0,0,0,0,2.0026,0,0,8,0.1040,0,0,0,0,0,0
,0.057000,0.2089,0.008900,0.1088,0.013100,0.1502,0.068700,0.002700,0.006600,0,0,0,0,0,416,223,0,0.9188,573.7207,573.7402,0.001700,0.008800,0.034900,1.3429,0.2841,0.2536,0.010400,0.002700,0.3117,57,0,0,0,26,7.2627,0.2622,0.024800,0.000500,0.083300,16.5203,16.8277,17.7009,0.003000,0.000800,0.004100,0.020400,0.055800,0.1257,0.001400,0.032400,0.001300,0.001400,0.3861,0.013000,0.000100,0,0,0,0,1,1,6,6,46,2,49,0,5,7,7,1,0,22,0,22,2,0,6,7,0,0,0,0,0,0,0,0.1214,0,0,0,0,0,0.1214,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602.9856,1080.7773,5531.1602,6275.4883,0,6611.9375,33.0686,0.6250,32.0039,0.000977,0.4387,0,0,5.4560,0,2.0027,0,0,9,0,0,0,0,0,0,0
,0.058300,0.1573,0.008700,0.1177,0.014300,0.1544,0.072000,0.001600,0.006700,0,0,0,0,0,306,1338,0,0.5434,702.8263,702.8441,0.001700,0.009900,0.041300,33.0195,0.2854,0.2633,0.021600,0.003200,0.3439,57,0,0,1199,13,6.7457,0.2606,0.024200,0.000500,0.070900,17.2766,18.2835,19.0600,0.003200,0.000400,0.003800,0.021200,0.1221,0.9128,0.001100,0.038200,0.001300,0.001800,0.4066,0.009000,0.000200,0,0,0,0,1,1,8,8,46,2,49,0,5,5,5,0,18,34,0,19,3,0,8,5,0,0,0,0,0,0,0,0.1825,0,46,0,0,0.8092,0.9917,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769.5556,1140.6953,5531.4180,6275.4883,0,6672.1133,33.0686,0.6250,32.0039,0.000977,0.4387,0,0,0,0,10.8066,0,0.1832,0,0,0,0,0,0,0,0
,0.060100,0.098000,0.009800,0.1160,0.016500,0.1744,0.1088,0.001400,0.006300,0,0,0,0,0,1090,237,0,0.5048,809.6577,809.6752,0.001300,0.007900,0.037700,1.6137,0.2803,0.2423,0.013000,0.003800,0.3205,57,0,0,1,26,7.1801,0.2611,0.019800,0.000900,0.077300,17.4749,17.8218,18.5237,0.003000,0.000400,0.004200,0.021100,0.068300,0.1302,0.001700,0.036500,0.001400,0.002100,0.5112,0.011200,0.000200,0,0,0,0,1,1,10,10,46,2,49,0,3,8,8,1,0,27,0,27,3,0,10,8,0,0,0,0,0,0,0,0.1253,0,0,0,0,0,0.1253,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848.5918,1048.2969,5531.4844,6275.4883,0,6579.7812,33.0686,0.6250,32.0039,0.000977,0.4387,0,0,5.2021,0,10.4543,0,0.2893,7,0,0,0,0,0,0,0
,0.061700,0.1701,0.009100,0.1137,0.013800,0.1777,0.080200,0.001500,0.006000,0,0,0,0,0,115,489,0,0.5854,851.1891,851.2051,0.001600,0.009400,0.039600,34.0090,0.3283,0.2952,0.013000,0.003400,0.2802,57,0,0,1200,13,9.0220,0.3774,0.014600,0.000600,0.083900,17.7132,19.6291,19.0339,0.003100,0.000800,0.003900,0.020800,0.039400,0.9679,0.003500,0.031100,0.001300,0.001700,0.4272,0.009900,0.000100,0,0,0,0,1,1,11,11,46,2,49,0,3,5,5,0,48,31,0,21,1,0,11,5,0,0,0,0,0,0,0,0.2020,0,46,1.0078,0,0.9665,1.1685,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910.4520,817.7031,5531.7578,6275.4883,0,6349.4609,33.0686,0.6250,32.0039,0.000977,0.4387,0,0,0,0,0.8023,0,1.6147,0,0,0,0,0,0,0,0
,0.060100,0.1011,0.008100,0.1365,0.013400,0.1821,0.1096,0.001900,0.006000,0,0,0,0,0,1349,1040,0,0.4652,492.3063,492.3241,0.001700,0.009900,0.036300,1.1849,0.3708,1.0302,0.019600,0.003700,0.3359,57,0,0,1,26,6.4926,0.2819,0.021000,0.000900,0.078000,18.5566,19.1357,19.8502,0.003000,0.001000,0.004000,0.021800,0.065400,0.1228,0.001400,0.030300,0.001200,0.001700,1.0669,0.013800,0.000200,0,0,0,0,1,1,10,10,46,2,49,0,5,8,8,1,0,30,0,30,2,0,10,8,0,0,0,0,0,0,0,0.1183,0,0,0,0,0,0.1183,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523.6549,977.1055,5531.8242,6275.4883,0,6508.9297,33.0686,0.6250,32.0039,0.000977,0.4387,0,0,4.0662,0,1.7090,0,0.1839,5,0,0,0,0,0,0,0
,0.054000,0.1274,0.009800,0.1285,0.013900,0.1549,0.1163,0.001800,0.007000,0,0,0,0,0,145,494,0,0.2601,591.0734,591.0922,0.001600,0.010500,0.039500,31.7716,0.3087,1.1201,0.016100,0.004200,0.4078,57,0,0,1106,13,9.5368,0.3281,0.019900,0.000900,0.090500,17.0330,17.2826,18.2334,0.003200,0.000800,0.003900,0.025000,0.1898,0.4217,0.002000,0.025200,0.001200,0.001600,0.4171,0.014100,0.000200,0,0,0,0,1,1,6,6,46,2,49,0,5,9,9,1,0,419,0,19,2,0,6,9,0,0,0,0,0,0,0,0.1229,0,2,3.2861,0,0.5172,0.6401,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645.4672,878.4180,5531.9609,6275.4883,0,6410.3789,33.0686,0.6250,32.0039,0.000977,0.4387,0,0,0,0,0,0,0.087000,0,0,0,0,0,0,0,0
,0.057400,0.070900,0.010800,0.1081,0.011800,0.1475,0.066000,0.001600,0.007300,0,0,0,0,0,2373,982,0,0.6430,681.8383,681.8571,0.001800,0.008300,0.037500,1.3836,0.2576,0.2412,0.011900,0.002100,0.2290,57,0,0,0,26,6.5799,0.3208,0.030700,0.001200,0.091900,17.9145,18.2676,19.2509,0.002700,0.000600,0.003900,0.021500,0.2093,0.1252,0.1384,0.022600,0.001100,0.001500,0.3475,0.011600,0.000200,0,0,0,0,1,1,8,8,46,2,49,0,5,3,3,1,0,15,0,15,2,0,8,3,0,0,0,0,0,0,0,0.1210,0,0,0,0,0,0.1210,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710.2984,739.8867,5532.0742,6275.4883,0,6271.9609,33.0686,0.6250,32.0039,0.000977,0.4387,0,0,5.0610,0,0,0,0.090400,17,0,0,0,0,0,0,0
,0.063700,0.2433,0.011200,0.1135,0.012000,0.1681,0.092400,0.001600,0.006500,0,0,0,0,0,146,680,0,0.3454,779.2214,779.2399,0.001200,0.008100,0.033000,33.5037,0.2852,1.1760,0.011600,0.003800,0.4192,57,0,0,1200,13,6.8438,0.4064,0.032500,0.000700,0.087500,16.7584,17.7306,18.5509,0.003000,0.000600,0.003600,0.021600,0.040700,0.8039,0.001600,0.021100,0.001100,0.001000,0.3912,0.016900,0.000200,0,0,0,0,1,1,9,9,46,2,49,0,5,13,13,1,10,1420,0,20,9,0,9,13,0,0,0,0,0,0,0,0.1372,0,9,8.1221,0,1.0476,1.1848,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836.3416,621.9531,5532.3242,6275.5547,0,6154.2773,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0.1478,0,0,0,0,0,0,0,0
,0.057500,0.047800,0.011800,0.1218,0.012800,0.1833,0.1236,0.002000,0.007700,0,0,0,0,0,6325,862,0,1.2750,895.6188,895.6387,0.002100,0.008500,0.035200,1.3501,0.3102,1.1680,0.014600,0.004000,0.1520,57,0,0,0,26,7.9689,0.3609,0.038700,0.001600,0.092500,17.0475,17.4887,18.2769,0.002600,0.000700,0.004900,0.025200,0.074000,0.1471,0.001600,0.029900,0.001200,0.001400,0.3961,0.013200,0.000300,0,0,0,0,1,1,11,11,46,2,49,0,5,1,1,1,0,9,0,9,3,0,11,1,0,0,0,0,0,0,0,0.1414,0,0,0,0,0,0.1414,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924.8828,1088.1484,5532.4492,6275.5547,0,6620.5977,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,5.7534,0,0,0,0.1901,26,0,0,0,0,0,0,0
,0.055700,0.065800,0.008400,0.1082,0.013600,0.1770,0.083100,0.002000,0.007400,0,0,0,0,0,277,452,0,0.2460,450.1266,450.1453,0.001700,0.010800,0.039500,38.5246,0.3301,0.2691,0.013900,0.004000,0.2264,57,0,0,1200,13,7.6063,0.3753,0.036300,0.001700,0.1185,17.2414,19.6542,18.6104,0.002600,0.000600,0.003700,0.019400,0.046600,0.1158,0.001400,0.022300,0.000900,0.001300,0.3404,0.010000,0.000100,0,0,0,0,1,1,10,10,46,2,49,0,5,2,2,1,0,15,0,15,3,0,10,2,0,0,0,0,0,0,0,0.1120,0,0,0,0,0,0.1120,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511.9862,1118.8203,5532.7109,6275.5547,0,6651.5312,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,2.0018,7,0,0,0,0,0,0,0
,0.061700,0.091900,0.009500,0.1133,0.013000,0.1327,0.061400,0.001700,0.007100,0,0,0,0,0,484,1164,0,0.6075,549.1410,549.1590,0.001900,0.008600,0.038700,1.4671,0.3224,0.2911,0.017300,0.002400,0.3301,57,0,0,0,26,7.3876,0.3877,0.028400,0.001000,0.085400,21.8218,24.3949,23.4510,0.003800,0.000900,0.005400,0.022800,0.066300,0.1308,0.001700,0.024500,0.001200,0.001600,0.4575,0.014200,0.000100,0,0,0,0,1,1,7,7,46,2,49,0,5,7,7,1,0,20,0,20,2,0,7,7,0,0,0,0,0,0,0,0.1259,0,0,0,0,0,0.1259,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584.7991,1104.9414,5532.7734,6275.5547,0,6637.7148,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,5.5539,0,0,0,2.2495,11,0,0,0,0,0,0,0
,0.066500,0.1744,0.009700,0.1300,0.013500,0.1494,0.098700,0.001900,0.006800,0,0,0,0,0,450,1375,0,0.6894,668.2503,668.2690,0.001300,0.008300,0.034900,36.7765,0.2311,0.5207,0.012300,0.002700,0.3211,58,0,0,1201,13,6.9435,0.3489,0.019500,0.000800,0.093900,17.3709,17.8093,18.6142,0.002700,0.000900,0.003300,0.017200,0.1401,0.9660,0.001200,0.030400,0.001900,0.001500,1.0336,0.017300,0.000200,0,0,0,0,1,1,7,7,46,2,49,0,5,5,5,0,18,30,0,19,2,0,7,5,0,0,0,0,0,0,0,0.1929,0,46,0.9756,0,0.9898,1.1827,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,58,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728.7562,1088.8711,5533.0898,6275.6797,0,6621.9609,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0.1360,0,0,1,0,0,0,0,0
,0.066500,0.1045,0.010800,0.1316,0.015200,0.2156,0.096400,0.001700,0.007300,0,0,0,0,0,898,200,0,0.8417,790.4937,790.5129,0.001200,0.007500,0.045600,1.2521,0.2374,0.2536,0.014000,0.002300,0.4631,57,0,0,0,26,6.6838,0.3100,0.018500,0.000900,0.089900,19.8077,20.1166,21.0201,0.003700,0.001000,0.005000,0.028800,0.083100,0.1522,0.002300,0.030100,0.001300,0.001900,0.5632,0.018200,0.000400,0,0,0,0,1,1,9,9,46,2,49,0,3,9,9,1,0,25,0,25,3,0,9,9,0,0,0,0,0,0,0,0.1472,0,0,0,0,0,0.1472,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821.1274,1175.2031,5533.1055,6275.6797,0,6708.3086,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,5.1417,0,0,0,0,8,0,0,0,0,0,0,0
,0.072300,0.2146,0.014000,0.1094,0.014500,0.2444,0.1208,0.002000,0.006400,0,0,0,0,0,338,1389,0,0.4481,930.5028,930.5206,0.001700,0.008800,0.034500,37.2665,0.6616,0.5365,0.018700,0.005100,0.4424,57,0,0,1199,13,6.9344,0.3467,0.015700,0.000700,0.080000,16.6524,16.9073,17.7914,0.002700,0.000700,0.003600,0.020000,0.039500,0.8175,0.001300,0.020300,0.001200,0.001500,0.3989,0.011400,0.000200,0,0,0,0,1,1,10,10,46,2,47,0,3,14,14,1,9,1426,0,21,9,0,10,14,0,0,0,0,0,0,0,0.1324,0,11,8.9229,0,1.1138,1.2462,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990.2264,1155.4102,5533.4844,6275.6797,0,6688.8945,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0.078400,0,0,0,0,0,0,0,0
,0.057300,0.039000,0.009800,0.1079,0.011900,0.1758,0.1515,0.001200,0.005900,0,0,0,0,0,6340,201,0,0.5152,524.5888,524.6050,0.001300,0.009500,0.040900,1.7531,0.2370,0.3708,0.011200,0.002700,0.1416,57,0,0,0,26,6.6175,0.5099,0.1297,0.000700,0.1197,19.9603,20.5669,21.5569,0.002800,0.000900,0.004400,0.022000,0.056600,0.1203,0.001600,0.077200,0.001200,0.001200,0.5338,0.013200,0.000100,0,0,0,0,1,1,12,12,46,2,47,0,3,1,1,1,0,10,0,10,3,0,12,1,0,0,0,0,0,0,0,0.1165,0,0,0,0,0,0.1165,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556.1478,1147.6602,5533.6133,6275.6797,0,6681.2734,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,4.9926,0,0,0,0.087100,26,0,0,0,0,0,0,0
,0.058000,0.044500,0.010400,0.1091,0.011700,0.1437,0.077900,0.001700,0.006200,0,0,0,0,0,222,1381,0,0.5112,609.2348,609.2587,0.001600,0.010100,0.039100,38.5469,0.3119,1.1010,0.013400,0.003200,0.1011,57,0,0,1200,13,6.8459,0.3883,0.024200,0.000900,0.080300,24.6886,27.1685,28.4136,0.002600,0.000600,0.003200,0.019500,0.043700,0.1169,0.001600,0.022100,0.000900,0.001100,0.3511,0.010000,0.000200,0,0,0,0,1,1,7,7,46,2,47,0,3,1,1,1,0,8,0,8,3,0,7,1,0,0,0,0,0,0,0,0.1130,0,0,0,0,0,0.1130,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680.3759,1138.4453,5533.8633,6275.6797,0,6672.3086,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0.6758,11,0,0,0,0,0,0,0
,0.055400,0.092500,0.009600,0.1561,0.012800,0.1800,0.089300,0.002700,0.008200,0,0,0,0,0,416,230,0,0.4001,707.0985,707.1223,0.002200,0.011400,0.041500,1.6417,0.2963,0.2369,0.010200,0.002600,0.7573,57,0,0,1,26,6.2671,0.3412,0.024700,0.000900,0.078300,23.3431,23.8120,24.7848,0.002600,0.000700,0.003200,0.018400,0.3440,0.3799,0.001500,0.096400,0.001900,0.001200,0.5370,0.012000,0.000200,0,0,0,0,1,1,8,8,46,2,47,0,3,6,6,1,0,25,0,25,2,0,8,6,0,0,0,0,0,0,0,0.3765,0,0,0,0,0,0.3765,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742.1915,1137.0078,5533.8633,6275.6797,0,6670.8711,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,4.3951,0,0,0,0.2604,8,0,0,0,0,0,0,0
,0.057700,0.2787,0.010900,0.1113,0.012400,0.3364,0.072200,0.002100,0.006900,0,0,0,0,0,111,304,0,0.9225,804.3251,804.4416,0.001500,0.009000,0.040900,40.0958,0.3774,0.2829,0.013000,0.003400,0.3106,57,0,0,1200,13,9.1364,0.3460,0.031200,0.000800,0.079700,17.8675,18.4544,19.2351,0.002900,0.000600,0.004100,0.019600,0.049400,1.0462,0.004400,0.023800,0.001100,0.001400,0.3705,0.008900,0.000200,0,0,0,0,1,1,9,9,46,2,49,0,3,4,4,0,52,26,0,20,2,0,9,4,0,0,0,0,0,0,0,0.2230,0,46,0,0,0.9196,1.1426,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868.0707,1110.8945,5534.1758,6275.6797,0,6645.0703,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0.2027,0,0,0,0,0,0,0,0
,0.079200,0.097900,0.013000,0.1222,0.015000,0.2169,0.1273,0.001900,0.008200,0,0,0,0,0,974,1204,0,0.5242,891.6957,891.7198,0.001600,0.010900,0.039200,1.6027,0.3086,0.2728,0.013200,0.002900,0.4721,57,0,0,0,26,7.2314,0.2889,0.018100,0.000600,0.085800,26.5354,28.1249,27.8515,0.002900,0.000800,0.003900,0.020800,0.060100,0.1564,0.001600,0.022200,0.001000,0.001300,0.5267,0.013100,0.000200,0,0,0,0,1,1,10,10,46,2,49,0,5,8,8,1,0,29,0,29,2,0,10,8,0,0,0,0,0,0,0,0.1521,0,0,0,0,0,0.1521,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936.1780,1107.5391,5534.1758,6275.6797,0,6641.7148,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,5.1780,0,0,0,1.2534,6,0,0,5.4155,0,0,0,0
,0.056100,0.4783,0.009800,0.3402,0.012400,0.3957,0.086400,0.001400,0.005900,0,0,0,0,0,685,1403,0,0.4215,504.8935,504.9100,0.001500,0.007300,0.032400,35.3466,0.2514,1.1948,0.019900,0.004300,0.4632,57,0,0,1196,13,6.9878,0.5311,0.026700,0.000700,0.064000,26.3828,27.0994,28.3043,0.002800,0.000600,0.003500,0.019600,0.1154,1.4621,0.000900,0.021300,0.001000,0.001100,0.3855,0.009400,0.000200,0,0,0,0,1,1,11,11,46,2,49,0,5,6,6,0,19,28,0,22,2,0,11,6,0,0,0,0,0,0,0,0.1917,0,46,0.9951,0,1.7870,1.9787,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575.1533,1106.5469,5534.4258,6275.6797,0,6640.9727,33.1311,0.6875,32.0039,0.000977,0.4387,0,0,0,0,0,0,0.3841,0,0,0,0,0,0,0,0
