EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiBuildingShieldComponent,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,GuLiCommanderPoseDispatch/SaturatedAtAttempt,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,Exclusive/GameThread/EventWait
,0.1566,0.067500,0.093900,0.013300,0.1230,0.016300,0.085000,0.002000,0.007400,0.003400,0.023500,0.001300,0.004100,0.033000,0.7161,0.3197,0.018800,1.2828,0.005800,0.1206,0.016900,0.4037,0.030200,0.000700,0.002200,8.2845,8.4228,0.002300,0.001100,0.006500,0.032500,0.054000,0.6502,0.001700,0.023800,0.001300,0.002300,0.093000,0.012400,0.000100,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1743,0,31,0,0,0.5494,0.7237,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3394,4600.9023,5475.5859,6207.4297,0,10076.4883,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,8.2782,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.3145,0.070300,0.1448,0.013000,0.083100,0.014000,0.063900,0.002300,0.006900,0.002800,0.021800,0.001000,0.004000,0.032300,1.7476,0.2749,0.012500,0.9126,0.004300,0.4184,2.1725,0.4113,0.024300,0.000600,0.002100,0.004100,0.1057,0.001300,0.000900,0.002100,0.014800,0.043100,0.3182,0.001200,0.019700,0.001100,0.001500,0.085900,0.014700,0.000100,0,0,0,0,59,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,9,9,0,0,26,0,26,0,0,1,18,0,0,0,0,0,0,0,0.087999,0,14.5000,0,0,0.2663,0.3543,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6597,4600.7734,5475.5859,6207.4297,0,10076.3594,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,2229,386,0,0.2189,0,0,0,0,0,0,0,0
,0.1916,0.078100,0.1146,0.017100,0.1100,0.016300,0.081300,0.002300,0.007700,0.003700,0.024700,0.001300,0.004600,0.036100,0.8544,0.3089,0.019100,0.9692,0.007200,0.1133,0,0.3744,0.035500,0.000800,0.075900,0.007200,0.1432,0.001500,0.001400,0.003200,0.022500,0.051600,0.4993,0.001600,0.021000,0.001700,0.002000,0.097300,0.015600,0.000300,0,0,0,0,60,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1261,0,28,0,0,0.4228,0.5489,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1903,4599.9453,5475.5859,6207.4297,0,10075.5312,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1227,0.063200,0.2125,0.013700,0.091600,0.015000,0.077800,0.002400,0.007400,0.004100,0.024300,0.001100,0.005200,0.038500,0.9365,0.2729,0.014600,0.9458,0.005400,0.4544,2.7783,0.3927,0.024500,0.000800,0.003000,0.004800,0.1142,0.001500,0.000700,0.002300,0.016700,0.046400,0.5811,0.001100,0.021700,0.001300,0.001400,0.085800,0.013400,0.000100,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,9,9,0,6,26,0,26,0,0,2,18,0,0,0,0,0,0,0,0.1367,0,26.5000,0,0,0.5475,0.6842,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6861,4600.4102,5475.5859,6207.4297,0,10075.9961,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1628,0.075000,0.1000,0.013300,0.1021,0.016600,0.081400,0.002600,0.007200,0.003500,0.023800,0.001600,0.005300,0.034800,0.8495,0.2649,0.016400,0.9690,0.004300,0.1303,0.038100,0.3625,0.037600,0.001200,0.002500,0.004400,0.1252,0.001200,0.000800,0.002100,0.016200,0.068900,0.5593,0.002400,0.047100,0.001500,0.002300,0.094200,0.012700,0.000200,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1407,0,27,0,0,0.4896,0.6303,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2058,4600.3555,5475.5859,6207.4297,0,10075.9414,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,2163,368,0,0.1341,0,0,0,0,0,0,0,0
,3.2907,0.068000,0.1926,0.014700,0.092500,0.016000,0.080700,0.002200,0.007500,0.003700,0.025000,0.001500,0.004500,0.040000,1.2028,0.3380,0.021100,1.1879,0.007500,0.6425,0.1766,0.4184,0.021800,0.000500,0.001800,0.004500,0.1033,0.001300,0.001000,0.002200,0.014100,0.046500,0.3917,0.001400,0.018500,0.001400,0.001600,0.082600,0.013900,0.000100,0,0,0,0,60,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,10,10,0,0,26,0,26,0,0,2,20,0,0,0,0,0,0,0,0.095695,0,21.5000,0,0,0.3393,0.4350,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1331,4599.9531,5475.5859,6207.4297,0,10075.5391,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1586,0.066600,0.076800,0.012800,0.1224,0.016000,0.077700,0.002300,0.006900,0.003300,0.023200,0.001200,0.005100,0.032800,0.8329,0.2733,0.015300,1.2371,0.005900,0.1041,0,0.3424,0.031100,0.000600,0.002600,6.0744,6.1987,0.001800,0.000900,0.004800,0.026000,0.049900,0.5286,0.001600,0.024500,0.001400,0.001700,0.086200,0.011000,0.000100,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1385,0,29,0,0,0.4496,0.5881,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7917,4599.5312,5475.5859,6207.4297,0,10075.1172,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,6.0696,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2681,0.078000,0.1724,0.012800,0.093200,0.016200,0.077100,0.002600,0.008800,0.003900,0.028000,0.001100,0.004200,0.034300,1.9222,0.2828,0.015900,0.8936,0.005100,0.4807,2.0049,0.4067,0.025500,0.000500,0.002300,0.004700,0.1163,0.001300,0.000700,0.002400,0.016400,0.052000,0.4521,0.001500,0.021800,0.001200,0.001600,0.087700,0.013700,0.000300,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,2,48,4,96,0,6,10,10,0,4,26,0,26,0,0,2,20,0,0,0,0,0,0,0,0.1102,0,21,0,0,0.4017,0.5119,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3816,4598.9922,5475.5859,6207.4297,0,10074.5781,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,2112,351,0,0.1441,0,0,9.0585,0,0,0,0,0
,3.8376,0.057500,0.1909,0.012100,0.081100,0.014500,0.043100,0.001900,0.006200,0.002700,0.018500,0.001300,0.002500,0.028700,1.0191,0.2862,0.039100,0.8822,0.004200,0.1158,2.5209,0.3532,0.042800,0.000900,0.078800,0.004500,0.1125,0.001300,0.000800,0.002500,0.016900,0.054800,0.8289,0.005000,0.019600,0.001200,0.001800,0.088100,0.015400,0.000200,0,0,0,0,62,0,0,0,0,0,0,0,2,2,0,1,50,2,100,0,6,1,1,0,68,8,0,0,1,0,1,2,0,0,0,0,0,0,0,0.1681,0,29.5000,0,0,0.8049,0.9730,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1429,4598.9297,5475.5859,6207.4297,0,10074.5156,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1667,0.068200,0.071700,0.013200,0.095500,0.016300,0.082300,0.002300,0.006900,0.003900,0.023200,0.001300,0.004400,0.033500,0.4426,0.2518,0.013400,1.0904,0.004600,0.097100,0,0.5301,0.035700,0.001200,0.003900,0.004800,0.1377,0.002200,0.000800,0.002800,0.018700,0.048400,0.4467,0.001500,0.022200,0.001200,0.001800,0.1066,0.013400,0.000100,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1134,0,25,0,0,0.3873,0.5007,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4480,4598.8984,5475.5859,6207.4297,0,10074.4844,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1483,0.066500,0.1916,0.013100,0.088200,0.027000,0.074100,0.002100,0.007000,0.003500,0.022700,0.001300,0.004400,0.033500,0.9875,0.2726,0.015300,1.2541,0.007100,0.4997,2.3624,0.2669,0.024700,0.000500,0.001900,0.004300,0.1073,0.001400,0.000800,0.002100,0.015500,0.1100,0.5549,0.001300,0.021600,0.001400,0.001800,0.087500,0.014200,0.000100,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,50,2,100,0,10,9,9,0,4,28,0,26,1,0,2,18,0,0,0,0,0,0,0,0.1316,0,27,0,0,0.4911,0.6227,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9805,4598.4219,5475.5859,6207.4297,0,10074.0078,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,2625,374,0,0.1860,0,0,0,0,0,0,0,0
,0.1515,0.059200,0.099200,0.014500,0.1132,0.016000,0.089300,0.002400,0.007100,0.003700,0.024400,0.001200,0.004400,0.034200,0.7225,0.2600,0.015400,0.9056,0.004900,0.1036,0.054300,0.4034,0.025900,0.000600,0.002300,6.2495,6.3716,0.001800,0.000800,0.004400,0.023700,0.056500,0.6807,0.001400,0.023400,0.001500,0.001600,0.096900,0.015400,0.000100,0,0,0,0,60,0,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1561,0,27.5000,0,0,0.6050,0.7611,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8811,4598.3594,5475.5859,6207.4297,0,10073.9453,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,1,0,6.2446,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2511,0.067200,0.1664,0.012900,0.091100,0.016400,0.072900,0.002300,0.007400,0.004000,0.024800,0.001300,0.004800,0.035800,0.8991,0.2680,0.016400,0.9871,0.005600,0.4392,2.9145,0.2562,0.024900,0.000500,0.001800,0.004500,0.1084,0.001400,0.000800,0.002300,0.015500,0.1091,0.4706,0.001700,0.021300,0.001300,0.001500,0.083300,0.013400,0.000100,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,50,2,98,0,8,9,9,0,0,26,0,26,1,0,2,18,0,0,0,0,0,0,0,0.1206,0,25.5000,0,0,0.4063,0.5269,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0443,4598.0938,5475.5859,6207.4297,0,10073.6797,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1356,0.070600,0.2644,0.014200,0.091600,0.015500,0.078700,0.002100,0.007300,0.003400,0.023700,0.001400,0.004400,0.037900,2.3127,0.2499,0.014100,0.9456,0.006200,0.4844,0,0.4249,0.030700,0.000700,0.002500,0.004600,0.9809,0.001600,0.000800,0.002500,0.017100,0.095800,0.8225,0.001700,0.021200,0.001400,0.001600,0.1323,0.012900,0.000200,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,49,3,98,0,7,9,9,0,16,26,0,26,1,0,2,18,0,0,0,0,0,0,0,0.1703,0,32,0,0,0.7431,0.9134,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5816,4598.0078,5475.5859,6207.4297,0,10073.5938,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,2690,390,0,0.2117,0,0,0,0,0,0,0,0
,4.7136,0.072900,0.085000,0.013300,0.096000,0.016000,0.083600,0.002100,0.007400,0.003600,0.023300,0.001200,0.003800,0.034500,0.5761,0.2747,0.015700,0.9334,0.006100,0.094700,3.2895,0.2976,0.034000,0.000900,0.082100,0.004800,0.1174,0.001500,0.000700,0.002500,0.017900,0.051300,0.4167,0.001700,0.027500,0.001500,0.001500,0.1120,0.015200,0.000200,0,0,0,0,60,0,0,0,0,0,0,0,2,2,1,1,48,4,97,0,6,1,1,0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1036,0,20,0,0,0.3506,0.4542,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2194,4597.7656,5475.5898,6207.5547,0,10073.3555,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1422,0.067800,0.1725,0.014400,0.091200,0.015200,0.082900,0.002600,0.007100,0.003600,0.025100,0.001400,0.004400,0.035400,1.2250,0.2617,0.014700,0.8945,0.004400,0.4183,0,0.3668,0.028600,0.000700,0.002100,0.003900,0.1078,0.001200,0.000900,0.002500,0.014900,0.049700,0.6130,0.001800,0.020400,0.001300,0.001800,0.080200,0.012100,0.000100,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,9,9,0,4,26,0,26,0,0,2,18,0,0,0,0,0,0,0,0.1283,0,25.5000,0,0,0.5515,0.6798,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0050,4597.4883,5475.5898,6207.5547,0,10073.0781,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.4312,0.069200,0.090700,0.013700,0.089300,0.016800,0.078300,0.002300,0.007100,0.003500,0.023200,0.001200,0.004400,0.038000,0.4007,0.2626,0.013200,0.8986,0.003600,0.1272,4.2216,0.3533,0.029100,0.000700,0.002700,0.004900,0.1172,0.001400,0.000800,0.002600,0.018300,0.051100,0.4729,0.001500,0.022700,0.001400,0.001700,0.088600,0.013500,0.000100,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1264,0,26,0,0,0.4185,0.5449,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2121,4596.9648,5475.5898,6207.5547,0,10072.5547,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,2691,381,0,0.2195,0,0,0,0,0,0,0,0
,0.1493,0.068800,0.1695,0.014000,0.1361,0.016900,0.061800,0.002200,0.007300,0.003400,0.023200,0.001200,0.004400,0.032000,0.8622,0.2508,0.015000,0.9154,0.004300,0.4777,0,0.4145,0.025400,0.000900,0.002500,7.0354,7.1599,0.001900,0.000900,0.005100,0.022900,0.055000,0.5743,0.001700,0.022100,0.001400,0.001600,0.093400,0.011400,0.000200,0,0,0,0,60,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,10,10,0,2,26,0,26,0,0,1,20,0,0,0,0,0,0,0,0.2111,0,21.5000,0,0,0.4257,0.6368,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5639,4596.1914,5475.5898,6207.5547,0,10071.7812,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,1,0,7.0297,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.3270,0.078200,0.1951,0.012300,0.095700,0.016600,0.080700,0.003100,0.007200,0.003500,0.024200,0.001100,0.003700,0.031000,2.2836,0.2554,0.010000,1.0761,0.004500,0.4289,0.9356,0.3010,0.036500,0.000700,0.002400,0.004500,0.1262,0.001400,0.000800,0.002200,0.016400,0.056200,0.4429,0.001700,0.035400,0.001500,0.002000,0.092200,0.013600,0.000100,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,9,9,0,0,26,0,26,0,0,2,18,0,0,0,0,0,0,0,0.1116,0,25.5000,0,0,0.3816,0.4932,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3438,4596.1758,5475.5898,6207.5547,0,10071.7656,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1451,0.065300,0.085500,0.013100,0.083100,0.014000,0.074800,0.002200,0.006800,0.003600,0.023500,0.001200,0.004000,0.036700,0.3690,0.2616,0.015100,0.9090,0.003900,0.1078,0,0.3619,0.024000,0.000400,0.002700,0.003700,0.1015,0.001000,0.000800,0.001900,0.014600,0.045800,0.5758,0.001300,0.019400,0.001200,0.001500,0.3337,0.012400,0.000300,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1272,0,29,0,0,0.5171,0.6443,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5720,4594.8516,5475.5898,6207.5547,0,10070.4414,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,2476,390,0,0.2084,0,0,0,0,0,0,0,0
,5.3441,0.074900,0.1646,0.015700,0.1005,0.016300,0.082600,0.002700,0.008600,0.004300,0.029900,0.001400,0.005100,0.038200,1.2772,0.2651,0.015900,0.9599,0.004700,0.4358,3.1206,0.3438,0.033200,0.000800,0.075000,0.005000,0.1192,0.001200,0.000700,0.002200,0.017400,0.070900,0.3259,0.001600,0.023400,0.001200,0.001700,0.080800,0.011800,0.000200,0,0,0,0,60,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,9,9,0,0,26,0,26,1,0,2,18,0,0,0,0,0,0,0,0.083905,0,17.5000,0,0,0.2717,0.3556,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0460,4594.3789,5475.5898,6207.5547,0,10069.9688,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1621,0.065100,0.070600,0.015100,0.085900,0.014400,0.076400,0.002100,0.007200,0.003500,0.024300,0.001400,0.004700,0.036500,0.3973,0.2439,0.015200,0.9174,0.004200,0.097400,0,0.3720,0.024100,0.000500,0.002400,0.004300,0.1064,0.001400,0.000900,0.002300,0.015300,0.047400,0.4683,0.001400,0.020500,0.001300,0.001400,0.085100,0.012400,0.000300,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1174,0,26,0,0,0.4057,0.5231,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2610,4594.2852,5475.5898,6207.5547,0,10069.8750,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
