EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Ticks/GuLiBuildingShieldComponent,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.2034,0.074600,0.057400,0.016800,0.1159,0.016700,0.041000,0.002700,0.011300,1.9726,2.0006,0.002100,0.008800,0.038000,0.6838,0.4553,0.015000,0.2719,0.003000,0,0.3127,0.017000,0.000600,0.003600,0.004700,0.2047,0.001300,0.000900,0.002200,0.015300,0.046400,0.4072,0.082400,0.001500,0.019900,0.001400,0.001600,0.1043,0.014800,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1056,0,22,0,0,0.3465,0.4521,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0544,8942.5742,5573.3867,6304.2305,0,14515.9609,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,1382,364,0,0.1187,0,0,0,0,0,0,0,0,0,0
,5.0975,0.063700,0.087700,0.014100,0.094900,0.014300,0.1121,0.002500,0.007700,1.7857,1.8074,0.001200,0.008200,0.037700,0.7997,0.3570,0.016000,0.2600,0.003600,3.7280,0.3502,0.014400,0.000700,0.002400,0.004000,0.1995,0.001600,0.000700,0.002400,0.016600,0.042900,0.3437,0.2340,0.001600,0.019300,0.001200,0.001700,0.1019,0.014500,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,3,3,0,0,14,0,14,0,0,2,3,0,0,0,0,0,0,0,0.092600,0,27,0,0,0.2725,0.3651,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5448,8924.9258,5573.3867,6304.2305,0,14498.3125,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0.070500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1754,0.073800,0.085400,0.011800,0.1482,0.018400,0.035800,0.002100,0.008300,1.7760,1.7996,0.002500,0.009200,0.037400,0.5341,0.2886,0.017100,0.2965,0.004300,0,0.3110,0.017400,0.000600,0.002800,10.0201,10.2460,0.002400,0.001000,0.005100,0.024600,0.054300,0.6755,0.083800,0.005400,0.024900,0.001300,0.001600,0.1144,0.015200,0.000100,0,0,0,0,0,57,0,0,0,0,0,0,1,1,0,0,46,2,49,0,3,1,1,0,34,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0.1711,0,25,0,0,0.5749,0.7460,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4667,8918.8789,5573.4492,6304.2305,0,14492.3281,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,2,1,0,0,10.0152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.9993,0.060400,0.1477,0.012700,0.081700,0.012400,0.061700,0.002000,0.007900,1.9314,1.9518,0.001800,0.008300,0.035000,2.5377,0.2880,0.016500,0.2495,0.002800,0.1023,0.2946,0.016500,0.000900,0.002300,0.004500,0.2225,0.001500,0.000600,0.002400,0.015600,0.034100,0.3638,0.2511,0.000900,0.018300,0.001100,0.000900,0.1017,0.014800,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,46,2,49,0,3,3,3,0,0,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.1077,0,21,0,0,0.2786,0.3863,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6186,8915.8164,5573.4492,6304.2305,0,14489.2656,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,1402,352,0,0.1479,0,0,0,0,0,0,0,0,0,0
,0.1955,0.067300,0.053600,0.014000,0.1025,0.015800,0.073000,0.002400,0.008400,1.9066,1.9300,0.001900,0.008700,0.041200,0.4586,0.3204,0.021300,0.2951,0.003500,0,0.2689,0.016500,0.000800,0.003700,0.006100,0.2518,0.001700,0.000900,0.002800,0.016700,0.1383,0.3802,0.082200,0.001500,0.020500,0.001700,0.001700,0.1001,0.015200,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,46,2,49,0,5,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0.1046,0,26,0,0,0.3150,0.4196,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3559,8911.8164,5573.4492,6304.2305,0,14485.2656,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.6811,0.078500,0.1060,0.040900,0.1169,0.015200,0.095100,0.002900,0.008600,2.0251,2.0494,0.001300,0.009600,0.033900,1.0993,0.2665,0.014900,0.2805,0.003400,3.4030,0.3475,0.020200,0.000800,0.088100,0.004600,1.1500,0.001600,0.000600,0.002200,0.016000,0.041100,0.4223,0.1865,0.001300,0.019200,0.001400,0.001400,0.1177,0.012900,0.000200,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,8,13,0,13,1,0,1,3,0,0,0,0,0,0,0,0.095014,0,32,0,0,0.3600,0.4550,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4279,8905.3203,5573.4492,6304.2305,0,14478.7695,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1694,0.081400,0.047200,0.014100,0.1106,0.018800,0.067800,0.002400,0.007100,1.7650,1.7868,0.001600,0.007800,0.036200,0.4036,0.2450,0.013700,0.2446,0.002800,0,0.2290,0.014300,0.000700,0.002500,0.005500,0.3108,0.002500,0.001100,0.002300,0.019000,0.060700,0.3191,0.1059,0.002100,0.024000,0.001200,0.001700,0.1227,0.016200,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.099692,0,16,0,0,0.2524,0.3521,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7774,8901.1641,5573.4492,6304.2305,0,14474.6133,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,1478,364,0,0.1525,0,0,0,0,0,0,0,0,0,0
,4.8157,0.079200,0.093300,0.015500,0.1100,0.020000,0.1258,0.002200,0.008300,1.8089,1.8320,0.001300,0.007600,0.037300,1.0307,0.3093,0.018700,0.2610,0.004500,3.5156,0.3929,0.020800,0.000700,0.003100,0.004400,0.2604,0.001600,0.000800,0.002100,0.016500,0.054600,0.4740,0.2250,0.001800,0.021500,0.001800,0.002300,0.1205,0.015700,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,3,3,0,1,14,0,14,0,0,2,3,0,0,0,0,0,0,0,0.1225,0,29,0,0,0.3809,0.5034,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9126,8892.1250,5573.5117,6304.2305,0,14465.6367,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0.079100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1580,0.095700,0.046200,0.015900,0.1288,0.018000,0.071500,0.002400,0.007400,1.7644,1.7865,0.001300,0.008100,0.034900,0.3966,0.2272,0.014400,0.2418,0.002900,0,0.2058,0.014900,0.000600,0.002300,6.6091,6.8482,0.001600,0.000900,0.004200,0.019800,0.047200,0.3028,0.095400,0.001400,0.022800,0.001400,0.003300,0.1292,0.012500,0.000200,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.092883,0,22,0,0,0.2440,0.3369,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4717,8889.1328,5573.5117,6304.2305,0,14462.6445,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,1,0,0,6.6039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.6200,0.074200,0.086800,0.014900,0.1036,0.018700,0.068800,0.002600,0.009000,1.7891,1.8140,0.001700,0.009300,0.041800,1.9921,0.3019,0.014900,0.2665,0.003100,2.3139,0.3263,0.015700,0.000900,0.002800,0.004700,0.2116,0.001400,0.000700,0.002300,0.016900,0.056900,0.3642,0.2388,0.001900,0.022100,0.001300,0.002300,0.1522,0.016000,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,0,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.098906,0,24,0,0,0.2846,0.3835,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4116,8881,5573.5117,6304.2305,0,14454.5117,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,1174,351,0,0.1351,0,0,0,0,0,0,0,0,0,0
,0.1697,0.074500,0.046100,0.013900,0.099400,0.014400,0.073200,0.002700,0.009400,1.8768,1.9027,0.001800,0.009000,0.034600,0.4201,0.3528,0.015700,0.2720,0.003500,0,0.2461,0.014800,0.000600,0.002200,0.003800,0.2143,0.002000,0.001200,0.002500,0.015800,0.045700,0.3481,0.095600,0.001700,0.020800,0.001200,0.001500,0.091700,0.010900,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.095900,0,26,0,0,0.2868,0.3827,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0742,8876.1484,5573.5742,6304.2305,0,14449.7227,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.1041,0.078700,0.052400,0.013600,0.1004,0.015400,0.066300,0.002300,0.006400,1.2855,1.3043,0.001000,0.004800,0.027400,0.4435,0.3644,0.015300,0.2500,0.003400,3.3638,0.3731,0.017800,0.000900,0.071300,0.004400,0.2073,0.001300,0.000900,0.002300,0.017500,0.047500,0.2938,0.085400,0.001500,0.019500,0.001400,0.001500,0.1008,0.014900,0.000300,0,0,0,0,0,55,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0.073697,0,24,0,0,0.2362,0.3099,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6526,8869.3438,5573.5742,6304.2305,0,14442.9180,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1730,0.078100,0.095000,0.018200,0.1048,0.017300,0.085800,0.002600,0.009200,1.8249,1.8516,0.001600,0.008400,0.035200,1.2289,0.3052,0.018600,0.3347,0.005200,0,0.2827,0.017300,0.000900,0.002600,0.004700,0.1989,0.001200,0.001000,0.001800,0.013800,0.043400,0.3729,0.2299,0.001400,0.019800,0.001300,0.001800,0.098400,0.013000,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,0,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.090800,0,26,0,0,0.3025,0.3933,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7478,8868.2773,5573.5742,6304.2305,0,14441.8516,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,1256,351,0,0.1968,0,0,0,0,0,0,0,0,0,0
,4.7878,0.068400,0.073400,0.012200,0.098800,0.015400,0.1024,0.001700,0.005900,1.5033,1.5209,0.001500,0.008300,0.034900,0.7682,0.2728,0.013900,0.2417,0.002900,3.5514,0.3686,0.019400,0.000800,0.003300,0.004100,0.2155,0.001600,0.000900,0.002500,0.016100,0.047400,0.2485,0.2169,0.001800,0.019400,0.001300,0.001700,0.099900,0.011900,0.000300,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,3,3,0,0,14,0,14,0,0,2,3,0,0,0,0,0,0,0,0.076901,0,18,0,0,0.1836,0.2605,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1980,8860.7266,5573.5742,6304.2305,0,14434.3008,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0.072000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1735,0.073000,0.063900,0.011600,0.1276,0.016200,0.069100,0.002200,0.006600,2.1136,2.1349,0.002100,0.011700,0.045900,0.4241,0.2959,0.015800,0.2593,0.003300,0,0.2433,0.013900,0.000500,0.002200,6.5695,6.8058,0.003300,0.001000,0.004400,0.019700,0.056300,0.5144,0.093500,0.001800,0.020900,0.001500,0.001900,0.1052,0.014000,0.000100,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1204,0,34,0,0,0.4454,0.5658,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9029,8856.4570,5573.6367,6304.2305,0,14430.0938,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,1,0,0,6.5631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.7514,0.087200,0.082400,0.019900,0.1182,0.019500,0.051100,0.005000,0.012800,1.7013,1.7347,0.001600,0.010000,0.037900,2.0719,0.2468,0.015000,0.2425,0.003700,2.5656,0.3399,0.018500,0.000900,0.002600,0.005300,0.2579,0.001200,0.000700,0.002500,0.014500,0.053400,0.4467,0.1907,0.001700,0.023100,0.001300,0.001600,0.1134,0.014500,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,3,3,0,0,13,0,13,0,0,0,3,0,0,0,0,0,0,0,0.1103,0,17,0,0,0.3561,0.4664,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3104,8955.6992,5573.6367,6304.2305,0,14529.3359,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,1402,364,0,0.1730,0,0,0,0,0,0,0,0,0,0
,0.1745,0.072700,0.1009,0.016400,0.1126,0.017900,0.074700,0.002200,0.008300,1.9126,1.9360,0.001800,0.008300,0.036800,0.4560,0.3792,0.016900,0.2768,0.004200,0,0.2860,0.020200,0.001200,0.003800,0.005300,0.3994,0.002300,0.001400,0.002700,0.018100,0.059100,0.4475,0.1246,0.002000,0.024500,0.001400,0.002000,0.1075,0.013400,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.1322,0,28,0,0,0.4033,0.5355,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2229,9062.5938,5573.6367,6304.2305,0,14636.2305,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.5879,0.1026,0.1228,0.018200,0.1394,0.022000,0.040700,0.003300,0.014100,1.9374,1.9698,0.001900,0.007500,0.037000,1.0827,0.2711,0.014900,0.2431,0.003200,3.4062,0.3919,0.019300,0.000700,0.071300,0.005000,0.2443,0.002400,0.000900,0.003100,0.018000,0.063000,0.5411,0.2069,0.006300,0.030300,0.001900,0.001800,0.1221,0.016000,0.000100,0,0,0,0,0,57,0,0,0,0,0,0,1,1,0,0,46,2,49,0,3,3,3,0,34,17,0,13,1,0,0,3,0,0,0,0,0,0,0,0.1267,0,20,0,0,0.4619,0.5886,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2271,9229.0273,5573.6367,6304.2305,0,14802.6641,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1998,0.081800,0.064900,0.016900,0.1111,0.018100,0.084900,0.002600,0.009000,2.0439,2.0702,0.001700,0.008100,0.035100,0.4809,0.2875,0.015400,0.2504,0.003600,0,0.3198,0.017100,0.000900,0.003300,0.006400,0.2524,0.001400,0.001100,0.002100,0.017000,0.1579,0.5404,0.1173,0.001600,0.025900,0.001300,0.002700,0.1215,0.013600,0.000300,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,46,2,49,0,4,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0.1353,0,31,0,0,0.4532,0.5885,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8572,9320.2812,5573.6367,6304.2305,0,14893.9180,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,1428,365,0,0.1269,0,0,0,0,0,0,0,0,0,0
,3.1587,0.090600,0.1074,0.015100,0.1205,0.020300,0.1165,0.002300,0.009000,1.8449,1.8686,0.001700,0.008200,0.039000,1.0702,0.3045,0.016100,0.2705,0.003100,1.8097,0.3573,0.022600,0.000500,0.003500,0.004600,0.2594,0.002100,0.001000,0.002100,0.023400,0.1375,0.4180,0.2147,0.001500,0.022100,0.001300,0.002400,0.1347,0.020100,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,45,3,48,0,4,3,3,0,0,14,0,14,1,0,1,3,0,0,0,0,0,0,0,0.1431,0,25,0,0,0.3094,0.4525,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1123,9424.8203,5573.6992,6304.2305,0,14998.5195,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0.087100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2174,0.085400,0.063800,0.015700,0.1424,0.019000,0.047000,0.003000,0.013600,1.9183,1.9525,0.002800,0.011900,0.048600,0.4754,0.3031,0.016600,0.2963,0.003200,0,0.3331,0.014800,0.000400,0.002400,6.9024,8.1242,0.002200,0.000900,0.004200,0.021900,0.050700,0.4626,0.098600,0.002000,0.021300,0.001500,0.002000,0.3893,0.015300,0.000100,0,0,0,0,0,55,0,0,0,0,0,0,1,1,0,0,44,4,48,0,3,1,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1114,0,33,0,0,0.4026,0.5140,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4814,9496.1680,5573.6992,6304.2305,0,15069.8672,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,1,0,0,6.8972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
